"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount"
"2006-1","2410","V3Y","March 31, 2006","VANCOUVER",271,NA,NA,5,54.2,2
"2006-1","1700","S7N","March 31, 2006","SASKATOON",2,NA,NA,2,1,0
"2006-1","0580","B4C","March 31, 2006","HALIFAX",4,NA,NA,4,1,0
"2006-1","1060","H7K","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-1","1060","H7P","March 31, 2006","MONTRÉAL",25,NA,NA,15,1.66666666666667,0
"2006-1","1400","G2C","March 31, 2006","QUÉBEC",38,NA,NA,15,2.53333333333333,0
"2006-1","1400","G6W","March 31, 2006","QUÉBEC",1,NA,NA,1,1,0
"2006-1","1060","J0L","March 31, 2006","MONTRÉAL",58,NA,NA,30,1.93333333333333,0
"2006-1","1060","J3G","March 31, 2006","MONTRÉAL",111,NA,NA,18,6.16666666666667,0
"2006-1","1060","H2Y","March 31, 2006","MONTRÉAL",414,NA,NA,1,414,21
"2006-1","1060","J6Z","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-1","2410","V5E","March 31, 2006","VANCOUVER",6,NA,NA,4,1.5,0
"2006-1","0610","L9G","March 31, 2006","HAMILTON",20,NA,NA,12,1.66666666666667,0
"2006-1","1060","J7T","March 31, 2006","MONTRÉAL",4,NA,NA,4,1,0
"2006-1","1060","J3H","March 31, 2006","MONTRÉAL",27,NA,NA,19,1.42105263157895,0
"2006-1","1060","H1C","March 31, 2006","MONTRÉAL",9,NA,NA,5,1.8,0
"2006-1","1060","H8Y","March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0
"2006-1","1060","J5C","March 31, 2006","MONTRÉAL",4,NA,NA,1,4,0
"2006-1","1490","S4T","March 31, 2006","REGINA",11,NA,NA,8,1.375,0
"2006-1","2410","V3J","March 31, 2006","VANCOUVER",16,NA,NA,9,1.77777777777778,0.666666666666667
"2006-1","0340","T6C","March 31, 2006","EDMONTON",78,NA,NA,4,19.5,0
"2006-1","2270","L3Y","March 31, 2006","TORONTO",19,NA,NA,11,1.72727272727273,0
"2006-1","2270","M9P","March 31, 2006","TORONTO",1,NA,NA,1,1,0
"2006-1","2440","V8P","March 31, 2006","VICTORIA",68,NA,NA,4,17,2
"2006-1","0580","B2Z","March 31, 2006","HALIFAX",18,NA,NA,18,1,0
"2006-1","1060","H4G","March 31, 2006","MONTRÉAL",27,NA,NA,3,9,0
"2006-1","1060","H4K","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-1","1060","J5L","March 31, 2006","MONTRÉAL",59,NA,NA,30,1.96666666666667,0.2
"2006-1","1060","H7T","March 31, 2006","MONTRÉAL",37,NA,NA,14,2.64285714285714,0
"2006-1","0340","T6M","March 31, 2006","EDMONTON",8,NA,NA,8,1,0
"2006-1","2270","L4Z","March 31, 2006","TORONTO",7,NA,NA,2,3.5,0
"2006-1","2680","R3G","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0
"2006-1","0580","B2R","March 31, 2006","HALIFAX",8,NA,NA,8,1,0
"2006-1","2270","M4J","March 31, 2006","TORONTO",2,NA,NA,2,1,0
"2006-1","2410","V7W","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0
"2006-1","2440","V8R","March 31, 2006","VICTORIA",7,NA,NA,7,1,0
"2006-1","2680","R3T","March 31, 2006","WINNIPEG",10,NA,NA,10,1,0
"2006-1","0140","T2L","March 31, 2006","CALGARY",2,NA,NA,2,1,0
"2006-1","0610","N1R","March 31, 2006","HAMILTON",9,NA,NA,9,1,0
"2006-1","1265","K2P","March 31, 2006","OTTAWA",70,NA,NA,1,70,9
"2006-1","1400","G3B","March 31, 2006","QUÉBEC",23,NA,NA,23,1,0
"2006-1","0580","B4E","March 31, 2006","HALIFAX",6,NA,NA,6,1,0
"2006-1","2410","V5W","March 31, 2006","VANCOUVER",16,NA,NA,14,1.14285714285714,0.285714285714286
"2006-1","1060","J7A","March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0
"2006-1","1490","S4R","March 31, 2006","REGINA",10,NA,NA,10,1,0
"2006-1","1060","H9W","March 31, 2006","MONTRÉAL",4,NA,NA,4,1,0
"2006-1","1060","J7C","March 31, 2006","MONTRÉAL",53,NA,NA,33,1.60606060606061,0
"2006-1","2270","L5C","March 31, 2006","TORONTO",2,NA,NA,2,1,0
"2006-1","2410","V3M","March 31, 2006","VANCOUVER",14,NA,NA,14,1,0
"2006-1","2680","R2L","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0
"2006-1","1060","J6X","March 31, 2006","MONTRÉAL",20,NA,NA,16,1.25,0.125
"2006-1","2410","V7K","March 31, 2006","VANCOUVER",14,NA,NA,3,4.66666666666667,0
"2006-1","2270","L5B","March 31, 2006","TORONTO",405,NA,NA,2,202.5,0
"2006-1","1060","J5R","March 31, 2006","MONTRÉAL",55,NA,NA,38,1.44736842105263,0
"2006-1","0610","L7L","March 31, 2006","HAMILTON",18,NA,NA,18,1,0
"2006-1","0610","L8M","March 31, 2006","HAMILTON",1,NA,NA,1,1,0
"2006-1","2270","L5J","March 31, 2006","TORONTO",1,NA,NA,1,1,0
"2006-1","2270","nan","March 31, 2006","TORONTO",5185,NA,NA,2420,2.14256198347107,0.028099173553719
"2006-1","0610","L9H","March 31, 2006","HAMILTON",3,NA,NA,3,1,0
"2006-1","2270","L4L","March 31, 2006","TORONTO",127,NA,NA,47,2.70212765957447,0.0851063829787234
"2006-1","2410","V3A","March 31, 2006","VANCOUVER",90,NA,NA,6,15,2
"2006-1","1060","H4W","March 31, 2006","MONTRÉAL",2,NA,NA,2,1,0
"2006-1","1060","J4X","March 31, 2006","MONTRÉAL",162,NA,NA,4,40.5,0
"2006-1","1490","nan","March 31, 2006","REGINA",16,NA,NA,16,1,0
"2006-1","0140","T2C","March 31, 2006","CALGARY",159,NA,NA,61,2.60655737704918,0
"2006-1","1060","J6Y","March 31, 2006","MONTRÉAL",55,NA,NA,46,1.19565217391304,0.0652173913043478
"2006-1","1265","K1V","March 31, 2006","OTTAWA",126,NA,NA,43,2.93023255813953,0
"2006-1","1400","G1E","March 31, 2006","QUÉBEC",36,NA,NA,5,7.2,0
"2006-1","1400","G1X","March 31, 2006","QUÉBEC",12,NA,NA,12,1,0
"2006-1","2270","M3K","March 31, 2006","TORONTO",1,NA,NA,1,1,0
"2006-1","1265","K1Y","March 31, 2006","OTTAWA",70,NA,NA,8,8.75,0
"2006-1","0140","T2S","March 31, 2006","CALGARY",9,NA,NA,9,1,0
"2006-1","0610","nan","March 31, 2006","HAMILTON",372,NA,NA,220,1.69090909090909,0
"2006-1","1060","J4M","March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0
"2006-1","1060","H4C","March 31, 2006","MONTRÉAL",8,NA,NA,1,8,0
"2006-1","1700","S7L","March 31, 2006","SASKATOON",30,NA,NA,28,1.07142857142857,0
"2006-1","2270","L3T","March 31, 2006","TORONTO",162,NA,NA,4,40.5,0
"2006-1","2410","V3N","March 31, 2006","VANCOUVER",64,NA,NA,11,5.81818181818182,0.818181818181818
"2006-1","1060","H9R","March 31, 2006","MONTRÉAL",132,NA,NA,2,66,0
"2006-1","2680","R2V","March 31, 2006","WINNIPEG",9,NA,NA,9,1,0
"2006-1","1060","J6N","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-1","1265","K1C","March 31, 2006","OTTAWA",5,NA,NA,1,5,0
"2006-1","2270","L6K","March 31, 2006","TORONTO",3,NA,NA,3,1,0
"2006-1","2270","M3C","March 31, 2006","TORONTO",1,NA,NA,1,1,0
"2006-1","2680","R3C","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0
"2006-1","1060","H7C","March 31, 2006","MONTRÉAL",9,NA,NA,3,3,0
"2006-1","1060","H7M","March 31, 2006","MONTRÉAL",15,NA,NA,14,1.07142857142857,0
"2006-1","2410","V6L","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0
"2006-1","0340","T5M","March 31, 2006","EDMONTON",3,NA,NA,3,1,0
"2006-1","0340","T8A","March 31, 2006","EDMONTON",7,NA,NA,7,1,0
"2006-1","0580","B3M","March 31, 2006","HALIFAX",6,NA,NA,6,1,0
"2006-1","1400","G2E","March 31, 2006","QUÉBEC",19,NA,NA,8,2.375,0
"2006-1","2270","L1S","March 31, 2006","TORONTO",69,NA,NA,17,4.05882352941176,0
"2006-1","2410","V4A","March 31, 2006","VANCOUVER",42,NA,NA,7,6,0.571428571428571
"2006-1","2440","V8V","March 31, 2006","VICTORIA",7,NA,NA,2,3.5,0
"2006-1","2440","V9E","March 31, 2006","VICTORIA",3,NA,NA,3,1,0
"2006-1","0580","B2X","March 31, 2006","HALIFAX",1,NA,NA,1,1,0
"2006-1","2410","V5S","March 31, 2006","VANCOUVER",10,NA,NA,10,1,0
"2006-1","2270","M5N","March 31, 2006","TORONTO",3,NA,NA,3,1,0
"2006-1","2270","M9M","March 31, 2006","TORONTO",5,NA,NA,5,1,0
"2006-1","2410","V3C","March 31, 2006","VANCOUVER",32,NA,NA,7,4.57142857142857,0.571428571428571
"2006-1","2410","V5T","March 31, 2006","VANCOUVER",3,NA,NA,2,1.5,0
"2006-1","0610","L8R","March 31, 2006","HAMILTON",2,NA,NA,1,2,0
"2006-1","2410","V5C","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0
"2006-1","2410","V2Z","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0
"2006-1","2410","V4W","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0
"2006-1","0340","T8T","March 31, 2006","EDMONTON",11,NA,NA,11,1,0
"2006-1","0580","B3K","March 31, 2006","HALIFAX",120,NA,NA,2,60,0
"2006-1","1060","J4N","March 31, 2006","MONTRÉAL",15,NA,NA,10,1.5,0
"2006-1","2440","V9A","March 31, 2006","VICTORIA",5,NA,NA,3,1.66666666666667,0
"2006-1","0340","T5W","March 31, 2006","EDMONTON",1,NA,NA,1,1,0
"2006-1","0580","B3H","March 31, 2006","HALIFAX",2,NA,NA,2,1,0
"2006-1","1060","J0P","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-1","2410","V6S","March 31, 2006","VANCOUVER",26,NA,NA,5,5.2,0.8
"2006-1","0340","T9E","March 31, 2006","EDMONTON",4,NA,NA,3,1.33333333333333,0
"2006-1","0580","B3A","March 31, 2006","HALIFAX",8,NA,NA,1,8,0
"2006-1","2680","R2W","March 31, 2006","WINNIPEG",7,NA,NA,7,1,0
"2006-1","1060","H7H","March 31, 2006","MONTRÉAL",3,NA,NA,2,1.5,0
"2006-1","2680","R2X","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0
"2006-1","2270","L5G","March 31, 2006","TORONTO",18,NA,NA,7,2.57142857142857,0
"2006-1","2410","V3K","March 31, 2006","VANCOUVER",176,NA,NA,12,14.6666666666667,2.33333333333333
"2006-1","2680","R3Y","March 31, 2006","WINNIPEG",36,NA,NA,36,1,0
"2006-1","1400","G7A","March 31, 2006","QUÉBEC",10,NA,NA,10,1,0
"2006-1","0610","L3M","March 31, 2006","HAMILTON",19,NA,NA,11,1.72727272727273,0
"2006-1","2270","L6J","March 31, 2006","TORONTO",4,NA,NA,4,1,0
"2006-1","2410","V4L","March 31, 2006","VANCOUVER",49,NA,NA,2,24.5,1.5
"2006-1","2680","nan","March 31, 2006","WINNIPEG",160,NA,NA,156,1.02564102564103,0
"2006-1","1060","H1W","March 31, 2006","MONTRÉAL",36,NA,NA,4,9,0
"2006-1","1060","J7J","March 31, 2006","MONTRÉAL",20,NA,NA,16,1.25,0.1875
"2006-1","2270","L0G","March 31, 2006","TORONTO",1,NA,NA,1,1,0
"2006-1","0340","T5G","March 31, 2006","EDMONTON",3,NA,NA,3,1,0
"2006-1","0340","T6E","March 31, 2006","EDMONTON",11,NA,NA,8,1.375,0
"2006-1","2680","R1A","March 31, 2006","WINNIPEG",8,NA,NA,8,1,0
"2006-1","0140","T3C","March 31, 2006","CALGARY",7,NA,NA,4,1.75,0
"2006-1","2410","V5X","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0
"2006-1","2410","V6H","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0
"2006-1","1400","G1P","March 31, 2006","QUÉBEC",30,NA,NA,1,30,0
"2006-1","2410","V5N","March 31, 2006","VANCOUVER",114,NA,NA,19,6,0.210526315789474
"2006-1","1060","H1L","March 31, 2006","MONTRÉAL",11,NA,NA,2,5.5,0
"2006-1","1060","H9B","March 31, 2006","MONTRÉAL",4,NA,NA,1,4,0
"2006-1","1400","G3J","March 31, 2006","QUÉBEC",5,NA,NA,4,1.25,0
"2006-1","2270","M9R","March 31, 2006","TORONTO",3,NA,NA,3,1,0
"2006-1","0340","T0B","March 31, 2006","EDMONTON",3,NA,NA,3,1,0
"2006-1","0140","T2N","March 31, 2006","CALGARY",37,NA,NA,28,1.32142857142857,0
"2006-1","2270","L7G","March 31, 2006","TORONTO",11,NA,NA,3,3.66666666666667,0
"2006-1","2270","L9P","March 31, 2006","TORONTO",24,NA,NA,24,1,0
"2006-1","0340","T5N","March 31, 2006","EDMONTON",6,NA,NA,5,1.2,0
"2006-1","2440","V8N","March 31, 2006","VICTORIA",5,NA,NA,5,1,0
"2006-1","0580","B3Z","March 31, 2006","HALIFAX",6,NA,NA,6,1,0
"2006-1","1060","J3V","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-1","0580","B3P","March 31, 2006","HALIFAX",5,NA,NA,4,1.25,0
"2006-1","1060","J7Y","March 31, 2006","MONTRÉAL",39,NA,NA,23,1.69565217391304,0.217391304347826
"2006-1","1265","K1K","March 31, 2006","OTTAWA",28,NA,NA,3,9.33333333333333,0
"2006-1","2270","L4A","March 31, 2006","TORONTO",50,NA,NA,50,1,0
"2006-1","2680","R2C","March 31, 2006","WINNIPEG",33,NA,NA,33,1,0
"2006-1","1400","G2L","March 31, 2006","QUÉBEC",15,NA,NA,1,15,0
"2006-1","2270","L9R","March 31, 2006","TORONTO",3,NA,NA,3,1,0
"2006-1","2440","V8Y","March 31, 2006","VICTORIA",26,NA,NA,9,2.88888888888889,0.333333333333333
"2006-1","1265","K2L","March 31, 2006","OTTAWA",21,NA,NA,4,5.25,0
"2006-1","1400","G2A","March 31, 2006","QUÉBEC",21,NA,NA,6,3.5,0
"2006-1","1490","S4N","March 31, 2006","REGINA",8,NA,NA,8,1,0
"2006-1","1490","S4V","March 31, 2006","REGINA",68,NA,NA,64,1.0625,0
"2006-1","1490","S4X","March 31, 2006","REGINA",42,NA,NA,42,1,0
"2006-1","2270","M1L","March 31, 2006","TORONTO",1,NA,NA,1,1,0
"2006-2","0140","T2E","June 30, 2006","CALGARY",25,NA,NA,16,1.5625,0.125
"2006-2","0140","T3E","June 30, 2006","CALGARY",54,NA,NA,16,3.375,0
"2006-2","1060","H7T","June 30, 2006","MONTRÉAL",55,NA,NA,26,2.11538461538462,0.230769230769231
"2006-2","2270","M1E","June 30, 2006","TORONTO",17,NA,NA,9,1.88888888888889,0
"2006-2","0580","B0J","June 30, 2006","HALIFAX",23,NA,NA,23,1,0
"2006-2","1400","G1Y","June 30, 2006","QUÉBEC",2,NA,NA,1,2,0
"2006-2","2270","L1T","June 30, 2006","TORONTO",34,NA,NA,6,5.66666666666667,0.666666666666667
"2006-2","2270","L4B","June 30, 2006","TORONTO",1,NA,NA,1,1,0
"2006-2","0340","T5L","June 30, 2006","EDMONTON",3,NA,NA,2,1.5,0
"2006-2","1060","H7X","June 30, 2006","MONTRÉAL",20,NA,NA,16,1.25,0
"2006-2","2270","L3T","June 30, 2006","TORONTO",404,NA,NA,10,40.4,2.4
"2006-2","2410","V7T","June 30, 2006","VANCOUVER",12,NA,NA,12,1,0
"2006-2","2440","V8Z","June 30, 2006","VICTORIA",61,NA,NA,23,2.65217391304348,0
"2006-2","1060","J4T","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-2","2680","R2X","June 30, 2006","WINNIPEG",2,NA,NA,2,1,0
"2006-2","0340","T8E","June 30, 2006","EDMONTON",33,NA,NA,33,1,0
"2006-2","2270","M2R","June 30, 2006","TORONTO",76,NA,NA,8,9.5,0.875
"2006-2","2270","M6H","June 30, 2006","TORONTO",1,NA,NA,1,1,0
"2006-2","2680","R3A","June 30, 2006","WINNIPEG",3,NA,NA,3,1,0
"2006-2","1060","J5Z","June 30, 2006","MONTRÉAL",197,NA,NA,120,1.64166666666667,0.141666666666667
"2006-2","0140","T2B","June 30, 2006","CALGARY",1,NA,NA,1,1,0
"2006-2","1265","K1V","June 30, 2006","OTTAWA",29,NA,NA,23,1.26086956521739,0
"2006-2","1060","J5Y","June 30, 2006","MONTRÉAL",106,NA,NA,95,1.11578947368421,0.0210526315789474
"2006-2","2410","V6M","June 30, 2006","VANCOUVER",1,NA,NA,1,1,0
"2006-2","2410","V7L","June 30, 2006","VANCOUVER",12,NA,NA,12,1,0
"2006-2","2410","V6Y","June 30, 2006","VANCOUVER",138,NA,NA,27,5.11111111111111,0
"2006-2","2440","V8V","June 30, 2006","VICTORIA",53,NA,NA,10,5.3,0.3
"2006-2","2680","R3P","June 30, 2006","WINNIPEG",3,NA,NA,3,1,0
"2006-2","1060","H9E","June 30, 2006","MONTRÉAL",3,NA,NA,3,1,0
"2006-2","1060","J3N","June 30, 2006","MONTRÉAL",23,NA,NA,23,1,0
"2006-2","2270","M6R","June 30, 2006","TORONTO",1,NA,NA,1,1,0
"2006-2","2270","M6K","June 30, 2006","TORONTO",10,NA,NA,1,10,0
"2006-2","2410","V3B","June 30, 2006","VANCOUVER",6,NA,NA,3,2,2
"2006-2","2680","R1A","June 30, 2006","WINNIPEG",6,NA,NA,6,1,0
"2006-2","2680","R2P","June 30, 2006","WINNIPEG",73,NA,NA,16,4.5625,0
"2006-2","2270","L3Y","June 30, 2006","TORONTO",4,NA,NA,4,1,0
"2006-2","1400","G2M","June 30, 2006","QUÉBEC",4,NA,NA,4,1,0
"2006-2","2680","R2M","June 30, 2006","WINNIPEG",6,NA,NA,6,1,0
"2006-2","2680","R4L","June 30, 2006","WINNIPEG",2,NA,NA,2,1,0
"2006-2","0580","B3G","June 30, 2006","HALIFAX",6,NA,NA,6,1,0
"2006-2","1400","G1H","June 30, 2006","QUÉBEC",3,NA,NA,2,1.5,0
"2006-2","1265","K2G","June 30, 2006","OTTAWA",2,NA,NA,2,1,0
"2006-2","1700","S7K","June 30, 2006","SASKATOON",1,NA,NA,1,1,0
"2006-2","2410","V5G","June 30, 2006","VANCOUVER",86,NA,NA,16,5.375,0.25
"2006-2","0610","L8S","June 30, 2006","HAMILTON",1,NA,NA,1,1,0
"2006-2","1060","H1A","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-2","0610","L8J","June 30, 2006","HAMILTON",7,NA,NA,7,1,0
"2006-2","1400","G6W","June 30, 2006","QUÉBEC",28,NA,NA,9,3.11111111111111,1.11111111111111
"2006-2","2410","V7V","June 30, 2006","VANCOUVER",16,NA,NA,7,2.28571428571429,1.28571428571429
"2006-2","1060","H9C","June 30, 2006","MONTRÉAL",20,NA,NA,15,1.33333333333333,0
"2006-2","0340","T5B","June 30, 2006","EDMONTON",17,NA,NA,3,5.66666666666667,0
"2006-2","0340","T6H","June 30, 2006","EDMONTON",1,NA,NA,1,1,0
"2006-2","1060","H9R","June 30, 2006","MONTRÉAL",15,NA,NA,4,3.75,0
"2006-2","2270","L3R","June 30, 2006","TORONTO",2,NA,NA,2,1,0
"2006-2","2270","L6H","June 30, 2006","TORONTO",82,NA,NA,73,1.12328767123288,0
"2006-2","0140","T2V","June 30, 2006","CALGARY",17,NA,NA,10,1.7,0
"2006-2","0580","B3A","June 30, 2006","HALIFAX",1,NA,NA,1,1,0
"2006-2","1265","K4K","June 30, 2006","OTTAWA",15,NA,NA,12,1.25,0
"2006-2","2270","L5G","June 30, 2006","TORONTO",36,NA,NA,20,1.8,0
"2006-2","0140","T2T","June 30, 2006","CALGARY",75,NA,NA,23,3.26086956521739,0
"2006-2","2440","V8T","June 30, 2006","VICTORIA",5,NA,NA,2,2.5,0
"2006-2","0340","T6B","June 30, 2006","EDMONTON",1,NA,NA,1,1,0
"2006-2","1060","H4E","June 30, 2006","MONTRÉAL",6,NA,NA,2,3,2
"2006-2","2410","V3V","June 30, 2006","VANCOUVER",29,NA,NA,29,1,0
"2006-2","1400","G1G","June 30, 2006","QUÉBEC",40,NA,NA,4,10,2.5
"2006-2","0580","B4C","June 30, 2006","HALIFAX",10,NA,NA,10,1,0
"2006-2","1060","H2L","June 30, 2006","MONTRÉAL",111,NA,NA,1,111,0
"2006-2","1060","J5R","June 30, 2006","MONTRÉAL",75,NA,NA,68,1.10294117647059,0
"2006-2","1400","G1R","June 30, 2006","QUÉBEC",96,NA,NA,1,96,0
"2006-2","2270","L0H","June 30, 2006","TORONTO",1,NA,NA,1,1,0
"2006-2","2270","M2M","June 30, 2006","TORONTO",12,NA,NA,12,1,0
"2006-2","2410","V4R","June 30, 2006","VANCOUVER",1,NA,NA,1,1,0
"2006-2","2440","V9E","June 30, 2006","VICTORIA",5,NA,NA,5,1,0
"2006-2","2270","L0G","June 30, 2006","TORONTO",44,NA,NA,44,1,0
"2006-2","2270","M6G","June 30, 2006","TORONTO",9,NA,NA,1,9,0
"2006-2","2270","nan","June 30, 2006","TORONTO",5993,NA,NA,3179,1.88518402013212,0.0597672223969802
"2006-2","2440","V8W","June 30, 2006","VICTORIA",23,NA,NA,1,23,0
"2006-2","2680","R3G","June 30, 2006","WINNIPEG",4,NA,NA,4,1,0
"2006-2","1060","H1J","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-2","1060","H7L","June 30, 2006","MONTRÉAL",38,NA,NA,35,1.08571428571429,0.0571428571428571
"2006-2","1060","H9J","June 30, 2006","MONTRÉAL",2,NA,NA,2,1,0
"2006-2","1060","J6A","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-2","2270","L7E","June 30, 2006","TORONTO",8,NA,NA,8,1,0
"2006-2","2410","V1M","June 30, 2006","VANCOUVER",13,NA,NA,4,3.25,0
"2006-2","0340","T8T","June 30, 2006","EDMONTON",6,NA,NA,6,1,0
"2006-2","0580","B2W","June 30, 2006","HALIFAX",83,NA,NA,16,5.1875,0
"2006-2","1060","H3X","June 30, 2006","MONTRÉAL",25,NA,NA,4,6.25,0
"2006-2","2270","M3B","June 30, 2006","TORONTO",8,NA,NA,8,1,0
"2006-2","2270","M8W","June 30, 2006","TORONTO",22,NA,NA,10,2.2,0
"2006-2","2680","R4A","June 30, 2006","WINNIPEG",16,NA,NA,16,1,0
"2006-2","1060","J3V","June 30, 2006","MONTRÉAL",4,NA,NA,4,1,0
"2006-2","1265","K1S","June 30, 2006","OTTAWA",38,NA,NA,4,9.5,0
"2006-2","2680","R2C","June 30, 2006","WINNIPEG",54,NA,NA,54,1,0
"2006-2","0610","L3M","June 30, 2006","HAMILTON",43,NA,NA,33,1.3030303030303,0
"2006-2","1060","H9W","June 30, 2006","MONTRÉAL",16,NA,NA,8,2,0
"2006-2","1060","J6W","June 30, 2006","MONTRÉAL",14,NA,NA,2,7,3
"2006-2","2270","L6L","June 30, 2006","TORONTO",120,NA,NA,90,1.33333333333333,0
"2006-2","2440","V8L","June 30, 2006","VICTORIA",19,NA,NA,14,1.35714285714286,0
"2006-2","1400","G6V","June 30, 2006","QUÉBEC",16,NA,NA,14,1.14285714285714,0
"2006-2","2270","L4C","June 30, 2006","TORONTO",19,NA,NA,19,1,0
"2006-2","0140","T2R","June 30, 2006","CALGARY",106,NA,NA,1,106,19
"2006-2","0340","T8N","June 30, 2006","EDMONTON",15,NA,NA,15,1,0
"2006-2","0580","B2T","June 30, 2006","HALIFAX",11,NA,NA,11,1,0
"2006-2","1060","H7B","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0
"2006-2","0140","T3C","June 30, 2006","CALGARY",264,NA,NA,11,24,0
"2006-2","2410","V6L","June 30, 2006","VANCOUVER",4,NA,NA,4,1,0
"2006-2","1060","J6J","June 30, 2006","MONTRÉAL",15,NA,NA,15,1,0
"2006-2","2440","V9Z","June 30, 2006","VICTORIA",1,NA,NA,1,1,0
"2006-2","1060","J7V","June 30, 2006","MONTRÉAL",99,NA,NA,88,1.125,0
"2006-2","1490","S4V","June 30, 2006","REGINA",79,NA,NA,67,1.17910447761194,0
"2006-2","2270","M9W","June 30, 2006","TORONTO",74,NA,NA,31,2.38709677419355,0
"2006-2","2410","V7H","June 30, 2006","VANCOUVER",2,NA,NA,2,1,0
"2006-2","0340","T6E","June 30, 2006","EDMONTON",12,NA,NA,8,1.5,0
"2006-2","2270","L5C","June 30, 2006","TORONTO",4,NA,NA,4,1,0
"2006-2","2270","M4H","June 30, 2006","TORONTO",45,NA,NA,2,22.5,0
"2006-2","2410","V7C","June 30, 2006","VANCOUVER",10,NA,NA,10,1,0
"2006-2","2440","V8S","June 30, 2006","VICTORIA",35,NA,NA,32,1.09375,0
"2006-2","0140","T2K","June 30, 2006","CALGARY",6,NA,NA,4,1.5,0
"2006-2","0340","T9E","June 30, 2006","EDMONTON",21,NA,NA,21,1,0
"2006-2","0610","L9C","June 30, 2006","HAMILTON",18,NA,NA,18,1,0
"2006-2","2410","V5A","June 30, 2006","VANCOUVER",3,NA,NA,3,1,0
"2006-2","2270","M3N","June 30, 2006","TORONTO",24,NA,NA,14,1.71428571428571,0
"2006-2","1060","H4N","June 30, 2006","MONTRÉAL",2,NA,NA,2,1,0
"2006-2","2410","V3R","June 30, 2006","VANCOUVER",160,NA,NA,14,11.4285714285714,0.285714285714286
"2006-2","1060","H2R","June 30, 2006","MONTRÉAL",16,NA,NA,4,4,0
"2006-2","1060","J4R","June 30, 2006","MONTRÉAL",19,NA,NA,1,19,0
"2006-2","2410","V3A","June 30, 2006","VANCOUVER",4,NA,NA,4,1,0
"2006-2","2270","L9W","June 30, 2006","TORONTO",20,NA,NA,20,1,0
"2006-2","0580","B3Z","June 30, 2006","HALIFAX",7,NA,NA,7,1,0
"2006-2","1060","H7H","June 30, 2006","MONTRÉAL",4,NA,NA,4,1,0
"2006-2","2410","V3E","June 30, 2006","VANCOUVER",6,NA,NA,5,1.2,0.4
"2006-2","0610","L7N","June 30, 2006","HAMILTON",1,NA,NA,1,1,0
"2006-2","1060","H2J","June 30, 2006","MONTRÉAL",7,NA,NA,1,7,0
"2006-2","2680","R2V","June 30, 2006","WINNIPEG",9,NA,NA,9,1,0
"2006-2","1400","G2N","June 30, 2006","QUÉBEC",10,NA,NA,9,1.11111111111111,0
"2006-2","2410","V5J","June 30, 2006","VANCOUVER",30,NA,NA,9,3.33333333333333,0.333333333333333
"2006-2","0340","T5P","June 30, 2006","EDMONTON",2,NA,NA,2,1,0
"2006-2","0610","L9G","June 30, 2006","HAMILTON",24,NA,NA,18,1.33333333333333,0
"2006-2","1060","H8T","June 30, 2006","MONTRÉAL",18,NA,NA,3,6,0
"2006-2","1060","H2T","June 30, 2006","MONTRÉAL",39,NA,NA,1,39,0
"2006-2","2680","R2J","June 30, 2006","WINNIPEG",4,NA,NA,4,1,0
"2006-2","1700","S7J","June 30, 2006","SASKATOON",2,NA,NA,2,1,0
"2006-2","2270","M4V","June 30, 2006","TORONTO",1,NA,NA,1,1,0
"2006-2","1060","H1Z","June 30, 2006","MONTRÉAL",16,NA,NA,2,8,0
"2006-2","2680","R2K","June 30, 2006","WINNIPEG",4,NA,NA,2,2,0
"2006-2","0340","T0C","June 30, 2006","EDMONTON",24,NA,NA,24,1,0
"2006-2","1060","H1N","June 30, 2006","MONTRÉAL",57,NA,NA,11,5.18181818181818,0
