"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount"
"2013-4","2270","L5T","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","2680","R0A","December 31, 2013","WINNIPEG",18,NA,NA,18,1,0
"2013-4","2410","V7V","December 31, 2013","VANCOUVER",5,NA,NA,5,1,0
"2013-4","1060","H4S","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","1265","K2G","December 31, 2013","OTTAWA",4,NA,NA,4,1,0
"2013-4","2270","L7E","December 31, 2013","TORONTO",4,NA,NA,4,1,0
"2013-4","1060","H3R","December 31, 2013","MONTRÉAL",7,NA,NA,1,7,0
"2013-4","2410","V5L","December 31, 2013","VANCOUVER",6,NA,NA,4,1.5,0
"2013-4","0140","T4C","December 31, 2013","CALGARY",231,NA,NA,165,1.4,0
"2013-4","1060","J3N","December 31, 2013","MONTRÉAL",20,NA,NA,5,4,1.2
"2013-4","1060","J4K","December 31, 2013","MONTRÉAL",4,NA,NA,3,1.33333333333333,0.666666666666667
"2013-4","2270","M5P","December 31, 2013","TORONTO",7,NA,NA,7,1,0
"2013-4","2270","M9M","December 31, 2013","TORONTO",12,NA,NA,6,2,0
"2013-4","2680","R3L","December 31, 2013","WINNIPEG",6,NA,NA,2,3,0
"2013-4","0140","nan","December 31, 2013","CALGARY",451,NA,NA,267,1.68913857677903,0.00749063670411985
"2013-4","1060","H1A","December 31, 2013","MONTRÉAL",136,NA,NA,5,27.2,3.2
"2013-4","1060","J5T","December 31, 2013","MONTRÉAL",13,NA,NA,10,1.3,0.2
"2013-4","1265","K4R","December 31, 2013","OTTAWA",21,NA,NA,21,1,0
"2013-4","2270","L9W","December 31, 2013","TORONTO",29,NA,NA,15,1.93333333333333,0
"2013-4","0580","B3P","December 31, 2013","HALIFAX",27,NA,NA,9,3,0
"2013-4","1060","J0L","December 31, 2013","MONTRÉAL",78,NA,NA,29,2.68965517241379,0.241379310344828
"2013-4","1060","J6N","December 31, 2013","MONTRÉAL",118,NA,NA,19,6.21052631578947,0.526315789473684
"2013-4","2410","V5G","December 31, 2013","VANCOUVER",11,NA,NA,9,1.22222222222222,0
"2013-4","0340","T0G","December 31, 2013","EDMONTON",1,NA,NA,1,1,0
"2013-4","0340","T7Z","December 31, 2013","EDMONTON",73,NA,NA,38,1.92105263157895,0.0789473684210526
"2013-4","1400","G1W","December 31, 2013","QUÉBEC",46,NA,NA,9,5.11111111111111,0.333333333333333
"2013-4","0140","T2M","December 31, 2013","CALGARY",67,NA,NA,25,2.68,0
"2013-4","1265","K2J","December 31, 2013","OTTAWA",379,NA,NA,226,1.67699115044248,0.0265486725663717
"2013-4","1490","S4X","December 31, 2013","REGINA",90,NA,NA,72,1.25,0
"2013-4","2270","M9P","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","0580","B2Z","December 31, 2013","HALIFAX",19,NA,NA,19,1,0
"2013-4","2270","M5M","December 31, 2013","TORONTO",21,NA,NA,21,1,0
"2013-4","2270","L9R","December 31, 2013","TORONTO",75,NA,NA,63,1.19047619047619,0
"2013-4","0610","L8J","December 31, 2013","HAMILTON",8,NA,NA,8,1,0
"2013-4","1060","H4K","December 31, 2013","MONTRÉAL",1,NA,NA,1,1,0
"2013-4","0340","T5G","December 31, 2013","EDMONTON",15,NA,NA,7,2.14285714285714,0
"2013-4","1060","J3V","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","1060","J6A","December 31, 2013","MONTRÉAL",4,NA,NA,4,1,0
"2013-4","1265","K2M","December 31, 2013","OTTAWA",44,NA,NA,27,1.62962962962963,0
"2013-4","2680","R2Y","December 31, 2013","WINNIPEG",1,NA,NA,1,1,0
"2013-4","2270","L0H","December 31, 2013","TORONTO",93,NA,NA,67,1.38805970149254,0
"2013-4","0140","T2H","December 31, 2013","CALGARY",2,NA,NA,2,1,0
"2013-4","1060","H9X","December 31, 2013","MONTRÉAL",2,NA,NA,2,1,0
"2013-4","1060","J7V","December 31, 2013","MONTRÉAL",126,NA,NA,21,6,0.428571428571429
"2013-4","1265","K1G","December 31, 2013","OTTAWA",48,NA,NA,1,48,3
"2013-4","1700","S7W","December 31, 2013","SASKATOON",97,NA,NA,4,24.25,0.75
"2013-4","2270","M5A","December 31, 2013","TORONTO",132,NA,NA,1,132,18
"2013-4","2410","V5A","December 31, 2013","VANCOUVER",105,NA,NA,10,10.5,1.2
"2013-4","0140","T2Z","December 31, 2013","CALGARY",219,NA,NA,68,3.22058823529412,0
"2013-4","0340","T5J","December 31, 2013","EDMONTON",9,NA,NA,1,9,0
"2013-4","0340","T8L","December 31, 2013","EDMONTON",219,NA,NA,64,3.421875,0
"2013-4","2270","M6P","December 31, 2013","TORONTO",41,NA,NA,2,20.5,0
"2013-4","2680","R4A","December 31, 2013","WINNIPEG",8,NA,NA,8,1,0
"2013-4","0580","B3V","December 31, 2013","HALIFAX",3,NA,NA,3,1,0
"2013-4","0580","B4B","December 31, 2013","HALIFAX",8,NA,NA,8,1,0
"2013-4","1060","J4M","December 31, 2013","MONTRÉAL",48,NA,NA,16,3,1.125
"2013-4","1490","S0G","December 31, 2013","REGINA",8,NA,NA,7,1.14285714285714,0
"2013-4","2270","M2R","December 31, 2013","TORONTO",109,NA,NA,16,6.8125,0
"2013-4","2270","M5H","December 31, 2013","TORONTO",798,NA,NA,1,798,54
"2013-4","2440","V9E","December 31, 2013","VICTORIA",35,NA,NA,4,8.75,0
"2013-4","2680","R2L","December 31, 2013","WINNIPEG",5,NA,NA,5,1,0
"2013-4","2680","R3W","December 31, 2013","WINNIPEG",14,NA,NA,13,1.07692307692308,0
"2013-4","0340","T5E","December 31, 2013","EDMONTON",33,NA,NA,23,1.43478260869565,0
"2013-4","1060","H1E","December 31, 2013","MONTRÉAL",6,NA,NA,5,1.2,0
"2013-4","1060","H1G","December 31, 2013","MONTRÉAL",1,NA,NA,1,1,0
"2013-4","1060","J7E","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","1060","J7Y","December 31, 2013","MONTRÉAL",65,NA,NA,21,3.0952380952381,0.523809523809524
"2013-4","1700","S7V","December 31, 2013","SASKATOON",72,NA,NA,66,1.09090909090909,0
"2013-4","2410","V3V","December 31, 2013","VANCOUVER",252,NA,NA,22,11.4545454545455,1.63636363636364
"2013-4","2680","R3T","December 31, 2013","WINNIPEG",25,NA,NA,12,2.08333333333333,0.25
"2013-4","1060","J4N","December 31, 2013","MONTRÉAL",46,NA,NA,2,23,0
"2013-4","1060","J7B","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","1060","J7J","December 31, 2013","MONTRÉAL",115,NA,NA,69,1.66666666666667,0.231884057971014
"2013-4","2270","M8Y","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2410","nan","December 31, 2013","VANCOUVER",458,NA,NA,85,5.38823529411765,0.505882352941176
"2013-4","0340","T0B","December 31, 2013","EDMONTON",1,NA,NA,1,1,0
"2013-4","0580","B2T","December 31, 2013","HALIFAX",11,NA,NA,11,1,0
"2013-4","1400","G1V","December 31, 2013","QUÉBEC",8,NA,NA,3,2.66666666666667,1
"2013-4","2680","R4H","December 31, 2013","WINNIPEG",29,NA,NA,29,1,0
"2013-4","1060","J4L","December 31, 2013","MONTRÉAL",12,NA,NA,1,12,2
"2013-4","0140","T2E","December 31, 2013","CALGARY",71,NA,NA,34,2.08823529411765,0.176470588235294
"2013-4","0610","L9H","December 31, 2013","HAMILTON",3,NA,NA,3,1,0
"2013-4","1060","H1Z","December 31, 2013","MONTRÉAL",2,NA,NA,1,2,0
"2013-4","1060","H4T","December 31, 2013","MONTRÉAL",27,NA,NA,4,6.75,0.75
"2013-4","1060","J6Z","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","2270","L6R","December 31, 2013","TORONTO",109,NA,NA,23,4.73913043478261,0
"2013-4","1060","H7P","December 31, 2013","MONTRÉAL",49,NA,NA,2,24.5,3
"2013-4","1060","J0V","December 31, 2013","MONTRÉAL",11,NA,NA,11,1,0
"2013-4","1060","J7H","December 31, 2013","MONTRÉAL",13,NA,NA,3,4.33333333333333,2
"2013-4","1400","G1E","December 31, 2013","QUÉBEC",137,NA,NA,16,8.5625,2.25
"2013-4","2270","L0P","December 31, 2013","TORONTO",18,NA,NA,17,1.05882352941176,0
"2013-4","2270","L6K","December 31, 2013","TORONTO",7,NA,NA,7,1,0
"2013-4","1700","S0K","December 31, 2013","SASKATOON",15,NA,NA,15,1,0
"2013-4","2410","V4R","December 31, 2013","VANCOUVER",34,NA,NA,33,1.03030303030303,0
"2013-4","2410","V5W","December 31, 2013","VANCOUVER",32,NA,NA,32,1,0.0625
"2013-4","2270","L1Y","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2270","M6A","December 31, 2013","TORONTO",526,NA,NA,1,526,0
"2013-4","0140","T3A","December 31, 2013","CALGARY",12,NA,NA,12,1,0
"2013-4","1060","H1Y","December 31, 2013","MONTRÉAL",6,NA,NA,2,3,2
"2013-4","1060","J7R","December 31, 2013","MONTRÉAL",12,NA,NA,7,1.71428571428571,0.285714285714286
"2013-4","1400","G6C","December 31, 2013","QUÉBEC",1,NA,NA,1,1,0
"2013-4","2410","V4K","December 31, 2013","VANCOUVER",16,NA,NA,16,1,0
"2013-4","2270","L4G","December 31, 2013","TORONTO",47,NA,NA,13,3.61538461538462,0
"2013-4","2410","V2W","December 31, 2013","VANCOUVER",10,NA,NA,7,1.42857142857143,0
"2013-4","1060","H3N","December 31, 2013","MONTRÉAL",6,NA,NA,2,3,0
"2013-4","1060","J6W","December 31, 2013","MONTRÉAL",11,NA,NA,2,5.5,1
"2013-4","2410","V3S","December 31, 2013","VANCOUVER",57,NA,NA,39,1.46153846153846,0
"2013-4","1400","G1L","December 31, 2013","QUÉBEC",6,NA,NA,1,6,3
"2013-4","2270","L4L","December 31, 2013","TORONTO",6,NA,NA,6,1,0
"2013-4","2270","M1M","December 31, 2013","TORONTO",17,NA,NA,9,1.88888888888889,0
"2013-4","0340","T8R","December 31, 2013","EDMONTON",20,NA,NA,17,1.17647058823529,0
"2013-4","1490","S4R","December 31, 2013","REGINA",9,NA,NA,5,1.8,0
"2013-4","2680","R3V","December 31, 2013","WINNIPEG",69,NA,NA,4,17.25,1
"2013-4","1060","H2E","December 31, 2013","MONTRÉAL",6,NA,NA,2,3,1
"2013-4","2680","R2C","December 31, 2013","WINNIPEG",107,NA,NA,30,3.56666666666667,0.133333333333333
"2013-4","1060","H7J","December 31, 2013","MONTRÉAL",1,NA,NA,1,1,0
"2013-4","1060","J5A","December 31, 2013","MONTRÉAL",55,NA,NA,29,1.89655172413793,0.275862068965517
"2013-4","1265","K2A","December 31, 2013","OTTAWA",6,NA,NA,5,1.2,0
"2013-4","2270","L5G","December 31, 2013","TORONTO",8,NA,NA,8,1,0
"2013-4","2270","M3C","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2410","V5B","December 31, 2013","VANCOUVER",15,NA,NA,15,1,0
"2013-4","0340","T4X","December 31, 2013","EDMONTON",58,NA,NA,46,1.26086956521739,0
"2013-4","0340","T7Y","December 31, 2013","EDMONTON",10,NA,NA,10,1,0
"2013-4","1400","G2E","December 31, 2013","QUÉBEC",4,NA,NA,3,1.33333333333333,0
"2013-4","2270","L5E","December 31, 2013","TORONTO",3,NA,NA,3,1,0
"2013-4","2410","V3Y","December 31, 2013","VANCOUVER",127,NA,NA,3,42.3333333333333,2.66666666666667
"2013-4","0340","T0E","December 31, 2013","EDMONTON",9,NA,NA,9,1,0
"2013-4","1700","S7L","December 31, 2013","SASKATOON",44,NA,NA,41,1.07317073170732,0
"2013-4","0580","B0J","December 31, 2013","HALIFAX",17,NA,NA,17,1,0
"2013-4","0610","L0R","December 31, 2013","HAMILTON",71,NA,NA,50,1.42,0
"2013-4","1060","H4V","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","1265","K1N","December 31, 2013","OTTAWA",8,NA,NA,2,4,1.5
"2013-4","1490","S2V","December 31, 2013","REGINA",4,NA,NA,4,1,0
"2013-4","2270","M6G","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2410","V7N","December 31, 2013","VANCOUVER",8,NA,NA,8,1,0.75
"2013-4","2680","R5A","December 31, 2013","WINNIPEG",44,NA,NA,19,2.31578947368421,0
"2013-4","1060","H7N","December 31, 2013","MONTRÉAL",62,NA,NA,6,10.3333333333333,2.16666666666667
"2013-4","2410","V6M","December 31, 2013","VANCOUVER",9,NA,NA,9,1,0
"2013-4","2680","R3J","December 31, 2013","WINNIPEG",9,NA,NA,9,1,0
"2013-4","1265","K1R","December 31, 2013","OTTAWA",7,NA,NA,3,2.33333333333333,2
"2013-4","1060","H9W","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","2270","M8X","December 31, 2013","TORONTO",4,NA,NA,4,1,0
"2013-4","2680","R0E","December 31, 2013","WINNIPEG",64,NA,NA,62,1.03225806451613,0
"2013-4","2680","R2K","December 31, 2013","WINNIPEG",4,NA,NA,4,1,0
"2013-4","2680","R2P","December 31, 2013","WINNIPEG",136,NA,NA,47,2.8936170212766,0.0851063829787234
"2013-4","2270","M8W","December 31, 2013","TORONTO",11,NA,NA,11,1,0
"2013-4","2680","R2H","December 31, 2013","WINNIPEG",5,NA,NA,3,1.66666666666667,0
"2013-4","1265","K2B","December 31, 2013","OTTAWA",3,NA,NA,2,1.5,0
"2013-4","2270","M3L","December 31, 2013","TORONTO",4,NA,NA,1,4,0
"2013-4","1060","J3Y","December 31, 2013","MONTRÉAL",95,NA,NA,25,3.8,0.56
"2013-4","2270","L6P","December 31, 2013","TORONTO",27,NA,NA,27,1,0
"2013-4","2270","M6M","December 31, 2013","TORONTO",3,NA,NA,3,1,0
"2013-4","2270","L7K","December 31, 2013","TORONTO",50,NA,NA,27,1.85185185185185,0
"2013-4","1060","H7R","December 31, 2013","MONTRÉAL",25,NA,NA,19,1.31578947368421,0.315789473684211
"2013-4","1400","G3E","December 31, 2013","QUÉBEC",43,NA,NA,22,1.95454545454545,0.0909090909090909
"2013-4","2270","M1V","December 31, 2013","TORONTO",7,NA,NA,1,7,0
"2013-4","2270","M9R","December 31, 2013","TORONTO",6,NA,NA,3,2,0
"2013-4","0610","L7R","December 31, 2013","HAMILTON",10,NA,NA,6,1.66666666666667,0
"2013-4","2270","M4T","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2680","R3A","December 31, 2013","WINNIPEG",8,NA,NA,1,8,0
"2013-4","0140","T2T","December 31, 2013","CALGARY",76,NA,NA,17,4.47058823529412,0.235294117647059
"2013-4","2270","L4S","December 31, 2013","TORONTO",92,NA,NA,18,5.11111111111111,0
"2013-4","2410","V7B","December 31, 2013","VANCOUVER",1,NA,NA,1,1,0
"2013-4","2410","V2Z","December 31, 2013","VANCOUVER",37,NA,NA,19,1.94736842105263,0
"2013-4","0140","T3E","December 31, 2013","CALGARY",39,NA,NA,23,1.69565217391304,0
"2013-4","1060","H4G","December 31, 2013","MONTRÉAL",5,NA,NA,1,5,3
"2013-4","1265","K1Y","December 31, 2013","OTTAWA",29,NA,NA,19,1.52631578947368,0
"2013-4","2410","V5E","December 31, 2013","VANCOUVER",8,NA,NA,6,1.33333333333333,0
"2013-4","2410","V7C","December 31, 2013","VANCOUVER",29,NA,NA,25,1.16,0
"2013-4","2680","R2J","December 31, 2013","WINNIPEG",1,NA,NA,1,1,0
"2013-4","1400","G6K","December 31, 2013","QUÉBEC",10,NA,NA,5,2,0.4
"2013-4","2410","V3W","December 31, 2013","VANCOUVER",94,NA,NA,25,3.76,0.44
"2013-4","2680","R3R","December 31, 2013","WINNIPEG",8,NA,NA,8,1,0
"2013-4","0140","T2R","December 31, 2013","CALGARY",440,NA,NA,3,146.666666666667,11.6666666666667
"2013-4","1060","H3B","December 31, 2013","MONTRÉAL",250,NA,NA,1,250,20
"2013-4","1265","K1L","December 31, 2013","OTTAWA",2,NA,NA,1,2,0
"2013-4","2270","L3P","December 31, 2013","TORONTO",315,NA,NA,6,52.5,3.33333333333333
"2013-4","2270","L9N","December 31, 2013","TORONTO",9,NA,NA,7,1.28571428571429,0
"2013-4","2680","R3Y","December 31, 2013","WINNIPEG",185,NA,NA,125,1.48,0.016
"2013-4","1060","H2X","December 31, 2013","MONTRÉAL",4,NA,NA,1,4,3
"2013-4","1265","nan","December 31, 2013","OTTAWA",26,NA,NA,21,1.23809523809524,0
"2013-4","2270","M9A","December 31, 2013","TORONTO",206,NA,NA,8,25.75,0
"2013-4","0340","T8N","December 31, 2013","EDMONTON",89,NA,NA,12,7.41666666666667,0.5
"2013-4","1265","K1S","December 31, 2013","OTTAWA",8,NA,NA,6,1.33333333333333,0
"2013-4","0340","T6A","December 31, 2013","EDMONTON",2,NA,NA,1,2,0
"2013-4","0580","B3R","December 31, 2013","HALIFAX",7,NA,NA,7,1,0
"2013-4","1490","S4P","December 31, 2013","REGINA",35,NA,NA,20,1.75,0.35
"2013-4","1060","H2P","December 31, 2013","MONTRÉAL",8,NA,NA,2,4,0
"2013-4","1400","G2K","December 31, 2013","QUÉBEC",86,NA,NA,4,21.5,3
"2013-4","2410","V4M","December 31, 2013","VANCOUVER",7,NA,NA,7,1,0
"2013-4","2680","R0G","December 31, 2013","WINNIPEG",21,NA,NA,16,1.3125,0
"2013-4","0140","T3B","December 31, 2013","CALGARY",28,NA,NA,23,1.21739130434783,0
"2013-4","2270","M4S","December 31, 2013","TORONTO",7,NA,NA,7,1,0
"2013-4","2410","V3C","December 31, 2013","VANCOUVER",77,NA,NA,12,6.41666666666667,0.333333333333333
"2013-4","2410","V3E","December 31, 2013","VANCOUVER",111,NA,NA,69,1.60869565217391,0.0289855072463768
"2013-4","1265","K2S","December 31, 2013","OTTAWA",47,NA,NA,28,1.67857142857143,0
"2013-4","1400","G2G","December 31, 2013","QUÉBEC",8,NA,NA,3,2.66666666666667,1
"2013-4","1700","S7K","December 31, 2013","SASKATOON",16,NA,NA,11,1.45454545454545,0
"2013-4","2270","L1V","December 31, 2013","TORONTO",118,NA,NA,60,1.96666666666667,0.05
"2013-4","2270","M4V","December 31, 2013","TORONTO",2,NA,NA,1,2,0
"2013-4","2270","L6L","December 31, 2013","TORONTO",21,NA,NA,13,1.61538461538462,0
"2013-4","2410","V5K","December 31, 2013","VANCOUVER",20,NA,NA,20,1,0
"2013-4","0340","T5M","December 31, 2013","EDMONTON",15,NA,NA,9,1.66666666666667,0
"2013-4","1060","J4V","December 31, 2013","MONTRÉAL",1,NA,NA,1,1,0
"2013-4","2270","M5T","December 31, 2013","TORONTO",25,NA,NA,1,25,4
"2013-4","0340","T6P","December 31, 2013","EDMONTON",3,NA,NA,3,1,0
"2013-4","1060","J4H","December 31, 2013","MONTRÉAL",3,NA,NA,1,3,2
"2013-4","1060","J7T","December 31, 2013","MONTRÉAL",25,NA,NA,21,1.19047619047619,0
"2013-4","1700","S7J","December 31, 2013","SASKATOON",16,NA,NA,11,1.45454545454545,0
"2013-4","2270","M9B","December 31, 2013","TORONTO",3,NA,NA,3,1,0
"2013-4","0140","T3M","December 31, 2013","CALGARY",427,NA,NA,258,1.65503875968992,0.0310077519379845
"2013-4","1060","H1R","December 31, 2013","MONTRÉAL",141,NA,NA,8,17.625,1.625
"2013-4","1060","H7L","December 31, 2013","MONTRÉAL",17,NA,NA,8,2.125,0.25
"2013-4","2270","L4B","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","1400","G0A","December 31, 2013","QUÉBEC",134,NA,NA,52,2.57692307692308,0.0384615384615385
"2013-4","1400","G3B","December 31, 2013","QUÉBEC",6,NA,NA,6,1,0
"2013-4","1400","G6V","December 31, 2013","QUÉBEC",50,NA,NA,24,2.08333333333333,0.0833333333333333
"2013-4","2270","L7A","December 31, 2013","TORONTO",200,NA,NA,30,6.66666666666667,0
"2013-4","1400","G1M","December 31, 2013","QUÉBEC",8,NA,NA,1,8,3
"2013-4","2680","R1A","December 31, 2013","WINNIPEG",11,NA,NA,11,1,0
"2013-4","1060","J0P","December 31, 2013","MONTRÉAL",33,NA,NA,26,1.26923076923077,0.0384615384615385
"2013-4","1265","K4M","December 31, 2013","OTTAWA",9,NA,NA,9,1,0
"2013-4","2410","V6L","December 31, 2013","VANCOUVER",16,NA,NA,16,1,0
"2013-4","2410","V6S","December 31, 2013","VANCOUVER",17,NA,NA,17,1,0.117647058823529
"2013-4","2440","V8S","December 31, 2013","VICTORIA",13,NA,NA,12,1.08333333333333,0
"2013-4","0340","T5T","December 31, 2013","EDMONTON",81,NA,NA,73,1.10958904109589,0
"2013-4","0340","T6W","December 31, 2013","EDMONTON",14,NA,NA,12,1.16666666666667,0
"2013-4","1265","K4P","December 31, 2013","OTTAWA",8,NA,NA,8,1,0
"2013-4","1400","G1H","December 31, 2013","QUÉBEC",42,NA,NA,3,14,2
"2013-4","1400","G3N","December 31, 2013","QUÉBEC",27,NA,NA,25,1.08,0.12
"2013-4","2410","V2Y","December 31, 2013","VANCOUVER",118,NA,NA,94,1.25531914893617,0
"2013-4","2410","V3H","December 31, 2013","VANCOUVER",1,NA,NA,1,1,0
"2013-4","2270","L0E","December 31, 2013","TORONTO",21,NA,NA,21,1,0
"2013-4","0340","T6B","December 31, 2013","EDMONTON",1,NA,NA,1,1,0
"2013-4","0340","T6G","December 31, 2013","EDMONTON",11,NA,NA,9,1.22222222222222,0
"2013-4","0580","B2V","December 31, 2013","HALIFAX",2,NA,NA,1,2,0
"2013-4","0610","L8L","December 31, 2013","HAMILTON",1,NA,NA,1,1,0
"2013-4","1265","K1Z","December 31, 2013","OTTAWA",34,NA,NA,10,3.4,0
"2013-4","2270","L3Y","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2270","M6S","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","1400","G1T","December 31, 2013","QUÉBEC",10,NA,NA,8,1.25,0
"2013-4","0610","L7L","December 31, 2013","HAMILTON",11,NA,NA,2,5.5,0
"2013-4","1400","G1Y","December 31, 2013","QUÉBEC",3,NA,NA,2,1.5,0
"2013-4","2270","L3S","December 31, 2013","TORONTO",20,NA,NA,10,2,0
"2013-4","2440","V8N","December 31, 2013","VICTORIA",59,NA,NA,4,14.75,1
"2013-4","0340","T6H","December 31, 2013","EDMONTON",7,NA,NA,5,1.4,0
"2013-4","0340","T8A","December 31, 2013","EDMONTON",11,NA,NA,11,1,0
"2013-4","1265","K4A","December 31, 2013","OTTAWA",28,NA,NA,5,5.6,0.6
"2013-4","0610","L8W","December 31, 2013","HAMILTON",10,NA,NA,5,2,0
"2013-4","1265","K2H","December 31, 2013","OTTAWA",1,NA,NA,1,1,0
"2013-4","2410","V6P","December 31, 2013","VANCOUVER",310,NA,NA,37,8.37837837837838,0.648648648648649
"2013-4","0340","T6J","December 31, 2013","EDMONTON",73,NA,NA,3,24.3333333333333,1.33333333333333
"2013-4","0340","T6L","December 31, 2013","EDMONTON",41,NA,NA,23,1.78260869565217,0
"2013-4","1060","J4Z","December 31, 2013","MONTRÉAL",14,NA,NA,13,1.07692307692308,0
"2013-4","2270","M2N","December 31, 2013","TORONTO",24,NA,NA,24,1,0
"2013-4","0610","L7T","December 31, 2013","HAMILTON",41,NA,NA,5,8.2,0.8
"2013-4","2270","L7J","December 31, 2013","TORONTO",1,NA,NA,1,1,0
"2013-4","1060","H2S","December 31, 2013","MONTRÉAL",12,NA,NA,4,3,1.25
"2013-4","2270","L4K","December 31, 2013","TORONTO",353,NA,NA,1,353,37
"2013-4","2270","M4C","December 31, 2013","TORONTO",10,NA,NA,10,1,0
"2013-4","2270","M5N","December 31, 2013","TORONTO",10,NA,NA,10,1,0
"2013-4","0580","nan","December 31, 2013","HALIFAX",15,NA,NA,15,1,0
"2013-4","2410","V5T","December 31, 2013","VANCOUVER",21,NA,NA,7,3,0
"2013-4","0580","B3G","December 31, 2013","HALIFAX",5,NA,NA,4,1.25,0
"2013-4","2680","nan","December 31, 2013","WINNIPEG",6,NA,NA,6,1,0
"2013-4","0340","T5V","December 31, 2013","EDMONTON",136,NA,NA,34,4,0
"2013-4","0340","T9E","December 31, 2013","EDMONTON",87,NA,NA,56,1.55357142857143,0
"2013-4","1700","S0L","December 31, 2013","SASKATOON",2,NA,NA,2,1,0
"2013-4","2410","V7S","December 31, 2013","VANCOUVER",32,NA,NA,28,1.14285714285714,0
"2013-4","0340","nan","December 31, 2013","EDMONTON",1539,NA,NA,867,1.77508650519031,0.0299884659746251
"2013-4","2270","M6J","December 31, 2013","TORONTO",447,NA,NA,3,149,6.66666666666667
"2013-4","2410","V3T","December 31, 2013","VANCOUVER",14,NA,NA,11,1.27272727272727,0.363636363636364
"2013-4","2410","V6X","December 31, 2013","VANCOUVER",179,NA,NA,5,35.8,2
"2013-4","0340","T5X","December 31, 2013","EDMONTON",212,NA,NA,96,2.20833333333333,0.0416666666666667
"2013-4","1060","J3H","December 31, 2013","MONTRÉAL",19,NA,NA,12,1.58333333333333,0.166666666666667
"2013-4","1060","nan","December 31, 2013","MONTRÉAL",636,NA,NA,170,3.74117647058824,0.394117647058824
"2013-4","0340","T5R","December 31, 2013","EDMONTON",4,NA,NA,4,1,0
"2013-4","2440","V8R","December 31, 2013","VICTORIA",6,NA,NA,6,1,0.5
"2013-4","2680","R2G","December 31, 2013","WINNIPEG",73,NA,NA,2,36.5,5
"2013-4","1060","H2G","December 31, 2013","MONTRÉAL",1,NA,NA,1,1,0
"2013-4","2410","V5M","December 31, 2013","VANCOUVER",30,NA,NA,30,1,0
"2013-4","2680","R2V","December 31, 2013","WINNIPEG",3,NA,NA,3,1,0
"2013-4","0140","T2X","December 31, 2013","CALGARY",162,NA,NA,105,1.54285714285714,0
"2013-4","1060","H2B","December 31, 2013","MONTRÉAL",3,NA,NA,1,3,2
"2013-4","2440","V8X","December 31, 2013","VICTORIA",8,NA,NA,3,2.66666666666667,0
"2013-4","0340","T8E","December 31, 2013","EDMONTON",1,NA,NA,1,1,0
"2013-4","2270","M6N","December 31, 2013","TORONTO",2,NA,NA,2,1,0
"2013-4","2410","V2X","December 31, 2013","VANCOUVER",28,NA,NA,7,4,0.571428571428571
"2013-4","1265","K1T","December 31, 2013","OTTAWA",84,NA,NA,33,2.54545454545455,0
"2013-4","1400","G7A","December 31, 2013","QUÉBEC",53,NA,NA,7,7.57142857142857,1.14285714285714
"2013-4","1490","S4V","December 31, 2013","REGINA",163,NA,NA,61,2.67213114754098,0.131147540983607
"2013-4","0140","T3P","December 31, 2013","CALGARY",189,NA,NA,171,1.10526315789474,0
"2013-4","0610","N1R","December 31, 2013","HAMILTON",2,NA,NA,2,1,0
"2013-4","1060","H1P","December 31, 2013","MONTRÉAL",3,NA,NA,3,1,0
"2013-4","2410","V3J","December 31, 2013","VANCOUVER",87,NA,NA,24,3.625,0.291666666666667
"2013-4","0340","T6T","December 31, 2013","EDMONTON",10,NA,NA,8,1.25,0
"2013-4","0610","L3M","December 31, 2013","HAMILTON",39,NA,NA,10,3.9,0
"2013-4","0610","L9B","December 31, 2013","HAMILTON",44,NA,NA,35,1.25714285714286,0
"2013-4","1060","J7P","December 31, 2013","MONTRÉAL",31,NA,NA,4,7.75,0
"2013-4","1400","G6Z","December 31, 2013","QUÉBEC",25,NA,NA,15,1.66666666666667,0.133333333333333
"2013-4","1490","nan","December 31, 2013","REGINA",42,NA,NA,40,1.05,0
"2013-4","2410","V4W","December 31, 2013","VANCOUVER",2,NA,NA,2,1,0
"2013-4","2440","V8W","December 31, 2013","VICTORIA",35,NA,NA,3,11.6666666666667,2.66666666666667
