"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time"
"246","2006-1","2410","V6W","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0,10,0
"247","2006-1","2410","V6Y","March 31, 2006","VANCOUVER",155,NA,NA,23,6.73913043478261,0.521739130434783,8.27272727272727,2.21739130434783
"248","2006-1","2410","V7A","March 31, 2006","VANCOUVER",53,NA,NA,26,2.03846153846154,0.346153846153846,6.96153846153846,0.961538461538462
"249","2006-1","2410","V7C","March 31, 2006","VANCOUVER",25,NA,NA,23,1.08695652173913,0,5.69565217391304,0.782608695652174
"250","2006-1","2410","V7E","March 31, 2006","VANCOUVER",11,NA,NA,11,1,0,5.81818181818182,2
"251","2006-1","2410","V7H","March 31, 2006","VANCOUVER",6,NA,NA,6,1,0,11,0
"252","2006-1","2410","V7J","March 31, 2006","VANCOUVER",2,NA,NA,2,1,0,12,0.5
"253","2006-1","2410","V7K","March 31, 2006","VANCOUVER",4,NA,NA,2,2,0,7,0
"254","2006-1","2410","V7L","March 31, 2006","VANCOUVER",14,NA,NA,6,2.33333333333333,0.333333333333333,6,0
"255","2006-1","2410","V7M","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0,10,0
"256","2006-1","2410","V7R","March 31, 2006","VANCOUVER",41,NA,NA,22,1.86363636363636,0,11.4090909090909,0.0454545454545455
"257","2006-1","2410","V7S","March 31, 2006","VANCOUVER",6,NA,NA,6,1,0,14.1666666666667,0
"258","2006-1","2410","V7T","March 31, 2006","VANCOUVER",7,NA,NA,4,1.75,0,14.75,0
"259","2006-1","2410","V7V","March 31, 2006","VANCOUVER",2,NA,NA,2,1,0,16.5,0.5
"260","2006-1","2410","V7W","March 31, 2006","VANCOUVER",19,NA,NA,10,1.9,0,16.2,0
"261","2006-1","2410","nan","March 31, 2006","VANCOUVER",2761,NA,NA,761,3.6281208935611,0.47568988173456,7.36585365853659,0.865965834428384
"262","2006-1","0340","T0B","March 31, 2006","EDMONTON",1,NA,NA,1,1,0,NA,0
"263","2006-1","0340","T0C","March 31, 2006","EDMONTON",18,NA,NA,18,1,0,6.875,0.666666666666667
"264","2006-1","0340","T5A","March 31, 2006","EDMONTON",12,NA,NA,6,2,0,8.83333333333333,0
"265","2006-1","0340","T5B","March 31, 2006","EDMONTON",1,NA,NA,1,1,0,5,0
"266","2006-1","0340","T5E","March 31, 2006","EDMONTON",4,NA,NA,4,1,0,5.5,1
"267","2006-1","0340","T5H","March 31, 2006","EDMONTON",67,NA,NA,6,11.1666666666667,0,7.8,0
"268","2006-1","0340","T5M","March 31, 2006","EDMONTON",4,NA,NA,2,2,0,7.5,0
"269","2006-1","0340","T5N","March 31, 2006","EDMONTON",5,NA,NA,5,1,0,7.8,1
"270","2006-1","0340","T5P","March 31, 2006","EDMONTON",5,NA,NA,3,1.66666666666667,0,6.66666666666667,0
"271","2006-1","0340","T5T","March 31, 2006","EDMONTON",155,NA,NA,2,77.5,2.5,26.5,0
"272","2006-1","0340","T5Y","March 31, 2006","EDMONTON",55,NA,NA,16,3.4375,0.25,5.8125,0
"273","2006-1","0340","T6A","March 31, 2006","EDMONTON",3,NA,NA,3,1,0,13.3333333333333,0
"274","2006-1","0340","T6C","March 31, 2006","EDMONTON",18,NA,NA,4,4.5,0.75,9,1.25
"275","2006-1","0340","T6E","March 31, 2006","EDMONTON",4,NA,NA,4,1,0,6,0.25
"276","2006-1","0340","T6G","March 31, 2006","EDMONTON",9,NA,NA,8,1.125,0,7.25,0
"277","2006-1","0340","T6H","March 31, 2006","EDMONTON",54,NA,NA,3,18,1.33333333333333,10.3333333333333,0
"278","2006-1","0340","T6M","March 31, 2006","EDMONTON",2,NA,NA,1,2,0,4,NA
"279","2006-1","0340","T6R","March 31, 2006","EDMONTON",26,NA,NA,26,1,0,6.57692307692308,0.269230769230769
"280","2006-1","0340","T7X","March 31, 2006","EDMONTON",4,NA,NA,1,4,0,4,0
"281","2006-1","0340","T7Y","March 31, 2006","EDMONTON",3,NA,NA,3,1,0,5.66666666666667,1
"282","2006-1","0340","T7Z","March 31, 2006","EDMONTON",4,NA,NA,2,2,0,10,0
"283","2006-1","0340","T8A","March 31, 2006","EDMONTON",1,NA,NA,1,1,0,9,0
"284","2006-1","0340","T8B","March 31, 2006","EDMONTON",6,NA,NA,6,1,0,8.33333333333333,0.666666666666667
"285","2006-1","0340","T8G","March 31, 2006","EDMONTON",3,NA,NA,3,1,0,8.66666666666667,0.333333333333333
"286","2006-1","0340","T8N","March 31, 2006","EDMONTON",4,NA,NA,4,1,0,8.25,0
"287","2006-1","0340","T8R","March 31, 2006","EDMONTON",16,NA,NA,15,1.06666666666667,0,7,0.466666666666667
"288","2006-1","0340","T8T","March 31, 2006","EDMONTON",9,NA,NA,9,1,0,5.33333333333333,0.888888888888889
"289","2006-1","0340","T9E","March 31, 2006","EDMONTON",43,NA,NA,9,4.77777777777778,0.333333333333333,6.5,1.44444444444444
"290","2006-1","0340","T9G","March 31, 2006","EDMONTON",12,NA,NA,12,1,0,4.66666666666667,0.25
"291","2006-1","0340","nan","March 31, 2006","EDMONTON",2009,NA,NA,1618,1.24165636588381,0.0123609394313968,5.72400756143667,0.583964646464647
"292","2006-1","2680","R0A","March 31, 2006","WINNIPEG",16,NA,NA,13,1.23076923076923,0,4.8,0.153846153846154
"293","2006-1","2680","R0E","March 31, 2006","WINNIPEG",6,NA,NA,6,1,0,3.83333333333333,0
"294","2006-1","2680","R0H","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,5,3
"295","2006-1","2680","R1A","March 31, 2006","WINNIPEG",12,NA,NA,12,1,0,4.90909090909091,0.666666666666667
"296","2006-1","2680","R2C","March 31, 2006","WINNIPEG",8,NA,NA,8,1,0,3.66666666666667,0.375
"297","2006-1","2680","R2G","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,10,0
"298","2006-1","2680","R2K","March 31, 2006","WINNIPEG",3,NA,NA,3,1,0,3.66666666666667,0.666666666666667
"299","2006-1","2680","R2L","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,3,1
"300","2006-1","2680","R2N","March 31, 2006","WINNIPEG",17,NA,NA,17,1,0,3.83333333333333,0.294117647058824
"301","2006-1","2680","R2P","March 31, 2006","WINNIPEG",14,NA,NA,14,1,0,3.61538461538462,1.35714285714286
"302","2006-1","2680","R2R","March 31, 2006","WINNIPEG",3,NA,NA,3,1,0,3.33333333333333,0.666666666666667
"303","2006-1","2680","R2W","March 31, 2006","WINNIPEG",4,NA,NA,4,1,0,4.66666666666667,0.5
"304","2006-1","2680","R2X","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,4,0.5
"305","2006-1","2680","R3E","March 31, 2006","WINNIPEG",8,NA,NA,8,1,0,3.75,0.875
"306","2006-1","2680","R3J","March 31, 2006","WINNIPEG",3,NA,NA,3,1,0,3.5,0
"307","2006-1","2680","R3M","March 31, 2006","WINNIPEG",2,NA,NA,1,2,0,3,0
"308","2006-1","2680","R3N","March 31, 2006","WINNIPEG",94,NA,NA,1,94,4,10,0
"309","2006-1","2680","R3P","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,4,0
"310","2006-1","2680","R3R","March 31, 2006","WINNIPEG",3,NA,NA,3,1,0,7.33333333333333,0
"311","2006-1","2680","R3T","March 31, 2006","WINNIPEG",3,NA,NA,3,1,0,8,0.333333333333333
"312","2006-1","2680","R3V","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,19.5,1.5
"313","2006-1","2680","R3W","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,5,0.5
"314","2006-1","2680","R3Y","March 31, 2006","WINNIPEG",12,NA,NA,11,1.09090909090909,0,5.11111111111111,1.09090909090909
"315","2006-1","2680","R4A","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,16,1.5
"316","2006-1","2680","R4L","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,5.5,1
"317","2006-1","2680","R5A","March 31, 2006","WINNIPEG",9,NA,NA,9,1,0,4.875,0.555555555555556
"318","2006-1","2680","nan","March 31, 2006","WINNIPEG",80,NA,NA,79,1.0126582278481,0,5.75438596491228,0.594936708860759
"319","2006-1","0580","B0J","March 31, 2006","HALIFAX",21,NA,NA,21,1,0,4.05555555555556,0
"320","2006-1","0580","B2R","March 31, 2006","HALIFAX",8,NA,NA,8,1,0,3.375,0
"321","2006-1","0580","B2T","March 31, 2006","HALIFAX",2,NA,NA,2,1,0,3,0.5
"322","2006-1","0580","B2W","March 31, 2006","HALIFAX",24,NA,NA,8,3,0,7.875,0.625
"323","2006-1","0580","B2X","March 31, 2006","HALIFAX",4,NA,NA,4,1,0,5.75,0
"324","2006-1","0580","B2Y","March 31, 2006","HALIFAX",24,NA,NA,1,24,0,17,2
"325","2006-1","0580","B2Z","March 31, 2006","HALIFAX",15,NA,NA,15,1,0,4.57142857142857,0.133333333333333
"326","2006-1","0580","B3A","March 31, 2006","HALIFAX",37,NA,NA,2,18.5,0,13,0
"327","2006-1","0580","B3G","March 31, 2006","HALIFAX",2,NA,NA,1,2,0,5,0
"328","2006-1","0580","B3J","March 31, 2006","HALIFAX",52,NA,NA,1,52,0,8,0
"329","2006-1","0580","B3K","March 31, 2006","HALIFAX",73,NA,NA,5,14.6,0,4.8,2
"330","2006-1","0580","B3L","March 31, 2006","HALIFAX",2,NA,NA,2,1,0,6,0
"331","2006-1","0580","B3M","March 31, 2006","HALIFAX",28,NA,NA,6,4.66666666666667,0,6.83333333333333,0.333333333333333
"332","2006-1","0580","B3N","March 31, 2006","HALIFAX",14,NA,NA,14,1,0,3.14285714285714,0
"333","2006-1","0580","B3P","March 31, 2006","HALIFAX",11,NA,NA,7,1.57142857142857,0,3.71428571428571,0
"334","2006-1","0580","B3V","March 31, 2006","HALIFAX",8,NA,NA,8,1,0,3.25,0.125
"335","2006-1","0580","B3Z","March 31, 2006","HALIFAX",5,NA,NA,5,1,0,3.2,0
"336","2006-1","0580","B4A","March 31, 2006","HALIFAX",24,NA,NA,19,1.26315789473684,0,5.29411764705882,0
"337","2006-1","0580","B4C","March 31, 2006","HALIFAX",5,NA,NA,4,1.25,0,3.66666666666667,0
"338","2006-1","0580","B4E","March 31, 2006","HALIFAX",6,NA,NA,6,1,0,3.66666666666667,0.166666666666667
"339","2006-1","0580","nan","March 31, 2006","HALIFAX",77,NA,NA,67,1.14925373134328,0,3.95454545454545,0.134328358208955
"340","2006-1","1490","S4N","March 31, 2006","REGINA",18,NA,NA,17,1.05882352941176,0,6.66666666666667,0.235294117647059
"341","2006-1","1490","S4P","March 31, 2006","REGINA",10,NA,NA,10,1,0,7,0
"342","2006-1","1490","S4R","March 31, 2006","REGINA",7,NA,NA,7,1,0,5.85714285714286,0.142857142857143
"343","2006-1","1490","S4S","March 31, 2006","REGINA",1,NA,NA,1,1,0,9,0
"344","2006-1","1490","S4T","March 31, 2006","REGINA",22,NA,NA,19,1.15789473684211,0,6.73684210526316,1.26315789473684
"345","2006-1","1490","S4V","March 31, 2006","REGINA",65,NA,NA,53,1.22641509433962,0,6.21153846153846,0.0188679245283019
"346","2006-1","1490","S4X","March 31, 2006","REGINA",30,NA,NA,30,1,0,6.53333333333333,0
"347","2006-1","1490","nan","March 31, 2006","REGINA",29,NA,NA,29,1,0,10.4285714285714,-0.0689655172413793
"348","2006-1","1400","G0A","March 31, 2006","QUÉBEC",79,NA,NA,79,1,0,6,0.0632911392405063
"349","2006-1","1400","G0R","March 31, 2006","QUÉBEC",3,NA,NA,3,1,0,3,0
"350","2006-1","1400","G1B","March 31, 2006","QUÉBEC",30,NA,NA,21,1.42857142857143,0,4,0.142857142857143
"351","2006-1","1400","G1C","March 31, 2006","QUÉBEC",37,NA,NA,28,1.32142857142857,0,8.81818181818182,0.392857142857143
"352","2006-1","1400","G1E","March 31, 2006","QUÉBEC",3,NA,NA,1,3,0,3,4
"353","2006-1","1400","G1G","March 31, 2006","QUÉBEC",5,NA,NA,4,1.25,0,4,0
"354","2006-1","1400","G1K","March 31, 2006","QUÉBEC",80,NA,NA,1,80,0,10,0
"355","2006-1","1400","G1M","March 31, 2006","QUÉBEC",1,NA,NA,1,1,0,NA,1
"356","2006-1","1400","G1P","March 31, 2006","QUÉBEC",2,NA,NA,1,2,0,NA,0
"357","2006-1","1400","G1S","March 31, 2006","QUÉBEC",1,NA,NA,1,1,0,NA,1
"358","2006-1","1400","G1W","March 31, 2006","QUÉBEC",3,NA,NA,2,1.5,0,6,0
"359","2006-1","1400","G1X","March 31, 2006","QUÉBEC",23,NA,NA,7,3.28571428571429,0,7.5,0.142857142857143
"360","2006-1","1400","G2A","March 31, 2006","QUÉBEC",11,NA,NA,6,1.83333333333333,0,8,-1.16666666666667
"361","2006-1","1400","G2B","March 31, 2006","QUÉBEC",22,NA,NA,18,1.22222222222222,0,3.72727272727273,0
"362","2006-1","1400","G2C","March 31, 2006","QUÉBEC",23,NA,NA,15,1.53333333333333,0.2,8.14285714285714,0.4
"363","2006-1","1400","G2E","March 31, 2006","QUÉBEC",12,NA,NA,12,1,0,6,0
"364","2006-1","1400","G2G","March 31, 2006","QUÉBEC",7,NA,NA,7,1,0,4,0
"365","2006-1","1400","G2J","March 31, 2006","QUÉBEC",2,NA,NA,2,1,0,3,0
"366","2006-1","1400","G2K","March 31, 2006","QUÉBEC",5,NA,NA,5,1,0,NA,0
"367","2006-1","1400","G2M","March 31, 2006","QUÉBEC",9,NA,NA,7,1.28571428571429,0,14.6666666666667,0
"368","2006-1","1400","G2N","March 31, 2006","QUÉBEC",14,NA,NA,14,1,0,4.66666666666667,0.357142857142857
"369","2006-1","1400","G3A","March 31, 2006","QUÉBEC",24,NA,NA,14,1.71428571428571,0,6.2,0.461538461538462
"370","2006-1","1400","G3B","March 31, 2006","QUÉBEC",18,NA,NA,18,1,0,3.6,0
"371","2006-1","1400","G3E","March 31, 2006","QUÉBEC",29,NA,NA,23,1.26086956521739,0,7.61538461538461,0.130434782608696
"372","2006-1","1400","G3G","March 31, 2006","QUÉBEC",11,NA,NA,10,1.1,0,NA,0.1
"373","2006-1","1400","G3J","March 31, 2006","QUÉBEC",11,NA,NA,9,1.22222222222222,0,5.33333333333333,0.111111111111111
"374","2006-1","1400","G3K","March 31, 2006","QUÉBEC",4,NA,NA,1,4,0,7,2
"375","2006-1","1400","G6C","March 31, 2006","QUÉBEC",8,NA,NA,5,1.6,0,20.5,0
"376","2006-1","1400","G6K","March 31, 2006","QUÉBEC",19,NA,NA,19,1,0,4.8,0.368421052631579
"377","2006-1","1400","G6V","March 31, 2006","QUÉBEC",58,NA,NA,15,3.86666666666667,0,5.25,0
"378","2006-1","1400","G6W","March 31, 2006","QUÉBEC",12,NA,NA,4,3,0,17,0
"379","2006-1","1400","G6Z","March 31, 2006","QUÉBEC",33,NA,NA,24,1.375,0,4.65,0.125
"380","2006-1","1400","G7A","March 31, 2006","QUÉBEC",5,NA,NA,5,1,0,5,0
"381","2006-1","1400","nan","March 31, 2006","QUÉBEC",331,NA,NA,255,1.29803921568627,0,5.66896551724138,0.106299212598425
"382","2006-1","2270","L0E","March 31, 2006","TORONTO",13,NA,NA,13,1,0,5.75,3.23076923076923
"383","2006-1","2270","L0G","March 31, 2006","TORONTO",10,NA,NA,10,1,0,9.3,0.9
"384","2006-1","2270","L0P","March 31, 2006","TORONTO",10,NA,NA,7,1.42857142857143,0,5.57142857142857,0.142857142857143
"385","2006-1","2270","L1S","March 31, 2006","TORONTO",13,NA,NA,4,3.25,0,5.5,0.5
"386","2006-1","2270","L1T","March 31, 2006","TORONTO",14,NA,NA,7,2,0,4,0
"387","2006-1","2270","L1V","March 31, 2006","TORONTO",3,NA,NA,3,1,0,5.33333333333333,0
"388","2006-1","2270","L1W","March 31, 2006","TORONTO",1,NA,NA,1,1,0,4,0
"389","2006-1","2270","L1Z","March 31, 2006","TORONTO",28,NA,NA,10,2.8,0,8.1,0.125
"390","2006-1","2270","L3R","March 31, 2006","TORONTO",60,NA,NA,18,3.33333333333333,0,5.38888888888889,2.5
"391","2006-1","2270","L3S","March 31, 2006","TORONTO",23,NA,NA,22,1.04545454545455,0,5.09090909090909,1.68181818181818
"392","2006-1","2270","L3T","March 31, 2006","TORONTO",4,NA,NA,4,1,0,5.75,2.5
"393","2006-1","2270","L3Y","March 31, 2006","TORONTO",29,NA,NA,15,1.93333333333333,0,16.6363636363636,1.33333333333333
"394","2006-1","2270","L3Z","March 31, 2006","TORONTO",22,NA,NA,22,1,0,9.45,0.909090909090909
"395","2006-1","2270","L4A","March 31, 2006","TORONTO",15,NA,NA,15,1,0,7.6,2.2
"396","2006-1","2270","L4C","March 31, 2006","TORONTO",6,NA,NA,6,1,0,12.6666666666667,1.66666666666667
"397","2006-1","2270","L4G","March 31, 2006","TORONTO",12,NA,NA,8,1.5,0,11.375,1.75
"398","2006-1","2270","L4J","March 31, 2006","TORONTO",11,NA,NA,11,1,0,14.4545454545455,2.63636363636364
"399","2006-1","2270","L4L","March 31, 2006","TORONTO",6,NA,NA,6,1,0,10.1666666666667,3.16666666666667
"400","2006-1","2270","L4P","March 31, 2006","TORONTO",77,NA,NA,76,1.01315789473684,0,5.22222222222222,0.526315789473684
"401","2006-1","2270","L4S","March 31, 2006","TORONTO",161,NA,NA,2,80.5,7.5,19.5,2.5
"402","2006-1","2270","L4T","March 31, 2006","TORONTO",1,NA,NA,1,1,0,8,1
"403","2006-1","2270","L4Z","March 31, 2006","TORONTO",20,NA,NA,10,2,0,12.6,0.3
"404","2006-1","2270","L5A","March 31, 2006","TORONTO",22,NA,NA,2,11,0,9,2
"405","2006-1","2270","L5B","March 31, 2006","TORONTO",3,NA,NA,3,1,0,6.66666666666667,0.666666666666667
"406","2006-1","2270","L5C","March 31, 2006","TORONTO",1,NA,NA,1,1,0,16,0
"407","2006-1","2270","L5E","March 31, 2006","TORONTO",1,NA,NA,1,1,0,7,0
"408","2006-1","2270","L5G","March 31, 2006","TORONTO",22,NA,NA,8,2.75,0,11.875,0.75
"409","2006-1","2270","L5H","March 31, 2006","TORONTO",4,NA,NA,4,1,0,13.5,0
"410","2006-1","2270","L5J","March 31, 2006","TORONTO",6,NA,NA,5,1.2,0,7,0.4
"411","2006-1","2270","L5L","March 31, 2006","TORONTO",20,NA,NA,4,5,0,16.75,-2.25
"412","2006-1","2270","L5M","March 31, 2006","TORONTO",8,NA,NA,8,1,0,8.125,0
"413","2006-1","2270","L6C","March 31, 2006","TORONTO",11,NA,NA,11,1,0,6.63636363636364,2.36363636363636
"414","2006-1","2270","L6H","March 31, 2006","TORONTO",11,NA,NA,11,1,0,17,-0.5
"415","2006-1","2270","L6J","March 31, 2006","TORONTO",9,NA,NA,9,1,0,13,1.33333333333333
"416","2006-1","2270","L6K","March 31, 2006","TORONTO",5,NA,NA,5,1,0,10.2,0.8
"417","2006-1","2270","L6L","March 31, 2006","TORONTO",45,NA,NA,26,1.73076923076923,0,8.56,0.807692307692308
"418","2006-1","2270","L6R","March 31, 2006","TORONTO",55,NA,NA,9,6.11111111111111,0,5.57142857142857,0.444444444444444
"419","2006-1","2270","L6W","March 31, 2006","TORONTO",1,NA,NA,1,1,0,6,2
"420","2006-1","2270","L6Y","March 31, 2006","TORONTO",44,NA,NA,8,5.5,0,9.5,6.5
"421","2006-1","2270","L7E","March 31, 2006","TORONTO",4,NA,NA,4,1,0,13,0
"422","2006-1","2270","L7G","March 31, 2006","TORONTO",13,NA,NA,3,4.33333333333333,0,14,2
"423","2006-1","2270","L7J","March 31, 2006","TORONTO",7,NA,NA,7,1,0,7.85714285714286,0.714285714285714
"424","2006-1","2270","L7K","March 31, 2006","TORONTO",25,NA,NA,19,1.31578947368421,0,10.3684210526316,0.684210526315789
"425","2006-1","2270","L9P","March 31, 2006","TORONTO",28,NA,NA,22,1.27272727272727,0,6.625,0.0454545454545455
"426","2006-1","2270","L9R","March 31, 2006","TORONTO",16,NA,NA,16,1,0,4.625,1.0625
"427","2006-1","2270","L9T","March 31, 2006","TORONTO",79,NA,NA,47,1.68085106382979,0,7.97872340425532,0.361702127659574
"428","2006-1","2270","L9W","March 31, 2006","TORONTO",23,NA,NA,23,1,0,5.95,0.652173913043478
"429","2006-1","2270","M1B","March 31, 2006","TORONTO",6,NA,NA,1,6,0,19,NA
"430","2006-1","2270","M1C","March 31, 2006","TORONTO",40,NA,NA,36,1.11111111111111,0,5.25,0.194444444444444
"431","2006-1","2270","M1E","March 31, 2006","TORONTO",6,NA,NA,6,1,0,6,2.33333333333333
"432","2006-1","2270","M1G","March 31, 2006","TORONTO",1,NA,NA,1,1,0,6,4
"433","2006-1","2270","M1J","March 31, 2006","TORONTO",1,NA,NA,1,1,0,6,2
"434","2006-1","2270","M1K","March 31, 2006","TORONTO",1,NA,NA,1,1,0,6,2
"435","2006-1","2270","M1L","March 31, 2006","TORONTO",135,NA,NA,2,67.5,0,14,3
"436","2006-1","2270","M1N","March 31, 2006","TORONTO",6,NA,NA,6,1,0,6,0.833333333333333
"437","2006-1","2270","M1P","March 31, 2006","TORONTO",329,NA,NA,1,329,16,19,4
"438","2006-1","2270","M1R","March 31, 2006","TORONTO",1,NA,NA,1,1,0,6,1
"439","2006-1","2270","M1S","March 31, 2006","TORONTO",2,NA,NA,2,1,0,6,1
"440","2006-1","2270","M2J","March 31, 2006","TORONTO",232,NA,NA,1,232,0,11,0
"441","2006-1","2270","M2L","March 31, 2006","TORONTO",3,NA,NA,3,1,0,29.3333333333333,1.66666666666667
"442","2006-1","2270","M2M","March 31, 2006","TORONTO",80,NA,NA,6,13.3333333333333,0,14.6666666666667,0
"443","2006-1","2270","M2N","March 31, 2006","TORONTO",580,NA,NA,11,52.7272727272727,3.63636363636364,12.7272727272727,0.5
"444","2006-1","2270","M2P","March 31, 2006","TORONTO",14,NA,NA,14,1,0,12.2857142857143,1.41666666666667
"445","2006-1","2270","M2R","March 31, 2006","TORONTO",16,NA,NA,7,2.28571428571429,0,9,-0.75
"446","2006-1","2270","M3B","March 31, 2006","TORONTO",2,NA,NA,2,1,0,13.5,1
"447","2006-1","2270","M3H","March 31, 2006","TORONTO",106,NA,NA,2,53,4,13,0
"448","2006-1","2270","M3K","March 31, 2006","TORONTO",2,NA,NA,2,1,0,12.5,1
"449","2006-1","2270","M4A","March 31, 2006","TORONTO",2,NA,NA,1,2,0,4,0
"450","2006-1","2270","M4C","March 31, 2006","TORONTO",3,NA,NA,3,1,0,7.66666666666667,0.666666666666667
"451","2006-1","2270","M4E","March 31, 2006","TORONTO",2,NA,NA,2,1,0,10.5,5
"452","2006-1","2270","M4G","March 31, 2006","TORONTO",2,NA,NA,2,1,0,12.5,1
"453","2006-1","2270","M4K","March 31, 2006","TORONTO",1,NA,NA,1,1,0,8,0
"454","2006-1","2270","M4L","March 31, 2006","TORONTO",70,NA,NA,2,35,0,9.5,0
"455","2006-1","2270","M4N","March 31, 2006","TORONTO",2,NA,NA,2,1,0,8.5,0
"456","2006-1","2270","M4R","March 31, 2006","TORONTO",1,NA,NA,1,1,0,10,0
"457","2006-1","2270","M4S","March 31, 2006","TORONTO",1,NA,NA,1,1,0,10,0
"458","2006-1","2270","M4W","March 31, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"459","2006-1","2270","M5J","March 31, 2006","TORONTO",15,NA,NA,2,7.5,0,8.5,1
"460","2006-1","2270","M5M","March 31, 2006","TORONTO",28,NA,NA,28,1,0,8.75,-0.125
"461","2006-1","2270","M5N","March 31, 2006","TORONTO",2,NA,NA,2,1,0,12,0
"462","2006-1","2270","M5P","March 31, 2006","TORONTO",3,NA,NA,3,1,0,15.3333333333333,0
"463","2006-1","2270","M5T","March 31, 2006","TORONTO",65,NA,NA,3,21.6666666666667,1,15,-15
"464","2006-1","2270","M5V","March 31, 2006","TORONTO",284,NA,NA,3,94.6666666666667,0,13.3333333333333,1
"465","2006-1","2270","M6B","March 31, 2006","TORONTO",6,NA,NA,5,1.2,0,9,0.2
"466","2006-1","2270","M6E","March 31, 2006","TORONTO",2,NA,NA,2,1,0,9,1.5
"467","2006-1","2270","M6H","March 31, 2006","TORONTO",1,NA,NA,1,1,0,6,0
"468","2006-1","2270","M6L","March 31, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"469","2006-1","2270","M6M","March 31, 2006","TORONTO",2,NA,NA,1,2,0,7,0
"470","2006-1","2270","M6N","March 31, 2006","TORONTO",34,NA,NA,3,11.3333333333333,0,14,-14
"471","2006-1","2270","M8W","March 31, 2006","TORONTO",2,NA,NA,1,2,0,9,0
"472","2006-1","2270","M8Z","March 31, 2006","TORONTO",45,NA,NA,7,6.42857142857143,0,10.1428571428571,0
"473","2006-1","2270","M9A","March 31, 2006","TORONTO",31,NA,NA,9,3.44444444444444,0,8.44444444444444,3.71428571428571
"474","2006-1","2270","M9B","March 31, 2006","TORONTO",7,NA,NA,7,1,0,8.71428571428571,0.666666666666667
"475","2006-1","2270","M9M","March 31, 2006","TORONTO",69,NA,NA,6,11.5,0,10.1666666666667,0
"476","2006-1","2270","M9P","March 31, 2006","TORONTO",4,NA,NA,4,1,0,10.75,-2.75
"477","2006-1","2270","nan","March 31, 2006","TORONTO",7237,NA,NA,3290,2.19969604863222,0.0395136778115502,7.20055624227441,1.43499541144081
"478","2006-1","2440","V8L","March 31, 2006","VICTORIA",22,NA,NA,6,3.66666666666667,0.5,13.1666666666667,0.333333333333333
"479","2006-1","2440","V8N","March 31, 2006","VICTORIA",2,NA,NA,2,1,0,13,1
"480","2006-1","2440","V8R","March 31, 2006","VICTORIA",3,NA,NA,3,1,0,9.66666666666667,0
"481","2006-1","2440","V8S","March 31, 2006","VICTORIA",14,NA,NA,14,1,0,7.53846153846154,0.785714285714286
"482","2006-1","2440","V8T","March 31, 2006","VICTORIA",24,NA,NA,2,12,1.5,12,2
"483","2006-1","2440","V8V","March 31, 2006","VICTORIA",6,NA,NA,4,1.5,0,7.25,0.5
"484","2006-1","2440","V8X","March 31, 2006","VICTORIA",136,NA,NA,8,17,1.25,9.125,0.875
"485","2006-1","2440","V8Y","March 31, 2006","VICTORIA",12,NA,NA,12,1,0,9.16666666666667,0.0833333333333333
"486","2006-1","2440","V8Z","March 31, 2006","VICTORIA",25,NA,NA,14,1.78571428571429,0.285714285714286,5.28571428571429,1.28571428571429
"487","2006-1","2440","V9A","March 31, 2006","VICTORIA",72,NA,NA,5,14.4,2.4,7.8,5.6
"488","2006-1","2440","V9B","March 31, 2006","VICTORIA",59,NA,NA,19,3.10526315789474,0.210526315789474,7.88888888888889,1
"489","2006-1","2440","V9C","March 31, 2006","VICTORIA",34,NA,NA,32,1.0625,0,5.70967741935484,0.46875
"490","2006-1","2440","V9E","March 31, 2006","VICTORIA",5,NA,NA,5,1,0,9.6,1.4
"491","2006-1","2440","V9Z","March 31, 2006","VICTORIA",2,NA,NA,2,1,0,8,1
"492","2006-1","2440","nan","March 31, 2006","VICTORIA",100,NA,NA,91,1.0989010989011,0,6.75862068965517,0.285714285714286
