"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time"
"801","2006-2","2680","R2W","June 30, 2006","WINNIPEG",15,NA,NA,15,1,0,6.6,0.133333333333333
"802","2006-2","2680","R2X","June 30, 2006","WINNIPEG",2,NA,NA,2,1,0,5,0
"803","2006-2","2680","R3A","June 30, 2006","WINNIPEG",1,NA,NA,1,1,0,NA,0
"804","2006-2","2680","R3B","June 30, 2006","WINNIPEG",59,NA,NA,5,11.8,0,8.2,0
"805","2006-2","2680","R3C","June 30, 2006","WINNIPEG",16,NA,NA,16,1,0,6.1875,0.125
"806","2006-2","2680","R3E","June 30, 2006","WINNIPEG",12,NA,NA,12,1,0,4.09090909090909,0.666666666666667
"807","2006-2","2680","R3G","June 30, 2006","WINNIPEG",3,NA,NA,3,1,0,6.5,0.666666666666667
"808","2006-2","2680","R3J","June 30, 2006","WINNIPEG",1,NA,NA,1,1,0,7,0
"809","2006-2","2680","R3M","June 30, 2006","WINNIPEG",3,NA,NA,3,1,0,9.66666666666667,0.333333333333333
"810","2006-2","2680","R3N","June 30, 2006","WINNIPEG",1,NA,NA,1,1,0,20,1
"811","2006-2","2680","R3P","June 30, 2006","WINNIPEG",6,NA,NA,6,1,0,6.5,0.166666666666667
"812","2006-2","2680","R3R","June 30, 2006","WINNIPEG",19,NA,NA,19,1,0,4.89473684210526,0.684210526315789
"813","2006-2","2680","R3T","June 30, 2006","WINNIPEG",5,NA,NA,5,1,0,6.6,1.2
"814","2006-2","2680","R3W","June 30, 2006","WINNIPEG",111,NA,NA,18,6.16666666666667,0,6.5625,1.22222222222222
"815","2006-2","2680","R3Y","June 30, 2006","WINNIPEG",31,NA,NA,26,1.19230769230769,0,6.28571428571429,0.807692307692308
"816","2006-2","2680","R4A","June 30, 2006","WINNIPEG",11,NA,NA,11,1,0,4.8,0.545454545454545
"817","2006-2","2680","R4L","June 30, 2006","WINNIPEG",2,NA,NA,2,1,0,7,1.5
"818","2006-2","2680","R5A","June 30, 2006","WINNIPEG",1,NA,NA,1,1,0,4,0
"819","2006-2","2680","nan","June 30, 2006","WINNIPEG",230,NA,NA,191,1.20418848167539,0,5.72955974842767,0.793650793650794
"820","2006-2","0580","B0J","June 30, 2006","HALIFAX",17,NA,NA,17,1,0,3.73333333333333,0.705882352941177
"821","2006-2","0580","B2R","June 30, 2006","HALIFAX",11,NA,NA,11,1,0,3.71428571428571,0
"822","2006-2","0580","B2T","June 30, 2006","HALIFAX",5,NA,NA,5,1,0,4.66666666666667,1.4
"823","2006-2","0580","B2W","June 30, 2006","HALIFAX",77,NA,NA,11,7,0,8,0
"824","2006-2","0580","B2X","June 30, 2006","HALIFAX",2,NA,NA,2,1,0,5.5,0
"825","2006-2","0580","B2Y","June 30, 2006","HALIFAX",1,NA,NA,1,1,0,6,0
"826","2006-2","0580","B2Z","June 30, 2006","HALIFAX",10,NA,NA,10,1,0,5.6,0
"827","2006-2","0580","B3A","June 30, 2006","HALIFAX",4,NA,NA,3,1.33333333333333,0,6.33333333333333,0
"828","2006-2","0580","B3G","June 30, 2006","HALIFAX",32,NA,NA,24,1.33333333333333,0,5.83333333333333,0
"829","2006-2","0580","B3H","June 30, 2006","HALIFAX",4,NA,NA,3,1.33333333333333,0,3.66666666666667,0.666666666666667
"830","2006-2","0580","B3L","June 30, 2006","HALIFAX",1,NA,NA,1,1,0,5,0
"831","2006-2","0580","B3M","June 30, 2006","HALIFAX",88,NA,NA,12,7.33333333333333,0.25,8.75,0.333333333333333
"832","2006-2","0580","B3N","June 30, 2006","HALIFAX",59,NA,NA,22,2.68181818181818,0,5.25,0
"833","2006-2","0580","B3P","June 30, 2006","HALIFAX",14,NA,NA,9,1.55555555555556,0,4.125,0
"834","2006-2","0580","B3V","June 30, 2006","HALIFAX",10,NA,NA,10,1,0,3.4,0.2
"835","2006-2","0580","B3Z","June 30, 2006","HALIFAX",5,NA,NA,5,1,0,3,1
"836","2006-2","0580","B4A","June 30, 2006","HALIFAX",104,NA,NA,26,4,0,5.04347826086957,0.4
"837","2006-2","0580","B4C","June 30, 2006","HALIFAX",4,NA,NA,4,1,0,3,0
"838","2006-2","0580","B4E","June 30, 2006","HALIFAX",9,NA,NA,8,1.125,0,4,0.125
"839","2006-2","0580","nan","June 30, 2006","HALIFAX",65,NA,NA,60,1.08333333333333,0,4.07142857142857,0.266666666666667
"840","2006-2","1490","S4N","June 30, 2006","REGINA",29,NA,NA,18,1.61111111111111,0,7.61111111111111,0
"841","2006-2","1490","S4P","June 30, 2006","REGINA",8,NA,NA,8,1,0,5.75,0
"842","2006-2","1490","S4R","June 30, 2006","REGINA",44,NA,NA,7,6.28571428571429,0,6,0
"843","2006-2","1490","S4S","June 30, 2006","REGINA",19,NA,NA,2,9.5,0,12,0
"844","2006-2","1490","S4T","June 30, 2006","REGINA",17,NA,NA,4,4.25,0,10.75,3
"845","2006-2","1490","S4V","June 30, 2006","REGINA",71,NA,NA,51,1.3921568627451,0,6.3,0.0392156862745098
"846","2006-2","1490","S4X","June 30, 2006","REGINA",69,NA,NA,47,1.46808510638298,0,6.5531914893617,0.851063829787234
"847","2006-2","1490","nan","June 30, 2006","REGINA",27,NA,NA,27,1,0,10.037037037037,0
"848","2006-2","1400","G0A","June 30, 2006","QUÉBEC",63,NA,NA,58,1.08620689655172,0.0517241379310345,4.90909090909091,0.189655172413793
"849","2006-2","1400","G1B","June 30, 2006","QUÉBEC",8,NA,NA,8,1,0,4,0
"850","2006-2","1400","G1C","June 30, 2006","QUÉBEC",32,NA,NA,14,2.28571428571429,0,3.5,1.78571428571429
"851","2006-2","1400","G1E","June 30, 2006","QUÉBEC",3,NA,NA,1,3,2,NA,0
"852","2006-2","1400","G1G","June 30, 2006","QUÉBEC",1,NA,NA,1,1,0,NA,0
"853","2006-2","1400","G1H","June 30, 2006","QUÉBEC",5,NA,NA,3,1.66666666666667,0,4,4
"854","2006-2","1400","G1K","June 30, 2006","QUÉBEC",8,NA,NA,3,2.66666666666667,0,4,1.33333333333333
"855","2006-2","1400","G1P","June 30, 2006","QUÉBEC",124,NA,NA,3,41.3333333333333,2.66666666666667,6,0.333333333333333
"856","2006-2","1400","G1T","June 30, 2006","QUÉBEC",1,NA,NA,1,1,0,NA,0
"857","2006-2","1400","G1W","June 30, 2006","QUÉBEC",6,NA,NA,1,6,0,13,0
"858","2006-2","1400","G1X","June 30, 2006","QUÉBEC",270,NA,NA,22,12.2727272727273,0.863636363636364,4.95,0.181818181818182
"859","2006-2","1400","G1Y","June 30, 2006","QUÉBEC",3,NA,NA,1,3,2,3,0
"860","2006-2","1400","G2A","June 30, 2006","QUÉBEC",28,NA,NA,8,3.5,1.5,11.5,2.14285714285714
"861","2006-2","1400","G2B","June 30, 2006","QUÉBEC",44,NA,NA,38,1.15789473684211,0,4.44444444444444,0.0526315789473684
"862","2006-2","1400","G2C","June 30, 2006","QUÉBEC",89,NA,NA,13,6.84615384615385,0.615384615384615,4.6,0
"863","2006-2","1400","G2E","June 30, 2006","QUÉBEC",34,NA,NA,23,1.47826086956522,0.130434782608696,3.5,-1.75
"864","2006-2","1400","G2G","June 30, 2006","QUÉBEC",18,NA,NA,18,1,0,3.41666666666667,0
"865","2006-2","1400","G2J","June 30, 2006","QUÉBEC",7,NA,NA,2,3.5,1.5,8,0
"866","2006-2","1400","G2K","June 30, 2006","QUÉBEC",1,NA,NA,1,1,0,NA,0
"867","2006-2","1400","G2L","June 30, 2006","QUÉBEC",15,NA,NA,1,15,0,NA,0
"868","2006-2","1400","G2M","June 30, 2006","QUÉBEC",4,NA,NA,3,1.33333333333333,0,3,0
"869","2006-2","1400","G2N","June 30, 2006","QUÉBEC",7,NA,NA,7,1,0,3,0
"870","2006-2","1400","G3A","June 30, 2006","QUÉBEC",31,NA,NA,21,1.47619047619048,0.285714285714286,4.66666666666667,-0.125
"871","2006-2","1400","G3B","June 30, 2006","QUÉBEC",17,NA,NA,17,1,0,3.3,0
"872","2006-2","1400","G3E","June 30, 2006","QUÉBEC",65,NA,NA,53,1.22641509433962,0.132075471698113,4.05882352941176,0.30188679245283
"873","2006-2","1400","G3G","June 30, 2006","QUÉBEC",14,NA,NA,14,1,0,3,0.0714285714285714
"874","2006-2","1400","G3J","June 30, 2006","QUÉBEC",8,NA,NA,7,1.14285714285714,0,4.5,0.285714285714286
"875","2006-2","1400","G3K","June 30, 2006","QUÉBEC",8,NA,NA,8,1,0,4.5,0
"876","2006-2","1400","G6C","June 30, 2006","QUÉBEC",10,NA,NA,7,1.42857142857143,0.285714285714286,4,0.428571428571429
"877","2006-2","1400","G6K","June 30, 2006","QUÉBEC",41,NA,NA,24,1.70833333333333,0.416666666666667,4.125,0.166666666666667
"878","2006-2","1400","G6V","June 30, 2006","QUÉBEC",45,NA,NA,21,2.14285714285714,0.0952380952380952,5.61538461538461,0.428571428571429
"879","2006-2","1400","G6W","June 30, 2006","QUÉBEC",27,NA,NA,6,4.5,2.16666666666667,4,0.333333333333333
"880","2006-2","1400","G6X","June 30, 2006","QUÉBEC",24,NA,NA,2,12,0,7,0
"881","2006-2","1400","G6Z","June 30, 2006","QUÉBEC",27,NA,NA,17,1.58823529411765,0.117647058823529,5.26666666666667,0
"882","2006-2","1400","G7A","June 30, 2006","QUÉBEC",13,NA,NA,13,1,0,3.25,0.307692307692308
"883","2006-2","1400","nan","June 30, 2006","QUÉBEC",445,NA,NA,262,1.69847328244275,0.393129770992366,4.26470588235294,0.237547892720307
"884","2006-2","2270","L0E","June 30, 2006","TORONTO",7,NA,NA,6,1.16666666666667,0,6.66666666666667,4.16666666666667
"885","2006-2","2270","L0G","June 30, 2006","TORONTO",72,NA,NA,8,9,0,8.625,0.625
"886","2006-2","2270","L0P","June 30, 2006","TORONTO",9,NA,NA,6,1.5,0,10.1666666666667,0
"887","2006-2","2270","L1S","June 30, 2006","TORONTO",6,NA,NA,1,6,0,9,0
"888","2006-2","2270","L1T","June 30, 2006","TORONTO",2,NA,NA,1,2,0,6,0
"889","2006-2","2270","L1V","June 30, 2006","TORONTO",11,NA,NA,11,1,0,12.7272727272727,0.909090909090909
"890","2006-2","2270","L1Z","June 30, 2006","TORONTO",19,NA,NA,16,1.1875,0,5.25,0
"891","2006-2","2270","L3R","June 30, 2006","TORONTO",31,NA,NA,5,6.2,0,7,0.8
"892","2006-2","2270","L3Y","June 30, 2006","TORONTO",4,NA,NA,4,1,0,9.25,3
"893","2006-2","2270","L3Z","June 30, 2006","TORONTO",13,NA,NA,13,1,0,7.4,1.23076923076923
"894","2006-2","2270","L4A","June 30, 2006","TORONTO",62,NA,NA,62,1,0,6.29411764705882,1.1875
"895","2006-2","2270","L4B","June 30, 2006","TORONTO",1,NA,NA,1,1,0,5,0
"896","2006-2","2270","L4C","June 30, 2006","TORONTO",16,NA,NA,16,1,0,8.9375,1.5
"897","2006-2","2270","L4G","June 30, 2006","TORONTO",2,NA,NA,2,1,0,11,0
"898","2006-2","2270","L4J","June 30, 2006","TORONTO",14,NA,NA,14,1,0,11.4285714285714,2.42857142857143
"899","2006-2","2270","L4L","June 30, 2006","TORONTO",15,NA,NA,9,1.66666666666667,0.333333333333333,9.33333333333333,2
"900","2006-2","2270","L4P","June 30, 2006","TORONTO",80,NA,NA,79,1.0126582278481,0,4.34782608695652,0.316455696202532
"901","2006-2","2270","L4W","June 30, 2006","TORONTO",2,NA,NA,2,1,0,8,0
"902","2006-2","2270","L4X","June 30, 2006","TORONTO",8,NA,NA,8,1,0,4.25,2
"903","2006-2","2270","L4Z","June 30, 2006","TORONTO",16,NA,NA,8,2,0,14.125,0.375
"904","2006-2","2270","L5A","June 30, 2006","TORONTO",1,NA,NA,1,1,0,8,1
"905","2006-2","2270","L5B","June 30, 2006","TORONTO",1,NA,NA,1,1,0,5,0
"906","2006-2","2270","L5C","June 30, 2006","TORONTO",1,NA,NA,1,1,0,7,0
"907","2006-2","2270","L5E","June 30, 2006","TORONTO",10,NA,NA,10,1,0,6.4,0.2
"908","2006-2","2270","L5G","June 30, 2006","TORONTO",28,NA,NA,8,3.5,0,9.375,2.5
"909","2006-2","2270","L5H","June 30, 2006","TORONTO",3,NA,NA,3,1,0,10.6666666666667,0
"910","2006-2","2270","L5J","June 30, 2006","TORONTO",2,NA,NA,2,1,0,6.5,0
"911","2006-2","2270","L5L","June 30, 2006","TORONTO",1,NA,NA,1,1,0,7,0
"912","2006-2","2270","L5M","June 30, 2006","TORONTO",20,NA,NA,20,1,0,10.1,0.15
"913","2006-2","2270","L6H","June 30, 2006","TORONTO",65,NA,NA,59,1.10169491525424,0,3.6271186440678,0.101694915254237
"914","2006-2","2270","L6J","June 30, 2006","TORONTO",12,NA,NA,12,1,0,16.3333333333333,1.08333333333333
"915","2006-2","2270","L6K","June 30, 2006","TORONTO",31,NA,NA,9,3.44444444444444,0.444444444444444,10.6666666666667,0.375
"916","2006-2","2270","L6L","June 30, 2006","TORONTO",45,NA,NA,24,1.875,0,6.39130434782609,1.20833333333333
"917","2006-2","2270","L6M","June 30, 2006","TORONTO",1,NA,NA,1,1,0,6,0
"918","2006-2","2270","L6R","June 30, 2006","TORONTO",43,NA,NA,6,7.16666666666667,0,3,0.333333333333333
"919","2006-2","2270","L6S","June 30, 2006","TORONTO",2,NA,NA,2,1,0,NA,2.5
"920","2006-2","2270","L6X","June 30, 2006","TORONTO",1,NA,NA,1,1,0,19,0
"921","2006-2","2270","L6Y","June 30, 2006","TORONTO",54,NA,NA,10,5.4,0,9.6,8.7
"922","2006-2","2270","L7E","June 30, 2006","TORONTO",4,NA,NA,4,1,0,12.6666666666667,0
"923","2006-2","2270","L7G","June 30, 2006","TORONTO",3,NA,NA,3,1,0,6,0.333333333333333
"924","2006-2","2270","L7J","June 30, 2006","TORONTO",7,NA,NA,7,1,0,11,0.714285714285714
"925","2006-2","2270","L7K","June 30, 2006","TORONTO",4,NA,NA,4,1,0,11.75,1.75
"926","2006-2","2270","L9N","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"927","2006-2","2270","L9P","June 30, 2006","TORONTO",62,NA,NA,44,1.40909090909091,0,7.16666666666667,0.159090909090909
"928","2006-2","2270","L9R","June 30, 2006","TORONTO",21,NA,NA,20,1.05,0,5.64705882352941,0.2
"929","2006-2","2270","L9T","June 30, 2006","TORONTO",5,NA,NA,5,1,0,5,0.2
"930","2006-2","2270","L9W","June 30, 2006","TORONTO",23,NA,NA,19,1.21052631578947,0,5.375,0.526315789473684
"931","2006-2","2270","M1C","June 30, 2006","TORONTO",61,NA,NA,21,2.9047619047619,0,5.47619047619048,2.0952380952381
"932","2006-2","2270","M1E","June 30, 2006","TORONTO",10,NA,NA,10,1,0,4.8,1.2
"933","2006-2","2270","M1H","June 30, 2006","TORONTO",12,NA,NA,1,12,0,7,19
"934","2006-2","2270","M1J","June 30, 2006","TORONTO",1,NA,NA,1,1,0,5,2
"935","2006-2","2270","M1K","June 30, 2006","TORONTO",5,NA,NA,4,1.25,0,3,7.25
"936","2006-2","2270","M1L","June 30, 2006","TORONTO",1,NA,NA,1,1,0,3,2
"937","2006-2","2270","M1M","June 30, 2006","TORONTO",3,NA,NA,3,1,0,4.33333333333333,0.666666666666667
"938","2006-2","2270","M1N","June 30, 2006","TORONTO",7,NA,NA,7,1,0,4.42857142857143,2
"939","2006-2","2270","M1P","June 30, 2006","TORONTO",1,NA,NA,1,1,0,5,2
"940","2006-2","2270","M1R","June 30, 2006","TORONTO",1,NA,NA,1,1,0,5,3
"941","2006-2","2270","M1T","June 30, 2006","TORONTO",2,NA,NA,2,1,0,4,3
"942","2006-2","2270","M2K","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"943","2006-2","2270","M2L","June 30, 2006","TORONTO",2,NA,NA,2,1,0,10,0.5
"944","2006-2","2270","M2M","June 30, 2006","TORONTO",3,NA,NA,3,1,0,9,-1
"945","2006-2","2270","M2N","June 30, 2006","TORONTO",94,NA,NA,12,7.83333333333333,0.5,11.3333333333333,-1
"946","2006-2","2270","M2P","June 30, 2006","TORONTO",88,NA,NA,16,5.5,0,12.9375,0.0625
"947","2006-2","2270","M2R","June 30, 2006","TORONTO",4,NA,NA,4,1,0,10.5,0.5
"948","2006-2","2270","M3B","June 30, 2006","TORONTO",10,NA,NA,10,1,0,11,0.444444444444444
"949","2006-2","2270","M3C","June 30, 2006","TORONTO",4,NA,NA,4,1,0,18.75,0.75
"950","2006-2","2270","M3H","June 30, 2006","TORONTO",11,NA,NA,11,1,0,9.09090909090909,-0.0909090909090909
"951","2006-2","2270","M3J","June 30, 2006","TORONTO",71,NA,NA,12,5.91666666666667,0,9.83333333333333,1
"952","2006-2","2270","M3M","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"953","2006-2","2270","M4B","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"954","2006-2","2270","M4C","June 30, 2006","TORONTO",1,NA,NA,1,1,0,7,0
"955","2006-2","2270","M4E","June 30, 2006","TORONTO",6,NA,NA,4,1.5,0,8,2.25
"956","2006-2","2270","M4G","June 30, 2006","TORONTO",8,NA,NA,8,1,0,12,0.857142857142857
"957","2006-2","2270","M4J","June 30, 2006","TORONTO",1,NA,NA,1,1,0,10,1
"958","2006-2","2270","M4K","June 30, 2006","TORONTO",5,NA,NA,5,1,0,8.4,0.2
"959","2006-2","2270","M4M","June 30, 2006","TORONTO",8,NA,NA,1,8,0,8,2
"960","2006-2","2270","M4N","June 30, 2006","TORONTO",7,NA,NA,7,1,0,11.7142857142857,0.285714285714286
"961","2006-2","2270","M4P","June 30, 2006","TORONTO",2,NA,NA,2,1,0,8.5,0
"962","2006-2","2270","M4R","June 30, 2006","TORONTO",3,NA,NA,3,1,0,8.66666666666667,0.666666666666667
"963","2006-2","2270","M4S","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,1
"964","2006-2","2270","M4V","June 30, 2006","TORONTO",66,NA,NA,2,33,0,24,4
"965","2006-2","2270","M4W","June 30, 2006","TORONTO",2,NA,NA,2,1,0,18,0.5
"966","2006-2","2270","M5M","June 30, 2006","TORONTO",32,NA,NA,31,1.03225806451613,0,8.58064516129032,-0.241379310344828
"967","2006-2","2270","M5N","June 30, 2006","TORONTO",7,NA,NA,7,1,0,12,0
"968","2006-2","2270","M5P","June 30, 2006","TORONTO",3,NA,NA,3,1,0,13.6666666666667,0
"969","2006-2","2270","M5R","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,1
"970","2006-2","2270","M5T","June 30, 2006","TORONTO",66,NA,NA,2,33,0,18,-15
"971","2006-2","2270","M6B","June 30, 2006","TORONTO",10,NA,NA,10,1,0,10.9,0
"972","2006-2","2270","M6C","June 30, 2006","TORONTO",1,NA,NA,1,1,0,18,0
"973","2006-2","2270","M6E","June 30, 2006","TORONTO",5,NA,NA,3,1.66666666666667,0,9.33333333333333,-3.33333333333333
"974","2006-2","2270","M6K","June 30, 2006","TORONTO",118,NA,NA,5,23.6,0,7.8,1.4
"975","2006-2","2270","M6L","June 30, 2006","TORONTO",7,NA,NA,7,1,0,10.4285714285714,-0.571428571428571
"976","2006-2","2270","M6M","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"977","2006-2","2270","M6N","June 30, 2006","TORONTO",23,NA,NA,12,1.91666666666667,0,6.08333333333333,0
"978","2006-2","2270","M6P","June 30, 2006","TORONTO",2,NA,NA,1,2,0,6,0
"979","2006-2","2270","M6R","June 30, 2006","TORONTO",238,NA,NA,1,238,15,11,4
"980","2006-2","2270","M6S","June 30, 2006","TORONTO",1,NA,NA,1,1,0,8,NA
"981","2006-2","2270","M8V","June 30, 2006","TORONTO",1,NA,NA,1,1,0,9,0
"982","2006-2","2270","M8W","June 30, 2006","TORONTO",10,NA,NA,8,1.25,0,8.375,-0.857142857142857
"983","2006-2","2270","M8X","June 30, 2006","TORONTO",3,NA,NA,3,1,0,8,0
"984","2006-2","2270","M8Y","June 30, 2006","TORONTO",141,NA,NA,6,23.5,1.33333333333333,9.5,0.5
"985","2006-2","2270","M9A","June 30, 2006","TORONTO",296,NA,NA,12,24.6666666666667,2.66666666666667,9.91666666666667,3.1
"986","2006-2","2270","M9B","June 30, 2006","TORONTO",8,NA,NA,8,1,0,10.625,-0.5
"987","2006-2","2270","M9N","June 30, 2006","TORONTO",1,NA,NA,1,1,0,8,2
"988","2006-2","2270","M9P","June 30, 2006","TORONTO",2,NA,NA,2,1,0,7.5,0
"989","2006-2","2270","M9W","June 30, 2006","TORONTO",449,NA,NA,1,449,29,19,3
"990","2006-2","2270","nan","June 30, 2006","TORONTO",5953,NA,NA,3627,1.64130135097877,0.0121312379376896,6.87302483069977,1.53558571032955
"991","2006-2","2440","V8L","June 30, 2006","VICTORIA",5,NA,NA,5,1,0,7.8,0
"992","2006-2","2440","V8N","June 30, 2006","VICTORIA",8,NA,NA,8,1,0,12.75,0.125
"993","2006-2","2440","V8P","June 30, 2006","VICTORIA",2,NA,NA,2,1,0,6,0
"994","2006-2","2440","V8R","June 30, 2006","VICTORIA",5,NA,NA,5,1,0,14,0.4
"995","2006-2","2440","V8S","June 30, 2006","VICTORIA",25,NA,NA,22,1.13636363636364,0,11.4285714285714,0.863636363636364
"996","2006-2","2440","V8V","June 30, 2006","VICTORIA",11,NA,NA,6,1.83333333333333,0.333333333333333,6.83333333333333,1.16666666666667
"997","2006-2","2440","V8W","June 30, 2006","VICTORIA",238,NA,NA,3,79.3333333333333,10.3333333333333,12,0.666666666666667
"998","2006-2","2440","V8X","June 30, 2006","VICTORIA",5,NA,NA,5,1,0,10.8,0.2
"999","2006-2","2440","V8Y","June 30, 2006","VICTORIA",6,NA,NA,6,1,0,11.5,0.166666666666667
"1000","2006-2","2440","V8Z","June 30, 2006","VICTORIA",14,NA,NA,14,1,0,7.64285714285714,0.0714285714285714
"1001","2006-2","2440","V9A","June 30, 2006","VICTORIA",10,NA,NA,5,2,0,8.4,0
"1002","2006-2","2440","V9B","June 30, 2006","VICTORIA",12,NA,NA,12,1,0,7.16666666666667,0.0833333333333333
"1003","2006-2","2440","V9C","June 30, 2006","VICTORIA",73,NA,NA,71,1.02816901408451,0,5.25806451612903,0.0845070422535211
"1004","2006-2","2440","V9E","June 30, 2006","VICTORIA",8,NA,NA,8,1,0,10.5,0.5
"1005","2006-2","2440","V9Z","June 30, 2006","VICTORIA",4,NA,NA,4,1,0,6.25,0
"1006","2006-2","2440","nan","June 30, 2006","VICTORIA",162,NA,NA,127,1.2755905511811,0.062992125984252,6,0.598425196850394
"1007","2006-3","0140","T1Y","September 30, 2006","CALGARY",1,NA,NA,1,1,0,NA,0
"1008","2006-3","0140","T2A","September 30, 2006","CALGARY",2,NA,NA,1,2,0,16,0
"1009","2006-3","0140","T2B","September 30, 2006","CALGARY",12,NA,NA,3,4,0,16.3333333333333,5.33333333333333
"1010","2006-3","0140","T2C","September 30, 2006","CALGARY",65,NA,NA,52,1.25,0,6.46153846153846,0.730769230769231
"1011","2006-3","0140","T2E","September 30, 2006","CALGARY",77,NA,NA,28,2.75,0.107142857142857,11.8214285714286,0.5
"1012","2006-3","0140","T2G","September 30, 2006","CALGARY",3,NA,NA,3,1,0,15,1.33333333333333
"1013","2006-3","0140","T2H","September 30, 2006","CALGARY",1,NA,NA,1,1,0,9,0
"1014","2006-3","0140","T2K","September 30, 2006","CALGARY",1,NA,NA,1,1,0,14,2
"1015","2006-3","0140","T2L","September 30, 2006","CALGARY",1,NA,NA,1,1,0,11,0
"1016","2006-3","0140","T2M","September 30, 2006","CALGARY",13,NA,NA,8,1.625,0,10.875,0.375
"1017","2006-3","0140","T2N","September 30, 2006","CALGARY",33,NA,NA,28,1.17857142857143,0,12.1071428571429,0.428571428571429
"1018","2006-3","0140","T2S","September 30, 2006","CALGARY",2,NA,NA,2,1,0,12.5,0
"1019","2006-3","0140","T2T","September 30, 2006","CALGARY",86,NA,NA,36,2.38888888888889,0.277777777777778,12.4857142857143,1.25
"1020","2006-3","0140","T2V","September 30, 2006","CALGARY",6,NA,NA,5,1.2,0,17.8,0
"1021","2006-3","0140","T2Y","September 30, 2006","CALGARY",16,NA,NA,15,1.06666666666667,0,7.46666666666667,0.466666666666667
"1022","2006-3","0140","T3A","September 30, 2006","CALGARY",2,NA,NA,2,1,0,12.5,0
"1023","2006-3","0140","T3B","September 30, 2006","CALGARY",7,NA,NA,4,1.75,0,9.75,1.75
"1024","2006-3","0140","T3C","September 30, 2006","CALGARY",8,NA,NA,7,1.14285714285714,0,11,0
"1025","2006-3","0140","T3E","September 30, 2006","CALGARY",294,NA,NA,25,11.76,0,11.04,0.48
"1026","2006-3","0140","T3H","September 30, 2006","CALGARY",1,NA,NA,1,1,0,19,0
"1027","2006-3","0140","nan","September 30, 2006","CALGARY",2552,NA,NA,2241,1.13877733154842,0,5.84474885844749,0.867469879518072
"1028","2006-3","0610","L0R","September 30, 2006","HAMILTON",9,NA,NA,9,1,0,8,0.111111111111111
"1029","2006-3","0610","L3M","September 30, 2006","HAMILTON",31,NA,NA,25,1.24,0,6,0.208333333333333
"1030","2006-3","0610","L7L","September 30, 2006","HAMILTON",11,NA,NA,11,1,0,7.36363636363636,-0.181818181818182
"1031","2006-3","0610","L7P","September 30, 2006","HAMILTON",3,NA,NA,2,1.5,0,26.5,2
"1032","2006-3","0610","L7S","September 30, 2006","HAMILTON",3,NA,NA,3,1,0,21,1
"1033","2006-3","0610","L8E","September 30, 2006","HAMILTON",120,NA,NA,57,2.10526315789474,0,6.02702702702703,0.385964912280702
"1034","2006-3","0610","L8G","September 30, 2006","HAMILTON",2,NA,NA,2,1,0,6.5,0
"1035","2006-3","0610","L8H","September 30, 2006","HAMILTON",9,NA,NA,4,2.25,0,10.75,0
"1036","2006-3","0610","L8J","September 30, 2006","HAMILTON",36,NA,NA,17,2.11764705882353,0,7.15384615384615,0.3125
"1037","2006-3","0610","L8K","September 30, 2006","HAMILTON",1,NA,NA,1,1,0,6,0
"1038","2006-3","0610","L8L","September 30, 2006","HAMILTON",1,NA,NA,1,1,0,6,0
"1039","2006-3","0610","L8R","September 30, 2006","HAMILTON",2,NA,NA,2,1,0,3,0
"1040","2006-3","0610","L8T","September 30, 2006","HAMILTON",16,NA,NA,16,1,0,7,0
"1041","2006-3","0610","L8V","September 30, 2006","HAMILTON",2,NA,NA,2,1,0,11,0
"1042","2006-3","0610","L9A","September 30, 2006","HAMILTON",12,NA,NA,12,1,0,7,0
"1043","2006-3","0610","L9B","September 30, 2006","HAMILTON",24,NA,NA,14,1.71428571428571,0,14.2857142857143,2
"1044","2006-3","0610","L9C","September 30, 2006","HAMILTON",14,NA,NA,14,1,0,7.27272727272727,0.142857142857143
"1045","2006-3","0610","L9G","September 30, 2006","HAMILTON",23,NA,NA,23,1,0,13.4285714285714,0.782608695652174
"1046","2006-3","0610","L9H","September 30, 2006","HAMILTON",3,NA,NA,3,1,0,9.66666666666667,0
"1047","2006-3","0610","N1R","September 30, 2006","HAMILTON",8,NA,NA,8,1,0,6.16666666666667,0.125
"1048","2006-3","0610","nan","September 30, 2006","HAMILTON",573,NA,NA,330,1.73636363636364,0,9.70205479452055,0.706422018348624
"1049","2006-3","1265","K0A","September 30, 2006","OTTAWA",113,NA,NA,112,1.00892857142857,0,6.55670103092783,0.910714285714286
"1050","2006-3","1265","K1C","September 30, 2006","OTTAWA",22,NA,NA,6,3.66666666666667,0,8,5.33333333333333
"1051","2006-3","1265","K1G","September 30, 2006","OTTAWA",1,NA,NA,1,1,0,7,0
"1052","2006-3","1265","K1H","September 30, 2006","OTTAWA",1,NA,NA,1,1,0,5,7
