"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount"
"3256","2009","1060","H3P","December 31, 2009","MONTRÉAL",1,1,1,0
"3257","2009","1060","H3R","December 31, 2009","MONTRÉAL",155,6,25.8333333333333,0
"3258","2009","1060","H3T","December 31, 2009","MONTRÉAL",1,1,1,0
"3259","2009","1060","H3W","December 31, 2009","MONTRÉAL",2,1,2,0
"3260","2009","1060","H3X","December 31, 2009","MONTRÉAL",1,1,1,0
"3261","2009","1060","H3Y","December 31, 2009","MONTRÉAL",4,4,1,0
"3262","2009","1060","H3Z","December 31, 2009","MONTRÉAL",1,1,1,0
"3263","2009","1060","H4A","December 31, 2009","MONTRÉAL",20,2,10,1.5
"3264","2009","1060","H4C","December 31, 2009","MONTRÉAL",119,12,9.91666666666667,1.33333333333333
"3265","2009","1060","H4E","December 31, 2009","MONTRÉAL",88,6,14.6666666666667,0.5
"3266","2009","1060","H4G","December 31, 2009","MONTRÉAL",109,8,13.625,0
"3267","2009","1060","H4J","December 31, 2009","MONTRÉAL",105,5,21,1.2
"3268","2009","1060","H4K","December 31, 2009","MONTRÉAL",1,1,1,0
"3269","2009","1060","H4L","December 31, 2009","MONTRÉAL",52,1,52,0
"3270","2009","1060","H4N","December 31, 2009","MONTRÉAL",243,4,60.75,3.5
"3271","2009","1060","H4P","December 31, 2009","MONTRÉAL",117,1,117,0
"3272","2009","1060","H4R","December 31, 2009","MONTRÉAL",2,2,1,0
"3273","2009","1060","H4W","December 31, 2009","MONTRÉAL",1,1,1,0
"3274","2009","1060","H7A","December 31, 2009","MONTRÉAL",84,48,1.75,0.104166666666667
"3275","2009","1060","H7B","December 31, 2009","MONTRÉAL",17,10,1.7,0
"3276","2009","1060","H7C","December 31, 2009","MONTRÉAL",3,1,3,2
"3277","2009","1060","H7E","December 31, 2009","MONTRÉAL",56,19,2.94736842105263,0
"3278","2009","1060","H7G","December 31, 2009","MONTRÉAL",44,1,44,0
"3279","2009","1060","H7H","December 31, 2009","MONTRÉAL",17,13,1.30769230769231,0
"3280","2009","1060","H7K","December 31, 2009","MONTRÉAL",15,15,1,0
"3281","2009","1060","H7L","December 31, 2009","MONTRÉAL",82,66,1.24242424242424,0.121212121212121
"3282","2009","1060","H7M","December 31, 2009","MONTRÉAL",9,1,9,0
"3283","2009","1060","H7N","December 31, 2009","MONTRÉAL",281,4,70.25,0
"3284","2009","1060","H7P","December 31, 2009","MONTRÉAL",27,5,5.4,0
"3285","2009","1060","H7R","December 31, 2009","MONTRÉAL",40,32,1.25,0.0625
"3286","2009","1060","H7T","December 31, 2009","MONTRÉAL",152,42,3.61904761904762,0.142857142857143
"3287","2009","1060","H7V","December 31, 2009","MONTRÉAL",193,5,38.6,0.6
"3288","2009","1060","H7W","December 31, 2009","MONTRÉAL",269,5,53.8,0
"3289","2009","1060","H7X","December 31, 2009","MONTRÉAL",90,43,2.09302325581395,0
"3290","2009","1060","H8P","December 31, 2009","MONTRÉAL",6,3,2,0
"3291","2009","1060","H8R","December 31, 2009","MONTRÉAL",14,2,7,0
"3292","2009","1060","H8S","December 31, 2009","MONTRÉAL",78,10,7.8,0.6
"3293","2009","1060","H8Y","December 31, 2009","MONTRÉAL",11,2,5.5,0
"3294","2009","1060","H8Z","December 31, 2009","MONTRÉAL",2,2,1,0
"3295","2009","1060","H9A","December 31, 2009","MONTRÉAL",1,1,1,0
"3296","2009","1060","H9B","December 31, 2009","MONTRÉAL",12,1,12,0
"3297","2009","1060","H9C","December 31, 2009","MONTRÉAL",15,15,1,0
"3298","2009","1060","H9E","December 31, 2009","MONTRÉAL",3,3,1,0
"3299","2009","1060","H9G","December 31, 2009","MONTRÉAL",1,1,1,0
"3300","2009","1060","H9H","December 31, 2009","MONTRÉAL",25,19,1.31578947368421,0
"3301","2009","1060","H9J","December 31, 2009","MONTRÉAL",20,17,1.17647058823529,0
"3302","2009","1060","H9K","December 31, 2009","MONTRÉAL",15,15,1,0
"3303","2009","1060","H9R","December 31, 2009","MONTRÉAL",2,2,1,0
"3304","2009","1060","H9S","December 31, 2009","MONTRÉAL",115,10,11.5,0
"3305","2009","1060","H9W","December 31, 2009","MONTRÉAL",7,7,1,0
"3306","2009","1060","H9X","December 31, 2009","MONTRÉAL",42,8,5.25,0
"3307","2009","1060","J0L","December 31, 2009","MONTRÉAL",64,42,1.52380952380952,0
"3308","2009","1060","J0N","December 31, 2009","MONTRÉAL",176,91,1.93406593406593,0.043956043956044
"3309","2009","1060","J0P","December 31, 2009","MONTRÉAL",17,17,1,0
"3310","2009","1060","J3E","December 31, 2009","MONTRÉAL",512,7,73.1428571428571,1.28571428571429
"3311","2009","1060","J3G","December 31, 2009","MONTRÉAL",150,58,2.58620689655172,0.103448275862069
"3312","2009","1060","J3H","December 31, 2009","MONTRÉAL",74,41,1.80487804878049,0.0487804878048781
"3313","2009","1060","J3L","December 31, 2009","MONTRÉAL",309,115,2.68695652173913,0.208695652173913
"3314","2009","1060","J3N","December 31, 2009","MONTRÉAL",90,20,4.5,0.3
"3315","2009","1060","J3V","December 31, 2009","MONTRÉAL",1,1,1,0
"3316","2009","1060","J3X","December 31, 2009","MONTRÉAL",25,23,1.08695652173913,0
"3317","2009","1060","J3Y","December 31, 2009","MONTRÉAL",192,93,2.06451612903226,0
"3318","2009","1060","J4B","December 31, 2009","MONTRÉAL",27,6,4.5,2
"3319","2009","1060","J4H","December 31, 2009","MONTRÉAL",73,2,36.5,2
"3320","2009","1060","J4J","December 31, 2009","MONTRÉAL",14,6,2.33333333333333,1
"3321","2009","1060","J4K","December 31, 2009","MONTRÉAL",297,9,33,3.88888888888889
"3322","2009","1060","J4L","December 31, 2009","MONTRÉAL",3,1,3,0
"3323","2009","1060","J4M","December 31, 2009","MONTRÉAL",78,38,2.05263157894737,0.236842105263158
"3324","2009","1060","J4N","December 31, 2009","MONTRÉAL",1,1,1,0
"3325","2009","1060","J4R","December 31, 2009","MONTRÉAL",34,1,34,0
"3326","2009","1060","J4T","December 31, 2009","MONTRÉAL",98,5,19.6,1.2
"3327","2009","1060","J4V","December 31, 2009","MONTRÉAL",3,1,3,2
"3328","2009","1060","J4W","December 31, 2009","MONTRÉAL",2,2,1,0
"3329","2009","1060","J4X","December 31, 2009","MONTRÉAL",43,3,14.3333333333333,2
"3330","2009","1060","J4Z","December 31, 2009","MONTRÉAL",18,6,3,0.333333333333333
"3331","2009","1060","J5A","December 31, 2009","MONTRÉAL",1,1,1,0
"3332","2009","1060","J5C","December 31, 2009","MONTRÉAL",56,16,3.5,0.875
"3333","2009","1060","J5L","December 31, 2009","MONTRÉAL",102,58,1.75862068965517,0.0517241379310345
"3334","2009","1060","J5R","December 31, 2009","MONTRÉAL",143,63,2.26984126984127,0.222222222222222
"3335","2009","1060","J5T","December 31, 2009","MONTRÉAL",40,28,1.42857142857143,0
"3336","2009","1060","J5W","December 31, 2009","MONTRÉAL",80,59,1.35593220338983,0.0338983050847458
"3337","2009","1060","J5Y","December 31, 2009","MONTRÉAL",119,82,1.45121951219512,0
"3338","2009","1060","J5Z","December 31, 2009","MONTRÉAL",138,23,6,0.91304347826087
"3339","2009","1060","J6A","December 31, 2009","MONTRÉAL",1,1,1,0
"3340","2009","1060","J6J","December 31, 2009","MONTRÉAL",24,24,1,0
"3341","2009","1060","J6K","December 31, 2009","MONTRÉAL",54,23,2.34782608695652,0.260869565217391
"3342","2009","1060","J6N","December 31, 2009","MONTRÉAL",19,14,1.35714285714286,0.214285714285714
"3343","2009","1060","J6R","December 31, 2009","MONTRÉAL",84,56,1.5,0
"3344","2009","1060","J6X","December 31, 2009","MONTRÉAL",88,88,1,0
"3345","2009","1060","J6Y","December 31, 2009","MONTRÉAL",13,3,4.33333333333333,0
"3346","2009","1060","J6Z","December 31, 2009","MONTRÉAL",7,7,1,0
"3347","2009","1060","J7A","December 31, 2009","MONTRÉAL",45,14,3.21428571428571,0
"3348","2009","1060","J7C","December 31, 2009","MONTRÉAL",156,59,2.64406779661017,0.23728813559322
"3349","2009","1060","J7E","December 31, 2009","MONTRÉAL",45,4,11.25,0
"3350","2009","1060","J7G","December 31, 2009","MONTRÉAL",7,7,1,0
"3351","2009","1060","J7H","December 31, 2009","MONTRÉAL",148,20,7.4,2.35
"3352","2009","1060","J7J","December 31, 2009","MONTRÉAL",77,47,1.63829787234043,0.127659574468085
"3353","2009","1060","J7K","December 31, 2009","MONTRÉAL",11,10,1.1,0
"3354","2009","1060","J7L","December 31, 2009","MONTRÉAL",25,19,1.31578947368421,0
"3355","2009","1060","J7M","December 31, 2009","MONTRÉAL",55,29,1.89655172413793,0.103448275862069
"3356","2009","1060","J7P","December 31, 2009","MONTRÉAL",1,1,1,0
"3357","2009","1060","J7R","December 31, 2009","MONTRÉAL",94,41,2.29268292682927,0.121951219512195
"3358","2009","1060","J7T","December 31, 2009","MONTRÉAL",15,6,2.5,0
"3359","2009","1060","J7V","December 31, 2009","MONTRÉAL",164,77,2.12987012987013,0.051948051948052
"3360","2009","1060","J7Y","December 31, 2009","MONTRÉAL",112,34,3.29411764705882,0.235294117647059
"3361","2009","1060","J7Z","December 31, 2009","MONTRÉAL",43,39,1.1025641025641,0.102564102564103
"3362","2009","1060","nan","December 31, 2009","MONTRÉAL",3296,1179,2.79558948261238,0.106022052586938
"3363","2010","1060","H1A","December 31, 2010","MONTRÉAL",108,14,7.71428571428571,0.285714285714286
"3364","2010","1060","H1B","December 31, 2010","MONTRÉAL",21,5,4.2,0
"3365","2010","1060","H1C","December 31, 2010","MONTRÉAL",11,9,1.22222222222222,0
"3366","2010","1060","H1E","December 31, 2010","MONTRÉAL",72,39,1.84615384615385,0.128205128205128
"3367","2010","1060","H1G","December 31, 2010","MONTRÉAL",49,4,12.25,0
"3368","2010","1060","H1H","December 31, 2010","MONTRÉAL",4,2,2,0
"3369","2010","1060","H1K","December 31, 2010","MONTRÉAL",185,26,7.11538461538461,0.769230769230769
"3370","2010","1060","H1L","December 31, 2010","MONTRÉAL",113,13,8.69230769230769,0.769230769230769
"3371","2010","1060","H1P","December 31, 2010","MONTRÉAL",3,3,1,0
"3372","2010","1060","H1R","December 31, 2010","MONTRÉAL",5,5,1,0
"3373","2010","1060","H1S","December 31, 2010","MONTRÉAL",232,3,77.3333333333333,0
"3374","2010","1060","H1T","December 31, 2010","MONTRÉAL",208,5,41.6,0.6
"3375","2010","1060","H1V","December 31, 2010","MONTRÉAL",32,4,8,1.5
"3376","2010","1060","H1W","December 31, 2010","MONTRÉAL",113,15,7.53333333333333,2.13333333333333
"3377","2010","1060","H1X","December 31, 2010","MONTRÉAL",36,3,12,3
"3378","2010","1060","H1Y","December 31, 2010","MONTRÉAL",56,4,14,1.25
"3379","2010","1060","H2A","December 31, 2010","MONTRÉAL",100,6,16.6666666666667,3.16666666666667
"3380","2010","1060","H2B","December 31, 2010","MONTRÉAL",10,4,2.5,0.5
"3381","2010","1060","H2E","December 31, 2010","MONTRÉAL",90,2,45,3
"3382","2010","1060","H2G","December 31, 2010","MONTRÉAL",8,2,4,1
"3383","2010","1060","H2H","December 31, 2010","MONTRÉAL",51,4,12.75,1.75
"3384","2010","1060","H2J","December 31, 2010","MONTRÉAL",177,5,35.4,2.6
"3385","2010","1060","H2K","December 31, 2010","MONTRÉAL",42,4,10.5,1.5
"3386","2010","1060","H2L","December 31, 2010","MONTRÉAL",68,6,11.3333333333333,1.83333333333333
"3387","2010","1060","H2M","December 31, 2010","MONTRÉAL",19,4,4.75,1.5
"3388","2010","1060","H2R","December 31, 2010","MONTRÉAL",22,4,5.5,0.75
"3389","2010","1060","H2S","December 31, 2010","MONTRÉAL",258,22,11.7272727272727,1.81818181818182
"3390","2010","1060","H2T","December 31, 2010","MONTRÉAL",26,2,13,1.5
"3391","2010","1060","H2V","December 31, 2010","MONTRÉAL",17,2,8.5,1.5
"3392","2010","1060","H2W","December 31, 2010","MONTRÉAL",38,5,7.6,0.6
"3393","2010","1060","H2X","December 31, 2010","MONTRÉAL",315,2,157.5,17
"3394","2010","1060","H2Y","December 31, 2010","MONTRÉAL",157,2,78.5,0
"3395","2010","1060","H3B","December 31, 2010","MONTRÉAL",156,1,156,32
"3396","2010","1060","H3E","December 31, 2010","MONTRÉAL",163,1,163,7
"3397","2010","1060","H3H","December 31, 2010","MONTRÉAL",2,2,1,0
"3398","2010","1060","H3J","December 31, 2010","MONTRÉAL",4,1,4,0
"3399","2010","1060","H3K","December 31, 2010","MONTRÉAL",64,14,4.57142857142857,2.71428571428571
"3400","2010","1060","H3L","December 31, 2010","MONTRÉAL",8,2,4,0
"3401","2010","1060","H3P","December 31, 2010","MONTRÉAL",38,2,19,0
"3402","2010","1060","H3R","December 31, 2010","MONTRÉAL",3,3,1,0
"3403","2010","1060","H3X","December 31, 2010","MONTRÉAL",30,2,15,2.5
"3404","2010","1060","H3Y","December 31, 2010","MONTRÉAL",8,8,1,0
"3405","2010","1060","H4A","December 31, 2010","MONTRÉAL",43,6,7.16666666666667,2.16666666666667
"3406","2010","1060","H4B","December 31, 2010","MONTRÉAL",36,4,9,1.5
"3407","2010","1060","H4C","December 31, 2010","MONTRÉAL",308,18,17.1111111111111,2.44444444444444
"3408","2010","1060","H4E","December 31, 2010","MONTRÉAL",33,6,5.5,2.16666666666667
"3409","2010","1060","H4G","December 31, 2010","MONTRÉAL",40,1,40,0
"3410","2010","1060","H4J","December 31, 2010","MONTRÉAL",103,3,34.3333333333333,2
"3411","2010","1060","H4K","December 31, 2010","MONTRÉAL",3,3,1,0
"3412","2010","1060","H4L","December 31, 2010","MONTRÉAL",182,6,30.3333333333333,1.66666666666667
"3413","2010","1060","H4M","December 31, 2010","MONTRÉAL",239,3,79.6666666666667,2.33333333333333
"3414","2010","1060","H4N","December 31, 2010","MONTRÉAL",621,5,124.2,5.2
"3415","2010","1060","H4P","December 31, 2010","MONTRÉAL",117,1,117,0
"3416","2010","1060","H4V","December 31, 2010","MONTRÉAL",3,3,1,0
"3417","2010","1060","H4W","December 31, 2010","MONTRÉAL",3,1,3,0
"3418","2010","1060","H7A","December 31, 2010","MONTRÉAL",110,37,2.97297297297297,0.135135135135135
"3419","2010","1060","H7E","December 31, 2010","MONTRÉAL",28,13,2.15384615384615,0.230769230769231
"3420","2010","1060","H7G","December 31, 2010","MONTRÉAL",38,1,38,4
"3421","2010","1060","H7H","December 31, 2010","MONTRÉAL",12,7,1.71428571428571,0
"3422","2010","1060","H7K","December 31, 2010","MONTRÉAL",37,22,1.68181818181818,0
"3423","2010","1060","H7L","December 31, 2010","MONTRÉAL",84,34,2.47058823529412,0.147058823529412
"3424","2010","1060","H7N","December 31, 2010","MONTRÉAL",153,5,30.6,0.4
"3425","2010","1060","H7P","December 31, 2010","MONTRÉAL",24,5,4.8,0.6
"3426","2010","1060","H7R","December 31, 2010","MONTRÉAL",22,18,1.22222222222222,0
"3427","2010","1060","H7T","December 31, 2010","MONTRÉAL",7,3,2.33333333333333,0
"3428","2010","1060","H7V","December 31, 2010","MONTRÉAL",1,1,1,0
"3429","2010","1060","H7W","December 31, 2010","MONTRÉAL",259,2,129.5,0
"3430","2010","1060","H7X","December 31, 2010","MONTRÉAL",186,82,2.26829268292683,0.0975609756097561
"3431","2010","1060","H7Y","December 31, 2010","MONTRÉAL",25,7,3.57142857142857,0.714285714285714
"3432","2010","1060","H8P","December 31, 2010","MONTRÉAL",12,4,3,0.5
"3433","2010","1060","H8R","December 31, 2010","MONTRÉAL",13,5,2.6,0
"3434","2010","1060","H8S","December 31, 2010","MONTRÉAL",58,11,5.27272727272727,1.63636363636364
"3435","2010","1060","H8T","December 31, 2010","MONTRÉAL",44,2,22,0
"3436","2010","1060","H8Y","December 31, 2010","MONTRÉAL",1,1,1,0
"3437","2010","1060","H8Z","December 31, 2010","MONTRÉAL",20,3,6.66666666666667,0
"3438","2010","1060","H9A","December 31, 2010","MONTRÉAL",125,4,31.25,0
"3439","2010","1060","H9B","December 31, 2010","MONTRÉAL",81,4,20.25,0.75
"3440","2010","1060","H9C","December 31, 2010","MONTRÉAL",26,11,2.36363636363636,0
"3441","2010","1060","H9E","December 31, 2010","MONTRÉAL",8,6,1.33333333333333,0
"3442","2010","1060","H9G","December 31, 2010","MONTRÉAL",73,3,24.3333333333333,1
"3443","2010","1060","H9H","December 31, 2010","MONTRÉAL",49,6,8.16666666666667,0
"3444","2010","1060","H9J","December 31, 2010","MONTRÉAL",43,4,10.75,0
"3445","2010","1060","H9K","December 31, 2010","MONTRÉAL",13,13,1,0
"3446","2010","1060","H9R","December 31, 2010","MONTRÉAL",4,4,1,0
"3447","2010","1060","H9S","December 31, 2010","MONTRÉAL",148,10,14.8,0
"3448","2010","1060","H9W","December 31, 2010","MONTRÉAL",16,16,1,0
"3449","2010","1060","H9X","December 31, 2010","MONTRÉAL",6,6,1,0
"3450","2010","1060","J0L","December 31, 2010","MONTRÉAL",102,56,1.82142857142857,0.0714285714285714
"3451","2010","1060","J0N","December 31, 2010","MONTRÉAL",244,92,2.65217391304348,0
"3452","2010","1060","J0P","December 31, 2010","MONTRÉAL",68,62,1.09677419354839,0
"3453","2010","1060","J3E","December 31, 2010","MONTRÉAL",11,3,3.66666666666667,0
"3454","2010","1060","J3G","December 31, 2010","MONTRÉAL",79,42,1.88095238095238,0.214285714285714
"3455","2010","1060","J3H","December 31, 2010","MONTRÉAL",70,43,1.62790697674419,0.186046511627907
"3456","2010","1060","J3L","December 31, 2010","MONTRÉAL",198,121,1.63636363636364,0.190082644628099
"3457","2010","1060","J3N","December 31, 2010","MONTRÉAL",32,11,2.90909090909091,0.727272727272727
"3458","2010","1060","J3V","December 31, 2010","MONTRÉAL",60,5,12,0.8
"3459","2010","1060","J3X","December 31, 2010","MONTRÉAL",21,19,1.10526315789474,0
"3460","2010","1060","J3Y","December 31, 2010","MONTRÉAL",393,148,2.65540540540541,0.371621621621622
"3461","2010","1060","J4B","December 31, 2010","MONTRÉAL",41,13,3.15384615384615,0.923076923076923
"3462","2010","1060","J4G","December 31, 2010","MONTRÉAL",3,1,3,2
"3463","2010","1060","J4H","December 31, 2010","MONTRÉAL",117,3,39,0
"3464","2010","1060","J4J","December 31, 2010","MONTRÉAL",14,8,1.75,0.5
"3465","2010","1060","J4K","December 31, 2010","MONTRÉAL",277,15,18.4666666666667,2.46666666666667
"3466","2010","1060","J4L","December 31, 2010","MONTRÉAL",17,5,3.4,0
"3467","2010","1060","J4M","December 31, 2010","MONTRÉAL",200,57,3.50877192982456,0.140350877192982
"3468","2010","1060","J4N","December 31, 2010","MONTRÉAL",41,2,20.5,0
"3469","2010","1060","J4P","December 31, 2010","MONTRÉAL",16,2,8,0
"3470","2010","1060","J4T","December 31, 2010","MONTRÉAL",24,10,2.4,0.2
"3471","2010","1060","J4V","December 31, 2010","MONTRÉAL",4,2,2,0
"3472","2010","1060","J4W","December 31, 2010","MONTRÉAL",2,2,1,0
"3473","2010","1060","J4X","December 31, 2010","MONTRÉAL",1,1,1,0
"3474","2010","1060","J4Y","December 31, 2010","MONTRÉAL",12,2,6,0
"3475","2010","1060","J4Z","December 31, 2010","MONTRÉAL",9,4,2.25,1.5
"3476","2010","1060","J5A","December 31, 2010","MONTRÉAL",54,17,3.17647058823529,0.352941176470588
"3477","2010","1060","J5B","December 31, 2010","MONTRÉAL",20,1,20,3
"3478","2010","1060","J5C","December 31, 2010","MONTRÉAL",44,16,2.75,0.4375
"3479","2010","1060","J5L","December 31, 2010","MONTRÉAL",115,65,1.76923076923077,0.0153846153846154
"3480","2010","1060","J5R","December 31, 2010","MONTRÉAL",187,35,5.34285714285714,0.4
"3481","2010","1060","J5T","December 31, 2010","MONTRÉAL",34,20,1.7,0
"3482","2010","1060","J5W","December 31, 2010","MONTRÉAL",98,64,1.53125,0.046875
"3483","2010","1060","J5X","December 31, 2010","MONTRÉAL",18,13,1.38461538461538,0
"3484","2010","1060","J5Y","December 31, 2010","MONTRÉAL",138,95,1.45263157894737,0
"3485","2010","1060","J5Z","December 31, 2010","MONTRÉAL",122,25,4.88,0
"3486","2010","1060","J6A","December 31, 2010","MONTRÉAL",114,1,114,18
"3487","2010","1060","J6J","December 31, 2010","MONTRÉAL",156,46,3.39130434782609,0.108695652173913
"3488","2010","1060","J6K","December 31, 2010","MONTRÉAL",114,27,4.22222222222222,1.33333333333333
"3489","2010","1060","J6N","December 31, 2010","MONTRÉAL",34,20,1.7,0.2
"3490","2010","1060","J6R","December 31, 2010","MONTRÉAL",46,37,1.24324324324324,0
"3491","2010","1060","J6X","December 31, 2010","MONTRÉAL",7,7,1,0
"3492","2010","1060","J6Y","December 31, 2010","MONTRÉAL",27,25,1.08,0
"3493","2010","1060","J6Z","December 31, 2010","MONTRÉAL",10,10,1,0
"3494","2010","1060","J7A","December 31, 2010","MONTRÉAL",9,9,1,0
"3495","2010","1060","J7C","December 31, 2010","MONTRÉAL",252,79,3.18987341772152,0.329113924050633
"3496","2010","1060","J7E","December 31, 2010","MONTRÉAL",36,2,18,1
"3497","2010","1060","J7G","December 31, 2010","MONTRÉAL",6,6,1,0
"3498","2010","1060","J7H","December 31, 2010","MONTRÉAL",123,8,15.375,1.5
"3499","2010","1060","J7J","December 31, 2010","MONTRÉAL",86,41,2.09756097560976,0
"3500","2010","1060","J7K","December 31, 2010","MONTRÉAL",131,27,4.85185185185185,0.111111111111111
"3501","2010","1060","J7L","December 31, 2010","MONTRÉAL",12,12,1,0
"3502","2010","1060","J7M","December 31, 2010","MONTRÉAL",113,46,2.45652173913043,0
"3503","2010","1060","J7P","December 31, 2010","MONTRÉAL",5,5,1,0
"3504","2010","1060","J7R","December 31, 2010","MONTRÉAL",36,17,2.11764705882353,0
"3505","2010","1060","J7T","December 31, 2010","MONTRÉAL",59,22,2.68181818181818,0.272727272727273
"3506","2010","1060","J7V","December 31, 2010","MONTRÉAL",321,106,3.02830188679245,0.0283018867924528
"3507","2010","1060","J7X","December 31, 2010","MONTRÉAL",22,10,2.2,0
