"ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"2006","0610","L7R",4,1,"March 31, 2006","HAMILTON",5,NA,NA,1,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H4B",5,3,"December 31, 2006","MONTRÉAL",92,NA,NA,18,5.11111111111111,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V3K",2,1,"March 31, 2006","VANCOUVER",14,NA,NA,7,2,0,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2440","V8Z",5,3,"June 30, 2006","VICTORIA",59,NA,NA,2,29.5,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0140","T2H",1,1,"December 31, 2006","CALGARY",2,NA,NA,2,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5G",4,3,"September 30, 2006","EDMONTON",18,NA,NA,2,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H4J",1,1,"September 30, 2006","MONTRÉAL",6,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","nan",1,1,"March 31, 2006","OTTAWA",1568,NA,NA,1568,1,0,0.642219387755102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G6W",2,1,"September 30, 2006","QUÉBEC",6,NA,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M6P",1,1,"June 30, 2006","TORONTO",4,NA,NA,4,1,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V6L",1,1,"September 30, 2006","VANCOUVER",14,NA,NA,14,1,0,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","nan",5,3,"March 31, 2006","MONTRÉAL",1634,NA,NA,248,6.58870967741935,0.721774193548387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","nan",5,3,"June 30, 2006","OTTAWA",397,NA,NA,23,17.2608695652174,0.434782608695652,2.43478260869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G1W",2,1,"June 30, 2006","QUÉBEC",18,NA,NA,9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L4J",1,1,"December 31, 2006","TORONTO",37,NA,NA,37,1,0,1.18918918918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M4M",4,2,"June 30, 2006","TORONTO",8,NA,NA,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V3A",5,3,"March 31, 2006","VANCOUVER",85,NA,NA,1,85,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V7L",1,1,"September 30, 2006","VANCOUVER",23,NA,NA,23,1,0,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V7M",1,1,"September 30, 2006","VANCOUVER",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V7N",5,3,"March 31, 2006","VANCOUVER",42,NA,NA,1,42,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0140","T2E",4,3,"June 30, 2006","CALGARY",4,NA,NA,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5L",1,1,"December 31, 2006","EDMONTON",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H3X",1,1,"December 31, 2006","MONTRÉAL",7,NA,NA,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J5T",5,2,"June 30, 2006","MONTRÉAL",28,NA,NA,6,4.66666666666667,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M5N",1,1,"September 30, 2006","TORONTO",28,NA,NA,28,1,0,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V3E",1,1,"June 30, 2006","VANCOUVER",9,NA,NA,9,1,0,0.444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0580","B2Z",1,1,"June 30, 2006","HALIFAX",92,NA,NA,92,1,0,0.0217391304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0610","L8R",2,1,"March 31, 2006","HAMILTON",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H2P",5,2,"December 31, 2006","MONTRÉAL",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H7P",5,2,"December 31, 2006","MONTRÉAL",25,NA,NA,3,8.33333333333333,1.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J4J",5,4,"September 30, 2006","MONTRÉAL",86,NA,NA,1,86,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L7K",1,1,"June 30, 2006","TORONTO",46,NA,NA,46,1,0,2.04347826086957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M4K",1,1,"March 31, 2006","TORONTO",7,NA,NA,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5N",4,3,"March 31, 2006","VANCOUVER",46,NA,NA,7,6.57142857142857,0,7.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H1H",5,3,"December 31, 2006","MONTRÉAL",29,NA,NA,4,7.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H1N",4,1,"December 31, 2006","MONTRÉAL",17,NA,NA,3,5.66666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J7J",5,1,"June 30, 2006","MONTRÉAL",48,NA,NA,24,2,0.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K2G",5,2,"March 31, 2006","OTTAWA",2,NA,NA,1,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G1H",5,2,"September 30, 2006","QUÉBEC",24,NA,NA,1,24,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L4W",1,1,"September 30, 2006","TORONTO",13,NA,NA,13,1,0,0.384615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L5C",1,1,"June 30, 2006","TORONTO",7,NA,NA,7,1,0,4.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L6R",1,1,"June 30, 2006","TORONTO",33,NA,NA,33,1,0,0.121212121212121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","nan",5,3,"September 30, 2006","VANCOUVER",3506,NA,NA,41,85.5121951219512,9.63414634146342,1.70731707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2680","R3A",1,1,"June 30, 2006","WINNIPEG",6,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H1L",5,3,"September 30, 2006","MONTRÉAL",50,NA,NA,8,6.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J5R",1,1,"September 30, 2006","MONTRÉAL",163,NA,NA,163,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M3N",1,1,"June 30, 2006","TORONTO",4,NA,NA,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M6C",1,1,"September 30, 2006","TORONTO",4,NA,NA,4,1,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M9W",5,2,"December 31, 2006","TORONTO",68,NA,NA,1,68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H2R",5,3,"June 30, 2006","MONTRÉAL",16,NA,NA,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H7R",5,3,"March 31, 2006","MONTRÉAL",23,NA,NA,4,5.75,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J3L",5,2,"June 30, 2006","MONTRÉAL",63,NA,NA,5,12.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J5B",2,1,"March 31, 2006","MONTRÉAL",22,NA,NA,11,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K2B",4,1,"March 31, 2006","OTTAWA",23,NA,NA,4,5.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G2B",5,1,"June 30, 2006","QUÉBEC",8,NA,NA,4,2,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1700","S7J",1,1,"September 30, 2006","SASKATOON",6,NA,NA,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M4S",1,1,"March 31, 2006","TORONTO",10,NA,NA,10,1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5M",2,1,"December 31, 2006","VANCOUVER",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5V",2,1,"September 30, 2006","VANCOUVER",6,NA,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V6R",5,3,"December 31, 2006","VANCOUVER",64,NA,NA,3,21.3333333333333,2.66666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2440","V8S",4,3,"March 31, 2006","VICTORIA",3,NA,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5A",2,3,"March 31, 2006","EDMONTON",26,NA,NA,13,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5P",1,1,"March 31, 2006","EDMONTON",9,NA,NA,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J4J",5,2,"June 30, 2006","MONTRÉAL",6,NA,NA,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J5R",2,1,"March 31, 2006","MONTRÉAL",38,NA,NA,19,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K1C",2,1,"June 30, 2006","OTTAWA",2,NA,NA,1,2,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G1M",5,1,"December 31, 2006","QUÉBEC",2,NA,NA,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L3P",2,1,"September 30, 2006","TORONTO",2,NA,NA,1,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L7G",1,1,"September 30, 2006","TORONTO",11,NA,NA,11,1,0,3.09090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M3A",1,1,"June 30, 2006","TORONTO",1,NA,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M5V",5,2,"December 31, 2006","TORONTO",244,NA,NA,2,122,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M9N",5,3,"June 30, 2006","TORONTO",153,NA,NA,6,25.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V3C",1,3,"September 30, 2006","VANCOUVER",21,NA,NA,21,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V3H",2,1,"September 30, 2006","VANCOUVER",6,NA,NA,3,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5C",5,3,"December 31, 2006","VANCOUVER",42,NA,NA,1,42,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","nan",2,1,"September 30, 2006","VANCOUVER",70,NA,NA,35,2,0,0.542857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2440","V9C",2,3,"December 31, 2006","VICTORIA",20,NA,NA,10,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5A",1,3,"March 31, 2006","EDMONTON",14,NA,NA,14,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0610","L8S",5,2,"September 30, 2006","HAMILTON",10,NA,NA,1,10,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H2Y",5,3,"December 31, 2006","MONTRÉAL",603,NA,NA,3,201,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J3N",5,2,"December 31, 2006","MONTRÉAL",10,NA,NA,2,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L3T",5,3,"September 30, 2006","TORONTO",577,NA,NA,8,72.125,3,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2680","R2L",1,1,"December 31, 2006","WINNIPEG",5,NA,NA,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5N",1,1,"March 31, 2006","EDMONTON",10,NA,NA,10,1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J7R",2,1,"March 31, 2006","MONTRÉAL",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K1Y",4,1,"March 31, 2006","OTTAWA",8,NA,NA,1,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5S",2,1,"September 30, 2006","VANCOUVER",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2680","R3M",2,1,"September 30, 2006","WINNIPEG",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2680","R4A",1,1,"September 30, 2006","WINNIPEG",68,NA,NA,68,1,0,0.882352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5G",5,1,"September 30, 2006","EDMONTON",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T8A",5,2,"December 31, 2006","EDMONTON",134,NA,NA,1,134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H4A",5,3,"March 31, 2006","MONTRÉAL",10,NA,NA,1,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H4M",5,3,"March 31, 2006","MONTRÉAL",107,NA,NA,2,53.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H9B",4,3,"September 30, 2006","MONTRÉAL",14,NA,NA,3,4.66666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J3G",1,1,"June 30, 2006","MONTRÉAL",118,NA,NA,118,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K2K",1,1,"March 31, 2006","OTTAWA",37,NA,NA,37,1,0,0.810810810810811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K4R",2,1,"December 31, 2006","OTTAWA",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M1C",1,1,"March 31, 2006","TORONTO",168,NA,NA,168,1,0,4.79166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M1V",4,1,"September 30, 2006","TORONTO",11,NA,NA,1,11,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M9B",2,1,"June 30, 2006","TORONTO",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5V",5,2,"March 31, 2006","VANCOUVER",57,NA,NA,3,19,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V6K",5,2,"September 30, 2006","VANCOUVER",2,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2440","V9B",5,3,"March 31, 2006","VICTORIA",75,NA,NA,3,25,3.33333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5N",5,3,"June 30, 2006","VANCOUVER",40,NA,NA,4,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V6P",4,3,"September 30, 2006","VANCOUVER",28,NA,NA,6,4.66666666666667,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J7A",1,1,"September 30, 2006","MONTRÉAL",28,NA,NA,28,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G3B",5,1,"September 30, 2006","QUÉBEC",2,NA,NA,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V3N",5,3,"June 30, 2006","VANCOUVER",62,NA,NA,1,62,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H1H",2,1,"December 31, 2006","MONTRÉAL",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H7R",4,3,"March 31, 2006","MONTRÉAL",12,NA,NA,2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J4M",5,3,"September 30, 2006","MONTRÉAL",24,NA,NA,8,3,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K1E",4,1,"September 30, 2006","OTTAWA",10,NA,NA,2,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0140","T3A",1,1,"December 31, 2006","CALGARY",5,NA,NA,5,1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H2W",5,2,"September 30, 2006","MONTRÉAL",14,NA,NA,1,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M5A",1,1,"September 30, 2006","TORONTO",2,NA,NA,2,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2440","V8X",5,3,"September 30, 2006","VICTORIA",37,NA,NA,1,37,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K1K",4,1,"March 31, 2006","OTTAWA",8,NA,NA,1,8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G1P",1,1,"December 31, 2006","QUÉBEC",2,NA,NA,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G2G",5,3,"September 30, 2006","QUÉBEC",8,NA,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G2L",5,3,"June 30, 2006","QUÉBEC",30,NA,NA,2,15,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2680","R3R",1,1,"March 31, 2006","WINNIPEG",29,NA,NA,29,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0140","T2N",5,3,"March 31, 2006","CALGARY",82,NA,NA,3,27.3333333333333,0,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J5T",5,3,"December 31, 2006","MONTRÉAL",24,NA,NA,4,6,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J6J",2,1,"December 31, 2006","MONTRÉAL",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G3A",5,2,"March 31, 2006","QUÉBEC",6,NA,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M8V",2,1,"June 30, 2006","TORONTO",4,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V7K",1,1,"December 31, 2006","VANCOUVER",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H2N",5,1,"December 31, 2006","MONTRÉAL",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J7C",1,1,"March 31, 2006","MONTRÉAL",77,NA,NA,77,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1490","S4T",2,3,"September 30, 2006","REGINA",6,NA,NA,3,2,0,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L4A",1,1,"September 30, 2006","TORONTO",191,NA,NA,191,1,0,0.885906040268456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V2Z",1,1,"March 31, 2006","VANCOUVER",16,NA,NA,16,1,0,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V5C",1,1,"March 31, 2006","VANCOUVER",33,NA,NA,33,1,0,0.121212121212121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2680","nan",2,3,"September 30, 2006","WINNIPEG",32,NA,NA,16,2,0,6.35714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0140","T2Y",1,1,"September 30, 2006","CALGARY",70,NA,NA,70,1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T5N",2,1,"March 31, 2006","EDMONTON",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0610","L9G",4,1,"December 31, 2006","HAMILTON",56,NA,NA,9,6.22222222222222,0,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H8S",4,3,"March 31, 2006","MONTRÉAL",8,NA,NA,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H9C",1,1,"September 30, 2006","MONTRÉAL",37,NA,NA,37,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H9S",2,1,"December 31, 2006","MONTRÉAL",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J3H",2,1,"March 31, 2006","MONTRÉAL",16,NA,NA,8,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M1B",1,1,"June 30, 2006","TORONTO",1,NA,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V7L",2,3,"September 30, 2006","VANCOUVER",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H7H",1,1,"June 30, 2006","MONTRÉAL",9,NA,NA,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","J3L",2,1,"September 30, 2006","MONTRÉAL",48,NA,NA,24,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1490","S4X",1,1,"June 30, 2006","REGINA",177,NA,NA,177,1,0,0.0508474576271186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L6L",4,3,"September 30, 2006","TORONTO",13,NA,NA,3,4.33333333333333,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L9R",4,1,"June 30, 2006","TORONTO",47,NA,NA,9,5.22222222222222,0,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2410","V6J",2,1,"September 30, 2006","VANCOUVER",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T6M",2,3,"December 31, 2006","EDMONTON",10,NA,NA,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H1H",5,2,"December 31, 2006","MONTRÉAL",34,NA,NA,8,4.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H1Y",5,4,"December 31, 2006","MONTRÉAL",70,NA,NA,1,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H2B",2,1,"September 30, 2006","MONTRÉAL",4,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H8Y",1,1,"March 31, 2006","MONTRÉAL",7,NA,NA,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","nan",2,1,"June 30, 2006","QUÉBEC",194,NA,NA,97,2,0,0.154639175257732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M6H",1,1,"December 31, 2006","TORONTO",3,NA,NA,3,1,0,11.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2680","R2N",5,3,"June 30, 2006","WINNIPEG",56,NA,NA,1,56,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0140","T2K",5,3,"March 31, 2006","CALGARY",37,NA,NA,1,37,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0340","T8R",1,1,"December 31, 2006","EDMONTON",116,NA,NA,116,1,0,0.801724137931034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","0580","B4C",2,1,"December 31, 2006","HALIFAX",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1060","H3E",1,1,"September 30, 2006","MONTRÉAL",2,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1265","K1S",1,1,"June 30, 2006","OTTAWA",3,NA,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G1K",5,3,"March 31, 2006","QUÉBEC",19,NA,NA,3,6.33333333333333,1,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","1400","G3E",5,2,"June 30, 2006","QUÉBEC",54,NA,NA,18,3,1,0.722222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","L5M",5,2,"September 30, 2006","TORONTO",12,NA,NA,2,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2270","M9P",1,1,"December 31, 2006","TORONTO",10,NA,NA,10,1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
