"","ref_yy","metcode","gcd_ct_centroid_fsa","dweltype","mkttycd","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price"
"8814","2011","1265","K0A",4,1,"December 31, 2011","OTTAWA",33,NA,NA,9,3.66666666666667,0,2.22222222222222,NA,NA,7,7,NA,14,90.7857142857143,977.20835,302042.857142857,284900,320900
"8815","2011","1265","K1G",1,1,"June 30, 2011","OTTAWA",1,NA,NA,1,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8816","2011","1265","K1H",1,1,"December 31, 2011","OTTAWA",8,NA,NA,8,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8817","2011","1265","K1J",1,1,"March 31, 2011","OTTAWA",3,NA,NA,3,1,0,4.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8818","2011","1265","K1K",2,1,"September 30, 2011","OTTAWA",6,NA,NA,3,2,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8819","2011","1265","K1L",1,1,"December 31, 2011","OTTAWA",1,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8820","2011","1265","K1L",5,3,"March 31, 2011","OTTAWA",195,NA,NA,1,195,0,0,NA,117,78,NA,NA,195,76.6,824.51474,97211.7948717949,0,468000
"8821","2011","1265","K1N",1,1,"June 30, 2011","OTTAWA",4,NA,NA,4,1,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8822","2011","1265","K1R",5,2,"September 30, 2011","OTTAWA",3,NA,NA,1,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8823","2011","1265","K1S",5,1,"June 30, 2011","OTTAWA",3,NA,NA,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8824","2011","1265","K1Y",5,3,"June 30, 2011","OTTAWA",47,NA,NA,2,23.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8825","2011","1265","K2A",2,1,"September 30, 2011","OTTAWA",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8826","2011","1265","K2B",2,1,"September 30, 2011","OTTAWA",6,NA,NA,3,2,0,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8827","2011","1265","K2C",1,1,"June 30, 2011","OTTAWA",17,NA,NA,17,1,0,0.823529411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8828","2011","1265","K2J",1,1,"December 31, 2011","OTTAWA",12,NA,NA,12,1,0,0.0833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8829","2011","1265","K2K",1,1,"September 30, 2011","OTTAWA",16,NA,NA,16,1,0,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8830","2011","1265","K4K",5,3,"December 31, 2011","OTTAWA",48,NA,NA,4,12,1,1,NA,NA,10,NA,NA,10,0,0,189400,184900,194900
"8831","2011","1265","nan",5,3,"June 30, 2011","OTTAWA",542,NA,NA,35,15.4857142857143,0.257142857142857,2.28571428571429,NA,NA,36,NA,NA,36,137.333333333333,1478.24226666667,253533.333333333,205400,347900
"8832","2011","1400","G0A",2,1,"March 31, 2011","QUÉBEC",86,NA,NA,43,2,0,0.365853658536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8833","2011","1400","G0R",2,1,"December 31, 2011","QUÉBEC",32,NA,NA,16,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8834","2011","1400","G1B",5,1,"June 30, 2011","QUÉBEC",18,NA,NA,9,2,0.888888888888889,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8835","2011","1400","G1B",5,3,"June 30, 2011","QUÉBEC",9,NA,NA,3,3,2,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8836","2011","1400","G1C",1,1,"June 30, 2011","QUÉBEC",44,NA,NA,44,1,0,0.227272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8837","2011","1400","G1C",2,1,"June 30, 2011","QUÉBEC",10,NA,NA,5,2,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8838","2011","1400","G1C",5,3,"June 30, 2011","QUÉBEC",74,NA,NA,12,6.16666666666667,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8839","2011","1400","G1E",5,2,"March 31, 2011","QUÉBEC",138,NA,NA,6,23,2.16666666666667,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8840","2011","1400","G1E",5,3,"March 31, 2011","QUÉBEC",242,NA,NA,11,22,1.27272727272727,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8841","2011","1400","G1G",5,2,"December 31, 2011","QUÉBEC",8,NA,NA,1,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8842","2011","1400","G1H",1,1,"March 31, 2011","QUÉBEC",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8843","2011","1400","G1H",5,3,"September 30, 2011","QUÉBEC",24,NA,NA,3,8,1,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8844","2011","1400","G1L",5,2,"December 31, 2011","QUÉBEC",12,NA,NA,2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8845","2011","1400","G1N",5,2,"December 31, 2011","QUÉBEC",10,NA,NA,2,5,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8846","2011","1400","G1P",5,2,"September 30, 2011","QUÉBEC",6,NA,NA,1,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8847","2011","1400","G1S",1,1,"December 31, 2011","QUÉBEC",2,NA,NA,2,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8848","2011","1400","G1T",1,1,"September 30, 2011","QUÉBEC",11,NA,NA,11,1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8849","2011","1400","G1V",5,2,"December 31, 2011","QUÉBEC",9,NA,NA,1,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8850","2011","1400","G1W",5,2,"December 31, 2011","QUÉBEC",27,NA,NA,2,13.5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8851","2011","1400","G2A",2,1,"December 31, 2011","QUÉBEC",6,NA,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8852","2011","1400","G2C",2,1,"March 31, 2011","QUÉBEC",34,NA,NA,17,2,0,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8853","2011","1400","G2G",5,3,"June 30, 2011","QUÉBEC",156,NA,NA,28,5.57142857142857,0.607142857142857,2.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8854","2011","1400","G2K",5,3,"March 31, 2011","QUÉBEC",14,NA,NA,2,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8855","2011","1400","G2M",5,2,"June 30, 2011","QUÉBEC",36,NA,NA,2,18,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8856","2011","1400","G2N",5,3,"September 30, 2011","QUÉBEC",4,NA,NA,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8857","2011","1400","G3E",5,1,"March 31, 2011","QUÉBEC",32,NA,NA,16,2,0.5,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8858","2011","1400","G3G",2,1,"September 30, 2011","QUÉBEC",18,NA,NA,9,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8859","2011","1400","G3J",5,2,"March 31, 2011","QUÉBEC",16,NA,NA,1,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8860","2011","1400","G3K",1,1,"June 30, 2011","QUÉBEC",42,NA,NA,42,1,0,0.928571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8861","2011","1400","G3K",2,1,"March 31, 2011","QUÉBEC",106,NA,NA,53,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8862","2011","1400","G3K",4,1,"March 31, 2011","QUÉBEC",60,NA,NA,15,4,1.06666666666667,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8863","2011","1400","G6C",5,1,"June 30, 2011","QUÉBEC",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8864","2011","1400","G6C",5,2,"June 30, 2011","QUÉBEC",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8865","2011","1400","G6K",1,1,"September 30, 2011","QUÉBEC",66,NA,NA,66,1,0,0.403225806451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8866","2011","1400","G6V",4,1,"December 31, 2011","QUÉBEC",22,NA,NA,5,4.4,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8867","2011","1400","G6W",5,3,"March 31, 2011","QUÉBEC",31,NA,NA,1,31,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8868","2011","1400","G6Z",1,1,"June 30, 2011","QUÉBEC",50,NA,NA,50,1,0,0.173913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8869","2011","1400","G7A",1,1,"March 31, 2011","QUÉBEC",59,NA,NA,59,1,0,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8870","2011","1400","nan",2,1,"September 30, 2011","QUÉBEC",146,NA,NA,73,2,0,0.579710144927536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8871","2011","1400","nan",5,1,"June 30, 2011","QUÉBEC",16,NA,NA,8,2,0,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8872","2011","1400","nan",5,2,"March 31, 2011","QUÉBEC",118,NA,NA,7,16.8571428571429,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8873","2011","1490","S4N",5,3,"March 31, 2011","REGINA",103,NA,NA,2,51.5,1.5,0,NA,NA,53,NA,NA,53,0,0,0,0,0
"8874","2011","1490","S4P",2,1,"June 30, 2011","REGINA",2,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8875","2011","1490","S4P",2,2,"June 30, 2011","REGINA",2,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8876","2011","1490","S4P",4,3,"June 30, 2011","REGINA",26,NA,NA,5,5.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8877","2011","1490","S4P",5,3,"December 31, 2011","REGINA",14,NA,NA,1,14,3,0,NA,NA,4,NA,NA,4,0,0,260000,260000,260000
"8878","2011","1490","S4R",4,2,"September 30, 2011","REGINA",20,NA,NA,6,3.33333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8879","2011","1490","S4S",5,3,"September 30, 2011","REGINA",2,NA,NA,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8880","2011","1490","S4T",2,3,"March 31, 2011","REGINA",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8881","2011","1490","S4T",4,3,"September 30, 2011","REGINA",61,NA,NA,11,5.54545454545455,0.181818181818182,NA,NA,NA,24,11,NA,35,103.457142857143,1113.60234,260629.142857143,0,451419
"8882","2011","1490","S4V",1,1,"March 31, 2011","REGINA",179,NA,NA,179,1,0,0.545454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8883","2011","1700","S0K",4,1,"June 30, 2011","SASKATOON",12,NA,NA,4,3,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8884","2011","1700","S7H",2,1,"September 30, 2011","SASKATOON",4,NA,NA,2,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8885","2011","1700","S7K",5,2,"June 30, 2011","SASKATOON",58,NA,NA,1,58,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8886","2011","1700","S7L",1,1,"June 30, 2011","SASKATOON",375,NA,NA,375,1,0,0.883468834688347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8887","2011","1700","S7L",4,3,"December 31, 2011","SASKATOON",12,NA,NA,2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8888","2011","1700","S7L",5,3,"September 30, 2011","SASKATOON",120,NA,NA,11,10.9090909090909,0,1.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8889","2011","1700","S7M",5,3,"September 30, 2011","SASKATOON",21,NA,NA,1,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8890","2011","1700","S7N",1,1,"June 30, 2011","SASKATOON",8,NA,NA,8,1,0,1.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8891","2011","1700","S7T",1,1,"March 31, 2011","SASKATOON",331,NA,NA,331,1,0,1.02839116719243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8892","2011","1700","S7T",1,3,"December 31, 2011","SASKATOON",9,NA,NA,9,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8893","2011","1700","S7T",2,1,"March 31, 2011","SASKATOON",20,NA,NA,10,2,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8894","2011","1700","S7T",4,1,"June 30, 2011","SASKATOON",7,NA,NA,2,3.5,0,5,NA,NA,NA,7,NA,7,0,0,414185.714285714,409900,419900
"8895","2011","1700","nan",2,1,"March 31, 2011","SASKATOON",8,NA,NA,4,2,0,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8896","2011","1700","nan",4,1,"September 30, 2011","SASKATOON",78,NA,NA,17,4.58823529411765,0,0.411764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8897","2011","2270","L0G",1,1,"March 31, 2011","TORONTO",119,NA,NA,119,1,0,2.53781512605042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8898","2011","2270","L0G",2,1,"September 30, 2011","TORONTO",18,NA,NA,9,2,0,0.777777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8899","2011","2270","L0G",4,1,"September 30, 2011","TORONTO",10,NA,NA,2,5,0,9,NA,NA,NA,10,NA,10,0,0,0,0,0
"8900","2011","2270","L1S",4,3,"June 30, 2011","TORONTO",34,NA,NA,5,6.8,0,0.4,NA,NA,NA,14,NA,14,0,0,253647.142857143,251110,259990
"8901","2011","2270","L3R",1,1,"March 31, 2011","TORONTO",7,NA,NA,7,1,0,0.285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8902","2011","2270","L3S",1,1,"December 31, 2011","TORONTO",3,NA,NA,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8903","2011","2270","L3T",1,1,"June 30, 2011","TORONTO",13,NA,NA,13,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8904","2011","2270","L3T",5,3,"September 30, 2011","TORONTO",714,NA,NA,1,714,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8905","2011","2270","L3X",1,1,"March 31, 2011","TORONTO",68,NA,NA,68,1,0,1.08823529411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8906","2011","2270","L3X",2,1,"September 30, 2011","TORONTO",6,NA,NA,3,2,0,11.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8907","2011","2270","L3Y",1,1,"December 31, 2011","TORONTO",9,NA,NA,9,1,0,8.22222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8908","2011","2270","L3Y",5,2,"September 30, 2011","TORONTO",4,NA,NA,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8909","2011","2270","L3Z",1,1,"March 31, 2011","TORONTO",529,NA,NA,529,1,0,0.446124763705104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8910","2011","2270","L3Z",2,1,"June 30, 2011","TORONTO",38,NA,NA,19,2,0,0.0526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8911","2011","2270","L4C",1,1,"March 31, 2011","TORONTO",83,NA,NA,83,1,0,6.92771084337349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8912","2011","2270","L4C",2,1,"September 30, 2011","TORONTO",2,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8913","2011","2270","L4E",1,1,"September 30, 2011","TORONTO",146,NA,NA,146,1,0,1.08219178082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8914","2011","2270","L4E",2,1,"March 31, 2011","TORONTO",4,NA,NA,2,2,0,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8915","2011","2270","L4L",1,1,"March 31, 2011","TORONTO",44,NA,NA,44,1,0,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8916","2011","2270","L4P",1,1,"March 31, 2011","TORONTO",100,NA,NA,100,1,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8917","2011","2270","L5H",1,1,"June 30, 2011","TORONTO",21,NA,NA,21,1,0,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8918","2011","2270","L5H",2,1,"December 31, 2011","TORONTO",10,NA,NA,5,2,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8919","2011","2270","L5V",2,1,"September 30, 2011","TORONTO",86,NA,NA,43,2,0,0.744186046511628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8920","2011","2270","L6A",1,1,"December 31, 2011","TORONTO",9,NA,NA,9,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8921","2011","2270","L6J",1,1,"June 30, 2011","TORONTO",44,NA,NA,44,1,0,0.181818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8922","2011","2270","L6M",2,1,"June 30, 2011","TORONTO",32,NA,NA,16,2,0,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8923","2011","2270","L6M",4,3,"December 31, 2011","TORONTO",35,NA,NA,4,8.75,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8924","2011","2270","L6R",1,1,"June 30, 2011","TORONTO",13,NA,NA,13,1,0,2.92307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8925","2011","2270","L6R",1,3,"December 31, 2011","TORONTO",9,NA,NA,9,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8926","2011","2270","L6R",4,3,"March 31, 2011","TORONTO",4,NA,NA,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8927","2011","2270","L6R",5,3,"March 31, 2011","TORONTO",49,NA,NA,1,49,0,0,1,24,24,NA,NA,49,0,0,0,0,0
"8928","2011","2270","L6T",5,2,"December 31, 2011","TORONTO",200,NA,NA,1,200,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8929","2011","2270","L7A",1,1,"June 30, 2011","TORONTO",8,NA,NA,8,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8930","2011","2270","L7B",1,1,"December 31, 2011","TORONTO",6,NA,NA,6,1,0,5.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8931","2011","2270","L7B",5,3,"June 30, 2011","TORONTO",137,NA,NA,1,137,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8932","2011","2270","L7E",1,1,"December 31, 2011","TORONTO",10,NA,NA,10,1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8933","2011","2270","L7G",1,1,"December 31, 2011","TORONTO",4,NA,NA,4,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8934","2011","2270","L7K",2,1,"September 30, 2011","TORONTO",58,NA,NA,29,2,0,0.0689655172413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8935","2011","2270","L7K",4,1,"December 31, 2011","TORONTO",10,NA,NA,2,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8936","2011","2270","L9N",4,1,"March 31, 2011","TORONTO",28,NA,NA,5,5.6,0,14.2,NA,NA,NA,11,NA,11,0,0,0,0,0
"8937","2011","2270","L9T",1,1,"June 30, 2011","TORONTO",478,NA,NA,478,1,0,0.366108786610879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8938","2011","2270","L9T",5,3,"June 30, 2011","TORONTO",312,NA,NA,4,78,2.5,3,NA,105,99,12,NA,216,89.2083333333333,960.229579166666,249330.555555556,174900,359000
"8939","2011","2270","M1B",5,3,"June 30, 2011","TORONTO",44,NA,NA,3,14.6666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8940","2011","2270","M1E",2,1,"December 31, 2011","TORONTO",16,NA,NA,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8941","2011","2270","M1E",4,3,"June 30, 2011","TORONTO",17,NA,NA,2,8.5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8942","2011","2270","M1J",1,1,"December 31, 2011","TORONTO",7,NA,NA,7,1,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8943","2011","2270","M1J",4,1,"December 31, 2011","TORONTO",3,NA,NA,1,3,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8944","2011","2270","M1M",2,1,"December 31, 2011","TORONTO",4,NA,NA,2,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8945","2011","2270","M1S",1,1,"December 31, 2011","TORONTO",6,NA,NA,6,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8946","2011","2270","M1S",5,3,"March 31, 2011","TORONTO",544,NA,NA,2,272,13.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8947","2011","2270","M2J",1,1,"September 30, 2011","TORONTO",1,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8948","2011","2270","M2J",5,3,"June 30, 2011","TORONTO",413,NA,NA,1,413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8949","2011","2270","M2K",1,1,"September 30, 2011","TORONTO",5,NA,NA,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8950","2011","2270","M2M",1,1,"June 30, 2011","TORONTO",22,NA,NA,22,1,0,2.77272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8951","2011","2270","M2M",5,3,"June 30, 2011","TORONTO",241,NA,NA,2,120.5,13,2,NA,84,132,NA,NA,216,63.7962962962963,686.696953703703,0,0,0
"8952","2011","2270","M2N",1,1,"June 30, 2011","TORONTO",39,NA,NA,39,1,0,0.282051282051282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8953","2011","2270","M3C",1,1,"September 30, 2011","TORONTO",5,NA,NA,5,1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8954","2011","2270","M3C",5,3,"December 31, 2011","TORONTO",110,NA,NA,1,110,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8955","2011","2270","M4C",1,1,"March 31, 2011","TORONTO",19,NA,NA,19,1,0,1.52941176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8956","2011","2270","M4E",2,1,"September 30, 2011","TORONTO",2,NA,NA,1,2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8957","2011","2270","M4G",4,1,"June 30, 2011","TORONTO",21,NA,NA,4,5.25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8958","2011","2270","M4K",1,1,"September 30, 2011","TORONTO",7,NA,NA,7,1,0,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8959","2011","2270","M4N",1,1,"June 30, 2011","TORONTO",32,NA,NA,32,1,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8960","2011","2270","M4T",1,1,"December 31, 2011","TORONTO",4,NA,NA,4,1,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8961","2011","2270","M4W",1,1,"September 30, 2011","TORONTO",10,NA,NA,10,1,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8962","2011","2270","M5A",5,2,"September 30, 2011","TORONTO",32,NA,NA,1,32,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8963","2011","2270","M5A",5,3,"March 31, 2011","TORONTO",969,NA,NA,4,242.25,18.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8964","2011","2270","M5N",1,1,"June 30, 2011","TORONTO",23,NA,NA,23,1,0,2.39130434782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8965","2011","2270","M5N",4,1,"December 31, 2011","TORONTO",9,NA,NA,1,9,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8966","2011","2270","M6B",1,1,"June 30, 2011","TORONTO",18,NA,NA,18,1,0,2.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8967","2011","2270","M6G",1,1,"March 31, 2011","TORONTO",2,NA,NA,2,1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8968","2011","2270","M6H",5,3,"December 31, 2011","TORONTO",128,NA,NA,6,21.3333333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8969","2011","2270","M8X",1,1,"September 30, 2011","TORONTO",12,NA,NA,12,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8970","2011","2270","M8Y",1,1,"December 31, 2011","TORONTO",7,NA,NA,7,1,0,0.142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8971","2011","2270","M9V",1,1,"December 31, 2011","TORONTO",6,NA,NA,6,1,0,8.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8972","2011","2270","nan",2,1,"March 31, 2011","TORONTO",1334,NA,NA,667,2,0,3.34087481146305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8973","2011","2410","V1M",2,3,"June 30, 2011","VANCOUVER",2,NA,NA,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
