"ref_yy","CSDuid","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"2011","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2011","2474005","1060","MONTRÉAL","LAVAL V",6,100,0,0,0,0,0
"2013","2466023","1060","MONTRÉAL","MONTRÉAL V",89,79.775280898876,13.483146067416,6.741573033708,0,0,3.24719101123596
"2015","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",8,100,0,0,0,0,2.125
"2015","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",10,80,20,0,0,0,2.9
"2022","2472032","1060","MONTRÉAL","WESTMOUNT V",1,100,0,0,0,0,2
"1990","2462510","1060",NA,NA,2,100,0,0,0,0,0
"1991","3506014","1265",NA,NA,10,100,0,0,0,0,0
"1992","5915015","2410","VANCOUVER","RICHMOND CY",2,100,0,0,0,0,0
"1996","2458020","1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,0
"1998","4811061","0340","EDMONTON","EDMONTON CY",8,100,0,0,0,0,0
"2001","2465005","1060","MONTRÉAL","LAVAL V",24,100,0,0,0,0,0
"2001","4806016","0140","CALGARY","CALGARY CY",17,88.235294117647,11.764705882353,0,0,0,0.470588235294118
"2003","2472010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2004","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2009","4811061","0340","EDMONTON","EDMONTON CY",8,100,0,0,0,0,0
"2016","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,2.66666666666667
"2017","2471065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",2,100,0,0,0,0,2
"2017","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",5,0,40,20,20,20,17.4
"2019","3524001","2270","TORONTO","PICKERING CY",2,100,0,0,0,0,2
"2022","2471100","1060","MONTRÉAL","HUDSON V",1,100,0,0,0,0,3
"1989","4811048","0340","EDMONTON","STONY PLAIN T",1,100,0,0,0,0,0
"1992","4806016","0140","CALGARY","CALGARY CY",7,100,0,0,0,0,0
"1993","2456280","1060",NA,NA,1,100,0,0,0,0,0
"1995","2472015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2004","2467010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2005","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,0
"2006","2464015","1060","MONTRÉAL","BLAINVILLE V",15,100,0,0,0,0,1.13333333333333
"2006","2465005","1060","MONTRÉAL","LAVAL V",67,97.014925373134,0,2.985074626866,0,0,1.07462686567164
"2009","2465005","1060","MONTRÉAL","LAVAL V",42,100,0,0,0,0,0
"2011","3506008","1265","OTTAWA","OTTAWA CV",20,100,0,0,0,0,0
"2012","2460005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"2012","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,100,0,0,0,6
"2014","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",6,83.333333333333,16.666666666667,0,0,0,1.83333333333333
"2019","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1994","2465005","1060","MONTRÉAL","LAVAL V",4,100,0,0,0,0,0.5
"1996","2459010","1060","MONTRÉAL","SAINTE-JULIE V",4,100,0,0,0,0,0
"2000","2467015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"2001","2458005","1060","MONTRÉAL","LAVAL V",4,100,0,0,0,0,0
"2002","4811016","0340","EDMONTON","LEDUC CY",2,100,0,0,0,0,0
"2004","2473015","1060","MONTRÉAL","BLAINVILLE V",5,100,0,0,0,0,0
"2005","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",3,0,100,0,0,0,4
"2010","2460020","1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,2
"2010","3506008","1265","OTTAWA","OTTAWA CV",27,100,0,0,0,0,0
"2015","3519048","2270","TORONTO","NEWMARKET T",1,0,100,0,0,0,4
"2017","3519046","2270","TORONTO","AURORA T",3,0,100,0,0,0,4.33333333333333
"2018","4806019","0140","CALGARY","COCHRANE T",1,100,0,0,0,0,3
"1989","2465260","1060",NA,NA,116,100,0,0,0,0,0
"1990","2465440","1060",NA,NA,1,100,0,0,0,0,0
"1990","3519036","2270","TORONTO","MARKHAM CY",1,100,0,0,0,0,0
"1993","4811061","0340","EDMONTON","EDMONTON CY",13,100,0,0,0,0,0
"1994","2457005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1999","2458015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,0
"2000","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2002","2467015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,3
"2003","2466013","1060","MONTRÉAL","REPENTIGNY V",4,100,0,0,0,0,0
"2007","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,0
"2009","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",11,100,0,0,0,0,0
"2009","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,100,0,0,0,4
"2011","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,100,0,0,0,0,1.5
"2013","2459015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,2
"2013","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,50,50,0,0,11.5
"2014","4811061","0340","EDMONTON","EDMONTON CY",31,70.967741935484,25.806451612903,0,0,3.225806451613,2.87096774193548
"2016","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",1,0,100,0,0,0,6
"2019","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",13,100,0,0,0,0,2.38461538461538
"2020","2472032","1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"1989","2463190","1060",NA,NA,2,100,0,0,0,0,0
"1992","5915034","2410","VANCOUVER","COQUITLAM CY",5,60,20,20,0,0,5.2
"1994","2464005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,0
"2004","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",18,100,0,0,0,0,0
"2006","2473010","1060","MONTRÉAL","SAINTE-JULIE V",6,66.666666666667,16.666666666667,16.666666666667,0,0,3.16666666666667
"2015","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,100,0,0,0,0,3
"2017","3502048","1265","OTTAWA","RUSSELL TP",4,100,0,0,0,0,2.75
"2021","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,57.142857142857,42.857142857143,0,0,0,3.57142857142857
"2021","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",9,77.777777777778,22.222222222222,0,0,0,2.88888888888889
"1991","3518001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1998","2460005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,0
"2005","2464008","1060","MONTRÉAL","TERREBONNE V",23,100,0,0,0,0,0
"2007","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",8,100,0,0,0,0,0.75
"2009","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,100,0,0,0,0,0
"2009","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,100,0,0,0,4
"2016","2473010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,3
"2021","2452007","1060","MONTRÉAL","BROSSARD V",5,100,0,0,0,0,2
"1994","2460020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"1997","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,0
"1999","4806016","0140","CALGARY","CALGARY CY",32,90.625,9.375,0,0,0,0.6875
"2005","5915022","2410","VANCOUVER","VANCOUVER CY",32,34.375,25,25,9.375,6.25,9.125
"2006","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",10,100,0,0,0,0,0.4
"2012","2467010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,1
"2018","2464015","1060","MONTRÉAL","BLAINVILLE V",15,100,0,0,0,0,2.2
"2019","2463048","1060","MONTRÉAL","SAINT-LIN-LAURENTIDES V",5,80,20,0,0,0,2.4
"1991","2452780","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2465320","1060",NA,NA,2,100,0,0,0,0,0
"2002","2458227","1060","MONTRÉAL","LONGUEUIL V",34,100,0,0,0,0,0.558823529411765
"2003","3519038","2270","TORONTO","RICHMOND HILL T",2,50,0,50,0,0,7
"2005","4811049","0340","EDMONTON","SPRUCE GROVE CY",2,100,0,0,0,0,0
"2007","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,50,50,0,0,9
"2008","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2015","2466023","1060","MONTRÉAL","MONTRÉAL V",60,73.333333333333,16.666666666667,6.666666666667,1.666666666667,1.666666666667,4.28333333333333
"2015","3519028","2270","TORONTO","VAUGHAN CY",5,20,0,20,20,40,20.8
"2017","2464008","1060","MONTRÉAL","TERREBONNE V",22,86.363636363636,13.636363636364,0,0,0,3.18181818181818
"2017","3521005","2270","TORONTO","TORONTO C",4,0,0,50,50,0,21.5
"2018","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,100,0,0,0,4
"2020","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,3
"2022","2467015","1060","MONTRÉAL","BLAINVILLE V",2,50,50,0,0,0,3
"1993","5915004","2410","VANCOUVER","SURREY CY",17,70.588235294118,23.529411764706,5.882352941176,0,0,2.35294117647059
"1995","2459005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"1995","4811061","0340","EDMONTON","EDMONTON CY",7,100,0,0,0,0,0
"2008","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2008","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",3,0,100,0,0,0,4.33333333333333
"2009","2466023","1060","MONTRÉAL","MONTRÉAL V",73,100,0,0,0,0,0.0410958904109589
"2011","2459015","1060","MONTRÉAL","BLAINVILLE V",3,100,0,0,0,0,2
"2017","2455057","1060","MONTRÉAL","RICHELIEU V",1,100,0,0,0,0,3
"1990","2462200","1060",NA,NA,15,100,0,0,0,0,0
"1992","2465260","1060",NA,NA,50,96,2,2,0,0,0.62
"1992","3520006","2270",NA,NA,1,100,0,0,0,0,0
"1992","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,100,0,0,0,0,0
"1992","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",4,75,25,0,0,0,3.25
"1993","3520014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,0,100,0,0,12
"1996","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,100,0,0,0,0,3
"2000","5915015","2410","VANCOUVER","RICHMOND CY",5,0,80,0,20,0,8.8
"2007","2472015","1060","MONTRÉAL","BLAINVILLE V",15,100,0,0,0,0,0.933333333333333
"2008","2460028","1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,0
"2012","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",5,100,0,0,0,0,2.6
"2013","4806019","0140","CALGARY","COCHRANE T",2,50,50,0,0,0,2
"2014","5915039","2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2018","2472010","1060","MONTRÉAL","SAINTE-JULIE V",3,100,0,0,0,0,2.66666666666667
"2019","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,19
"2021","5915015","2410","VANCOUVER","RICHMOND CY",13,0,53.846153846154,46.153846153846,0,0,9.84615384615385
"2022","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",2,50,50,0,0,0,3
"1990","5915015","2410","VANCOUVER","RICHMOND CY",8,100,0,0,0,0,0
"2004","2466023","1060","MONTRÉAL","MONTRÉAL V",155,98.709677419355,0.645161290323,0.645161290323,0,0,0.225806451612903
"2006","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2006","2464008","1060","MONTRÉAL","TERREBONNE V",15,100,0,0,0,0,1.2
"2006","5915007","2410","VANCOUVER","WHITE ROCK CY",1,100,0,0,0,0,3
"2006","5915015","2410","VANCOUVER","RICHMOND CY",7,0,42.857142857143,57.142857142857,0,0,11.1428571428571
"2010","2467025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2011","2464008","1060","MONTRÉAL","TERREBONNE V",9,100,0,0,0,0,0
"2012","2460028","1060","MONTRÉAL","L'ASSOMPTION V",3,100,0,0,0,0,0
"2012","4811061","0340","EDMONTON","EDMONTON CY",19,73.684210526316,26.315789473684,0,0,0,1.05263157894737
"2013","4806021","0140","CALGARY","AIRDRIE CY",8,100,0,0,0,0,0
"2016","2458007","1060","MONTRÉAL","BROSSARD V",5,20,80,0,0,0,4.4
"2017","2457040","1060","MONTRÉAL","BELOEIL V",3,66.666666666667,33.333333333333,0,0,0,3.66666666666667
"2021","5915039","2410","VANCOUVER","PORT COQUITLAM CY",4,0,100,0,0,0,5
"1992","2465420","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,4
"2008","2464008","1060","MONTRÉAL","TERREBONNE V",21,100,0,0,0,0,0
"2009","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",1,100,0,0,0,0,0
"2009","2473020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2012","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,100,0,0,0,0,3
"2015","2464008","1060","MONTRÉAL","TERREBONNE V",1,100,0,0,0,0,3
"2016","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,100,0,0,0,4
"2017","3519049","2270","TORONTO","KING TP",NA,NA,NA,NA,NA,NA,NA
"1989","5915015","2410","VANCOUVER","RICHMOND CY",15,100,0,0,0,0,0
"1994","3506014","1265",NA,NA,3,66.666666666667,33.333333333333,0,0,0,1.33333333333333
"1997","2458010","1060","MONTRÉAL","SAINTE-JULIE V",NA,NA,NA,NA,NA,NA,NA
"1997","5915002","2410","VANCOUVER","LANGLEY CY",2,0,100,0,0,0,4
"1999","2455065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2003","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,2
"2009","2471105","1060","MONTRÉAL","SAINT-LAZARE V",1,100,0,0,0,0,0
"2012","2464008","1060","MONTRÉAL","TERREBONNE V",5,40,20,40,0,0,4.4
"2019","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,80,20,0,0,0,3.2
"2020","2471040","1060","MONTRÉAL","BELOEIL V",4,100,0,0,0,0,2
"2021","4811061","0340","EDMONTON","EDMONTON CY",34,64.705882352941,35.294117647059,0,0,0,2.32352941176471
"1990","3520006","2270",NA,NA,1,0,100,0,0,0,5
"1992","2470180","1060",NA,NA,1,100,0,0,0,0,0
"1999","2458010","1060","MONTRÉAL","SAINTE-JULIE V",1,0,100,0,0,0,4
"2006","2457020","1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,0
"2006","5915011","2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,3
"2007","2460028","1060","MONTRÉAL","L'ASSOMPTION V",3,100,0,0,0,0,0.666666666666667
"2012","2466117","1060","MONTRÉAL","SAINTE-ANNE-DE-BELLEVUE V",NA,NA,NA,NA,NA,NA,NA
"2013","3521010","2270","TORONTO","BRAMPTON CY",2,100,0,0,0,0,0
"2015","2460013","1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2019","2465005","1060","MONTRÉAL","LAVAL V",36,72.222222222222,19.444444444444,8.333333333333,0,0,4.08333333333333
"1991","2463220","1060",NA,NA,3,100,0,0,0,0,1.33333333333333
"1999","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",5,100,0,0,0,0,0
"2000","5915025","2410","VANCOUVER","BURNABY CY",3,0,100,0,0,0,4.66666666666667
"2005","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",3,100,0,0,0,0,0
"2005","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,0
"2008","5915034","2410","VANCOUVER","COQUITLAM CY",5,0,20,20,40,20,21.4
"2009","2459015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,0
"2009","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,0
"2011","2457005","1060","MONTRÉAL","LAVAL V",4,100,0,0,0,0,1.5
"2013","3519038","2270","TORONTO","RICHMOND HILL T",1,100,0,0,0,0,0
"2015","3521010","2270","TORONTO","BRAMPTON CY",16,100,0,0,0,0,3
"2017","2459015","1060","MONTRÉAL","BLAINVILLE V",4,100,0,0,0,0,2.75
"2020","2466087","1060","MONTRÉAL","DORVAL V",1,0,0,100,0,0,7
"1998","4806021","0140","CALGARY","AIRDRIE CY",2,100,0,0,0,0,0
"2002","2472010","1060","MONTRÉAL","SAINTE-JULIE V",1,100,0,0,0,0,0
"2003","2473015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2013","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,100,0,0,0,0,2
"2019","5915039","2410","VANCOUVER","PORT COQUITLAM CY",2,50,50,0,0,0,4
"2020","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"1988","2466700","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2470460","1060",NA,NA,4,100,0,0,0,0,0
"1989","3520014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",3,66.666666666667,0,33.333333333333,0,0,6.66666666666667
"1992","2456750","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","5915007","2410","VANCOUVER","WHITE ROCK CY",3,33.333333333333,33.333333333333,33.333333333333,0,0,4.66666666666667
"1996","3519028","2270","TORONTO","VAUGHAN CY",2,100,0,0,0,0,0
"1998","2475010","1060","MONTRÉAL","SAINTE-JULIE V",2,100,0,0,0,0,0
"2008","3522014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,100,0,0,0,0,0
"2008","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,0,100,0,0,0,6
"2012","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",8,100,0,0,0,0,1.625
"2014","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",4,100,0,0,0,0,2.75
"2014","3519036","2270","TORONTO","MARKHAM CY",3,33.333333333333,33.333333333333,33.333333333333,0,0,4.66666666666667
"2015","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2017","2466023","1060","MONTRÉAL","MONTRÉAL V",69,65.217391304348,15.942028985507,15.942028985507,1.449275362319,1.449275362319,5.30434782608696
"2017","3519036","2270","TORONTO","MARKHAM CY",3,66.666666666667,33.333333333333,0,0,0,3.33333333333333
"2018","5915025","2410","VANCOUVER","BURNABY CY",4,0,25,0,25,50,29
"2019","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,100,0,21
"2020","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,9
"2020","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,15
"1989","2473120","1060",NA,NA,4,100,0,0,0,0,0
"1995","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,100,0,0,0,0,0
"1996","5915015","2410","VANCOUVER","RICHMOND CY",7,57.142857142857,0,42.857142857143,0,0,5.85714285714286
"1998","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2000","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2001","2473005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2002","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2002","2473015","1060","MONTRÉAL","BLAINVILLE V",NA,NA,NA,NA,NA,NA,NA
"2004","3519038","2270","TORONTO","RICHMOND HILL T",2,0,50,50,0,0,7
"2006","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,100,0,0,14
"2007","5915075","2410","VANCOUVER","MAPLE RIDGE CY",2,100,0,0,0,0,1.5
"2008","5915015","2410","VANCOUVER","RICHMOND CY",7,0,42.857142857143,57.142857142857,0,0,7.85714285714286
"2008","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,4
"2009","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2017","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",4,100,0,0,0,0,2.75
"2017","2466058","1060","MONTRÉAL","CÔTE-SAINT-LUC V",1,0,100,0,0,0,6
"2017","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",7,100,0,0,0,0,2.42857142857143
"2019","2456083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",7,71.428571428571,14.285714285714,14.285714285714,0,0,3.57142857142857
"2020","4806014","0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"2021","3521010","2270","TORONTO","BRAMPTON CY",7,85.714285714286,0,14.285714285714,0,0,3.85714285714286
"2021","4806021","0140","CALGARY","AIRDRIE CY",2,0,100,0,0,0,4
"1991","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,50,0,50,0,0,3.5
"1993","3520004","2270",NA,NA,10,90,10,0,0,0,0.8
"1996","2472005","1060","MONTRÉAL","LAVAL V",3,100,0,0,0,0,0.666666666666667
"2001","2475005","1060","MONTRÉAL","LAVAL V",1,100,0,0,0,0,0
"2003","2466023","1060","MONTRÉAL","MONTRÉAL V",102,97.058823529412,2.941176470588,0,0,0,0.176470588235294
"2004","2467015","1060","MONTRÉAL","BLAINVILLE V",4,100,0,0,0,0,0
"2004","5915025","2410","VANCOUVER","BURNABY CY",9,11.111111111111,11.111111111111,33.333333333333,44.444444444444,0,16.1111111111111
"2006","5915004","2410","VANCOUVER","SURREY CY",8,12.5,75,0,0,12.5,7.875
"2007","2464015","1060","MONTRÉAL","BLAINVILLE V",11,100,0,0,0,0,1.09090909090909
"2012","2457005","1060","MONTRÉAL","LAVAL V",4,75,25,0,0,0,2.5
"2012","2466023","1060","MONTRÉAL","MONTRÉAL V",89,83.14606741573,7.865168539326,7.865168539326,1.123595505618,0,2.57303370786517
"2013","2457005","1060","MONTRÉAL","LAVAL V",13,100,0,0,0,0,2.53846153846154
"2014","2458007","1060","MONTRÉAL","BROSSARD V",25,96,4,0,0,0,2.2
"2020","2475005","1060","MONTRÉAL","LAVAL V",NA,NA,NA,NA,NA,NA,NA
"2022","2471070","1060","MONTRÉAL","PINCOURT V",1,100,0,0,0,0,3
"1989","2462310","1060",NA,NA,2,100,0,0,0,0,0
"1991","2462280","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2473005","1060","MONTRÉAL","LAVAL V",2,100,0,0,0,0,0
"2002","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",5,100,0,0,0,0,0
"2002","5915002","2410","VANCOUVER","LANGLEY CY",1,100,0,0,0,0,3
"2008","5915007","2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2011","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",3,0,100,0,0,0,4
"2013","3521005","2270","TORONTO","TORONTO C",2,0,0,0,100,0,26
"2014","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2014","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",9,100,0,0,0,0,1.55555555555556
"2014","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",14,100,0,0,0,0,1.71428571428571
"1991","5915007","2410","VANCOUVER","WHITE ROCK CY",2,100,0,0,0,0,0
"1991","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",1,100,0,0,0,0,0
"1993","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",4,75,25,0,0,0,1.25
"2000","3519036","2270","TORONTO","MARKHAM CY",1,0,0,100,0,0,14
"2001","4811061","0340","EDMONTON","EDMONTON CY",10,100,0,0,0,0,0
"2003","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"2004","2473010","1060","MONTRÉAL","SAINTE-JULIE V",4,100,0,0,0,0,0
"2005","2465005","1060","MONTRÉAL","LAVAL V",47,97.872340425532,2.127659574468,0,0,0,0.127659574468085
"2008","2459015","1060","MONTRÉAL","BLAINVILLE V",1,100,0,0,0,0,3
"2008","2466142","1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",2,100,0,0,0,0,0
"2016","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,3
"2020","2471100","1060","MONTRÉAL","HUDSON V",1,100,0,0,0,0,3
"2021","2466072","1060","MONTRÉAL","MONT-ROYAL V",1,0,0,100,0,0,7
"1992","2473180","1060",NA,NA,1,100,0,0,0,0,0
"1993","4811062","0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2001","5915011","2410","VANCOUVER","DELTA DM",2,100,0,0,0,0,3
"2008","2472043","1060","MONTRÉAL","SAINT-PLACIDE MÉ",NA,NA,NA,NA,NA,NA,NA
"2008","4811062","0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2009","2467020","1060","MONTRÉAL","POINTE-CALUMET MÉ",4,100,0,0,0,0,0
"2010","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",7,100,0,0,0,0,2.14285714285714
"2011","2466087","1060","MONTRÉAL","DORVAL V",1,100,0,0,0,0,0
"2012","2459025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2012","2471070","1060","MONTRÉAL","PINCOURT V",6,100,0,0,0,0,0.333333333333333
"2016","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2022","2471105","1060","MONTRÉAL","SAINT-LAZARE V",2,100,0,0,0,0,2
"1995","5915022","2410","VANCOUVER","VANCOUVER CY",40,37.5,40,12.5,5,5,6.95
"1996","2466040","1060","MONTRÉAL","BELOEIL V",6,100,0,0,0,0,0
"2007","2460013","1060","MONTRÉAL","REPENTIGNY V",20,100,0,0,0,0,1.2
"2009","5915025","2410","VANCOUVER","BURNABY CY",3,33.333333333333,0,0,66.666666666667,0,20
