"ref_yy","CSDuid","mkttycd","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"2019","2466142",2,"1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",1,100,0,0,0,0,3
"2019","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,66.666666666667,0,33.333333333333,0,0,4.33333333333333
"2020","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",NA,NA,NA,NA,NA,NA,NA
"2022","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,0,100,0,0,0,4
"1988","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,0
"1989","2465220",3,"1060",NA,NA,2,100,0,0,0,0,0
"1991","2465480",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"1998","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1998","4811061",3,"0340","EDMONTON","EDMONTON CY",7,100,0,0,0,0,0
"2000","2457015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,100,0,0,0,0,0
"2000","4806014",2,"0140","CALGARY","ROCKY VIEW COUNTY MD",2,100,0,0,0,0,0
"2001","2475015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2002","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",8,100,0,0,0,0,0
"2002","4806016",3,"0140","CALGARY","CALGARY CY",21,100,0,0,0,0,0.142857142857143
"2003","2473025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2006","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",12,100,0,0,0,0,1.25
"2008","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,0
"2008","2475005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","3543007",2,"2270","TORONTO","NEW TECUMSETH T",NA,NA,NA,NA,NA,NA,NA
"2009","2471025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2010","5915062",1,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2012","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2014","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,100,0,0,0,0,0
"2015","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2015","3524009",3,"2270","TORONTO","MILTON T",3,0,100,0,0,0,4.66666666666667
"2016","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,2
"2016","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",6,100,0,0,0,0,3
"2016","3519036",3,"2270","TORONTO","MARKHAM CY",2,0,50,0,50,0,17
"2018","2471065",3,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",2,100,0,0,0,0,2
"1990","5915007",4,"2410","VANCOUVER","WHITE ROCK CY",1,100,0,0,0,0,3
"1995","2472005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1997","2466040",3,"1060","MONTRÉAL","BELOEIL V",3,100,0,0,0,0,0
"1998","3519028",3,"2270","TORONTO","VAUGHAN CY",2,100,0,0,0,0,0
"1999","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,0
"2000","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2002","2471083",2,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",1,100,0,0,0,0,0
"2002","3502036",1,"1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,0
"2007","5915004",1,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2011","2458037",3,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,50,50,0,0,0,2
"2013","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2016","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",4,0,100,0,0,0,5.25
"2018","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,2
"2018","5915034",2,"2410","VANCOUVER","COQUITLAM CY",1,0,100,0,0,0,4
"2019","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2019","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,2
"2019","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2019","5915034",2,"2410","VANCOUVER","COQUITLAM CY",2,0,0,50,50,0,18.5
"2021","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2021","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",7,57.142857142857,0,42.857142857143,0,0,4.14285714285714
"1989","5915022",3,"2410","VANCOUVER","VANCOUVER CY",38,100,0,0,0,0,0.0789473684210526
"1991","2465200",2,"1060",NA,NA,2,100,0,0,0,0,0
"1991","2473180",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2463150",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2464500",2,"1060",NA,NA,10,100,0,0,0,0,0.7
"1995","3506014",2,"1265",NA,NA,3,100,0,0,0,0,0
"2001","5915015",3,"2410","VANCOUVER","RICHMOND CY",1,0,100,0,0,0,4
"2004","5915075",3,"2410","VANCOUVER","MAPLE RIDGE CY",1,0,100,0,0,0,4
"2006","2471055",2,"1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"2008","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2009","3506008",1,"1265","OTTAWA","OTTAWA CV",1,100,0,0,0,0,0
"2009","3521010",2,"2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"2011","5915022",2,"2410","VANCOUVER","VANCOUVER CY",4,25,0,75,0,0,7.25
"2015","2467010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,3
"2016","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,8
"2019","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,2
"2020","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,3
"2020","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2020","2471060",1,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2022","3502036",3,"1265","OTTAWA","CLARENCE-ROCKLAND C",1,100,0,0,0,0,3
"2022","5915025",3,"2410","VANCOUVER","BURNABY CY",9,11.111111111111,33.333333333333,11.111111111111,33.333333333333,11.111111111111,16.4444444444444
"1990","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",3,100,0,0,0,0,3
"1991","2473200",3,"1060",NA,NA,2,100,0,0,0,0,0
"1991","5915063",2,"2410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","3519038",3,"2270","TORONTO","RICHMOND HILL T",1,0,0,100,0,0,14
"2003","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2006","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,100,0,0,0,0,3
"2007","4806016",3,"0140","CALGARY","CALGARY CY",30,100,0,0,0,0,0
"2008","2473015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2010","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,100,0,0,0,0,0
"2012","2471050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,2
"2012","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"2015","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",7,100,0,0,0,0,2.42857142857143
"2016","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,3
"2018","5915002",3,"2410","VANCOUVER","LANGLEY CY",4,0,100,0,0,0,4.5
"2019","2472032",2,"1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"2020","2457010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,2
"2020","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2022","4806019",2,"0140","CALGARY","COCHRANE T",NA,NA,NA,NA,NA,NA,NA
"1988","2463250",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2456650",3,"1060",NA,NA,2,100,0,0,0,0,0
"1992","2470180",4,"1060",NA,NA,1,100,0,0,0,0,0
"1992","5915022",2,"2410","VANCOUVER","VANCOUVER CY",3,66.666666666667,33.333333333333,0,0,0,1.33333333333333
"1996","2464010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,0
"1996","3524001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1996","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1997","2458005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,0
"1998","2458005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2001","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2001","5915004",2,"2410","VANCOUVER","SURREY CY",1,0,100,0,0,0,4
"2004","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",44,95.454545454545,2.272727272727,2.272727272727,0,0,0.590909090909091
"2005","2472020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,100,0,0,0,0,2
"2005","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",2,100,0,0,0,0,0
"2005","5915051",1,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2007","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2007","5915034",3,"2410","VANCOUVER","COQUITLAM CY",2,0,50,50,0,0,9
"2008","2457030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,0
"2009","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",NA,NA,NA,NA,NA,NA,NA
"2009","2472025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","5915022",3,"2410","VANCOUVER","VANCOUVER CY",9,11.111111111111,55.555555555556,0,0,33.333333333333,15.6666666666667
"2013","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",5,100,0,0,0,0,2.6
"2013","4806016",2,"0140","CALGARY","CALGARY CY",2,50,50,0,0,0,2
"2015","2455057",3,"1060","MONTRÉAL","RICHELIEU V",1,100,0,0,0,0,2
"2015","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",2,100,0,0,0,0,2.5
"2016","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,100,0,0,0,0,2.4
"2016","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,100,0,0,0,6
"2018","2464008",2,"1060","MONTRÉAL","TERREBONNE V",4,50,25,25,0,0,7
"2019","3519044",3,"2270","TORONTO","WHITCHURCH-STOUFFVILLE T",7,100,0,0,0,0,3
"2020","2471083",3,"1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",4,25,50,0,25,0,9.5
"2021","2473005",4,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,2
"2022","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,100,0,0,0,0,3
"1989","2456120",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2465260",4,"1060",NA,NA,7,100,0,0,0,0,0
"1993","5915022",3,"2410","VANCOUVER","VANCOUVER CY",38,86.842105263158,2.631578947368,2.631578947368,7.894736842105,0,2.94736842105263
"1998","2460005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"1998","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",7,100,0,0,0,0,0.285714285714286
"1999","3520005",1,"2270","TORONTO","AJAX T",NA,NA,NA,NA,NA,NA,NA
"2001","2466035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,0
"2007","3506008",1,"1265","OTTAWA","OTTAWA CV",2,100,0,0,0,0,0
"2008","2467040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,0
"2008","2471070",3,"1060","MONTRÉAL","PINCOURT V",7,100,0,0,0,0,0
"2010","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2010","5915022",2,"2410","VANCOUVER","VANCOUVER CY",3,100,0,0,0,0,1
"2011","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",11,100,0,0,0,0,0.272727272727273
"2012","2475005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2015","5915034",2,"2410","VANCOUVER","COQUITLAM CY",1,0,100,0,0,0,4
"2019","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",3,33.333333333333,66.666666666667,0,0,0,4
"2020","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1989","2469480",2,"1060",NA,NA,1,100,0,0,0,0,2
"1990","2465180",3,"1060",NA,NA,6,100,0,0,0,0,0
"1992","2465260",2,"1060",NA,NA,25,92,4,4,0,0,1.24
"1993","2456500",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","5915022",3,"2410","VANCOUVER","VANCOUVER CY",33,33.333333333333,39.393939393939,15.151515151515,6.060606060606,6.060606060606,7.72727272727273
"1996","5915001",3,"2410","VANCOUVER","LANGLEY DM",6,100,0,0,0,0,1.16666666666667
"1999","2466070",3,"1060","MONTRÉAL","PINCOURT V",1,100,0,0,0,0,0
"2001","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2002","2475017",4,"1060","MONTRÉAL","SAINT-JÉRÔME V",1,100,0,0,0,0,0
"2003","2452007",3,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2005","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",8,100,0,0,0,0,0
"2008","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,0
"2008","3524001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"2009","2460035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2010","5915004",3,"2410","VANCOUVER","SURREY CY",2,0,100,0,0,0,4
"2012","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2012","2471100",3,"1060","MONTRÉAL","HUDSON V",1,100,0,0,0,0,0
"2012","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",6,100,0,0,0,0,1
"2012","4806021",3,"0140","CALGARY","AIRDRIE CY",6,66.666666666667,33.333333333333,0,0,0,2
"2014","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",8,100,0,0,0,0,1.375
"2014","5915025",2,"2410","VANCOUVER","BURNABY CY",NA,NA,NA,NA,NA,NA,NA
"2017","2472032",1,"1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"2020","3520005",2,"2270","TORONTO","AJAX T",10,10,10,30,20,30,19.9
"2021","2463048",2,"1060","MONTRÉAL","SAINT-LIN--LAURENTIDES V",1,100,0,0,0,0,2
"1990","2465580",2,"1060",NA,NA,1,100,0,0,0,0,0
"1990","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,11
"1994","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",1,100,0,0,0,0,3
"2000","2466075",2,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",2,100,0,0,0,0,0
"2001","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,0
"2001","5915025",3,"2410","VANCOUVER","BURNABY CY",4,25,0,0,75,0,16.75
"2003","2459020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,1
"2006","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2008","4811062",3,"0340","EDMONTON","ST. ALBERT CY",1,100,0,0,0,0,0
"2010","2467050",4,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,0
"2015","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",10,100,0,0,0,0,1.9
"2016","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2018","3518001",3,"2270","TORONTO","PICKERING CY",2,0,50,0,50,0,15.5
"2019","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,0,100,0,21
"2020","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,2.66666666666667
"2020","2474005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,2.33333333333333
"2021","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",1,0,100,0,0,0,6
"2021","3521005",3,"2270","TORONTO","AJAX T",1,0,0,100,0,0,13
"2022","2455057",3,"1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"1991","2465180",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"1997","4806016",3,"0140","CALGARY","CALGARY CY",13,100,0,0,0,0,0
"1998","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,100,0,0,0,0,0
"1998","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1998","3506014",2,"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","5915022",2,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2008","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,100,0,0,0,0,0
"2008","5915022",2,"2410","VANCOUVER","VANCOUVER CY",1,0,0,100,0,0,12
"2011","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2012","2474005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",8,100,0,0,0,0,0.25
"2013","2457020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,100,0,0,0,0,2
"2013","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2016","3524001",3,"2270","TORONTO","PICKERING CY",2,100,0,0,0,0,3
"2017","5915022",2,"2410","VANCOUVER","VANCOUVER CY",7,28.571428571429,42.857142857143,28.571428571429,0,0,5.14285714285714
"2020","2473015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,2
"2021","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,100,0,0,0,0,2.33333333333333
"2021","4806019",3,"0140","CALGARY","COCHRANE T",2,100,0,0,0,0,3
"2022","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1988","2465340",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2463250",2,"1060",NA,NA,3,100,0,0,0,0,0
"1992","2462110",3,"1060",NA,NA,1,100,0,0,0,0,0
"1992","3520008",2,"2270",NA,NA,5,40,0,60,0,0,6
"1997","5915002",3,"2410","VANCOUVER","LANGLEY CY",2,0,100,0,0,0,4
"2004","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"2005","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",1,100,0,0,0,0,0
"2010","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2011","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",1,100,0,0,0,0,0
"2012","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2018","2457040",2,"1060","MONTRÉAL","BELOEIL V",3,0,100,0,0,0,4.66666666666667
"2018","2464008",3,"1060","MONTRÉAL","TERREBONNE V",4,100,0,0,0,0,3
"2020","2471040",3,"1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,2
"2020","3519036",1,"2270","TORONTO","MARKHAM CY",5,0,100,0,0,0,4
"2021","3521010",3,"2270","TORONTO","BRAMPTON CY",6,100,0,0,0,0,3
"2022","5915011",3,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,3
"1988","2465180",2,"1060",NA,NA,4,100,0,0,0,0,0
"1993","3519028",2,"2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,0
"1994","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"1996","2471075",2,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",NA,NA,NA,NA,NA,NA,NA
"1998","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1999","2473010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,0
"2002","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2003","2473035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2004","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2004","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2006","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",1,100,0,0,0,0,0
"2007","3521005",3,"2270","TORONTO","AJAX T",2,50,0,50,0,0,3.5
"2008","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",1,100,0,0,0,0,0
"2011","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,100,0,0,0,0,0
"2015","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",12,83.333333333333,16.666666666667,0,0,0,2.91666666666667
"2018","5915011",2,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,4
"2020","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,3
"1989","2473300",2,"1060",NA,NA,1,100,0,0,0,0,3
"1990","3506027",2,"1265",NA,NA,2,100,0,0,0,0,0
"1991","2465700",3,"1060",NA,NA,3,100,0,0,0,0,0
"1993","3506004",2,"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","4806021",3,"0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,0
"2002","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,100,0,0,0,4
"2008","5915051",1,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2009","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",20,100,0,0,0,0,0
"2011","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,100,0,0,0,0,0
"2011","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2012","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",19,73.684210526316,26.315789473684,0,0,0,3
"2018","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",2,50,50,0,0,0,3
"2018","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,2
"2019","2466142",3,"1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",1,0,100,0,0,0,5
"2021","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2021","5915043",2,"2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"1988","2465280",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2473300",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2466700",1,"1060",NA,NA,1,100,0,0,0,0,3
"1993","3521005",2,"2270","TORONTO","AJAX T",1,100,0,0,0,0,0
"1995","2466025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,50,0,50,0,0,5.5
"1997","2466025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,0
"1998","5915070",3,"2410","VANCOUVER","PITT MEADOWS CY",1,0,100,0,0,0,4
"1999","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,3
"2000","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",1,0,100,0,0,0,4
"2002","3506008",2,"1265","OTTAWA","OTTAWA CV",7,85.714285714286,0,14.285714285714,0,0,2.14285714285714
"2002","3520005",2,"2270","TORONTO","AJAX T",14,100,0,0,0,0,0.214285714285714
"2005","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",37,100,0,0,0,0,0.405405405405405
"2007","2471040",1,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2007","3506008",3,"1265","OTTAWA","OTTAWA CV",21,100,0,0,0,0,0.142857142857143
"2008","2459015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,3
"2009","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,0
"2010","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",6,100,0,0,0,0,2.5
"2012","3506008",1,"1265","OTTAWA","OTTAWA CV",1,100,0,0,0,0,3
"2014","2471105",3,"1060","MONTRÉAL","SAINT-LAZARE V",1,100,0,0,0,0,3
"2015","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,50,0,50,0,0,5
"2018","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2018","3521024",3,"2270","TORONTO","CALEDON T",1,0,0,100,0,0,7
"2020","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",8,75,25,0,0,0,2.875
"2020","4811016",2,"0340","EDMONTON","LEDUC CY",NA,NA,NA,NA,NA,NA,NA
