"ref_yy","CSDuid","mkttycd","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2008","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",9,0,100,0,0,0,6.44444444444444
"2010","2458012",3,"1060","MONTRÉAL","SAINT-LAMBERT V",1,0,0,100,0,0,34
"2010","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",12,0,100,0,0,0,7.58333333333333
"2012","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,0,0,100,209.5
"2013","3519038",2,"2270","TORONTO","RICHMOND HILL T",1,0,100,0,0,0,6
"2018","2471025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2019","2466142",2,"1060","MONTRÉAL","DOLLARD DES ORMEAUX V",1,0,0,100,0,0,24
"2019","2471025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,0,66.666666666667,0,0,33.333333333333,79
"2020","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",NA,NA,NA,NA,NA,NA,NA
"2022","2471083",3,"1060","MONTRÉAL","VAUDREUIL-DORION V",1,0,0,100,0,0,24
"1988","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,0,100,0,80
"1989","2465220",3,"1060",NA,NA,2,0,100,0,0,0,7
"1991","2465480",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,100,0,0,38
"1998","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1998","4811061",3,"0340","EDMONTON","EDMONTON CY",7,0,0,57.142857142857,14.285714285714,28.571428571429,63.4285714285714
"2000","2457015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,100,0,0,0,10
"2000","4806014",2,"0140","CALGARY","ROCKY VIEW COUNTY MD",2,0,100,0,0,0,6
"2001","2475015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,8
"2002","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",8,0,100,0,0,0,6
"2002","4806016",3,"0140","CALGARY","CALGARY CY",21,4.761904761905,19.047619047619,38.095238095238,23.809523809524,14.285714285714,54.7142857142857
"2003","2473025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,12
"2006","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",12,0,100,0,0,0,7
"2008","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,0,100,0,0,0,6
"2008","2475005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2008","3543007",2,"2270","TORONTO","NEW TECUMSETH T",NA,NA,NA,NA,NA,NA,NA
"2009","2471025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2010","5915062",1,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2012","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,40
"2014","2467035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,0,0,100,0,0,30.5
"2015","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,4
"2015","3524009",3,"2270","TORONTO","MILTON T",3,0,0,0,100,0,69
"2016","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,15
"2016","2457005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",6,50,50,0,0,0,5.5
"2016","3519036",3,"2270","TORONTO","MARKHAM CY",2,0,0,0,50,50,235.5
"2018","2471065",3,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",2,100,0,0,0,0,4
"1990","5915007",4,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,49
"1995","2472005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1997","2466040",3,"1060","MONTRÉAL","BELOEIL V",3,33.333333333333,66.666666666667,0,0,0,11.6666666666667
"1998","3519028",3,"2270","TORONTO","VAUGHAN CY",2,0,0,0,0,100,111.5
"1999","2473005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,11
"2000","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2002","2471083",2,"1060","MONTRÉAL","VAUDREUIL-DORION V",1,0,100,0,0,0,6
"2002","3502036",1,"1265","OTTAWA","CLARENCE-ROCKLAND CY",1,0,100,0,0,0,6
"2007","5915004",1,"2410","VANCOUVER","SURREY CY",NA,NA,NA,NA,NA,NA,NA
"2011","2458037",3,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,0,50,50,0,0,16.5
"2013","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2016","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",4,0,0,0,50,50,109.5
"2018","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,4
"2018","5915034",2,"2410","VANCOUVER","COQUITLAM CY",1,0,0,100,0,0,41
"2019","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2019","2472025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,12
"2019","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2019","5915034",2,"2410","VANCOUVER","COQUITLAM CY",2,0,0,0,0,100,151.5
"2021","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2021","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",7,0,57.142857142857,0,42.857142857143,0,38.2857142857143
"1989","5915022",3,"2410","VANCOUVER","VANCOUVER CY",38,2.631578947368,39.473684210526,42.105263157895,10.526315789474,5.263157894737,33.4473684210526
"1991","2465200",2,"1060",NA,NA,2,50,50,0,0,0,10
"1991","2473180",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2463150",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2464500",2,"1060",NA,NA,10,30,70,0,0,0,7.9
"1995","3506014",2,"1265",NA,NA,3,0,66.666666666667,33.333333333333,0,0,18.3333333333333
"2001","5915015",3,"2410","VANCOUVER","RICHMOND CY",1,0,0,0,100,0,80
"2004","5915075",3,"2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,100,0,0,28
"2006","2471055",2,"1060","MONTRÉAL","LÉRY V",NA,NA,NA,NA,NA,NA,NA
"2008","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2009","3506008",1,"1265","OTTAWA","OTTAWA CV",1,100,0,0,0,0,4
"2009","3521010",2,"2270","TORONTO","BRAMPTON CY",1,0,0,100,0,0,30
"2011","5915022",2,"2410","VANCOUVER","VANCOUVER CY",4,0,0,50,25,25,58.5
"2015","2467010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,12
"2016","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,0,0,100,200
"2019","2460028",2,"1060","MONTRÉAL","L'ASSOMPTION V",1,0,100,0,0,0,6
"2020","2457040",2,"1060","MONTRÉAL","BELOEIL V",1,0,100,0,0,0,8
"2020","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",NA,NA,NA,NA,NA,NA,NA
"2020","2471060",1,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2022","3502036",3,"1265","OTTAWA","CLARENCE-ROCKLAND CY",1,0,100,0,0,0,12
"2022","5915025",3,"2410","VANCOUVER","BURNABY CY",9,0,0,11.111111111111,11.111111111111,77.777777777778,153.444444444444
"1990","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",3,0,66.666666666667,33.333333333333,0,0,22
"1991","2473200",3,"1060",NA,NA,2,0,100,0,0,0,8
"1991","5915063",2,"2410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","3519038",3,"2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,233
"2003","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2006","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,100,0,0,0,0,5
"2007","4806016",3,"0140","CALGARY","CALGARY CY",30,13.333333333333,36.666666666667,20,13.333333333333,16.666666666667,53.8666666666667
"2008","2473015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2010","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,0,100,0,0,0,7.42857142857143
"2012","2471050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,100,0,0,0,12
"2012","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6
"2015","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",7,0,100,0,0,0,9.14285714285714
"2016","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,12
"2018","5915002",3,"2410","VANCOUVER","LANGLEY CY",4,0,0,25,75,0,75
"2019","2472032",2,"1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"2020","2457010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"2020","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2022","4806019",2,"0140","CALGARY","COCHRANE T",NA,NA,NA,NA,NA,NA,NA
"1988","2463250",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2456650",3,"1060",NA,NA,2,0,0,50,50,0,61.5
"1992","2470180",4,"1060",NA,NA,1,0,100,0,0,0,15
"1992","5915022",2,"2410","VANCOUVER","VANCOUVER CY",3,0,0,66.666666666667,0,33.333333333333,88.6666666666667
"1996","2464010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,100,0,0,0,6
"1996","3524001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,5
"1996","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1997","2458005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,14
"1998","2458005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2001","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2001","5915004",2,"2410","VANCOUVER","SURREY CY",1,0,0,100,0,0,42
"2004","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",44,18.181818181818,54.545454545455,4.545454545455,0,22.727272727273,51.6818181818182
"2005","2472020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,16
"2005","4811049",2,"0340","EDMONTON","SPRUCE GROVE CY",2,0,0,100,0,0,47
"2005","5915051",1,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2007","2475017",1,"1060","MONTRÉAL","SAINT-JÉRÔME V",NA,NA,NA,NA,NA,NA,NA
"2007","5915034",3,"2410","VANCOUVER","COQUITLAM CY",2,0,0,50,0,50,77.5
"2008","2457030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",2,100,0,0,0,0,4
"2009","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",NA,NA,NA,NA,NA,NA,NA
"2009","2472025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2009","5915022",3,"2410","VANCOUVER","VANCOUVER CY",9,11.111111111111,33.333333333333,22.222222222222,11.111111111111,22.222222222222,53.2222222222222
"2013","2467050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",5,40,60,0,0,0,9.4
"2013","4806016",2,"0140","CALGARY","CALGARY CY",2,50,0,50,0,0,23.5
"2015","2455057",3,"1060","MONTRÉAL","RICHELIEU V",1,0,100,0,0,0,8
"2015","2471033",2,"1060","MONTRÉAL","BOUCHERVILLE V",2,0,100,0,0,0,7.5
"2016","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,40,60,0,0,0,8.8
"2016","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",1,0,0,0,100,0,99
"2018","2464008",2,"1060","MONTRÉAL","TERREBONNE V",4,0,50,25,0,25,56.5
"2019","3519044",3,"2270","TORONTO","WHITCHURCH-STOUFFVILLE T",7,0,100,0,0,0,16
"2020","2471083",3,"1060","MONTRÉAL","VAUDREUIL-DORION V",4,50,0,50,0,0,19.75
"2021","2473005",4,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,100,0,0,40
"2022","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",5,0,100,0,0,0,12.6
"1989","2456120",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2465260",4,"1060",NA,NA,7,0,71.428571428571,28.571428571429,0,0,14
"1993","5915022",3,"2410","VANCOUVER","VANCOUVER CY",38,2.631578947368,26.315789473684,39.473684210526,13.157894736842,18.421052631579,53.5
"1998","2460005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6
"1998","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",7,0,100,0,0,0,6
"1999","3520005",1,"2270","TORONTO","AJAX T",NA,NA,NA,NA,NA,NA,NA
"2001","2466035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,9
"2007","3506008",1,"1265","OTTAWA","OTTAWA CV",2,0,100,0,0,0,10
"2008","2467040",2,"1060","MONTRÉAL","BELOEIL V",1,100,0,0,0,0,4
"2008","2471070",3,"1060","MONTRÉAL","PINCOURT V",7,14.285714285714,85.714285714286,0,0,0,6.57142857142857
"2010","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2010","5915022",2,"2410","VANCOUVER","VANCOUVER CY",3,0,0,33.333333333333,33.333333333333,33.333333333333,77.3333333333333
"2011","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",11,0,90.909090909091,0,9.090909090909,0,11.8181818181818
"2012","2475005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2015","5915034",2,"2410","VANCOUVER","COQUITLAM CY",1,0,0,100,0,0,30
"2019","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",3,0,33.333333333333,33.333333333333,0,33.333333333333,59.3333333333333
"2020","2474005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1989","2469480",2,"1060",NA,NA,1,0,100,0,0,0,6
"1990","2465180",3,"1060",NA,NA,6,0,83.333333333333,16.666666666667,0,0,17.3333333333333
"1992","2465260",2,"1060",NA,NA,25,32,60,4,4,0,10.76
"1993","2456500",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","5915022",3,"2410","VANCOUVER","VANCOUVER CY",33,6.060606060606,27.272727272727,45.454545454545,6.060606060606,15.151515151515,50.7878787878788
"1996","5915001",3,"2410","VANCOUVER","LANGLEY DM",6,16.666666666667,66.666666666667,16.666666666667,0,0,9.66666666666667
"1999","2466070",3,"1060","MONTRÉAL","PINCOURT V",1,0,0,100,0,0,28
"2001","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,0,100,0,0,0,8
"2002","2475017",4,"1060","MONTRÉAL","SAINT-JÉRÔME V",1,0,0,100,0,0,30
"2003","2452007",3,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2005","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",8,0,100,0,0,0,8.5
"2008","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,100,0,0,0,0,5
"2008","3524001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,129
"2009","2460035",1,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2010","5915004",3,"2410","VANCOUVER","SURREY CY",2,0,0,0,50,50,88
"2012","2464008",1,"1060","MONTRÉAL","TERREBONNE V",NA,NA,NA,NA,NA,NA,NA
"2012","2471100",3,"1060","MONTRÉAL","HUDSON V",1,0,100,0,0,0,18
"2012","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",6,16.666666666667,66.666666666667,16.666666666667,0,0,9.33333333333333
"2012","4806021",3,"0140","CALGARY","AIRDRIE CY",6,0,33.333333333333,33.333333333333,33.333333333333,0,44.1666666666667
"2014","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",8,0,100,0,0,0,13
"2014","5915025",2,"2410","VANCOUVER","BURNABY CY",NA,NA,NA,NA,NA,NA,NA
"2017","2472032",1,"1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"2020","3520005",2,"2270","TORONTO","AJAX T",10,0,10,10,0,80,258.8
"2021","2463048",2,"1060","MONTRÉAL","SAINT-LIN--LAURENTIDES V",1,100,0,0,0,0,5
"1990","2465580",2,"1060",NA,NA,1,0,0,100,0,0,47
"1990","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,11
"1994","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,13
"2000","2466075",2,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",2,0,100,0,0,0,16
"2001","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",1,0,0,100,0,0,54
"2001","5915025",3,"2410","VANCOUVER","BURNABY CY",4,0,25,0,0,75,99.75
"2003","2459020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,0,100,0,0,0,6.66666666666667
"2006","2452007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2008","4811062",3,"0340","EDMONTON","ST. ALBERT CY",1,0,0,0,100,0,65
"2010","2467050",4,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,0,0,100,0,71
"2015","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",10,40,60,0,0,0,6.9
"2016","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2018","3518001",3,"2270","TORONTO","PICKERING CY",2,0,0,50,0,50,131.5
"2019","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,283
"2020","2473035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,0,100,0,0,0,7.33333333333333
"2020","2474005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,33.333333333333,66.666666666667,0,0,0,8
"2021","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",1,0,0,0,100,0,67
"2021","3521005",3,"2270","TORONTO","AJAX T",1,0,0,0,0,100,132
"2022","2455057",3,"1060","MONTRÉAL","RICHELIEU V",NA,NA,NA,NA,NA,NA,NA
"1991","2465180",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2467025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,12
"1997","4806016",3,"0140","CALGARY","CALGARY CY",13,15.384615384615,15.384615384615,23.076923076923,38.461538461538,7.692307692308,46.7692307692308
"1998","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,7.5
"1998","2464015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1998","3506014",2,"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","5915022",2,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2008","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",5,0,60,0,0,40,54
"2008","5915022",2,"2410","VANCOUVER","VANCOUVER CY",1,0,0,0,100,0,87
"2011","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2012","2474005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",8,0,100,0,0,0,7.5
"2013","2457020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",3,0,100,0,0,0,6
"2013","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2016","3524001",3,"2270","TORONTO","PICKERING CY",2,0,100,0,0,0,15
"2017","5915022",2,"2410","VANCOUVER","VANCOUVER CY",7,14.285714285714,42.857142857143,28.571428571429,14.285714285714,0,31.4285714285714
"2020","2473015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,100,0,0,0,0,4
"2021","2459010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",3,66.666666666667,33.333333333333,0,0,0,6.66666666666667
"2021","4806019",3,"0140","CALGARY","COCHRANE T",2,0,100,0,0,0,11.5
"2022","2457010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1988","2465340",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2463250",2,"1060",NA,NA,3,0,100,0,0,0,8
"1992","2462110",3,"1060",NA,NA,1,0,0,100,0,0,60
"1992","3520008",2,"2270",NA,NA,5,0,20,0,0,80,130.2
"1997","5915002",3,"2410","VANCOUVER","LANGLEY CY",2,0,0,50,50,0,63.5
"2004","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2005","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",1,0,100,0,0,0,6
"2010","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2011","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",1,0,0,0,100,0,91
"2012","2473010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,47
"2018","2457040",2,"1060","MONTRÉAL","BELOEIL V",3,0,33.333333333333,0,33.333333333333,33.333333333333,99.6666666666667
"2018","2464008",3,"1060","MONTRÉAL","TERREBONNE V",4,0,75,25,0,0,13.5
"2020","2471040",3,"1060","MONTRÉAL","BELOEIL V",2,100,0,0,0,0,4
"2020","3519036",1,"2270","TORONTO","MARKHAM CY",5,0,100,0,0,0,14.6
"2021","3521010",3,"2270","TORONTO","BRAMPTON CY",6,0,66.666666666667,33.333333333333,0,0,19
"2022","5915011",3,"2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,34
"1988","2465180",2,"1060",NA,NA,4,25,0,75,0,0,33.75
"1993","3519028",2,"2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,125
"1994","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"1996","2471075",2,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",NA,NA,NA,NA,NA,NA,NA
"1998","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1999","2473010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,5
"2002","5915034",1,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2003","2473035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2004","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2004","2475005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2006","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",1,0,0,0,0,100,127
"2007","3521005",3,"2270","TORONTO","AJAX T",2,0,0,0,0,100,205.5
"2008","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",1,0,100,0,0,0,6
"2011","2472025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,0,100,0,0,0,6
"2015","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",12,58.333333333333,33.333333333333,8.333333333333,0,0,7.58333333333333
"2018","5915011",2,"2410","VANCOUVER","DELTA DM",1,0,0,0,100,0,70
"2020","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,100,0,0,44
"1989","2473300",2,"1060",NA,NA,1,0,100,0,0,0,6
"1990","3506027",2,"1265",NA,NA,2,0,0,100,0,0,24
"1991","2465700",3,"1060",NA,NA,3,0,66.666666666667,33.333333333333,0,0,13.3333333333333
"1993","3506004",2,"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","4806021",3,"0140","CALGARY","AIRDRIE CY",1,0,0,100,0,0,59
"2002","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,0,100,0,86
"2008","5915051",1,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2009","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",20,15,75,0,5,5,22.95
"2011","2473015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,100,0,0,0,6
"2011","5915039",1,"2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2012","2458007",3,"1060","MONTRÉAL","LAVALTRIE V",19,26.315789473684,68.421052631579,5.263157894737,0,0,9.10526315789474
"2018","2467030",2,"1060","MONTRÉAL","BOIS-DES-FILION V",2,50,50,0,0,0,6
"2018","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",2,0,100,0,0,0,6
"2019","2466142",3,"1060","MONTRÉAL","DOLLARD DES ORMEAUX V",1,0,0,100,0,0,55
"2021","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2021","5915043",2,"2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"1988","2465280",2,"1060",NA,NA,1,0,0,100,0,0,51
"1988","2473300",2,"1060",NA,NA,1,100,0,0,0,0,5
"1989","2466700",1,"1060",NA,NA,1,0,100,0,0,0,6
"1993","3521005",2,"2270","TORONTO","AJAX T",1,0,0,0,0,100,129
"1995","2466025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,0,50,0,0,50,114.5
"1997","2466025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,4
"1998","5915070",3,"2410","VANCOUVER","PITT MEADOWS CY",1,0,0,0,100,0,70
"1999","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,0,100,0,0,40
"2000","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,100,0,0,35
"2002","3506008",2,"1265","OTTAWA","OTTAWA CV",7,0,28.571428571429,0,0,71.428571428571,92.1428571428571
