"ref_yy","CSDuid","mkttycd","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2002","3520005",2,"2270","TORONTO","AJAX T",14,7.142857142857,14.285714285714,64.285714285714,7.142857142857,7.142857142857,33.0714285714286
"2005","2466023",4,"1060","MONTRÉAL","MONTRÉAL V",37,10.810810810811,56.756756756757,24.324324324324,2.702702702703,5.405405405405,23
"2007","2471040",1,"1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2007","3506008",3,"1265","OTTAWA","OTTAWA CV",21,0,90.47619047619,0,4.761904761905,4.761904761905,19.6666666666667
"2008","2459015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,10
"2009","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,0,0,100,0,95
"2010","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",6,0,100,0,0,0,7.5
"2012","3506008",1,"1265","OTTAWA","OTTAWA CV",1,0,100,0,0,0,12
"2014","2471105",3,"1060","MONTRÉAL","SAINT-LAZARE V",1,100,0,0,0,0,4
"2015","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",2,0,50,0,0,50,169
"2018","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2018","3521024",3,"2270","TORONTO","CALEDON T",1,0,0,0,0,100,140
"2020","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",8,25,50,25,0,0,17.875
"2020","4811016",2,"0340","EDMONTON","LEDUC CY",NA,NA,NA,NA,NA,NA,NA
"2021","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",13,0,38.461538461538,23.076923076923,0,38.461538461538,78.6153846153846
"2021","5915062",2,"2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"1990","5913011",3,"2410","VANCOUVER","DELTA DM",10,0,70,30,0,0,18.7
"1995","3520014",4,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,0,0,100,0,73
"1995","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"1996","5915046",4,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,54
"1997","2458015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,100,0,0,0,6
"1999","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2005","2473015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","4806016",1,"0140","CALGARY","CALGARY CY",NA,NA,NA,NA,NA,NA,NA
"2008","3506008",1,"1265","OTTAWA","OTTAWA CV",3,66.666666666667,33.333333333333,0,0,0,5.33333333333333
"2010","2458007",1,"1060","MONTRÉAL","LAVALTRIE V",NA,NA,NA,NA,NA,NA,NA
"2010","2458227",3,"1060","MONTRÉAL","LONGUEUIL V",11,27.272727272727,72.727272727273,0,0,0,7
"2010","2473035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,12
"2011","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",21,9.52380952381,71.428571428571,9.52380952381,0,9.52380952381,24.6190476190476
"2015","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2015","3519028",3,"2270","TORONTO","VAUGHAN CY",4,0,0,0,0,100,337
"2015","5915022",2,"2410","VANCOUVER","VANCOUVER CY",4,0,0,50,25,25,109.75
"2016","2467050",2,"1060","MONTRÉAL","CHÂTEAUGUAY V",NA,NA,NA,NA,NA,NA,NA
"2018","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,0,100,0,63
"2019","2460037",2,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",4,50,50,0,0,0,9
"2020","5915015",2,"2410","VANCOUVER","RICHMOND CY",NA,NA,NA,NA,NA,NA,NA
"1989","2456750",2,"1060",NA,NA,1,0,0,100,0,0,56
"1991","2456450",2,"1060",NA,NA,1,0,100,0,0,0,12
"1993","5915015",3,"2410","VANCOUVER","RICHMOND CY",3,0,0,66.666666666667,33.333333333333,0,46
"1994","2466040",3,"1060","MONTRÉAL","BELOEIL V",13,7.692307692308,92.307692307692,0,0,0,6.61538461538461
"1997","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",7,85.714285714286,14.285714285714,0,0,0,4.85714285714286
"1997","4806016",2,"0140","CALGARY","CALGARY CY",1,0,100,0,0,0,6
"2004","2458227",1,"1060","MONTRÉAL","LONGUEUIL V",NA,NA,NA,NA,NA,NA,NA
"2004","2464008",3,"1060","MONTRÉAL","TERREBONNE V",12,33.333333333333,66.666666666667,0,0,0,5.41666666666667
"2006","3520005",2,"2270","TORONTO","AJAX T",5,20,0,40,0,40,102.6
"2008","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2017","2472032",2,"1060","MONTRÉAL","WESTMOUNT V",NA,NA,NA,NA,NA,NA,NA
"2018","4811062",2,"0340","EDMONTON","ST. ALBERT CY",NA,NA,NA,NA,NA,NA,NA
"2019","2460013",2,"1060","MONTRÉAL","REPENTIGNY V",2,0,50,0,0,50,175
"2021","3502036",2,"1265","OTTAWA","CLARENCE-ROCKLAND CY",1,0,0,100,0,0,32
"2022","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,16
"1989","3520004",2,"2270",NA,NA,5,0,20,0,20,60,128.6
"1990","2465260",2,"1060",NA,NA,53,9.433962264151,83.018867924528,5.660377358491,0,1.88679245283,13.0377358490566
"1990","2466420",2,"1060",NA,NA,3,0,100,0,0,0,10.6666666666667
"1990","2472260",3,"1060",NA,NA,1,0,100,0,0,0,8
"1990","2473180",2,"1060",NA,NA,1,0,100,0,0,0,6
"1995","3520001",3,"2270","TORONTO","PICKERING CY",1,0,0,0,0,100,228
"1996","3506014",3,"1265",NA,NA,1,0,100,0,0,0,14
"1997","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,22
"1998","2466020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,6
"2004","2473030",1,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2005","3519038",3,"2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,171
"2006","2459015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,50,0,0,50,97
"2007","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2007","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",4,0,100,0,0,0,6
"2008","2473010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2009","3506008",2,"1265","OTTAWA","OTTAWA CV",1,0,100,0,0,0,8
"2011","2473015",1,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2015","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",6,0,83.333333333333,16.666666666667,0,0,11.8333333333333
"2016","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",1,100,0,0,0,0,4
"2017","2455065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2017","5915025",2,"2410","VANCOUVER","BURNABY CY",NA,NA,NA,NA,NA,NA,NA
"2018","2474005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,25,75,0,0,0,9.5
"2019","2467045",2,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",4,25,50,25,0,0,15
"2020","5915020",3,"2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,0,0,100,140
"2021","3520005",3,"2270","TORONTO","AJAX T",47,4.255319148936,25.531914893617,34.042553191489,4.255319148936,31.914893617021,123.212765957447
"2022","5915015",2,"2410","VANCOUVER","RICHMOND CY",2,0,50,50,0,0,28.5
"2022","5915034",3,"2410","VANCOUVER","COQUITLAM CY",6,0,16.666666666667,0,0,83.333333333333,174
"1990","2457320",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","5915022",4,"2410","VANCOUVER","VANCOUVER CY",4,0,0,100,0,0,37.5
"1993","2465220",2,"1060",NA,NA,2,50,0,0,50,0,46.5
"1997","2466075",3,"1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",4,50,50,0,0,0,5.5
"2001","2475035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,100,0,0,0,0,4
"2002","2460015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"2005","2471105",1,"1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2006","5915025",3,"2410","VANCOUVER","BURNABY CY",3,0,0,0,66.666666666667,33.333333333333,114.333333333333
"2007","2457025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2007","2459025",2,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2008","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2010","2473030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",4,0,100,0,0,0,6
"2011","5915002",3,"2410","VANCOUVER","LANGLEY CY",2,0,0,50,50,0,59.5
"2012","2467025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,15
"2014","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"2015","2458037",3,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",3,33.333333333333,66.666666666667,0,0,0,6.33333333333333
"2017","3519038",3,"2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,189
"2019","4811061",2,"0340","EDMONTON","EDMONTON CY",6,0,0,50,0,50,114.5
"2022","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",7,28.571428571429,71.428571428571,0,0,0,6
"1990","2471120",2,"1060",NA,NA,1,0,100,0,0,0,12
"1991","2456120",2,"1060",NA,NA,3,0,100,0,0,0,6.66666666666667
"1992","5913018",3,"2410",NA,NA,1,0,0,100,0,0,37
"1993","3506014",2,"1265",NA,NA,3,0,66.666666666667,0,33.333333333333,0,39
"1995","3506030",3,"1265",NA,NA,4,0,100,0,0,0,10
"1997","2464010",1,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1997","2466025",3,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",34,14.705882352941,82.352941176471,2.941176470588,0,0,8.55882352941176
"1998","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,60
"1999","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,6
"1999","3520005",2,"2270","TORONTO","AJAX T",3,100,0,0,0,0,4.33333333333333
"2001","5915022",2,"2410","VANCOUVER","VANCOUVER CY",16,0,6.25,31.25,37.5,25,77.375
"2002","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2005","3506008",3,"1265","OTTAWA","OTTAWA CV",4,0,25,0,0,75,115.25
"2008","2471105",1,"1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2010","5915015",3,"2410","VANCOUVER","RICHMOND CY",2,0,0,0,50,50,94
"2011","4811052",3,"0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,0,100,0,75
"2013","2470022",2,"1060","MONTRÉAL","BEAUHARNOIS V",2,50,50,0,0,0,5
"2016","2457010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"2018","2467010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,4
"2019","3519036",2,"2270","TORONTO","MARKHAM CY",1,0,0,100,0,0,32
"2020","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",34,26.470588235294,32.352941176471,17.647058823529,0,23.529411764706,62.2352941176471
"2020","5915051",2,"2410","VANCOUVER","NORTH VANCOUVER CY",3,0,33.333333333333,0,33.333333333333,33.333333333333,103.333333333333
"2022","2472032",2,"1060","MONTRÉAL","WESTMOUNT V",1,0,100,0,0,0,6
"1989","5913011",3,"2410","VANCOUVER","DELTA DM",2,50,0,0,50,0,35.5
"1990","3521005",3,"2270","TORONTO","AJAX T",1,0,0,0,0,100,200
"1990","5915015",3,"2410","VANCOUVER","RICHMOND CY",8,0,0,25,62.5,12.5,77.125
"1991","2452700",3,"1060",NA,NA,1,0,100,0,0,0,12
"1992","2472400",4,"1060",NA,NA,1,0,100,0,0,0,8
"1992","5913018",2,"2410",NA,NA,2,0,100,0,0,0,20
"1996","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2002","2474005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,100,0,0,0,0,4
"2003","4811062",3,"0340","EDMONTON","ST. ALBERT CY",2,0,50,50,0,0,25
"2008","5915020",2,"2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,0,100,0,77
"2012","2460020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",5,0,100,0,0,0,6
"2015","3524001",1,"2270","TORONTO","PICKERING CY",1,0,100,0,0,0,9
"2016","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",7,14.285714285714,85.714285714286,0,0,0,7
"2018","4806014",2,"0140","CALGARY","ROCKY VIEW COUNTY MD",NA,NA,NA,NA,NA,NA,NA
"2019","2475017",2,"1060","MONTRÉAL","SAINT-JÉRÔME V",10,40,60,0,0,0,5.6
"2019","5915020",3,"2410","VANCOUVER","GREATER VANCOUVER A RDA",3,0,0,0,66.666666666667,33.333333333333,112
"1989","5915025",4,"2410","VANCOUVER","BURNABY CY",2,0,0,50,50,0,56
"1990","2456400",2,"1060",NA,NA,1,100,0,0,0,0,4
"1992","3506014",3,"1265",NA,NA,4,0,100,0,0,0,13.25
"1992","3520001",2,"2270","TORONTO","PICKERING CY",4,0,25,50,0,25,81.5
"1995","2459005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1999","2466080",3,"1060",NA,NA,6,0,100,0,0,0,7.66666666666667
"2001","2458030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2003","5915015",3,"2410","VANCOUVER","RICHMOND CY",6,0,0,83.333333333333,0,16.666666666667,40.5
"2004","2465005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"2006","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,100,0,0,42
"2006","5915051",1,"2410","VANCOUVER","NORTH VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2010","5915002",3,"2410","VANCOUVER","LANGLEY CY",1,0,0,0,100,0,69
"2010","5915022",3,"2410","VANCOUVER","VANCOUVER CY",10,10,20,20,20,30,78.1
"2011","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2011","4806016",2,"0140","CALGARY","CALGARY CY",2,50,0,50,0,0,24.5
"2013","2472010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2013","5915007",2,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2017","2460028",3,"1060","MONTRÉAL","L'ASSOMPTION V",2,0,50,50,0,0,21.5
"2017","3521005",3,"2270","TORONTO","AJAX T",4,0,0,0,0,100,241.75
"2018","2460005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,100,0,0,0,6.66666666666667
"2019","4806016",1,"0140","CALGARY","CALGARY CY",NA,NA,NA,NA,NA,NA,NA
"2021","2466097",2,"1060","MONTRÉAL","POINTE-CLAIRE V",3,0,0,0,0,100,137
"2022","2456083",1,"1060","MONTRÉAL","VAUDREUIL-DORION V",NA,NA,NA,NA,NA,NA,NA
"2022","2471070",3,"1060","MONTRÉAL","PINCOURT V",1,0,0,100,0,0,23
"1988","2457400",2,"1060",NA,NA,2,50,50,0,0,0,8
"1993","5915022",2,"2410","VANCOUVER","VANCOUVER CY",8,12.5,25,50,12.5,0,23.875
"1995","2473010",2,"1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"1998","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",9,33.333333333333,66.666666666667,0,0,0,5.33333333333333
"1998","2475035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,33.333333333333,66.666666666667,0,0,0,5.66666666666667
"1999","2455065",1,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2006","2460013",1,"1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2010","2467020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,6
"2015","2467035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,0,100,0,0,0,15.7142857142857
"2015","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",2,0,0,0,0,100,146.5
"2018","4806019",3,"0140","CALGARY","COCHRANE T",1,0,100,0,0,0,11
"2019","2464015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,0,100,0,0,28
"2020","3519028",3,"2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,586
"2021","2472020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","5915015",3,"2410","VANCOUVER","RICHMOND CY",8,0,25,0,25,50,94.875
"1991","2457150",2,"1060",NA,NA,3,0,100,0,0,0,6
"1993","5915046",4,"2410","VANCOUVER","NORTH VANCOUVER DM",2,100,0,0,0,0,5
"1994","2473005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1998","4806016",3,"0140","CALGARY","CALGARY CY",34,20.588235294118,41.176470588235,35.294117647059,0,2.941176470588,21.8529411764706
"2003","2471060",2,"1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2004","2464008",2,"1060","MONTRÉAL","TERREBONNE V",12,41.666666666667,58.333333333333,0,0,0,5.5
"2005","3521024",2,"2270","TORONTO","CALEDON T",NA,NA,NA,NA,NA,NA,NA
"2006","2464015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",7,0,100,0,0,0,8.57142857142857
"2006","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",2,0,0,0,50,50,100.5
"2007","2466142",3,"1060","MONTRÉAL","DOLLARD DES ORMEAUX V",3,0,33.333333333333,66.666666666667,0,0,22
"2008","2460013",1,"1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2008","3522014",3,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,0,100,0,0,57
"2009","2458227",4,"1060","MONTRÉAL","LONGUEUIL V",1,0,0,0,100,0,90
"2010","2472025",1,"1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","2472010",3,"1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,8
"2020","4811052",2,"0340","EDMONTON","STRATHCONA COUNTY SM",NA,NA,NA,NA,NA,NA,NA
"2021","2471070",2,"1060","MONTRÉAL","PINCOURT V",NA,NA,NA,NA,NA,NA,NA
"2021","4806019",2,"0140","CALGARY","COCHRANE T",NA,NA,NA,NA,NA,NA,NA
"2022","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",NA,NA,NA,NA,NA,NA,NA
"1988","5915022",2,"2410","VANCOUVER","VANCOUVER CY",3,0,33.333333333333,66.666666666667,0,0,33.6666666666667
"1989","2463150",2,"1060",NA,NA,5,0,100,0,0,0,8
"1989","3506009",2,"1265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","5915022",2,"2410","VANCOUVER","VANCOUVER CY",8,0,12.5,62.5,12.5,12.5,47.5
"1990","2472150",3,"1060",NA,NA,2,0,100,0,0,0,12
"1992","4811061",3,"0340","EDMONTON","EDMONTON CY",4,0,25,50,25,0,35.75
"1993","5913011",2,"2410","VANCOUVER","DELTA DM",1,0,100,0,0,0,8
"1995","3520008",4,"2270",NA,NA,1,0,0,0,100,0,68
"1996","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,33
"1999","2465005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",3,33.333333333333,66.666666666667,0,0,0,6.66666666666667
"1999","3506014",1,"1265",NA,NA,1,0,100,0,0,0,7
"2002","2467015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2005","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",40,25,55,2.5,10,7.5,26.325
"2006","2460005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,50,50,0,0,21
"2008","3520005",2,"2270","TORONTO","AJAX T",9,0,11.111111111111,55.555555555556,11.111111111111,22.222222222222,74.8888888888889
"2008","5915022",1,"2410","VANCOUVER","VANCOUVER CY",NA,NA,NA,NA,NA,NA,NA
"2010","2465005",1,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2012","2457045",3,"1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,0,100,0,0,0,10.5
"2012","2460020",3,"1060","MONTRÉAL","POINTE-CALUMET MÉ",4,0,100,0,0,0,6
"2013","2460035",2,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2013","2475017",3,"1060","MONTRÉAL","SAINT-JÉRÔME V",13,0,92.307692307692,7.692307692308,0,0,11.5384615384615
"2014","5915022",2,"2410","VANCOUVER","VANCOUVER CY",4,25,25,0,50,0,43
"2014","5915070",3,"2410","VANCOUVER","PITT MEADOWS CY",1,0,0,0,100,0,64
"2016","4806021",3,"0140","CALGARY","AIRDRIE CY",2,0,50,50,0,0,28
"2017","2458037",3,"1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",4,0,100,0,0,0,7
"2020","2459020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",NA,NA,NA,NA,NA,NA,NA
"2021","2457020",2,"1060","MONTRÉAL","POINTE-CALUMET MÉ",1,0,100,0,0,0,20
"2021","3506008",3,"1265","OTTAWA","OTTAWA CV",29,13.793103448276,62.068965517241,3.448275862069,3.448275862069,17.241379310345,46.4137931034483
"2022","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",2,0,0,0,50,50,211.5
"1989","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,0,0,0,0,100,204.5
"1990","3520001",2,"2270","TORONTO","PICKERING CY",3,0,0,0,0,100,126
"1992","3506030",4,"1265",NA,NA,1,0,0,100,0,0,45
"1993","3521005",3,"2270","TORONTO","AJAX T",4,0,0,100,0,0,40
"1993","5915011",3,"2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,42
"1997","5915025",3,"2410","VANCOUVER","BURNABY CY",8,0,12.5,75,0,12.5,39.375
"2001","2474005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2004","2455065",2,"1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,0,0,100,0,0,34
"2005","5915022",3,"2410","VANCOUVER","VANCOUVER CY",29,6.896551724138,37.931034482759,24.137931034483,13.793103448276,17.241379310345,58.551724137931
"2009","2466023",1,"1060","MONTRÉAL","MONTRÉAL V",NA,NA,NA,NA,NA,NA,NA
"2009","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",4,0,75,25,0,0,18
"2009","2471105",3,"1060","MONTRÉAL","SAINT-LAZARE V",1,0,100,0,0,0,6
"2012","4811062",2,"0340","EDMONTON","ST. ALBERT CY",2,0,0,50,50,0,59
"2018","5915022",3,"2410","VANCOUVER","VANCOUVER CY",23,17.391304347826,26.086956521739,34.782608695652,4.347826086957,17.391304347826,47.2608695652174
"2019","2472015",3,"1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,100,0,0,0,9
"2019","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",6,0,50,33.333333333333,0,16.666666666667,44.5
"2021","5915034",3,"2410","VANCOUVER","COQUITLAM CY",7,0,42.857142857143,14.285714285714,14.285714285714,28.571428571429,107.857142857143
"2022","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2022","2458007",2,"1060","MONTRÉAL","LAVALTRIE V",1,0,0,0,0,100,285
"2022","2470022",3,"1060","MONTRÉAL","BEAUHARNOIS V",NA,NA,NA,NA,NA,NA,NA
"2022","4806016",2,"0140","CALGARY","CALGARY CY",24,29.166666666667,29.166666666667,4.166666666667,20.833333333333,16.666666666667,52.2916666666667
"2022","5915025",2,"2410","VANCOUVER","BURNABY CY",1,0,0,100,0,0,39
"1989","2456400",4,"1060",NA,NA,1,0,100,0,0,0,12
"1990","2466500",2,"1060",NA,NA,4,25,0,75,0,0,24
"1992","2469600",2,"1060",NA,NA,5,80,20,0,0,0,4.8
"1997","2457005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1999","2466130",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","2458005",3,"1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,8
"2007","2466023",2,"1060","MONTRÉAL","MONTRÉAL V",11,45.454545454545,36.363636363636,0,9.090909090909,9.090909090909,28.6363636363636
"2011","2460035",3,"1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,0,100,0,0,0,6
"2011","5915015",2,"2410","VANCOUVER","RICHMOND CY",2,0,0,0,50,50,112
"2012","2467030",3,"1060","MONTRÉAL","BOIS-DES-FILION V",NA,NA,NA,NA,NA,NA,NA
"2013","2471050",3,"1060","MONTRÉAL","CHÂTEAUGUAY V",1,100,0,0,0,0,4
"2014","2457040",3,"1060","MONTRÉAL","BELOEIL V",4,100,0,0,0,0,4
"2015","2472005",2,"1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2016","2472015",2,"1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,14
"2016","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",1,0,0,100,0,0,57
"2019","5915025",2,"2410","VANCOUVER","BURNABY CY",2,0,0,50,0,50,145
"2020","4806017",2,"0140","CALGARY","CHESTERMERE CY",NA,NA,NA,NA,NA,NA,NA
"2020","4811056",2,"0340","EDMONTON","FORT SASKATCHEWAN CY",NA,NA,NA,NA,NA,NA,NA
