"ref_yy","metcode","metro","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2019","2270","TORONTO",126,3.968253968254,24.603174603175,19.84126984127,5.555555555556,46.031746031746,173.293650793651
"2019","2410","VANCOUVER",213,9.389671361502,13.145539906103,23.004694835681,20.18779342723,34.272300469484,91.7230046948357
"2020","0140","CALGARY",72,11.111111111111,36.111111111111,18.055555555556,27.777777777778,6.944444444444,43.1944444444444
"2020","0340","EDMONTON",80,43.75,12.5,6.25,22.5,15,52.9625
"2020","1060","MONTRÉAL",841,43.043995243757,35.909631391201,9.155766944114,3.21046373365,8.680142687277,26.7764565992866
"2020","1265","OTTAWA",102,8.823529411765,67.647058823529,6.862745098039,1.960784313725,14.705882352941,37.6666666666667
"2020","2270","TORONTO",137,2.919708029197,10.948905109489,14.598540145985,8.029197080292,63.503649635036,204.810218978102
"2020","2410","VANCOUVER",183,10.928961748634,19.672131147541,24.043715846995,18.032786885246,27.322404371585,77.8907103825137
"2021","0140","CALGARY",119,17.647058823529,35.294117647059,10.084033613445,21.008403361345,15.966386554622,51.9747899159664
"2021","0340","EDMONTON",102,49.019607843137,21.56862745098,8.823529411765,9.803921568627,10.78431372549,31.0588235294118
"2021","1060","MONTRÉAL",869,39.240506329114,37.744533947066,10.2416570771,3.912543153049,8.860759493671,31.0460299194476
"2021","1265","OTTAWA",94,24.468085106383,45.744680851064,12.765957446809,4.255319148936,12.765957446809,40.9148936170213
"2021","2270","TORONTO",180,5,23.333333333333,21.111111111111,4.444444444444,46.111111111111,167.966666666667
"2021","2410","VANCOUVER",206,8.73786407767,24.757281553398,24.271844660194,15.533980582524,26.699029126214,85.2961165048544
"2022","0140","CALGARY",153,18.954248366013,41.176470588235,9.803921568627,16.993464052288,13.071895424837,46.0849673202614
"2022","0340","EDMONTON",93,48.387096774194,9.677419354839,7.52688172043,11.827956989247,22.58064516129,51.3870967741936
"2022","1060","MONTRÉAL",642,35.669781931464,36.604361370717,12.14953271028,4.984423676012,10.591900311526,32.3255451713396
"2022","1265","OTTAWA",84,11.904761904762,39.285714285714,15.47619047619,8.333333333333,25,67.3095238095238
"2022","2270","TORONTO",187,1.069518716578,12.299465240642,21.92513368984,8.021390374332,56.68449197861,174.395721925134
"2022","2410","VANCOUVER",202,6.435643564356,24.257425742574,19.80198019802,18.316831683168,31.188118811881,84.3564356435644
"2023","0140","CALGARY",184,21.739130434783,36.413043478261,12.5,21.195652173913,8.152173913043,42.2608695652174
"2023","0340","EDMONTON",114,59.649122807018,13.157894736842,7.894736842105,7.017543859649,12.280701754386,37.2719298245614
"2023","1060","MONTRÉAL",447,34.451901565996,42.058165548098,9.843400447427,4.474272930649,9.17225950783,30.2460850111857
"2023","1265","OTTAWA",81,8.641975308642,45.679012345679,19.753086419753,2.469135802469,23.456790123457,71.5432098765432
"2023","2270","TORONTO",177,3.954802259887,11.864406779661,20.90395480226,3.389830508475,59.887005649718,211.881355932203
"2023","2410","VANCOUVER",279,7.885304659498,22.58064516129,18.996415770609,21.505376344086,29.032258064516,91.8817204301075
