"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"270","2006-1","0610","L8J","March 31, 2006","HAMILTON",11,NA,NA,11,1,0,0.818181818181818
"271","2006-1","0610","L8L","March 31, 2006","HAMILTON",6,NA,NA,6,1,0,0
"272","2006-1","0610","L8M","March 31, 2006","HAMILTON",1,NA,NA,1,1,0,0
"273","2006-1","0610","L8R","March 31, 2006","HAMILTON",2,NA,NA,1,2,0,0
"274","2006-1","0610","L8T","March 31, 2006","HAMILTON",2,NA,NA,2,1,0,0
"275","2006-1","0610","L8V","March 31, 2006","HAMILTON",1,NA,NA,1,1,0,0
"276","2006-1","0610","L9A","March 31, 2006","HAMILTON",6,NA,NA,6,1,0,0
"277","2006-1","0610","L9B","March 31, 2006","HAMILTON",1,NA,NA,1,1,0,0
"278","2006-1","0610","L9C","March 31, 2006","HAMILTON",5,NA,NA,5,1,0,0
"279","2006-1","0610","L9G","March 31, 2006","HAMILTON",20,NA,NA,12,1.66666666666667,0,2.16666666666667
"280","2006-1","0610","L9H","March 31, 2006","HAMILTON",3,NA,NA,3,1,0,0
"281","2006-1","0610","N1R","March 31, 2006","HAMILTON",9,NA,NA,9,1,0,0.222222222222222
"282","2006-1","0610","nan","March 31, 2006","HAMILTON",372,NA,NA,220,1.69090909090909,0,0.761904761904762
"283","2006-1","1265","K0A","March 31, 2006","OTTAWA",30,NA,NA,29,1.03448275862069,0,1.44827586206897
"284","2006-1","1265","K1C","March 31, 2006","OTTAWA",5,NA,NA,1,5,0,0
"285","2006-1","1265","K1H","March 31, 2006","OTTAWA",13,NA,NA,5,2.6,0,3
"286","2006-1","1265","K1K","March 31, 2006","OTTAWA",28,NA,NA,3,9.33333333333333,0,1
"287","2006-1","1265","K1M","March 31, 2006","OTTAWA",2,NA,NA,2,1,0,2
"288","2006-1","1265","K1R","March 31, 2006","OTTAWA",3,NA,NA,1,3,0,6
"289","2006-1","1265","K1S","March 31, 2006","OTTAWA",10,NA,NA,3,3.33333333333333,0,3.33333333333333
"290","2006-1","1265","K1T","March 31, 2006","OTTAWA",2,NA,NA,2,1,0,1.5
"291","2006-1","1265","K1V","March 31, 2006","OTTAWA",126,NA,NA,43,2.93023255813953,0,1.23255813953488
"292","2006-1","1265","K1W","March 31, 2006","OTTAWA",1,NA,NA,1,1,0,2
"293","2006-1","1265","K1Y","March 31, 2006","OTTAWA",70,NA,NA,8,8.75,0,1.625
"294","2006-1","1265","K2B","March 31, 2006","OTTAWA",15,NA,NA,5,3,0,1.6
"295","2006-1","1265","K2C","March 31, 2006","OTTAWA",4,NA,NA,4,1,0,0.75
"296","2006-1","1265","K2E","March 31, 2006","OTTAWA",6,NA,NA,4,1.5,0,0.25
"297","2006-1","1265","K2G","March 31, 2006","OTTAWA",3,NA,NA,2,1.5,0,3
"298","2006-1","1265","K2H","March 31, 2006","OTTAWA",10,NA,NA,5,2,0,0.2
"299","2006-1","1265","K2K","March 31, 2006","OTTAWA",8,NA,NA,8,1,0,1.5
"300","2006-1","1265","K2L","March 31, 2006","OTTAWA",21,NA,NA,4,5.25,0,1
"301","2006-1","1265","K2M","March 31, 2006","OTTAWA",16,NA,NA,9,1.77777777777778,0,1
"302","2006-1","1265","K2P","March 31, 2006","OTTAWA",70,NA,NA,1,70,9,18
"303","2006-1","1265","K2S","March 31, 2006","OTTAWA",22,NA,NA,22,1,0,0.136363636363636
"304","2006-1","1265","K4K","March 31, 2006","OTTAWA",4,NA,NA,4,1,0,0.75
"305","2006-1","1265","K4P","March 31, 2006","OTTAWA",5,NA,NA,5,1,0,0.8
"306","2006-1","1265","nan","March 31, 2006","OTTAWA",514,NA,NA,260,1.97692307692308,0,0.965384615384615
"307","2006-1","0580","B0J","March 31, 2006","HALIFAX",15,NA,NA,15,1,0,0.733333333333333
"308","2006-1","0580","B2R","March 31, 2006","HALIFAX",8,NA,NA,8,1,0,0
"309","2006-1","0580","B2T","March 31, 2006","HALIFAX",1,NA,NA,1,1,0,2
"310","2006-1","0580","B2W","March 31, 2006","HALIFAX",26,NA,NA,17,1.52941176470588,0,0.176470588235294
"311","2006-1","0580","B2X","March 31, 2006","HALIFAX",1,NA,NA,1,1,0,0
"312","2006-1","0580","B2Z","March 31, 2006","HALIFAX",18,NA,NA,18,1,0,0.0555555555555556
"313","2006-1","0580","B3A","March 31, 2006","HALIFAX",8,NA,NA,1,8,0,1
"314","2006-1","0580","B3G","March 31, 2006","HALIFAX",10,NA,NA,7,1.42857142857143,0,0.142857142857143
"315","2006-1","0580","B3H","March 31, 2006","HALIFAX",2,NA,NA,2,1,0,0
"316","2006-1","0580","B3J","March 31, 2006","HALIFAX",38,NA,NA,1,38,0,1
"317","2006-1","0580","B3K","March 31, 2006","HALIFAX",120,NA,NA,2,60,0,1
"318","2006-1","0580","B3L","March 31, 2006","HALIFAX",139,NA,NA,1,139,0,NA
"319","2006-1","0580","B3M","March 31, 2006","HALIFAX",6,NA,NA,6,1,0,0.166666666666667
"320","2006-1","0580","B3N","March 31, 2006","HALIFAX",4,NA,NA,4,1,0,0
"321","2006-1","0580","B3P","March 31, 2006","HALIFAX",5,NA,NA,4,1.25,0,0
"322","2006-1","0580","B3R","March 31, 2006","HALIFAX",2,NA,NA,2,1,0,0
"323","2006-1","0580","B3V","March 31, 2006","HALIFAX",10,NA,NA,10,1,0,0.2
"324","2006-1","0580","B3Z","March 31, 2006","HALIFAX",6,NA,NA,6,1,0,1.16666666666667
"325","2006-1","0580","B4A","March 31, 2006","HALIFAX",24,NA,NA,24,1,0,0.625
"326","2006-1","0580","B4C","March 31, 2006","HALIFAX",4,NA,NA,4,1,0,0
"327","2006-1","0580","B4E","March 31, 2006","HALIFAX",6,NA,NA,6,1,0,0.166666666666667
"328","2006-1","0580","nan","March 31, 2006","HALIFAX",36,NA,NA,35,1.02857142857143,0,0.0571428571428571
"329","2006-1","1490","S4N","March 31, 2006","REGINA",8,NA,NA,8,1,0,0
"330","2006-1","1490","S4P","March 31, 2006","REGINA",8,NA,NA,8,1,0,0
"331","2006-1","1490","S4R","March 31, 2006","REGINA",10,NA,NA,10,1,0,0
"332","2006-1","1490","S4S","March 31, 2006","REGINA",2,NA,NA,2,1,0,2
"333","2006-1","1490","S4T","March 31, 2006","REGINA",11,NA,NA,8,1.375,0,0.625
"334","2006-1","1490","S4V","March 31, 2006","REGINA",68,NA,NA,64,1.0625,0,0.171875
"335","2006-1","1490","S4X","March 31, 2006","REGINA",42,NA,NA,42,1,0,0.19047619047619
"336","2006-1","1490","nan","March 31, 2006","REGINA",16,NA,NA,16,1,0,0
"337","2006-1","1400","G0A","March 31, 2006","QUÉBEC",52,NA,NA,51,1.01960784313725,0,0.372549019607843
"338","2006-1","1400","G1B","March 31, 2006","QUÉBEC",9,NA,NA,7,1.28571428571429,0,0.142857142857143
"339","2006-1","1400","G1C","March 31, 2006","QUÉBEC",68,NA,NA,38,1.78947368421053,0,0.736842105263158
"340","2006-1","1400","G1E","March 31, 2006","QUÉBEC",36,NA,NA,5,7.2,0,1
"341","2006-1","1400","G1G","March 31, 2006","QUÉBEC",2,NA,NA,1,2,0,0
"342","2006-1","1400","G1K","March 31, 2006","QUÉBEC",26,NA,NA,3,8.66666666666667,0,2.33333333333333
"343","2006-1","1400","G1L","March 31, 2006","QUÉBEC",31,NA,NA,1,31,0,4
"344","2006-1","1400","G1M","March 31, 2006","QUÉBEC",1,NA,NA,1,1,0,1
"345","2006-1","1400","G1P","March 31, 2006","QUÉBEC",30,NA,NA,1,30,0,1
"346","2006-1","1400","G1S","March 31, 2006","QUÉBEC",1,NA,NA,1,1,0,1
"347","2006-1","1400","G1W","March 31, 2006","QUÉBEC",75,NA,NA,3,25,0,0
"348","2006-1","1400","G1X","March 31, 2006","QUÉBEC",12,NA,NA,12,1,0,0
"349","2006-1","1400","G1Y","March 31, 2006","QUÉBEC",3,NA,NA,1,3,0,0
"350","2006-1","1400","G2A","March 31, 2006","QUÉBEC",21,NA,NA,6,3.5,0,0.166666666666667
"351","2006-1","1400","G2B","March 31, 2006","QUÉBEC",16,NA,NA,15,1.06666666666667,0,0
"352","2006-1","1400","G2C","March 31, 2006","QUÉBEC",38,NA,NA,15,2.53333333333333,0,0.0666666666666667
"353","2006-1","1400","G2E","March 31, 2006","QUÉBEC",19,NA,NA,8,2.375,0,0
"354","2006-1","1400","G2G","March 31, 2006","QUÉBEC",11,NA,NA,11,1,0,0
"355","2006-1","1400","G2L","March 31, 2006","QUÉBEC",15,NA,NA,1,15,0,0
"356","2006-1","1400","G2M","March 31, 2006","QUÉBEC",5,NA,NA,4,1.25,0,0
"357","2006-1","1400","G2N","March 31, 2006","QUÉBEC",7,NA,NA,7,1,0,0.714285714285714
"358","2006-1","1400","G3A","March 31, 2006","QUÉBEC",17,NA,NA,13,1.30769230769231,0,0.6
"359","2006-1","1400","G3B","March 31, 2006","QUÉBEC",23,NA,NA,23,1,0,0
"360","2006-1","1400","G3E","March 31, 2006","QUÉBEC",34,NA,NA,18,1.88888888888889,0,0.555555555555556
"361","2006-1","1400","G3G","March 31, 2006","QUÉBEC",14,NA,NA,14,1,0,0.285714285714286
"362","2006-1","1400","G3J","March 31, 2006","QUÉBEC",5,NA,NA,4,1.25,0,0.75
"363","2006-1","1400","G3K","March 31, 2006","QUÉBEC",1,NA,NA,1,1,0,0
"364","2006-1","1400","G6C","March 31, 2006","QUÉBEC",12,NA,NA,4,3,0,0.5
"365","2006-1","1400","G6K","March 31, 2006","QUÉBEC",13,NA,NA,12,1.08333333333333,0,0.0833333333333333
"366","2006-1","1400","G6V","March 31, 2006","QUÉBEC",24,NA,NA,16,1.5,0,0.375
"367","2006-1","1400","G6W","March 31, 2006","QUÉBEC",1,NA,NA,1,1,0,0
"368","2006-1","1400","G6Z","March 31, 2006","QUÉBEC",8,NA,NA,7,1.14285714285714,0,0
"369","2006-1","1400","G7A","March 31, 2006","QUÉBEC",10,NA,NA,10,1,0,0
"370","2006-1","1400","nan","March 31, 2006","QUÉBEC",433,NA,NA,252,1.71825396825397,0,0.159362549800797
"371","2006-1","2270","L0E","March 31, 2006","TORONTO",8,NA,NA,7,1.14285714285714,0,5.42857142857143
"372","2006-1","2270","L0G","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"373","2006-1","2270","L0P","March 31, 2006","TORONTO",30,NA,NA,6,5,0,0.5
"374","2006-1","2270","L1S","March 31, 2006","TORONTO",69,NA,NA,17,4.05882352941176,0,0
"375","2006-1","2270","L1V","March 31, 2006","TORONTO",8,NA,NA,8,1,0,0
"376","2006-1","2270","L1W","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"377","2006-1","2270","L1Z","March 31, 2006","TORONTO",5,NA,NA,2,2.5,0,1
"378","2006-1","2270","L3S","March 31, 2006","TORONTO",6,NA,NA,6,1,0,2
"379","2006-1","2270","L3T","March 31, 2006","TORONTO",162,NA,NA,4,40.5,0,3
"380","2006-1","2270","L3Y","March 31, 2006","TORONTO",19,NA,NA,11,1.72727272727273,0,2.45454545454545
"381","2006-1","2270","L3Z","March 31, 2006","TORONTO",10,NA,NA,10,1,0,1.3
"382","2006-1","2270","L4A","March 31, 2006","TORONTO",50,NA,NA,50,1,0,1.41379310344828
"383","2006-1","2270","L4C","March 31, 2006","TORONTO",12,NA,NA,11,1.09090909090909,0,1.63636363636364
"384","2006-1","2270","L4G","March 31, 2006","TORONTO",4,NA,NA,4,1,0,0.75
"385","2006-1","2270","L4J","March 31, 2006","TORONTO",6,NA,NA,6,1,0,0
"386","2006-1","2270","L4L","March 31, 2006","TORONTO",127,NA,NA,47,2.70212765957447,0.0851063829787234,0.148936170212766
"387","2006-1","2270","L4P","March 31, 2006","TORONTO",64,NA,NA,63,1.01587301587302,0,0.523809523809524
"388","2006-1","2270","L4Z","March 31, 2006","TORONTO",7,NA,NA,2,3.5,0,1
"389","2006-1","2270","L5A","March 31, 2006","TORONTO",12,NA,NA,1,12,0,0
"390","2006-1","2270","L5B","March 31, 2006","TORONTO",405,NA,NA,2,202.5,0,0.5
"391","2006-1","2270","L5C","March 31, 2006","TORONTO",2,NA,NA,2,1,0,1
"392","2006-1","2270","L5E","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"393","2006-1","2270","L5G","March 31, 2006","TORONTO",18,NA,NA,7,2.57142857142857,0,0.142857142857143
"394","2006-1","2270","L5J","March 31, 2006","TORONTO",1,NA,NA,1,1,0,1
"395","2006-1","2270","L5K","March 31, 2006","TORONTO",1,NA,NA,1,1,0,2
"396","2006-1","2270","L5M","March 31, 2006","TORONTO",14,NA,NA,14,1,0,0.142857142857143
"397","2006-1","2270","L6H","March 31, 2006","TORONTO",192,NA,NA,159,1.20754716981132,0,0.616352201257862
"398","2006-1","2270","L6J","March 31, 2006","TORONTO",4,NA,NA,4,1,0,0
"399","2006-1","2270","L6K","March 31, 2006","TORONTO",3,NA,NA,3,1,0,1
"400","2006-1","2270","L6L","March 31, 2006","TORONTO",22,NA,NA,20,1.1,0,0.210526315789474
"401","2006-1","2270","L6R","March 31, 2006","TORONTO",17,NA,NA,3,5.66666666666667,0,0.666666666666667
"402","2006-1","2270","L6S","March 31, 2006","TORONTO",3,NA,NA,3,1,0,1.66666666666667
"403","2006-1","2270","L7B","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"404","2006-1","2270","L7E","March 31, 2006","TORONTO",2,NA,NA,2,1,0,0.5
"405","2006-1","2270","L7G","March 31, 2006","TORONTO",11,NA,NA,3,3.66666666666667,0,1
"406","2006-1","2270","L7K","March 31, 2006","TORONTO",7,NA,NA,6,1.16666666666667,0,1.66666666666667
"407","2006-1","2270","L9P","March 31, 2006","TORONTO",24,NA,NA,24,1,0,0.458333333333333
"408","2006-1","2270","L9R","March 31, 2006","TORONTO",3,NA,NA,3,1,0,0.333333333333333
"409","2006-1","2270","L9T","March 31, 2006","TORONTO",2,NA,NA,2,1,0,1.5
"410","2006-1","2270","L9W","March 31, 2006","TORONTO",13,NA,NA,13,1,0,0.384615384615385
"411","2006-1","2270","M1B","March 31, 2006","TORONTO",25,NA,NA,4,6.25,0,1
"412","2006-1","2270","M1C","March 31, 2006","TORONTO",54,NA,NA,54,1,0,2.33333333333333
"413","2006-1","2270","M1E","March 31, 2006","TORONTO",1,NA,NA,1,1,0,4
"414","2006-1","2270","M1K","March 31, 2006","TORONTO",5,NA,NA,4,1.25,0,7.25
"415","2006-1","2270","M1L","March 31, 2006","TORONTO",1,NA,NA,1,1,0,2
"416","2006-1","2270","M1M","March 31, 2006","TORONTO",1,NA,NA,1,1,0,2
"417","2006-1","2270","M1N","March 31, 2006","TORONTO",2,NA,NA,2,1,0,4
"418","2006-1","2270","M1P","March 31, 2006","TORONTO",66,NA,NA,10,6.6,0,2
"419","2006-1","2270","M1T","March 31, 2006","TORONTO",1,NA,NA,1,1,0,4
"420","2006-1","2270","M2J","March 31, 2006","TORONTO",2,NA,NA,2,1,0,0
"421","2006-1","2270","M2L","March 31, 2006","TORONTO",3,NA,NA,3,1,0,0
"422","2006-1","2270","M2M","March 31, 2006","TORONTO",2,NA,NA,2,1,0,0
"423","2006-1","2270","M2N","March 31, 2006","TORONTO",12,NA,NA,6,2,0,0.333333333333333
"424","2006-1","2270","M2P","March 31, 2006","TORONTO",9,NA,NA,9,1,0,0.5
"425","2006-1","2270","M3C","March 31, 2006","TORONTO",1,NA,NA,1,1,0,1
"426","2006-1","2270","M3H","March 31, 2006","TORONTO",4,NA,NA,4,1,0,0
"427","2006-1","2270","M3K","March 31, 2006","TORONTO",1,NA,NA,1,1,0,1
"428","2006-1","2270","M4C","March 31, 2006","TORONTO",27,NA,NA,3,9,0,1
"429","2006-1","2270","M4E","March 31, 2006","TORONTO",5,NA,NA,2,2.5,0,2.5
"430","2006-1","2270","M4G","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"431","2006-1","2270","M4J","March 31, 2006","TORONTO",2,NA,NA,2,1,0,0
"432","2006-1","2270","M4K","March 31, 2006","TORONTO",4,NA,NA,4,1,0,0
"433","2006-1","2270","M4L","March 31, 2006","TORONTO",9,NA,NA,2,4.5,0,3
"434","2006-1","2270","M4N","March 31, 2006","TORONTO",5,NA,NA,5,1,0,0
"435","2006-1","2270","M4P","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"436","2006-1","2270","M4S","March 31, 2006","TORONTO",1,NA,NA,1,1,0,1
"437","2006-1","2270","M4V","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"438","2006-1","2270","M4W","March 31, 2006","TORONTO",2,NA,NA,2,1,0,0.5
"439","2006-1","2270","M4X","March 31, 2006","TORONTO",4,NA,NA,1,4,0,2
"440","2006-1","2270","M5J","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"441","2006-1","2270","M5M","March 31, 2006","TORONTO",3,NA,NA,3,1,0,0
"442","2006-1","2270","M5N","March 31, 2006","TORONTO",3,NA,NA,3,1,0,1.33333333333333
"443","2006-1","2270","M5P","March 31, 2006","TORONTO",3,NA,NA,3,1,0,1.33333333333333
"444","2006-1","2270","M5R","March 31, 2006","TORONTO",1,NA,NA,1,1,0,5
"445","2006-1","2270","M5T","March 31, 2006","TORONTO",8,NA,NA,1,8,0,1
"446","2006-1","2270","M6B","March 31, 2006","TORONTO",7,NA,NA,7,1,0,0.25
"447","2006-1","2270","M6E","March 31, 2006","TORONTO",2,NA,NA,2,1,0,0
"448","2006-1","2270","M6H","March 31, 2006","TORONTO",80,NA,NA,5,16,0,4
"449","2006-1","2270","M6J","March 31, 2006","TORONTO",13,NA,NA,1,13,0,0
"450","2006-1","2270","M6L","March 31, 2006","TORONTO",1,NA,NA,1,1,0,0
"451","2006-1","2270","M6M","March 31, 2006","TORONTO",1,NA,NA,1,1,0,2
"452","2006-1","2270","M6N","March 31, 2006","TORONTO",55,NA,NA,7,7.85714285714286,0,3.14285714285714
"453","2006-1","2270","M8Y","March 31, 2006","TORONTO",3,NA,NA,2,1.5,0,0
"454","2006-1","2270","M8Z","March 31, 2006","TORONTO",32,NA,NA,4,8,0,2.33333333333333
"455","2006-1","2270","M9A","March 31, 2006","TORONTO",282,NA,NA,5,56.4,0,1
"456","2006-1","2270","M9B","March 31, 2006","TORONTO",1,NA,NA,1,1,0,NA
"457","2006-1","2270","M9M","March 31, 2006","TORONTO",5,NA,NA,5,1,0,1
"458","2006-1","2270","M9N","March 31, 2006","TORONTO",1,NA,NA,1,1,0,3
"459","2006-1","2270","M9P","March 31, 2006","TORONTO",1,NA,NA,1,1,0,4
"460","2006-1","2270","M9R","March 31, 2006","TORONTO",3,NA,NA,3,1,0,0
"461","2006-1","2270","nan","March 31, 2006","TORONTO",5185,NA,NA,2420,2.14256198347107,0.028099173553719,1.15403726708075
"462","2006-1","2440","V8L","March 31, 2006","VICTORIA",6,NA,NA,6,1,0,0.166666666666667
"463","2006-1","2440","V8N","March 31, 2006","VICTORIA",5,NA,NA,5,1,0,0
"464","2006-1","2440","V8P","March 31, 2006","VICTORIA",68,NA,NA,4,17,2,0.5
"465","2006-1","2440","V8R","March 31, 2006","VICTORIA",7,NA,NA,7,1,0,0.142857142857143
"466","2006-1","2440","V8S","March 31, 2006","VICTORIA",16,NA,NA,14,1.14285714285714,0,0.214285714285714
"467","2006-1","2440","V8V","March 31, 2006","VICTORIA",7,NA,NA,2,3.5,0,3.5
"468","2006-1","2440","V8X","March 31, 2006","VICTORIA",2,NA,NA,2,1,0,0.5
"469","2006-1","2440","V8Y","March 31, 2006","VICTORIA",26,NA,NA,9,2.88888888888889,0.333333333333333,0.111111111111111
"470","2006-1","2440","V8Z","March 31, 2006","VICTORIA",36,NA,NA,13,2.76923076923077,0.307692307692308,0.384615384615385
"471","2006-1","2440","V9A","March 31, 2006","VICTORIA",5,NA,NA,3,1.66666666666667,0,0.666666666666667
"472","2006-1","2440","V9B","March 31, 2006","VICTORIA",87,NA,NA,15,5.8,0.666666666666667,1
"473","2006-1","2440","V9C","March 31, 2006","VICTORIA",75,NA,NA,71,1.05633802816901,0,0.422535211267606
"474","2006-1","2440","V9E","March 31, 2006","VICTORIA",3,NA,NA,3,1,0,1.33333333333333
"475","2006-1","2440","nan","March 31, 2006","VICTORIA",129,NA,NA,109,1.18348623853211,0.036697247706422,0.284403669724771
"476","2006-2","1060","H1A","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"477","2006-2","1060","H1B","June 30, 2006","MONTRÉAL",6,NA,NA,1,6,0,0
"478","2006-2","1060","H1C","June 30, 2006","MONTRÉAL",34,NA,NA,13,2.61538461538462,0,0
"479","2006-2","1060","H1E","June 30, 2006","MONTRÉAL",20,NA,NA,8,2.5,0,0
"480","2006-2","1060","H1H","June 30, 2006","MONTRÉAL",3,NA,NA,1,3,0,0
"481","2006-2","1060","H1J","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"482","2006-2","1060","H1L","June 30, 2006","MONTRÉAL",6,NA,NA,2,3,0,0
"483","2006-2","1060","H1N","June 30, 2006","MONTRÉAL",57,NA,NA,11,5.18181818181818,0,0
"484","2006-2","1060","H1P","June 30, 2006","MONTRÉAL",11,NA,NA,3,3.66666666666667,0,0
"485","2006-2","1060","H1R","June 30, 2006","MONTRÉAL",58,NA,NA,6,9.66666666666667,0,0
"486","2006-2","1060","H1W","June 30, 2006","MONTRÉAL",38,NA,NA,4,9.5,0,0
"487","2006-2","1060","H1X","June 30, 2006","MONTRÉAL",10,NA,NA,3,3.33333333333333,0,0
"488","2006-2","1060","H1Y","June 30, 2006","MONTRÉAL",14,NA,NA,2,7,0,0
"489","2006-2","1060","H1Z","June 30, 2006","MONTRÉAL",16,NA,NA,2,8,0,0
"490","2006-2","1060","H2J","June 30, 2006","MONTRÉAL",7,NA,NA,1,7,0,0
"491","2006-2","1060","H2K","June 30, 2006","MONTRÉAL",8,NA,NA,1,8,0,0
"492","2006-2","1060","H2L","June 30, 2006","MONTRÉAL",111,NA,NA,1,111,0,0
"493","2006-2","1060","H2R","June 30, 2006","MONTRÉAL",16,NA,NA,4,4,0,0
"494","2006-2","1060","H2S","June 30, 2006","MONTRÉAL",3,NA,NA,1,3,0,0
"495","2006-2","1060","H2T","June 30, 2006","MONTRÉAL",39,NA,NA,1,39,0,0
"496","2006-2","1060","H2V","June 30, 2006","MONTRÉAL",18,NA,NA,1,18,0,0
"497","2006-2","1060","H3M","June 30, 2006","MONTRÉAL",5,NA,NA,2,2.5,0,0
"498","2006-2","1060","H3R","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"499","2006-2","1060","H3X","June 30, 2006","MONTRÉAL",25,NA,NA,4,6.25,0,0
"500","2006-2","1060","H4A","June 30, 2006","MONTRÉAL",2,NA,NA,1,2,0,0
"501","2006-2","1060","H4B","June 30, 2006","MONTRÉAL",16,NA,NA,2,8,0,0
"502","2006-2","1060","H4E","June 30, 2006","MONTRÉAL",6,NA,NA,2,3,2,0
"503","2006-2","1060","H4G","June 30, 2006","MONTRÉAL",32,NA,NA,4,8,0,0
"504","2006-2","1060","H4K","June 30, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"505","2006-2","1060","H4N","June 30, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"506","2006-2","1060","H4R","June 30, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"507","2006-2","1060","H7A","June 30, 2006","MONTRÉAL",41,NA,NA,36,1.13888888888889,0.0555555555555556,0
"508","2006-2","1060","H7B","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"509","2006-2","1060","H7C","June 30, 2006","MONTRÉAL",3,NA,NA,1,3,2,0
"510","2006-2","1060","H7E","June 30, 2006","MONTRÉAL",32,NA,NA,20,1.6,0.15,0
"511","2006-2","1060","H7G","June 30, 2006","MONTRÉAL",57,NA,NA,5,11.4,1.2,0
"512","2006-2","1060","H7H","June 30, 2006","MONTRÉAL",4,NA,NA,4,1,0,0
"513","2006-2","1060","H7K","June 30, 2006","MONTRÉAL",10,NA,NA,10,1,0,0
"514","2006-2","1060","H7L","June 30, 2006","MONTRÉAL",38,NA,NA,35,1.08571428571429,0.0571428571428571,0
"515","2006-2","1060","H7M","June 30, 2006","MONTRÉAL",35,NA,NA,31,1.12903225806452,0.0645161290322581,0
"516","2006-2","1060","H7P","June 30, 2006","MONTRÉAL",18,NA,NA,18,1,0,0
"517","2006-2","1060","H7R","June 30, 2006","MONTRÉAL",15,NA,NA,8,1.875,0.25,0
"518","2006-2","1060","H7T","June 30, 2006","MONTRÉAL",55,NA,NA,26,2.11538461538462,0.230769230769231,0
"519","2006-2","1060","H7V","June 30, 2006","MONTRÉAL",192,NA,NA,2,96,4.5,0
"520","2006-2","1060","H7W","June 30, 2006","MONTRÉAL",5,NA,NA,1,5,0,0
"521","2006-2","1060","H7X","June 30, 2006","MONTRÉAL",20,NA,NA,16,1.25,0,0
"522","2006-2","1060","H8T","June 30, 2006","MONTRÉAL",18,NA,NA,3,6,0,0
"523","2006-2","1060","H8Y","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"524","2006-2","1060","H9A","June 30, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"525","2006-2","1060","H9C","June 30, 2006","MONTRÉAL",20,NA,NA,15,1.33333333333333,0,0
"526","2006-2","1060","H9E","June 30, 2006","MONTRÉAL",3,NA,NA,3,1,0,0
"527","2006-2","1060","H9J","June 30, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"528","2006-2","1060","H9K","June 30, 2006","MONTRÉAL",14,NA,NA,13,1.07692307692308,0,0
"529","2006-2","1060","H9R","June 30, 2006","MONTRÉAL",15,NA,NA,4,3.75,0,0
"530","2006-2","1060","H9S","June 30, 2006","MONTRÉAL",9,NA,NA,2,4.5,0,0
"531","2006-2","1060","H9W","June 30, 2006","MONTRÉAL",16,NA,NA,8,2,0,0
"532","2006-2","1060","H9X","June 30, 2006","MONTRÉAL",9,NA,NA,9,1,0,0
"533","2006-2","1060","J0L","June 30, 2006","MONTRÉAL",112,NA,NA,80,1.4,0.075,0
"534","2006-2","1060","J0N","June 30, 2006","MONTRÉAL",178,NA,NA,129,1.37984496124031,0.131782945736434,0
"535","2006-2","1060","J0P","June 30, 2006","MONTRÉAL",8,NA,NA,8,1,0,0
"536","2006-2","1060","J3E","June 30, 2006","MONTRÉAL",3,NA,NA,3,1,0,0
"537","2006-2","1060","J3G","June 30, 2006","MONTRÉAL",75,NA,NA,55,1.36363636363636,0.127272727272727,0
"538","2006-2","1060","J3H","June 30, 2006","MONTRÉAL",58,NA,NA,48,1.20833333333333,0.0833333333333333,0
"539","2006-2","1060","J3L","June 30, 2006","MONTRÉAL",130,NA,NA,110,1.18181818181818,0,0
"540","2006-2","1060","J3N","June 30, 2006","MONTRÉAL",23,NA,NA,23,1,0,0
"541","2006-2","1060","J3V","June 30, 2006","MONTRÉAL",4,NA,NA,4,1,0,0
"542","2006-2","1060","J3X","June 30, 2006","MONTRÉAL",8,NA,NA,3,2.66666666666667,0,0
"543","2006-2","1060","J3Y","June 30, 2006","MONTRÉAL",123,NA,NA,48,2.5625,0.0625,0
"544","2006-2","1060","J4G","June 30, 2006","MONTRÉAL",3,NA,NA,1,3,0,0
"545","2006-2","1060","J4J","June 30, 2006","MONTRÉAL",3,NA,NA,1,3,0,0
"546","2006-2","1060","J4K","June 30, 2006","MONTRÉAL",13,NA,NA,5,2.6,1.2,0
"547","2006-2","1060","J4L","June 30, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
