reference_period,ref_qq,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2010-06-01,2,0140,Calgary,nan,474.0,351,1.35,0.03
2010-06-01,2,0140,Calgary,T2K,2.0,1,2.0,0.0
2010-06-01,2,0140,Calgary,T2H,223.0,2,111.5,0.0
2010-09-01,3,0140,Calgary,T2K,2.0,1,2.0,0.0
2010-09-01,3,0140,Calgary,T2T,19.0,13,1.46,0.46
2010-09-01,3,0140,Calgary,T2R,48.0,1,48.0,27.0
2010-09-01,3,0140,Calgary,T2P,7.0,1,7.0,11.0
2010-09-01,3,0140,Calgary,nan,457.0,350,1.31,0.05
2010-09-01,3,0140,Calgary,T2V,1.0,1,1.0,0.0
2010-09-01,3,0140,Calgary,T2Y,44.0,1,44.0,4.0
2010-09-01,3,0140,Calgary,T3E,8.0,4,2.0,0.0
2010-09-01,3,0140,Calgary,T2G,125.0,8,15.63,14.13
2010-09-01,3,0140,Calgary,T2H,222.0,1,222.0,21.0
2010-09-01,3,0140,Calgary,T4C,60.0,36,1.67,0.0
2010-09-01,3,0140,Calgary,T2M,6.0,4,1.5,0.0
2010-09-01,3,0140,Calgary,T2N,29.0,7,4.14,1.43
2010-09-01,3,0140,Calgary,T2A,25.0,1,25.0,4.0
2010-09-01,3,0140,Calgary,T2C,6.0,6,1.0,0.0
2010-09-01,3,0140,Calgary,T3J,6.0,6,1.0,0.0
2010-09-01,3,0140,Calgary,T2E,10.0,5,2.0,2.0
2010-09-01,3,0140,Calgary,T3C,59.0,2,29.5,20.5
2010-09-01,3,0140,Calgary,T2S,3.0,2,1.5,0.0
2010-09-01,3,0140,Calgary,T1Y,3.0,1,3.0,4.0
2010-09-01,3,0140,Calgary,T3B,41.0,4,10.25,0.75
2010-12-01,4,0140,Calgary,T2V,3.0,2,1.5,0.0
2010-12-01,4,0140,Calgary,T2C,6.0,6,1.0,0.0
2010-12-01,4,0140,Calgary,T3B,10.0,3,3.33,1.0
2010-12-01,4,0140,Calgary,T2S,1.0,1,1.0,0.0
2010-12-01,4,0140,Calgary,T2M,5.0,3,1.67,0.0
2010-12-01,4,0140,Calgary,T2N,26.0,6,4.33,1.67
2010-12-01,4,0140,Calgary,T2R,44.0,1,44.0,27.0
2010-12-01,4,0140,Calgary,T2T,20.0,14,1.43,0.43
2010-12-01,4,0140,Calgary,nan,489.0,404,1.21,0.04
2010-12-01,4,0140,Calgary,T2P,36.0,2,18.0,17.5
2010-12-01,4,0140,Calgary,T2B,1.0,1,1.0,0.0
2010-12-01,4,0140,Calgary,T3C,60.0,3,20.0,13.67
2010-12-01,4,0140,Calgary,T3E,7.0,6,1.17,0.0
2010-12-01,4,0140,Calgary,T2H,199.0,1,199.0,21.0
2010-12-01,4,0140,Calgary,T2G,108.0,7,15.43,13.0
2010-12-01,4,0140,Calgary,T2K,4.0,2,2.0,0.0
2010-12-01,4,0140,Calgary,T4C,35.0,28,1.25,0.0
2010-12-01,4,0140,Calgary,T3J,4.0,4,1.0,0.0
2010-12-01,4,0140,Calgary,T2A,13.0,1,13.0,4.0
2010-12-01,4,0140,Calgary,T2E,15.0,7,2.14,1.43
2010-12-01,4,0140,Calgary,T2Y,44.0,1,44.0,4.0
2011-03-01,1,0140,Calgary,T2A,11.0,1,11.0,4.0
2011-03-01,1,0140,Calgary,T2H,199.0,1,199.0,21.0
2011-03-01,1,0140,Calgary,T2T,9.0,8,1.13,0.38
2011-03-01,1,0140,Calgary,T3J,3.0,3,1.0,0.0
2011-03-01,1,0140,Calgary,T3A,2.0,2,1.0,0.0
2011-03-01,1,0140,Calgary,T2C,7.0,7,1.0,0.0
2011-03-01,1,0140,Calgary,nan,457.0,343,1.33,0.06
2011-03-01,1,0140,Calgary,T2G,108.0,7,15.43,13.0
2011-03-01,1,0140,Calgary,T2P,36.0,2,18.0,17.5
2011-03-01,1,0140,Calgary,T4C,29.0,26,1.12,0.0
2011-03-01,1,0140,Calgary,T3E,15.0,10,1.5,0.0
2011-03-01,1,0140,Calgary,T2S,1.0,1,1.0,0.0
2011-03-01,1,0140,Calgary,T3C,59.0,2,29.5,20.5
2011-03-01,1,0140,Calgary,T2M,3.0,3,1.0,0.0
2011-03-01,1,0140,Calgary,T2R,44.0,1,44.0,27.0
2011-03-01,1,0140,Calgary,T3B,16.0,6,2.67,0.5
2011-03-01,1,0140,Calgary,T2Y,44.0,1,44.0,4.0
2011-03-01,1,0140,Calgary,T2E,10.0,7,1.43,1.43
2011-03-01,1,0140,Calgary,T2N,22.0,10,2.2,1.0
2011-03-01,1,0140,Calgary,T2K,4.0,2,2.0,0.0
2011-06-01,2,0140,Calgary,T2V,2.0,2,1.0,0.0
2011-06-01,2,0140,Calgary,T2G,100.0,5,20.0,17.0
2011-06-01,2,0140,Calgary,T2C,10.0,9,1.11,0.0
2011-06-01,2,0140,Calgary,T3B,14.0,8,1.75,0.38
2011-06-01,2,0140,Calgary,T2N,17.0,6,2.83,1.67
2011-06-01,2,0140,Calgary,nan,464.0,365,1.27,0.05
2011-06-01,2,0140,Calgary,T2R,44.0,1,44.0,27.0
2011-06-01,2,0140,Calgary,T2H,186.0,1,186.0,21.0
2011-06-01,2,0140,Calgary,T2P,29.0,1,29.0,24.0
2011-06-01,2,0140,Calgary,T2T,8.0,6,1.33,0.5
2011-06-01,2,0140,Calgary,T3J,4.0,4,1.0,0.0
2011-06-01,2,0140,Calgary,T2E,12.0,6,2.0,0.67
2011-06-01,2,0140,Calgary,T3A,6.0,6,1.0,0.0
2011-06-01,2,0140,Calgary,T2M,6.0,6,1.0,0.0
2011-06-01,2,0140,Calgary,T3C,50.0,3,16.67,13.67
2011-06-01,2,0140,Calgary,T3E,11.0,7,1.57,0.0
2011-06-01,2,0140,Calgary,T4C,30.0,28,1.07,0.0
2011-06-01,2,0140,Calgary,T2A,14.0,3,4.67,1.33
2011-09-01,3,0140,Calgary,T3E,22.0,13,1.69,0.0
2011-09-01,3,0140,Calgary,T2P,27.0,1,27.0,24.0
2011-09-01,3,0140,Calgary,T1X,1.0,1,1.0,0.0
2011-09-01,3,0140,Calgary,T3C,56.0,7,8.0,5.86
2011-09-01,3,0140,Calgary,T2A,10.0,1,10.0,4.0
2011-09-01,3,0140,Calgary,T2T,18.0,14,1.29,0.43
2011-09-01,3,0140,Calgary,T4C,31.0,29,1.07,0.0
2011-09-01,3,0140,Calgary,T3A,7.0,7,1.0,0.0
2011-09-01,3,0140,Calgary,T2C,12.0,10,1.2,0.0
2011-09-01,3,0140,Calgary,T2G,100.0,5,20.0,17.0
2011-09-01,3,0140,Calgary,T2N,17.0,6,2.83,1.17
2011-09-01,3,0140,Calgary,T3J,5.0,5,1.0,0.0
2011-09-01,3,0140,Calgary,nan,513.0,427,1.2,0.06
2011-09-01,3,0140,Calgary,T2E,12.0,6,2.0,0.67
2011-09-01,3,0140,Calgary,T2R,44.0,1,44.0,27.0
2011-09-01,3,0140,Calgary,T2M,2.0,2,1.0,0.0
2011-09-01,3,0140,Calgary,T3B,9.0,6,1.5,0.5
2011-09-01,3,0140,Calgary,T2H,185.0,2,92.5,10.5
2011-12-01,4,0140,Calgary,T3B,7.0,5,1.4,0.6
2011-12-01,4,0140,Calgary,T2M,9.0,7,1.29,0.0
2011-12-01,4,0140,Calgary,T2G,95.0,5,19.0,17.0
2011-12-01,4,0140,Calgary,T2T,30.0,17,1.76,0.18
2011-12-01,4,0140,Calgary,T2N,20.0,7,2.86,1.0
2011-12-01,4,0140,Calgary,T2C,26.0,22,1.18,0.0
2011-12-01,4,0140,Calgary,T2Y,1.0,1,1.0,0.0
2011-12-01,4,0140,Calgary,T2P,27.0,1,27.0,24.0
2011-12-01,4,0140,Calgary,T2E,9.0,6,1.5,0.67
2011-12-01,4,0140,Calgary,T3J,2.0,2,1.0,0.0
2011-12-01,4,0140,Calgary,T4C,24.0,22,1.09,0.0
2011-12-01,4,0140,Calgary,T1X,1.0,1,1.0,0.0
2011-12-01,4,0140,Calgary,T3E,25.0,19,1.32,0.0
2011-12-01,4,0140,Calgary,T2H,1.0,1,1.0,0.0
2011-12-01,4,0140,Calgary,T3C,57.0,8,7.13,5.13
2011-12-01,4,0140,Calgary,nan,563.0,483,1.17,0.06
2011-12-01,4,0140,Calgary,T2A,5.0,1,5.0,4.0
2011-12-01,4,0140,Calgary,T3A,8.0,8,1.0,0.0
2011-12-01,4,0140,Calgary,T2R,44.0,1,44.0,27.0
2012-03-01,1,0140,Calgary,T3C,56.0,9,6.22,4.56
2012-03-01,1,0140,Calgary,T2C,22.0,19,1.16,0.0
2012-03-01,1,0140,Calgary,T2R,33.0,1,33.0,27.0
2012-03-01,1,0140,Calgary,T3A,6.0,6,1.0,0.0
2012-03-01,1,0140,Calgary,T2M,14.0,11,1.27,0.0
2012-03-01,1,0140,Calgary,T3E,22.0,15,1.47,0.13
2012-03-01,1,0140,Calgary,T2T,14.0,13,1.08,0.0
2012-03-01,1,0140,Calgary,T2G,91.0,4,22.75,21.25
2012-03-01,1,0140,Calgary,T2Y,1.0,1,1.0,0.0
2012-03-01,1,0140,Calgary,T1X,2.0,2,1.0,0.0
2012-03-01,1,0140,Calgary,T2P,104.0,2,52.0,24.0
2012-03-01,1,0140,Calgary,T4C,41.0,23,1.78,0.0
2012-03-01,1,0140,Calgary,nan,546.0,445,1.23,0.05
2012-03-01,1,0140,Calgary,T3P,1.0,1,1.0,0.0
2012-03-01,1,0140,Calgary,T3B,1.0,1,1.0,0.0
2012-03-01,1,0140,Calgary,T3R,37.0,1,37.0,0.0
2012-03-01,1,0140,Calgary,T2N,20.0,9,2.22,0.78
2012-03-01,1,0140,Calgary,T3J,2.0,2,1.0,0.0
2012-03-01,1,0140,Calgary,T2E,16.0,10,1.6,0.4
2012-06-01,2,0140,Calgary,T3K,9.0,8,1.13,0.0
2012-06-01,2,0140,Calgary,T2K,1.0,1,1.0,0.0
2012-06-01,2,0140,Calgary,T3P,11.0,11,1.0,0.0
2012-06-01,2,0140,Calgary,T3R,39.0,6,6.5,0.67
2012-06-01,2,0140,Calgary,T2C,17.0,16,1.06,0.0
2012-06-01,2,0140,Calgary,T2J,2.0,2,1.0,0.0
2012-06-01,2,0140,Calgary,T3E,22.0,12,1.83,0.42
2012-06-01,2,0140,Calgary,T3M,25.0,24,1.04,0.0
2012-06-01,2,0140,Calgary,T2E,5.0,3,1.67,0.0
2012-06-01,2,0140,Calgary,T2M,7.0,5,1.4,0.0
2012-06-01,2,0140,Calgary,T2R,33.0,1,33.0,27.0
2012-06-01,2,0140,Calgary,T2Y,14.0,1,14.0,11.0
2012-06-01,2,0140,Calgary,T3N,14.0,12,1.17,0.0
2012-06-01,2,0140,Calgary,T3A,4.0,4,1.0,0.0
2012-06-01,2,0140,Calgary,T2G,42.0,3,14.0,26.33
2012-06-01,2,0140,Calgary,T2Z,21.0,17,1.24,0.0
2012-06-01,2,0140,Calgary,nan,420.0,369,1.14,0.04
2012-06-01,2,0140,Calgary,T4C,42.0,25,1.68,0.04
2012-06-01,2,0140,Calgary,T3C,48.0,4,12.0,10.75
2012-06-01,2,0140,Calgary,T3J,3.0,3,1.0,0.0
2012-06-01,2,0140,Calgary,T2T,12.0,7,1.71,0.0
2012-06-01,2,0140,Calgary,T2P,92.0,2,46.0,24.0
2012-06-01,2,0140,Calgary,T1X,2.0,2,1.0,0.0
2012-06-01,2,0140,Calgary,T2N,26.0,10,2.6,0.9
2012-06-01,2,0140,Calgary,T2V,1.0,1,1.0,0.0
2012-06-01,2,0140,Calgary,T3B,3.0,2,1.5,0.0
2012-09-01,3,0140,Calgary,T3N,39.0,33,1.18,0.0
2012-09-01,3,0140,Calgary,T2C,12.0,11,1.09,0.0
2012-09-01,3,0140,Calgary,T2G,27.0,2,13.5,26.5
2012-09-01,3,0140,Calgary,T2M,6.0,4,1.5,0.0
2012-09-01,3,0140,Calgary,T3R,59.0,29,2.03,0.14
2012-09-01,3,0140,Calgary,nan,326.0,297,1.1,0.04
2012-09-01,3,0140,Calgary,T3E,16.0,11,1.45,0.18
2012-09-01,3,0140,Calgary,T3J,2.0,2,1.0,0.0
2012-09-01,3,0140,Calgary,T3P,33.0,32,1.03,0.0
2012-09-01,3,0140,Calgary,T2Z,26.0,23,1.13,0.0
2012-09-01,3,0140,Calgary,T3M,28.0,28,1.0,0.0
2012-09-01,3,0140,Calgary,T1X,2.0,2,1.0,0.0
2012-09-01,3,0140,Calgary,T2Y,3.0,3,1.0,0.0
2012-09-01,3,0140,Calgary,T2R,33.0,1,33.0,27.0
2012-09-01,3,0140,Calgary,T4C,41.0,24,1.71,0.04
2012-09-01,3,0140,Calgary,T3A,4.0,4,1.0,0.0
2012-09-01,3,0140,Calgary,T3G,1.0,1,1.0,0.0
2012-09-01,3,0140,Calgary,T2T,9.0,7,1.29,0.0
2012-09-01,3,0140,Calgary,T0L,1.0,1,1.0,0.0
2012-09-01,3,0140,Calgary,T2X,10.0,8,1.25,0.0
2012-09-01,3,0140,Calgary,T2E,3.0,2,1.5,0.0
2012-09-01,3,0140,Calgary,T2P,86.0,2,43.0,24.0
2012-09-01,3,0140,Calgary,T3B,6.0,6,1.0,0.0
2012-09-01,3,0140,Calgary,T3H,4.0,4,1.0,0.0
2012-09-01,3,0140,Calgary,T3K,16.0,16,1.0,0.0
2012-09-01,3,0140,Calgary,T3C,32.0,3,10.67,13.67
2012-09-01,3,0140,Calgary,T2N,23.0,9,2.56,1.0
2012-12-01,4,0140,Calgary,T2N,24.0,9,2.67,0.56
2012-12-01,4,0140,Calgary,T1X,4.0,3,1.33,0.0
2012-12-01,4,0140,Calgary,T2E,19.0,6,3.17,0.5
2012-12-01,4,0140,Calgary,T2R,33.0,1,33.0,27.0
2012-12-01,4,0140,Calgary,T2Y,12.0,12,1.0,0.0
2012-12-01,4,0140,Calgary,T3K,9.0,8,1.13,0.0
2012-12-01,4,0140,Calgary,T3C,31.0,4,7.75,10.25
2012-12-01,4,0140,Calgary,T3E,19.0,13,1.46,0.15
2012-12-01,4,0140,Calgary,T2J,3.0,3,1.0,0.0
2012-12-01,4,0140,Calgary,T2Z,39.0,28,1.39,0.0
2012-12-01,4,0140,Calgary,T2G,22.0,1,22.0,26.0
2012-12-01,4,0140,Calgary,T2M,7.0,5,1.4,0.0
2012-12-01,4,0140,Calgary,T2X,12.0,5,2.4,0.0
2012-12-01,4,0140,Calgary,T0L,2.0,2,1.0,0.0
2012-12-01,4,0140,Calgary,T3B,5.0,4,1.25,0.0
2012-12-01,4,0140,Calgary,T2T,14.0,10,1.4,0.0
2012-12-01,4,0140,Calgary,T3M,42.0,33,1.27,0.12
2012-12-01,4,0140,Calgary,T4C,43.0,25,1.72,0.04
2012-12-01,4,0140,Calgary,T2P,78.0,1,78.0,24.0
2012-12-01,4,0140,Calgary,T2V,1.0,1,1.0,0.0
2012-12-01,4,0140,Calgary,T3G,6.0,6,1.0,0.0
2012-12-01,4,0140,Calgary,T3J,4.0,4,1.0,0.0
2012-12-01,4,0140,Calgary,T2C,16.0,13,1.23,0.0
2012-12-01,4,0140,Calgary,T3A,6.0,6,1.0,0.0
2012-12-01,4,0140,Calgary,T3N,37.0,34,1.09,0.0
2012-12-01,4,0140,Calgary,T3H,14.0,14,1.0,0.0
2012-12-01,4,0140,Calgary,T3P,24.0,23,1.04,0.0
2012-12-01,4,0140,Calgary,nan,287.0,244,1.18,0.11
2012-12-01,4,0140,Calgary,T3R,51.0,24,2.13,0.17
2013-03-01,1,0140,Calgary,T3K,12.0,11,1.09,0.0
2013-03-01,1,0140,Calgary,T2J,2.0,2,1.0,0.0
2013-03-01,1,0140,Calgary,T3G,4.0,4,1.0,0.0
2013-03-01,1,0140,Calgary,T2E,17.0,5,3.4,0.6
2013-03-01,1,0140,Calgary,T4B,113.0,2,56.5,3.5
2013-03-01,1,0140,Calgary,T2T,10.0,6,1.67,0.0
2013-03-01,1,0140,Calgary,nan,231.0,200,1.16,0.07
2013-03-01,1,0140,Calgary,T0L,2.0,2,1.0,0.0
2013-03-01,1,0140,Calgary,T1X,2.0,2,1.0,0.0
2013-03-01,1,0140,Calgary,T3H,13.0,13,1.0,0.0
2013-03-01,1,0140,Calgary,T3N,42.0,37,1.14,0.0
2013-03-01,1,0140,Calgary,T2Z,28.0,23,1.22,0.0
2013-03-01,1,0140,Calgary,T3B,6.0,4,1.5,0.5
2013-03-01,1,0140,Calgary,T2G,22.0,1,22.0,26.0
2013-03-01,1,0140,Calgary,T2P,78.0,1,78.0,24.0
2013-03-01,1,0140,Calgary,T4C,32.0,29,1.1,0.0
2013-03-01,1,0140,Calgary,T2M,2.0,1,2.0,0.0
2013-03-01,1,0140,Calgary,T2Y,4.0,4,1.0,0.0
2013-03-01,1,0140,Calgary,T3A,5.0,5,1.0,0.0
2013-03-01,1,0140,Calgary,T3M,75.0,50,1.5,0.08
2013-03-01,1,0140,Calgary,T2X,12.0,5,2.4,0.0
2013-03-01,1,0140,Calgary,T3E,17.0,11,1.55,0.18
2013-03-01,1,0140,Calgary,T3P,17.0,16,1.06,0.0
2013-03-01,1,0140,Calgary,T3R,57.0,29,1.97,0.14
2013-03-01,1,0140,Calgary,T3C,31.0,4,7.75,10.25
2013-03-01,1,0140,Calgary,T2R,33.0,1,33.0,27.0
2013-03-01,1,0140,Calgary,T2C,20.0,14,1.43,0.0
2013-03-01,1,0140,Calgary,T2N,22.0,8,2.75,1.13
2013-06-01,2,0140,Calgary,T2C,13.0,11,1.18,0.0
2013-06-01,2,0140,Calgary,T3R,61.0,33,1.85,0.12
2013-06-01,2,0140,Calgary,T3C,11.0,2,5.5,0.0
2013-06-01,2,0140,Calgary,T3H,12.0,12,1.0,0.0
2013-06-01,2,0140,Calgary,T3M,82.0,72,1.14,0.06
2013-06-01,2,0140,Calgary,T2R,33.0,1,33.0,27.0
2013-06-01,2,0140,Calgary,T2V,2.0,2,1.0,0.0
2013-06-01,2,0140,Calgary,T3G,2.0,2,1.0,0.0
2013-06-01,2,0140,Calgary,T2Z,23.0,20,1.15,0.0
2013-06-01,2,0140,Calgary,T3N,47.0,42,1.12,0.0
2013-06-01,2,0140,Calgary,T3L,2.0,1,2.0,0.0
2013-06-01,2,0140,Calgary,T2P,78.0,1,78.0,24.0
2013-06-01,2,0140,Calgary,T2X,19.0,16,1.19,0.0
2013-06-01,2,0140,Calgary,T2Y,5.0,5,1.0,0.0
2013-06-01,2,0140,Calgary,T3B,6.0,4,1.5,0.5
2013-06-01,2,0140,Calgary,T1X,24.0,20,1.2,0.15
2013-06-01,2,0140,Calgary,T4A,27.0,1,27.0,4.0
2013-06-01,2,0140,Calgary,T3K,12.0,12,1.0,0.0
2013-06-01,2,0140,Calgary,T3A,4.0,4,1.0,0.0
2013-06-01,2,0140,Calgary,T4B,120.0,3,40.0,4.0
2013-06-01,2,0140,Calgary,T0L,2.0,2,1.0,0.0
2013-06-01,2,0140,Calgary,T2E,16.0,6,2.67,0.5
2013-06-01,2,0140,Calgary,T2N,12.0,4,3.0,0.75
2013-06-01,2,0140,Calgary,T3J,8.0,4,2.0,0.0
2013-06-01,2,0140,Calgary,T3E,6.0,6,1.0,0.0
2013-06-01,2,0140,Calgary,T4C,39.0,34,1.15,0.0
2013-06-01,2,0140,Calgary,nan,171.0,155,1.1,0.09
2013-06-01,2,0140,Calgary,T2H,1.0,1,1.0,0.0
2013-06-01,2,0140,Calgary,T3P,15.0,15,1.0,0.0
2013-09-01,3,0140,Calgary,T2C,14.0,11,1.27,0.36
2013-09-01,3,0140,Calgary,T0L,3.0,3,1.0,0.0
2013-09-01,3,0140,Calgary,T2H,1.0,1,1.0,0.0
2013-09-01,3,0140,Calgary,T2R,33.0,1,33.0,27.0
2013-09-01,3,0140,Calgary,T2X,26.0,24,1.08,0.0
2013-09-01,3,0140,Calgary,T2Y,3.0,3,1.0,0.0
2013-09-01,3,0140,Calgary,T3H,17.0,17,1.0,0.0
2013-09-01,3,0140,Calgary,T4B,4.0,1,4.0,4.0
2013-09-01,3,0140,Calgary,T2Z,19.0,16,1.19,0.0
2013-09-01,3,0140,Calgary,nan,158.0,119,1.33,0.05
2013-09-01,3,0140,Calgary,T3L,2.0,1,2.0,0.0
2013-09-01,3,0140,Calgary,T3G,4.0,4,1.0,0.0
2013-09-01,3,0140,Calgary,T3N,61.0,51,1.2,0.0
2013-09-01,3,0140,Calgary,T3P,33.0,33,1.0,0.0
2013-09-01,3,0140,Calgary,T4C,46.0,40,1.15,0.0
2013-09-01,3,0140,Calgary,T2M,4.0,2,2.0,0.0
2013-09-01,3,0140,Calgary,T3R,58.0,30,1.93,0.13
2013-09-01,3,0140,Calgary,T2A,3.0,2,1.5,0.0
2013-09-01,3,0140,Calgary,T3C,8.0,2,4.0,0.0
2013-09-01,3,0140,Calgary,T3M,65.0,63,1.03,0.0
2013-09-01,3,0140,Calgary,T2N,8.0,3,2.67,1.0
2013-09-01,3,0140,Calgary,T3K,7.0,7,1.0,0.0
2013-09-01,3,0140,Calgary,T2P,20.0,1,20.0,24.0
2013-09-01,3,0140,Calgary,T2T,1.0,1,1.0,0.0
2013-09-01,3,0140,Calgary,T3J,3.0,2,1.5,0.0
2013-09-01,3,0140,Calgary,T4A,6.0,1,6.0,4.0
2013-09-01,3,0140,Calgary,T1X,23.0,22,1.05,0.0
2013-09-01,3,0140,Calgary,T3B,3.0,3,1.0,0.0
2013-09-01,3,0140,Calgary,T2E,9.0,6,1.5,0.0
2013-09-01,3,0140,Calgary,T3A,6.0,6,1.0,0.0
2013-09-01,3,0140,Calgary,T3E,6.0,3,2.0,0.0
2013-12-01,4,0140,Calgary,T2G,7.0,1,7.0,3.0
2013-12-01,4,0140,Calgary,T3G,4.0,4,1.0,0.0
2013-12-01,4,0140,Calgary,T3M,82.0,80,1.03,0.03
2013-12-01,4,0140,Calgary,T3K,14.0,14,1.0,0.0
2013-12-01,4,0140,Calgary,T2A,5.0,5,1.0,0.0
2013-12-01,4,0140,Calgary,T2H,1.0,1,1.0,0.0
2013-12-01,4,0140,Calgary,T2M,4.0,3,1.33,0.0
2013-12-01,4,0140,Calgary,T3L,2.0,1,2.0,0.0
2013-12-01,4,0140,Calgary,T3N,31.0,30,1.03,0.0
2013-12-01,4,0140,Calgary,nan,95.0,91,1.04,0.02
2013-12-01,4,0140,Calgary,T2P,10.0,1,10.0,24.0
2013-12-01,4,0140,Calgary,T2C,8.0,5,1.6,0.8
2013-12-01,4,0140,Calgary,T3B,8.0,7,1.14,0.0
2013-12-01,4,0140,Calgary,T2T,2.0,1,2.0,0.0
2013-12-01,4,0140,Calgary,T2V,2.0,1,2.0,0.0
2013-12-01,4,0140,Calgary,T2X,28.0,26,1.08,0.0
2013-12-01,4,0140,Calgary,T0L,2.0,2,1.0,0.0
2013-12-01,4,0140,Calgary,T2E,10.0,7,1.43,0.0
2013-12-01,4,0140,Calgary,T2N,11.0,5,2.2,0.6
2013-12-01,4,0140,Calgary,T3J,2.0,2,1.0,0.0
2013-12-01,4,0140,Calgary,T2K,2.0,1,2.0,0.0
2013-12-01,4,0140,Calgary,T3P,30.0,30,1.0,0.0
2013-12-01,4,0140,Calgary,T2Z,24.0,21,1.14,0.0
2013-12-01,4,0140,Calgary,T3H,22.0,22,1.0,0.0
2013-12-01,4,0140,Calgary,T4C,45.0,38,1.18,0.0
2013-12-01,4,0140,Calgary,T1X,19.0,18,1.06,0.0
2013-12-01,4,0140,Calgary,T3E,3.0,2,1.5,0.0
2013-12-01,4,0140,Calgary,T3A,6.0,6,1.0,0.0
2013-12-01,4,0140,Calgary,T3R,36.0,31,1.16,0.13
2014-03-01,1,0140,Calgary,T2M,13.0,9,1.44,0.0
2014-03-01,1,0140,Calgary,T3E,4.0,3,1.33,0.0
2014-03-01,1,0140,Calgary,T3N,29.0,28,1.04,0.0
2014-03-01,1,0140,Calgary,T1X,19.0,18,1.06,0.0
2014-03-01,1,0140,Calgary,T3R,31.0,30,1.03,0.0
2014-03-01,1,0140,Calgary,T2C,7.0,2,3.5,2.5
2014-03-01,1,0140,Calgary,T2G,1.0,1,1.0,0.0
2014-03-01,1,0140,Calgary,T3G,4.0,4,1.0,0.0
2014-03-01,1,0140,Calgary,T3L,1.0,1,1.0,0.0
2014-03-01,1,0140,Calgary,T2T,5.0,2,2.5,1.5
2014-03-01,1,0140,Calgary,T3K,11.0,11,1.0,0.0
2014-03-01,1,0140,Calgary,T0L,2.0,2,1.0,0.0
2014-03-01,1,0140,Calgary,T2A,2.0,2,1.0,0.0
2014-03-01,1,0140,Calgary,T2J,3.0,3,1.0,0.0
2014-03-01,1,0140,Calgary,T2Y,7.0,7,1.0,0.0
2014-03-01,1,0140,Calgary,T2Z,27.0,27,1.0,0.0
2014-03-01,1,0140,Calgary,T3H,18.0,18,1.0,0.0
2014-03-01,1,0140,Calgary,T3P,37.0,37,1.0,0.0
2014-03-01,1,0140,Calgary,T3A,5.0,5,1.0,0.0
2014-03-01,1,0140,Calgary,T3B,6.0,6,1.0,0.0
2014-03-01,1,0140,Calgary,T2P,6.0,1,6.0,24.0
2014-03-01,1,0140,Calgary,T2X,31.0,30,1.03,0.0
2014-03-01,1,0140,Calgary,T2E,1.0,1,1.0,0.0
2014-03-01,1,0140,Calgary,T3J,2.0,2,1.0,0.0
2014-03-01,1,0140,Calgary,T3M,99.0,95,1.04,0.02
2014-03-01,1,0140,Calgary,T4C,47.0,38,1.24,0.0
2014-03-01,1,0140,Calgary,T2H,1.0,1,1.0,0.0
2014-03-01,1,0140,Calgary,T2N,4.0,2,2.0,1.5
2014-03-01,1,0140,Calgary,nan,83.0,80,1.04,0.03
2014-06-01,2,0140,Calgary,T3A,4.0,4,1.0,0.0
2014-06-01,2,0140,Calgary,T3J,3.0,3,1.0,0.0
2014-06-01,2,0140,Calgary,T3G,3.0,3,1.0,0.0
2014-06-01,2,0140,Calgary,T3C,1.0,1,1.0,0.0
2014-06-01,2,0140,Calgary,T2Z,23.0,23,1.0,0.0
2014-06-01,2,0140,Calgary,T2E,11.0,6,1.83,0.0
2014-06-01,2,0140,Calgary,T2T,11.0,5,2.2,0.6
2014-06-01,2,0140,Calgary,T3B,4.0,4,1.0,0.0
2014-06-01,2,0140,Calgary,T2N,8.0,5,1.6,0.6
2014-06-01,2,0140,Calgary,T4C,49.0,39,1.26,0.0
2014-06-01,2,0140,Calgary,T1X,18.0,17,1.06,0.0
2014-06-01,2,0140,Calgary,T3E,6.0,3,2.0,0.0
2014-06-01,2,0140,Calgary,T3L,1.0,1,1.0,0.0
2014-06-01,2,0140,Calgary,T3R,20.0,19,1.05,0.0
2014-06-01,2,0140,Calgary,T2X,31.0,30,1.03,0.0
2014-06-01,2,0140,Calgary,T3N,35.0,31,1.13,0.0
2014-06-01,2,0140,Calgary,T0L,2.0,2,1.0,0.0
2014-06-01,2,0140,Calgary,T2M,5.0,3,1.67,0.0
2014-06-01,2,0140,Calgary,T2Y,3.0,3,1.0,0.0
2014-06-01,2,0140,Calgary,T3M,114.0,104,1.1,0.02
2014-06-01,2,0140,Calgary,nan,70.0,68,1.03,0.03
2014-06-01,2,0140,Calgary,T2J,3.0,3,1.0,0.0
2014-06-01,2,0140,Calgary,T3H,10.0,10,1.0,0.0
2014-06-01,2,0140,Calgary,T3K,12.0,12,1.0,0.0
2014-06-01,2,0140,Calgary,T2C,4.0,2,2.0,2.5
2014-06-01,2,0140,Calgary,T3P,22.0,22,1.0,0.0
2014-09-01,3,0140,Calgary,T2X,35.0,34,1.03,0.0
2014-09-01,3,0140,Calgary,nan,59.0,59,1.0,0.03
2014-09-01,3,0140,Calgary,T2Z,21.0,21,1.0,0.0
2014-09-01,3,0140,Calgary,T2E,7.0,6,1.17,0.0
2014-09-01,3,0140,Calgary,T3M,91.0,84,1.08,0.02
