reference_period,metcode,metro,FSA,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt
2007,2410,Vancouver,V3Y,1.0,1.0,6.0,6,1.0,0.0
2007,2410,Vancouver,V4R,1.0,1.0,17.0,19,0.89,0.0
2007,2410,Vancouver,V5B,1.0,1.0,4.0,7,0.57,0.0
2007,2410,Vancouver,V5G,1.0,1.0,2.0,2,1.0,0.0
2007,2410,Vancouver,V5L,1.0,1.0,0.0,2,0.0,0.0
2007,2410,Vancouver,V5X,2.0,1.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V5Z,1.0,1.0,5.0,7,0.71,0.0
2007,2410,Vancouver,V6M,1.0,1.0,4.0,6,0.67,0.0
2007,2410,Vancouver,V6R,2.0,1.0,4.0,2,2.0,0.0
2007,2410,Vancouver,V6W,1.0,1.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V7A,1.0,3.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V7H,1.0,1.0,0.0,2,0.0,0.0
2007,2410,Vancouver,V7N,4.0,3.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V7S,4.0,3.0,4.0,4,1.0,0.0
2007,2410,Vancouver,nan,4.0,3.0,68.0,23,2.96,0.0
2007,2410,Vancouver,nan,5.0,1.0,30.0,15,2.0,2.0
2007,2410,Vancouver,V0N,1.0,1.0,2.0,9,0.22,0.0
2007,2410,Vancouver,V3B,5.0,1.0,2.0,1,2.0,2.0
2007,2410,Vancouver,V3J,1.0,1.0,3.0,3,1.0,0.0
2007,2410,Vancouver,V3S,2.0,3.0,3.0,2,1.5,0.0
2007,2410,Vancouver,V3X,1.0,1.0,3.0,5,0.6,0.0
2007,2410,Vancouver,V4K,1.0,1.0,0.0,2,0.0,0.0
2007,2410,Vancouver,V5E,1.0,1.0,6.0,8,0.75,0.0
2007,2410,Vancouver,V5J,1.0,1.0,6.0,8,0.75,0.0
2007,2410,Vancouver,V5N,1.0,1.0,3.0,8,0.38,0.0
2007,2410,Vancouver,V5R,2.0,1.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V5W,1.0,1.0,10.0,20,0.5,0.0
2007,2410,Vancouver,V6K,1.0,1.0,7.0,7,1.0,0.0
2007,2410,Vancouver,V6R,1.0,1.0,10.0,11,0.91,0.0
2007,2410,Vancouver,V6V,1.0,1.0,0.0,2,0.0,0.0
2007,2410,Vancouver,V7C,2.0,1.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V7G,1.0,1.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V7L,1.0,1.0,2.0,3,0.67,0.0
2007,2410,Vancouver,V7T,1.0,1.0,3.0,4,0.75,0.0
2007,2410,Vancouver,nan,1.0,3.0,11.0,12,0.92,0.0
2007,2410,Vancouver,nan,2.0,1.0,14.0,11,1.27,0.0
2007,2410,Vancouver,V3K,2.0,1.0,3.0,2,1.5,0.0
2007,2410,Vancouver,V3M,2.0,3.0,13.0,7,1.86,0.0
2007,2410,Vancouver,V3T,1.0,1.0,2.0,2,1.0,0.0
2007,2410,Vancouver,V4N,5.0,3.0,4.0,1,4.0,3.0
2007,2410,Vancouver,V5P,2.0,1.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V5S,2.0,1.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V6J,1.0,1.0,7.0,10,0.7,0.0
2007,2410,Vancouver,V6Y,1.0,1.0,1.0,2,0.5,0.0
2007,2410,Vancouver,V7E,1.0,1.0,6.0,8,0.75,0.0
2007,2410,Vancouver,V7P,1.0,1.0,2.0,4,0.5,0.0
2007,2410,Vancouver,V2W,1.0,1.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V3C,4.0,3.0,7.0,3,2.33,0.0
2007,2410,Vancouver,V3H,2.0,1.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V4C,1.0,1.0,10.0,12,0.83,0.0
2007,2410,Vancouver,V4R,2.0,3.0,2.0,12,0.17,0.0
2007,2410,Vancouver,V5C,1.0,1.0,2.0,3,0.67,0.0
2007,2410,Vancouver,V5P,1.0,1.0,1.0,5,0.2,0.0
2007,2410,Vancouver,V5R,1.0,1.0,10.0,19,0.53,0.0
2007,2410,Vancouver,V5X,1.0,1.0,5.0,16,0.31,0.0
2007,2410,Vancouver,V6N,1.0,1.0,11.0,13,0.85,0.0
2007,2410,Vancouver,V7L,2.0,1.0,3.0,2,1.5,0.0
2007,2410,Vancouver,V7R,1.0,1.0,5.0,7,0.71,0.0
2007,2410,Vancouver,nan,5.0,3.0,77.0,8,9.63,3.63
2007,2410,Vancouver,V2X,1.0,1.0,5.0,5,1.0,0.0
2007,2410,Vancouver,V3A,1.0,1.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V5Y,1.0,1.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V6H,1.0,1.0,4.0,4,1.0,0.0
2007,2410,Vancouver,V6P,1.0,1.0,17.0,19,0.89,0.0
2007,2410,Vancouver,V6Y,4.0,3.0,4.0,3,1.33,0.0
2007,2410,Vancouver,V7W,1.0,1.0,2.0,2,1.0,0.0
2007,2410,Vancouver,V1M,1.0,1.0,4.0,5,0.8,0.0
2007,2410,Vancouver,V2Z,1.0,1.0,1.0,2,0.5,0.0
2007,2410,Vancouver,V3J,2.0,1.0,3.0,2,1.5,0.0
2007,2410,Vancouver,V3L,2.0,1.0,0.0,1,0.0,0.0
2007,2410,Vancouver,V3V,2.0,1.0,7.0,5,1.4,0.0
2007,2410,Vancouver,V4A,1.0,1.0,12.0,15,0.8,0.0
2007,2410,Vancouver,V4W,1.0,1.0,7.0,9,0.78,0.0
2007,2410,Vancouver,V5H,1.0,1.0,3.0,3,1.0,0.0
2007,2410,Vancouver,V5H,2.0,1.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V5P,5.0,1.0,2.0,1,2.0,2.0
2007,2410,Vancouver,V5T,2.0,1.0,6.0,5,1.2,0.0
2007,2410,Vancouver,V5X,5.0,1.0,2.0,1,2.0,2.0
2007,2410,Vancouver,V6J,2.0,1.0,1.0,2,0.5,0.0
2007,2410,Vancouver,V6J,4.0,3.0,2.0,1,2.0,3.0
2007,2410,Vancouver,V6L,1.0,1.0,3.0,3,1.0,0.0
2007,2410,Vancouver,V6X,5.0,3.0,1.0,1,1.0,17.0
2007,2410,Vancouver,V7C,2.0,3.0,1.0,1,1.0,0.0
2007,2410,Vancouver,V7C,4.0,3.0,6.0,2,3.0,0.0
2007,2410,Vancouver,V7T,5.0,3.0,7.0,3,2.33,4.67
2007,2410,Vancouver,nan,1.0,1.0,316.0,437,0.72,0.0
2008,2410,Vancouver,V1M,1.0,1.0,13.0,13,1.0,0.0
2008,2410,Vancouver,V2W,1.0,1.0,4.0,4,1.0,0.0
2008,2410,Vancouver,V3A,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V3M,1.0,1.0,7.0,9,0.78,0.0
2008,2410,Vancouver,V3T,1.0,1.0,1.0,2,0.5,0.0
2008,2410,Vancouver,V4C,1.0,1.0,9.0,28,0.32,0.0
2008,2410,Vancouver,V4M,5.0,3.0,8.0,1,8.0,2.0
2008,2410,Vancouver,V5E,1.0,1.0,11.0,13,0.85,0.0
2008,2410,Vancouver,V5N,1.0,1.0,5.0,6,0.83,0.0
2008,2410,Vancouver,V6H,5.0,3.0,3.0,1,3.0,12.0
2008,2410,Vancouver,V6K,2.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V6K,5.0,3.0,3.0,1,3.0,3.0
2008,2410,Vancouver,V6R,5.0,3.0,1.0,1,1.0,4.0
2008,2410,Vancouver,V6Y,4.0,3.0,27.0,10,2.7,0.0
2008,2410,Vancouver,V7A,1.0,1.0,13.0,13,1.0,0.0
2008,2410,Vancouver,V7A,5.0,1.0,14.0,7,2.0,2.0
2008,2410,Vancouver,V7P,1.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,nan,1.0,1.0,430.0,514,0.84,0.0
2008,2410,Vancouver,V3E,4.0,3.0,5.0,2,2.5,0.0
2008,2410,Vancouver,V3S,4.0,3.0,25.0,17,1.47,0.0
2008,2410,Vancouver,V4B,1.0,1.0,1.0,2,0.5,0.0
2008,2410,Vancouver,V4K,1.0,1.0,5.0,7,0.71,0.0
2008,2410,Vancouver,V4M,1.0,1.0,2.0,3,0.67,0.0
2008,2410,Vancouver,V4N,1.0,1.0,39.0,45,0.87,0.0
2008,2410,Vancouver,V5A,5.0,3.0,1.0,1,1.0,11.0
2008,2410,Vancouver,V5J,2.0,1.0,3.0,3,1.0,0.0
2008,2410,Vancouver,V5R,4.0,1.0,3.0,1,3.0,0.0
2008,2410,Vancouver,V6C,5.0,3.0,15.0,3,5.0,38.33
2008,2410,Vancouver,V6L,1.0,1.0,3.0,3,1.0,0.0
2008,2410,Vancouver,V6M,5.0,3.0,3.0,1,3.0,12.0
2008,2410,Vancouver,V7E,4.0,3.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V7V,5.0,3.0,1.0,1,1.0,9.0
2008,2410,Vancouver,V2X,1.0,1.0,28.0,29,0.97,0.0
2008,2410,Vancouver,V3H,1.0,1.0,6.0,7,0.86,0.0
2008,2410,Vancouver,V3K,2.0,1.0,9.0,6,1.5,0.0
2008,2410,Vancouver,V3R,1.0,1.0,20.0,23,0.87,0.0
2008,2410,Vancouver,V3R,5.0,3.0,29.0,1,29.0,4.0
2008,2410,Vancouver,V3V,4.0,3.0,16.0,7,2.29,0.0
2008,2410,Vancouver,V5H,1.0,1.0,2.0,3,0.67,0.0
2008,2410,Vancouver,V5X,2.0,1.0,4.0,3,1.33,0.0
2008,2410,Vancouver,V6M,1.0,1.0,7.0,8,0.88,0.0
2008,2410,Vancouver,V7G,1.0,1.0,0.0,2,0.0,0.0
2008,2410,Vancouver,V7W,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,nan,1.0,3.0,26.0,26,1.0,0.0
2008,2410,Vancouver,nan,2.0,3.0,27.0,21,1.29,0.0
2008,2410,Vancouver,V2X,4.0,3.0,7.0,4,1.75,0.0
2008,2410,Vancouver,V2Z,5.0,1.0,2.0,1,2.0,2.0
2008,2410,Vancouver,V3B,1.0,1.0,7.0,7,1.0,0.0
2008,2410,Vancouver,V3B,4.0,3.0,12.0,5,2.4,0.0
2008,2410,Vancouver,V3C,5.0,1.0,4.0,2,2.0,2.0
2008,2410,Vancouver,V3E,1.0,1.0,8.0,13,0.62,0.0
2008,2410,Vancouver,V3T,5.0,3.0,36.0,1,36.0,4.0
2008,2410,Vancouver,V3W,5.0,3.0,19.0,1,19.0,4.0
2008,2410,Vancouver,V5C,2.0,1.0,5.0,3,1.67,0.0
2008,2410,Vancouver,V5K,1.0,1.0,7.0,7,1.0,0.0
2008,2410,Vancouver,V5N,2.0,1.0,9.0,5,1.8,0.0
2008,2410,Vancouver,V5Z,2.0,1.0,2.0,1,2.0,0.0
2008,2410,Vancouver,V6R,1.0,1.0,21.0,22,0.95,0.0
2008,2410,Vancouver,V7A,2.0,3.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V7J,1.0,1.0,1.0,2,0.5,0.0
2008,2410,Vancouver,V3C,4.0,1.0,2.0,1,2.0,0.0
2008,2410,Vancouver,V3K,1.0,1.0,3.0,3,1.0,0.0
2008,2410,Vancouver,V3K,5.0,1.0,4.0,2,2.0,2.0
2008,2410,Vancouver,V3K,5.0,3.0,35.0,1,35.0,18.0
2008,2410,Vancouver,V3M,2.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V3N,1.0,1.0,20.0,23,0.87,0.0
2008,2410,Vancouver,V3W,2.0,3.0,3.0,5,0.6,0.0
2008,2410,Vancouver,V4L,1.0,1.0,1.0,3,0.33,0.0
2008,2410,Vancouver,V4M,2.0,1.0,2.0,1,2.0,0.0
2008,2410,Vancouver,V4R,1.0,1.0,35.0,42,0.83,0.0
2008,2410,Vancouver,V4R,2.0,3.0,4.0,2,2.0,0.0
2008,2410,Vancouver,V4W,4.0,3.0,3.0,2,1.5,0.0
2008,2410,Vancouver,V5C,1.0,1.0,6.0,6,1.0,0.0
2008,2410,Vancouver,V5M,1.0,1.0,5.0,5,1.0,0.0
2008,2410,Vancouver,V5P,1.0,1.0,1.0,2,0.5,0.0
2008,2410,Vancouver,V5R,2.0,1.0,2.0,1,2.0,0.0
2008,2410,Vancouver,V5Y,2.0,1.0,2.0,1,2.0,0.0
2008,2410,Vancouver,V6P,1.0,1.0,25.0,27,0.93,0.0
2008,2410,Vancouver,V6X,5.0,3.0,33.0,1,33.0,15.0
2008,2410,Vancouver,V7L,2.0,1.0,5.0,4,1.25,0.0
2008,2410,Vancouver,V7R,4.0,3.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V7S,4.0,3.0,3.0,3,1.0,0.0
2008,2410,Vancouver,V7S,5.0,3.0,2.0,1,2.0,3.0
2008,2410,Vancouver,V7T,1.0,1.0,17.0,17,1.0,0.0
2008,2410,Vancouver,V7V,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V7W,2.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,nan,4.0,3.0,123.0,49,2.51,0.16
2008,2410,Vancouver,nan,5.0,1.0,62.0,31,2.0,2.0
2008,2410,Vancouver,V2Z,1.0,1.0,3.0,4,0.75,0.0
2008,2410,Vancouver,V3C,4.0,3.0,4.0,2,2.0,0.0
2008,2410,Vancouver,V3E,5.0,1.0,6.0,3,2.0,2.0
2008,2410,Vancouver,V3J,2.0,1.0,2.0,1,2.0,0.0
2008,2410,Vancouver,V3J,5.0,1.0,16.0,8,2.0,2.0
2008,2410,Vancouver,V3N,2.0,1.0,13.0,8,1.63,0.0
2008,2410,Vancouver,V3W,4.0,3.0,15.0,4,3.75,0.0
2008,2410,Vancouver,V4C,4.0,3.0,5.0,1,5.0,0.0
2008,2410,Vancouver,V4W,1.0,1.0,7.0,8,0.88,0.0
2008,2410,Vancouver,V5J,1.0,1.0,11.0,12,0.92,0.0
2008,2410,Vancouver,V5R,1.0,1.0,17.0,20,0.85,0.0
2008,2410,Vancouver,V5S,1.0,1.0,10.0,23,0.43,0.0
2008,2410,Vancouver,V5S,5.0,1.0,2.0,1,2.0,2.0
2008,2410,Vancouver,V5V,1.0,1.0,8.0,8,1.0,0.0
2008,2410,Vancouver,V5Z,4.0,3.0,11.0,2,5.5,3.0
2008,2410,Vancouver,V6H,1.0,1.0,2.0,3,0.67,0.0
2008,2410,Vancouver,V6K,1.0,1.0,5.0,7,0.71,0.0
2008,2410,Vancouver,V7H,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V3B,5.0,3.0,1.0,1,1.0,3.0
2008,2410,Vancouver,V3C,5.0,3.0,66.0,3,22.0,4.0
2008,2410,Vancouver,V3K,4.0,3.0,7.0,4,1.75,0.0
2008,2410,Vancouver,V3S,2.0,3.0,6.0,8,0.75,0.0
2008,2410,Vancouver,V4B,5.0,3.0,24.0,2,12.0,19.0
2008,2410,Vancouver,V4N,4.0,3.0,23.0,11,2.09,0.0
2008,2410,Vancouver,V5B,2.0,1.0,3.0,3,1.0,0.0
2008,2410,Vancouver,V5E,4.0,3.0,3.0,1,3.0,3.0
2008,2410,Vancouver,V5L,4.0,3.0,4.0,1,4.0,3.0
2008,2410,Vancouver,V5M,2.0,1.0,2.0,1,2.0,0.0
2008,2410,Vancouver,V5T,2.0,1.0,8.0,6,1.33,0.0
2008,2410,Vancouver,V6A,5.0,3.0,3.0,1,3.0,9.0
2008,2410,Vancouver,V6J,1.0,1.0,3.0,4,0.75,0.0
2008,2410,Vancouver,V7L,5.0,3.0,2.0,1,2.0,3.0
2008,2410,Vancouver,V7N,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V7T,5.0,3.0,1.0,1,1.0,5.0
2008,2410,Vancouver,nan,2.0,1.0,30.0,18,1.67,0.0
2008,2410,Vancouver,V2X,5.0,3.0,6.0,1,6.0,4.0
2008,2410,Vancouver,V3B,5.0,1.0,4.0,2,2.0,2.0
2008,2410,Vancouver,V3J,1.0,1.0,3.0,3,1.0,0.0
2008,2410,Vancouver,V3S,1.0,1.0,82.0,110,0.75,0.0
2008,2410,Vancouver,V3X,1.0,1.0,4.0,7,0.57,0.0
2008,2410,Vancouver,V5B,1.0,1.0,8.0,9,0.89,0.0
2008,2410,Vancouver,V5E,2.0,1.0,6.0,3,2.0,0.0
2008,2410,Vancouver,V5G,1.0,1.0,8.0,8,1.0,0.0
2008,2410,Vancouver,V5G,2.0,1.0,17.0,12,1.42,0.0
2008,2410,Vancouver,V5H,2.0,1.0,3.0,2,1.5,0.0
2008,2410,Vancouver,V5L,2.0,1.0,4.0,2,2.0,0.0
2008,2410,Vancouver,V5W,4.0,3.0,6.0,1,6.0,2.0
2008,2410,Vancouver,V5W,5.0,1.0,4.0,2,2.0,2.0
2008,2410,Vancouver,V6P,2.0,1.0,3.0,2,1.5,0.0
2008,2410,Vancouver,V6S,1.0,1.0,5.0,5,1.0,0.0
2008,2410,Vancouver,V7A,4.0,3.0,9.0,4,2.25,0.0
2008,2410,Vancouver,V7C,5.0,1.0,6.0,3,2.0,2.0
2008,2410,Vancouver,V7M,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V1M,4.0,3.0,8.0,3,2.67,0.0
2008,2410,Vancouver,V2Y,1.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V3L,1.0,1.0,2.0,5,0.4,0.0
2008,2410,Vancouver,V5R,4.0,3.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V5Z,1.0,1.0,5.0,5,1.0,0.0
2008,2410,Vancouver,V6N,1.0,1.0,14.0,16,0.88,0.0
2008,2410,Vancouver,V6X,4.0,3.0,4.0,1,4.0,0.0
2008,2410,Vancouver,V7E,5.0,1.0,4.0,2,2.0,2.0
2008,2410,Vancouver,nan,5.0,3.0,203.0,21,9.67,6.57
2008,2410,Vancouver,V0N,1.0,1.0,4.0,8,0.5,0.0
2008,2410,Vancouver,V3H,4.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V3M,5.0,3.0,1.0,1,1.0,20.0
2008,2410,Vancouver,V3V,1.0,1.0,12.0,19,0.63,0.0
2008,2410,Vancouver,V3W,1.0,1.0,23.0,30,0.77,0.0
2008,2410,Vancouver,V3Y,1.0,1.0,4.0,4,1.0,0.0
2008,2410,Vancouver,V4A,1.0,1.0,9.0,9,1.0,0.0
2008,2410,Vancouver,V4A,5.0,3.0,54.0,3,18.0,4.0
2008,2410,Vancouver,V4K,4.0,3.0,3.0,2,1.5,0.0
2008,2410,Vancouver,V5A,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V5A,2.0,1.0,4.0,2,2.0,0.0
2008,2410,Vancouver,V5L,1.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V5W,1.0,1.0,7.0,7,1.0,0.0
2008,2410,Vancouver,V5X,1.0,1.0,5.0,5,1.0,0.0
2008,2410,Vancouver,V6J,2.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V6V,1.0,1.0,1.0,1,1.0,0.0
2008,2410,Vancouver,V6Y,5.0,3.0,4.0,2,2.0,14.5
2008,2410,Vancouver,V7C,1.0,1.0,21.0,22,0.95,0.0
2008,2410,Vancouver,V7E,1.0,1.0,11.0,11,1.0,0.0
2008,2410,Vancouver,V7K,1.0,1.0,2.0,2,1.0,0.0
2008,2410,Vancouver,V7L,1.0,1.0,3.0,5,0.6,0.0
2008,2410,Vancouver,V7R,1.0,1.0,13.0,13,1.0,0.0
2008,2410,Vancouver,V7S,1.0,1.0,12.0,15,0.8,0.0
2009,2410,Vancouver,V3A,5.0,3.0,2.0,1,2.0,4.0
2009,2410,Vancouver,V3K,2.0,1.0,4.0,2,2.0,0.0
2009,2410,Vancouver,V3V,1.0,1.0,5.0,5,1.0,0.0
2009,2410,Vancouver,V4C,1.0,1.0,6.0,6,1.0,0.0
2009,2410,Vancouver,V4C,2.0,1.0,2.0,1,2.0,0.0
2009,2410,Vancouver,V4W,4.0,3.0,3.0,2,1.5,0.0
2009,2410,Vancouver,V5E,1.0,1.0,4.0,4,1.0,0.0
2009,2410,Vancouver,V5H,2.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V5J,4.0,3.0,3.0,1,3.0,3.0
2009,2410,Vancouver,V5N,2.0,1.0,13.0,7,1.86,0.0
2009,2410,Vancouver,V5R,4.0,3.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V5R,5.0,1.0,2.0,1,2.0,2.0
2009,2410,Vancouver,V5S,1.0,1.0,6.0,6,1.0,0.0
2009,2410,Vancouver,V5X,2.0,1.0,2.0,1,2.0,0.0
2009,2410,Vancouver,V5Z,2.0,1.0,3.0,2,1.5,0.0
2009,2410,Vancouver,V6P,1.0,1.0,15.0,15,1.0,0.0
2009,2410,Vancouver,V6P,2.0,1.0,2.0,2,1.0,0.0
2009,2410,Vancouver,V6X,5.0,3.0,2.0,1,2.0,13.0
2009,2410,Vancouver,V6Y,1.0,1.0,2.0,2,1.0,0.0
2009,2410,Vancouver,V6Y,5.0,3.0,12.0,3,4.0,5.33
2009,2410,Vancouver,V7A,1.0,1.0,7.0,7,1.0,0.0
2009,2410,Vancouver,V7A,2.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V7A,5.0,1.0,8.0,4,2.0,2.0
2009,2410,Vancouver,V7A,5.0,3.0,4.0,1,4.0,3.0
2009,2410,Vancouver,V7R,1.0,1.0,7.0,7,1.0,0.0
2009,2410,Vancouver,nan,5.0,1.0,30.0,15,2.0,1.87
2009,2410,Vancouver,V2W,1.0,1.0,3.0,3,1.0,0.0
2009,2410,Vancouver,V3W,1.0,1.0,5.0,5,1.0,0.0
2009,2410,Vancouver,V4K,1.0,1.0,7.0,7,1.0,0.0
2009,2410,Vancouver,V4R,4.0,3.0,5.0,2,2.5,0.0
2009,2410,Vancouver,V5T,2.0,1.0,6.0,3,2.0,0.0
2009,2410,Vancouver,V5V,4.0,3.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V6C,5.0,3.0,5.0,2,2.5,42.0
2009,2410,Vancouver,V6N,1.0,1.0,11.0,11,1.0,0.0
2009,2410,Vancouver,V7W,1.0,1.0,4.0,4,1.0,0.0
2009,2410,Vancouver,nan,1.0,3.0,2.0,2,1.0,0.0
2009,2410,Vancouver,V2X,4.0,3.0,2.0,2,1.0,0.0
2009,2410,Vancouver,V2Y,1.0,1.0,4.0,4,1.0,0.0
2009,2410,Vancouver,V3M,5.0,3.0,3.0,1,3.0,4.0
2009,2410,Vancouver,V4E,4.0,3.0,4.0,2,2.0,0.0
2009,2410,Vancouver,V4M,1.0,1.0,2.0,2,1.0,0.0
2009,2410,Vancouver,V4M,5.0,3.0,5.0,1,5.0,2.0
2009,2410,Vancouver,V4N,1.0,1.0,14.0,14,1.0,0.0
2009,2410,Vancouver,V4N,5.0,3.0,2.0,1,2.0,3.0
2009,2410,Vancouver,V5G,5.0,3.0,12.0,2,6.0,16.0
2009,2410,Vancouver,V5M,5.0,1.0,2.0,1,2.0,2.0
2009,2410,Vancouver,V5P,1.0,1.0,3.0,3,1.0,0.0
2009,2410,Vancouver,V6A,5.0,3.0,73.0,3,24.33,8.67
2009,2410,Vancouver,V6J,1.0,1.0,6.0,6,1.0,0.0
2009,2410,Vancouver,V6K,5.0,3.0,2.0,1,2.0,3.0
2009,2410,Vancouver,V6L,1.0,1.0,3.0,3,1.0,0.0
2009,2410,Vancouver,V6R,1.0,1.0,15.0,15,1.0,0.0
2009,2410,Vancouver,V6S,1.0,1.0,4.0,4,1.0,0.0
2009,2410,Vancouver,V7A,2.0,3.0,4.0,2,2.0,0.0
2009,2410,Vancouver,V7G,2.0,3.0,2.0,2,1.0,0.0
2009,2410,Vancouver,V7N,1.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V7V,1.0,1.0,4.0,4,1.0,0.0
2009,2410,Vancouver,V0N,1.0,1.0,2.0,2,1.0,0.0
2009,2410,Vancouver,V1M,1.0,1.0,3.0,3,1.0,0.0
2009,2410,Vancouver,V3R,4.0,3.0,3.0,3,1.0,0.0
2009,2410,Vancouver,V4B,4.0,3.0,4.0,1,4.0,0.0
2009,2410,Vancouver,V4M,2.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V4W,5.0,1.0,2.0,1,2.0,2.0
2009,2410,Vancouver,V5A,2.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V5B,2.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V5M,1.0,1.0,7.0,7,1.0,0.0
2009,2410,Vancouver,V5S,5.0,1.0,4.0,2,2.0,2.0
2009,2410,Vancouver,V5X,1.0,1.0,5.0,5,1.0,0.0
2009,2410,Vancouver,V6H,1.0,1.0,3.0,3,1.0,0.0
2009,2410,Vancouver,V6H,5.0,3.0,2.0,1,2.0,12.0
2009,2410,Vancouver,V6V,1.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,nan,5.0,3.0,252.0,30,8.4,9.67
2009,2410,Vancouver,V2X,1.0,1.0,6.0,6,1.0,0.0
2009,2410,Vancouver,V3K,5.0,1.0,8.0,4,2.0,2.0
2009,2410,Vancouver,V3R,1.0,1.0,3.0,3,1.0,0.0
2009,2410,Vancouver,V3S,5.0,3.0,55.0,2,27.5,4.0
2009,2410,Vancouver,V4A,5.0,3.0,5.0,2,2.5,4.0
2009,2410,Vancouver,V4B,1.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V4B,5.0,3.0,12.0,2,6.0,19.0
2009,2410,Vancouver,V4N,4.0,3.0,21.0,8,2.63,0.0
2009,2410,Vancouver,V5B,1.0,1.0,6.0,6,1.0,0.0
2009,2410,Vancouver,V5G,2.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V5L,5.0,3.0,7.0,1,7.0,4.0
2009,2410,Vancouver,V5R,2.0,1.0,6.0,3,2.0,0.0
2009,2410,Vancouver,V5V,5.0,1.0,2.0,1,2.0,2.0
2009,2410,Vancouver,V5Z,5.0,3.0,1.0,1,1.0,10.0
2009,2410,Vancouver,V6M,1.0,1.0,5.0,5,1.0,0.0
2009,2410,Vancouver,V6P,4.0,3.0,5.0,2,2.5,3.0
2009,2410,Vancouver,V7E,1.0,1.0,9.0,9,1.0,0.0
2009,2410,Vancouver,V7L,4.0,3.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V7S,1.0,1.0,23.0,23,1.0,0.0
2009,2410,Vancouver,V7S,4.0,3.0,3.0,3,1.0,0.0
2009,2410,Vancouver,nan,1.0,1.0,166.0,166,1.0,0.0
2009,2410,Vancouver,nan,4.0,3.0,76.0,36,2.11,0.08
2009,2410,Vancouver,V3B,5.0,3.0,20.0,2,10.0,4.0
2009,2410,Vancouver,V3J,5.0,3.0,2.0,1,2.0,26.0
2009,2410,Vancouver,V3W,5.0,3.0,31.0,2,15.5,4.0
2009,2410,Vancouver,V5A,1.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V5E,5.0,3.0,6.0,2,3.0,21.5
2009,2410,Vancouver,V5J,5.0,3.0,2.0,1,2.0,4.0
2009,2410,Vancouver,V5L,2.0,1.0,2.0,1,2.0,0.0
2009,2410,Vancouver,V5L,4.0,3.0,4.0,2,2.0,2.5
2009,2410,Vancouver,V5P,2.0,1.0,3.0,2,1.5,0.0
2009,2410,Vancouver,V5R,1.0,1.0,7.0,7,1.0,0.0
2009,2410,Vancouver,V5V,1.0,1.0,1.0,1,1.0,0.0
2009,2410,Vancouver,V5Z,1.0,1.0,4.0,4,1.0,0.0
2009,2410,Vancouver,V5Z,4.0,3.0,13.0,5,2.6,3.0
