reference_period,ref_qq,metcode,metro,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2002-06-01,2,1265,Ottawa,231.0,398,0.58,0.0,2.01
2002-09-01,3,1265,Ottawa,205.0,502,0.41,0.0,1.78
2002-12-01,4,1265,Ottawa,226.0,565,0.4,0.0,1.95
2003-03-01,1,1265,Ottawa,206.0,404,0.51,0.0,1.78
2003-06-01,2,1265,Ottawa,188.0,419,0.45,0.0,1.62
2003-09-01,3,1265,Ottawa,150.0,434,0.35,0.0,1.29
2003-12-01,4,1265,Ottawa,167.0,435,0.38,0.0,1.43
2004-03-01,1,1265,Ottawa,207.0,303,0.68,0.0,1.77
2004-06-01,2,1265,Ottawa,237.0,401,0.59,0.0,2.02
2004-09-01,3,1265,Ottawa,271.0,518,0.52,0.0,2.31
2004-12-01,4,1265,Ottawa,302.0,480,0.63,0.0,2.57
2005-03-01,1,1265,Ottawa,276.0,352,0.78,0.0,2.34
2005-06-01,2,1265,Ottawa,298.0,391,0.76,0.0,2.52
2005-09-01,3,1265,Ottawa,301.0,378,0.8,0.0,2.54
2005-12-01,4,1265,Ottawa,414.0,557,0.74,0.0,3.48
2006-03-01,1,1265,Ottawa,277.0,329,0.84,0.0,2.32
2006-06-01,2,1265,Ottawa,235.0,327,0.72,0.0,1.97
2006-09-01,3,1265,Ottawa,257.0,421,0.61,0.03,2.14
2006-12-01,4,1265,Ottawa,238.0,396,0.6,0.03,1.98
2007-03-01,1,1265,Ottawa,231.0,296,0.78,0.04,1.91
2007-06-01,2,1265,Ottawa,319.0,361,0.88,0.06,2.63
2007-09-01,3,1265,Ottawa,391.0,405,0.97,0.05,3.21
2007-12-01,4,1265,Ottawa,399.0,389,1.03,0.07,3.26
2008-03-01,1,1265,Ottawa,309.0,311,0.99,0.08,2.52
2008-06-01,2,1265,Ottawa,274.0,391,0.7,0.06,2.22
2008-09-01,3,1265,Ottawa,239.0,344,0.69,0.09,1.93
2008-12-01,4,1265,Ottawa,287.0,448,0.64,0.07,2.31
2009-03-01,1,1265,Ottawa,297.0,323,0.92,0.15,2.38
2009-06-01,2,1265,Ottawa,293.0,413,0.71,0.11,2.34
2009-09-01,3,1265,Ottawa,286.0,120,2.38,0.39,2.27
2009-12-01,4,1265,Ottawa,287.0,113,2.54,0.34,2.27
2010-03-01,1,1265,Ottawa,273.0,114,2.39,0.33,2.15
2010-06-01,2,1265,Ottawa,272.0,103,2.64,0.21,2.13
2010-09-01,3,1265,Ottawa,238.0,109,2.18,0.08,1.86
2010-12-01,4,1265,Ottawa,275.0,121,2.27,0.07,2.14
2011-03-01,1,1265,Ottawa,351.0,151,2.32,0.06,2.72
2011-06-01,2,1265,Ottawa,309.0,151,2.05,0.06,2.39
2011-09-01,3,1265,Ottawa,319.0,118,2.7,0.19,2.46
2011-12-01,4,1265,Ottawa,312.0,158,1.97,0.33,2.4
2012-03-01,1,1265,Ottawa,372.0,158,2.35,0.32,2.85
2012-06-01,2,1265,Ottawa,305.0,184,1.66,1.2,2.33
2012-09-01,3,1265,Ottawa,337.0,203,1.66,1.17,2.57
2012-12-01,4,1265,Ottawa,433.0,186,2.33,1.23,3.3
2013-03-01,1,1265,Ottawa,418.0,176,2.38,1.32,3.17
2013-06-01,2,1265,Ottawa,493.0,184,2.68,1.66,3.74
2013-09-01,3,1265,Ottawa,408.0,177,2.31,1.3,3.09
2013-12-01,4,1265,Ottawa,426.0,156,2.73,1.34,3.21
2014-03-01,1,1265,Ottawa,338.0,180,1.88,0.47,2.55
2014-06-01,2,1265,Ottawa,296.0,149,1.99,0.35,2.22
2014-09-01,3,1265,Ottawa,430.0,152,2.83,1.04,3.23
2014-12-01,4,1265,Ottawa,555.0,167,3.32,1.41,4.16
2015-03-01,1,1265,Ottawa,640.0,167,3.83,1.63,4.78
2015-06-01,2,1265,Ottawa,644.0,185,3.48,1.49,4.79
2015-09-01,3,1265,Ottawa,847.0,241,3.51,1.41,6.28
2015-12-01,4,1265,Ottawa,897.0,236,3.8,1.28,6.62
2016-03-01,1,1265,Ottawa,965.0,288,3.35,1.16,7.09
2016-06-01,2,1265,Ottawa,889.0,263,3.38,1.29,6.5
2016-09-01,3,1265,Ottawa,866.0,271,3.2,1.28,6.3
2016-12-01,4,1265,Ottawa,838.0,274,3.06,1.31,6.07
2017-03-01,1,1265,Ottawa,704.0,257,2.74,1.25,5.07
2017-06-01,2,1265,Ottawa,672.0,238,2.82,1.33,4.82
2017-09-01,3,1265,Ottawa,636.0,225,2.83,1.5,4.54
2017-12-01,4,1265,Ottawa,684.0,250,2.74,1.3,4.86
2018-03-01,1,1265,Ottawa,581.0,227,2.56,1.37,4.11
2018-06-01,2,1265,Ottawa,465.0,210,2.21,1.34,3.27
2018-09-01,3,1265,Ottawa,709.0,193,3.67,0.98,4.96
2018-12-01,4,1265,Ottawa,424.0,191,2.22,0.99,2.95
2019-03-01,1,1265,Ottawa,413.0,203,2.03,0.67,2.87
2019-06-01,2,1265,Ottawa,339.0,174,1.95,0.8,2.34
2019-09-01,3,1265,Ottawa,341.0,175,1.95,0.75,2.34
2019-12-01,4,1265,Ottawa,348.0,176,1.98,0.63,2.38
2020-03-01,1,1265,Ottawa,353.0,201,1.76,0.51,2.41
2020-06-01,2,1265,Ottawa,303.0,192,1.58,0.17,2.06
2020-09-01,3,1265,Ottawa,334.0,217,1.54,0.14,2.28
2020-12-01,4,1265,Ottawa,262.0,177,1.48,0.14,1.78
2021-03-01,1,1265,Ottawa,317.0,190,1.67,0.08,2.15
2021-06-01,2,1265,Ottawa,265.0,164,1.62,0.07,1.79
2021-09-01,3,1265,Ottawa,235.0,151,1.56,0.07,1.58
2021-12-01,4,1265,Ottawa,206.0,138,1.49,0.09,1.38
2022-03-01,1,1265,Ottawa,193.0,132,1.46,0.05,1.28
2022-06-01,2,1265,Ottawa,185.0,136,1.36,0.05,1.23
2022-09-01,3,1265,Ottawa,197.0,141,1.4,0.03,1.3
2022-12-01,4,1265,Ottawa,229.0,156,1.47,0.08,1.5
2023-03-01,1,1265,Ottawa,242.0,257,0.94,0.04,1.58
2023-06-01,2,1265,Ottawa,259.0,168,1.54,0.04,1.67
2023-09-01,3,1265,Ottawa,268.0,172,1.56,0.04,1.72
2023-12-01,4,1265,Ottawa,265.0,176,1.51,0.04,1.68
1988-06-01,2,1400,Quebec,978.0,781,1.25,0.0,15.24
1988-09-01,3,1400,Quebec,1027.0,729,1.41,0.0,15.94
1988-12-01,4,1400,Quebec,1080.0,653,1.65,0.0,16.7
1989-03-01,1,1400,Quebec,1025.0,525,1.95,0.0,15.79
1989-06-01,2,1400,Quebec,862.0,998,0.86,0.0,13.23
1989-09-01,3,1400,Quebec,783.0,672,1.17,0.0,11.96
1989-12-01,4,1400,Quebec,844.0,616,1.37,0.0,12.84
1990-03-01,1,1400,Quebec,803.0,534,1.5,0.0,12.17
1990-06-01,2,1400,Quebec,670.0,1141,0.59,0.0,10.12
1990-09-01,3,1400,Quebec,705.0,707,1.0,0.0,10.6
1990-12-01,4,1400,Quebec,725.0,658,1.1,0.0,10.86
1991-03-01,1,1400,Quebec,676.0,487,1.39,0.0,10.1
1991-06-01,2,1400,Quebec,763.0,931,0.82,0.0,11.37
1991-09-01,3,1400,Quebec,735.0,726,1.01,0.0,10.94
1991-12-01,4,1400,Quebec,836.0,681,1.23,0.0,12.41
1992-03-01,1,1400,Quebec,874.0,565,1.55,0.01,12.94
1992-06-01,2,1400,Quebec,975.0,844,1.16,0.0,14.4
1992-09-01,3,1400,Quebec,901.0,837,1.08,0.0,13.25
1992-12-01,4,1400,Quebec,952.0,639,1.49,0.0,13.97
1993-03-01,1,1400,Quebec,967.0,586,1.65,0.0,14.16
1993-06-01,2,1400,Quebec,937.0,851,1.1,0.0,13.69
1993-09-01,3,1400,Quebec,1040.0,733,1.42,0.0,15.17
1993-12-01,4,1400,Quebec,960.0,616,1.56,0.0,13.98
1994-03-01,1,1400,Quebec,906.0,490,1.85,0.0,13.18
1994-06-01,2,1400,Quebec,974.0,875,1.11,0.0,14.16
1994-09-01,3,1400,Quebec,925.0,630,1.47,0.0,13.45
1994-12-01,4,1400,Quebec,910.0,528,1.72,0.0,13.22
1995-03-01,1,1400,Quebec,930.0,460,2.02,0.0,13.5
1995-06-01,2,1400,Quebec,912.0,635,1.44,0.0,13.23
1995-09-01,3,1400,Quebec,786.0,576,1.36,0.0,11.38
1995-12-01,4,1400,Quebec,697.0,381,1.83,0.0,10.08
1996-03-01,1,1400,Quebec,749.0,347,2.16,0.0,10.82
1996-06-01,2,1400,Quebec,600.0,357,1.68,0.0,8.66
1996-09-01,3,1400,Quebec,524.0,403,1.3,0.0,7.56
1996-12-01,4,1400,Quebec,494.0,297,1.66,0.0,7.12
1997-03-01,1,1400,Quebec,349.0,243,1.44,0.0,5.03
1997-06-01,2,1400,Quebec,319.0,331,0.96,0.0,4.59
1997-09-01,3,1400,Quebec,288.0,307,0.94,0.0,4.15
1997-12-01,4,1400,Quebec,290.0,270,1.07,0.0,4.17
1998-03-01,1,1400,Quebec,330.0,238,1.39,0.0,4.74
1998-06-01,2,1400,Quebec,254.0,319,0.8,0.0,3.65
1998-09-01,3,1400,Quebec,271.0,277,0.98,0.0,3.89
1998-12-01,4,1400,Quebec,271.0,230,1.18,0.0,3.88
1999-03-01,1,1400,Quebec,267.0,219,1.22,0.0,3.82
1999-06-01,2,1400,Quebec,221.0,233,0.95,0.0,3.16
1999-09-01,3,1400,Quebec,174.0,342,0.51,0.0,2.49
1999-12-01,4,1400,Quebec,269.0,159,1.69,0.0,3.84
2000-03-01,1,1400,Quebec,252.0,136,1.85,0.0,3.59
2000-06-01,2,1400,Quebec,260.0,333,0.78,0.0,3.7
2000-09-01,3,1400,Quebec,171.0,138,1.24,0.0,2.43
2000-12-01,4,1400,Quebec,152.0,145,1.05,0.0,2.16
2001-03-01,1,1400,Quebec,170.0,199,0.85,0.0,2.41
2001-06-01,2,1400,Quebec,195.0,347,0.56,0.0,2.76
2001-09-01,3,1400,Quebec,120.0,192,0.63,0.0,1.69
2001-12-01,4,1400,Quebec,109.0,236,0.46,0.0,1.54
2002-03-01,1,1400,Quebec,131.0,203,0.65,0.0,1.84
2002-06-01,2,1400,Quebec,144.0,499,0.29,0.0,2.02
2002-09-01,3,1400,Quebec,81.0,265,0.31,0.0,1.14
2002-12-01,4,1400,Quebec,84.0,201,0.42,0.0,1.18
2003-03-01,1,1400,Quebec,79.0,176,0.45,0.0,1.11
2003-06-01,2,1400,Quebec,226.0,583,0.39,0.0,3.16
2003-09-01,3,1400,Quebec,140.0,434,0.32,0.0,1.95
2003-12-01,4,1400,Quebec,153.0,259,0.59,0.0,2.13
2004-03-01,1,1400,Quebec,244.0,259,0.94,0.0,3.39
2004-06-01,2,1400,Quebec,283.0,473,0.6,0.0,3.92
2004-09-01,3,1400,Quebec,254.0,252,1.01,0.04,3.52
2004-12-01,4,1400,Quebec,229.0,166,1.38,0.05,3.17
2005-03-01,1,1400,Quebec,272.0,271,1.0,0.06,3.76
2005-06-01,2,1400,Quebec,311.0,383,0.81,0.06,4.29
2005-09-01,3,1400,Quebec,350.0,337,1.04,0.17,4.82
2005-12-01,4,1400,Quebec,344.0,319,1.08,0.14,4.72
2006-03-01,1,1400,Quebec,334.0,282,1.18,0.13,4.57
2006-06-01,2,1400,Quebec,268.0,407,0.66,0.19,3.66
2006-09-01,3,1400,Quebec,500.0,455,1.1,0.43,6.8
2006-12-01,4,1400,Quebec,422.0,397,1.06,0.56,5.72
2007-03-01,1,1400,Quebec,436.0,323,1.35,0.75,5.89
2007-06-01,2,1400,Quebec,358.0,399,0.9,0.51,4.82
2007-09-01,3,1400,Quebec,307.0,370,0.83,0.59,4.12
2007-12-01,4,1400,Quebec,293.0,316,0.93,0.62,3.92
2008-03-01,1,1400,Quebec,290.0,235,1.23,0.69,3.87
2008-06-01,2,1400,Quebec,292.0,416,0.7,0.42,3.88
2008-09-01,3,1400,Quebec,329.0,400,0.82,0.44,4.36
2008-12-01,4,1400,Quebec,347.0,380,0.91,0.49,4.58
2009-03-01,1,1400,Quebec,377.0,275,1.37,0.61,4.96
2009-06-01,2,1400,Quebec,448.0,405,1.11,0.38,5.88
2009-09-01,3,1400,Quebec,428.0,217,1.97,1.06,5.6
2009-12-01,4,1400,Quebec,469.0,223,2.1,0.8,6.11
2010-03-01,1,1400,Quebec,414.0,216,1.92,0.8,5.38
2010-06-01,2,1400,Quebec,483.0,243,1.99,0.59,6.26
2010-09-01,3,1400,Quebec,444.0,211,2.1,0.73,5.73
2010-12-01,4,1400,Quebec,582.0,275,2.12,0.59,7.49
2011-03-01,1,1400,Quebec,576.0,280,2.06,0.56,7.39
2011-06-01,2,1400,Quebec,594.0,302,1.97,0.68,7.61
2011-09-01,3,1400,Quebec,709.0,315,2.25,0.48,9.07
2011-12-01,4,1400,Quebec,774.0,365,2.12,0.41,9.88
2012-03-01,1,1400,Quebec,715.0,363,1.97,0.36,9.11
2012-06-01,2,1400,Quebec,697.0,302,2.31,0.97,8.87
2012-09-01,3,1400,Quebec,1103.0,353,3.12,1.28,14.01
2012-12-01,4,1400,Quebec,1351.0,365,3.7,1.54,17.13
2013-03-01,1,1400,Quebec,1151.0,409,2.81,1.32,14.57
2013-06-01,2,1400,Quebec,1033.0,375,2.75,1.33,13.06
2013-09-01,3,1400,Quebec,996.0,336,2.96,1.45,12.57
2013-12-01,4,1400,Quebec,960.0,376,2.55,1.44,12.09
2014-03-01,1,1400,Quebec,981.0,376,2.61,1.47,12.34
2014-06-01,2,1400,Quebec,865.0,365,2.37,1.36,10.86
2014-09-01,3,1400,Quebec,909.0,348,2.61,1.39,11.4
2014-12-01,4,1400,Quebec,939.0,379,2.48,1.15,11.76
2015-03-01,1,1400,Quebec,950.0,393,2.42,1.11,11.88
2015-06-01,2,1400,Quebec,887.0,360,2.46,1.19,11.07
2015-09-01,3,1400,Quebec,762.0,354,2.15,1.16,9.49
2015-12-01,4,1400,Quebec,808.0,359,2.25,1.2,10.05
2016-03-01,1,1400,Quebec,710.0,331,2.15,1.21,8.81
2016-06-01,2,1400,Quebec,567.0,248,2.29,1.37,7.03
2016-09-01,3,1400,Quebec,619.0,252,2.46,1.14,7.66
2016-12-01,4,1400,Quebec,546.0,255,2.14,1.1,6.75
2017-03-01,1,1400,Quebec,547.0,243,2.25,1.16,6.75
2017-06-01,2,1400,Quebec,524.0,227,2.31,1.2,6.45
2017-09-01,3,1400,Quebec,466.0,240,1.94,1.02,5.72
2017-12-01,4,1400,Quebec,503.0,240,2.1,1.02,6.16
2018-03-01,1,1400,Quebec,492.0,233,2.11,1.0,6.02
2018-06-01,2,1400,Quebec,482.0,205,2.35,1.03,5.88
2018-09-01,3,1400,Quebec,453.0,216,2.1,0.81,5.51
2018-12-01,4,1400,Quebec,1076.0,196,5.49,0.86,13.05
2019-03-01,1,1400,Quebec,659.0,210,3.14,0.7,7.98
2019-06-01,2,1400,Quebec,588.0,255,2.31,0.58,7.1
2019-09-01,3,1400,Quebec,675.0,299,2.26,0.57,8.13
2019-12-01,4,1400,Quebec,597.0,302,1.98,0.54,7.18
2020-03-01,1,1400,Quebec,588.0,324,1.81,0.4,7.06
2020-06-01,2,1400,Quebec,512.0,319,1.61,0.35,6.14
2020-09-01,3,1400,Quebec,428.0,271,1.58,0.44,5.13
2020-12-01,4,1400,Quebec,336.0,214,1.57,0.45,4.02
2021-03-01,1,1400,Quebec,361.0,214,1.69,0.42,4.31
2021-06-01,2,1400,Quebec,287.0,165,1.74,0.47,3.42
2021-09-01,3,1400,Quebec,264.0,144,1.83,0.45,3.13
2021-12-01,4,1400,Quebec,261.0,145,1.8,0.43,3.09
2022-03-01,1,1400,Quebec,266.0,159,1.67,0.5,3.13
2022-06-01,2,1400,Quebec,230.0,133,1.73,0.5,2.69
2022-09-01,3,1400,Quebec,207.0,118,1.75,0.55,2.41
2022-12-01,4,1400,Quebec,179.0,120,1.49,0.44,2.08
2023-03-01,1,1400,Quebec,222.0,146,1.52,0.28,2.57
2023-06-01,2,1400,Quebec,226.0,158,1.43,0.26,2.6
2023-09-01,3,1400,Quebec,205.0,149,1.38,0.2,2.35
2023-12-01,4,1400,Quebec,193.0,146,1.32,0.21,2.2
1988-06-01,2,1490,Regina,110.0,92,1.2,0.07,5.61
1988-09-01,3,1490,Regina,116.0,139,0.83,0.15,5.93
1988-12-01,4,1490,Regina,121.0,129,0.94,0.16,6.19
1989-03-01,1,1490,Regina,111.0,109,1.02,0.13,5.68
1989-06-01,2,1490,Regina,93.0,99,0.94,0.14,4.76
1989-09-01,3,1490,Regina,185.0,106,1.75,0.2,9.47
1989-12-01,4,1490,Regina,177.0,95,1.86,0.25,9.06
1990-03-01,1,1490,Regina,155.0,80,1.94,0.3,7.93
1990-06-01,2,1490,Regina,139.0,63,2.21,0.38,7.11
1990-09-01,3,1490,Regina,122.0,66,1.85,0.36,6.23
1990-12-01,4,1490,Regina,113.0,66,1.71,0.41,5.77
1991-03-01,1,1490,Regina,100.0,47,2.13,0.57,5.1
1991-06-01,2,1490,Regina,83.0,39,2.13,0.41,4.23
1991-09-01,3,1490,Regina,80.0,53,1.51,0.25,4.07
1991-12-01,4,1490,Regina,59.0,45,1.31,0.29,3.0
1992-03-01,1,1490,Regina,45.0,35,1.29,0.37,2.28
1992-06-01,2,1490,Regina,44.0,62,0.71,0.21,2.23
1992-09-01,3,1490,Regina,59.0,75,0.79,0.17,2.98
1992-12-01,4,1490,Regina,52.0,68,0.76,0.1,2.63
1993-03-01,1,1490,Regina,47.0,76,0.62,0.09,2.37
1993-06-01,2,1490,Regina,27.0,53,0.51,0.08,1.36
1993-09-01,3,1490,Regina,69.0,129,0.53,0.02,3.48
1993-12-01,4,1490,Regina,69.0,93,0.74,0.0,3.47
1994-03-01,1,1490,Regina,70.0,86,0.81,0.0,3.52
1994-06-01,2,1490,Regina,55.0,111,0.5,0.0,2.76
1994-09-01,3,1490,Regina,58.0,95,0.61,0.03,2.91
1994-12-01,4,1490,Regina,37.0,79,0.47,0.01,1.86
1995-03-01,1,1490,Regina,45.0,62,0.73,0.02,2.25
1995-06-01,2,1490,Regina,49.0,61,0.8,0.02,2.45
1995-09-01,3,1490,Regina,47.0,92,0.51,0.0,2.34
1995-12-01,4,1490,Regina,42.0,72,0.58,0.04,2.09
1996-03-01,1,1490,Regina,55.0,70,0.79,0.04,2.74
1996-06-01,2,1490,Regina,48.0,76,0.63,0.04,2.39
1996-09-01,3,1490,Regina,43.0,77,0.56,0.04,2.15
1996-12-01,4,1490,Regina,77.0,70,1.1,0.09,3.85
1997-03-01,1,1490,Regina,71.0,49,1.45,0.12,3.55
1997-06-01,2,1490,Regina,35.0,72,0.49,0.08,1.75
1997-09-01,3,1490,Regina,23.0,60,0.38,0.05,1.15
1997-12-01,4,1490,Regina,25.0,75,0.33,0.04,1.25
1998-03-01,1,1490,Regina,33.0,53,0.62,0.06,1.65
1998-06-01,2,1490,Regina,44.0,68,0.65,0.09,2.2
1998-09-01,3,1490,Regina,66.0,79,0.84,0.11,3.3
1998-12-01,4,1490,Regina,73.0,107,0.68,0.08,3.65
1999-03-01,1,1490,Regina,75.0,78,0.96,0.13,3.75
1999-06-01,2,1490,Regina,71.0,90,0.79,0.11,3.55
1999-09-01,3,1490,Regina,74.0,109,0.68,0.04,3.71
1999-12-01,4,1490,Regina,79.0,91,0.87,0.04,3.96
2000-03-01,1,1490,Regina,77.0,97,0.79,0.04,3.87
2000-06-01,2,1490,Regina,125.0,84,1.49,0.13,6.29
2000-09-01,3,1490,Regina,118.0,120,0.98,0.09,5.95
2000-12-01,4,1490,Regina,128.0,141,0.91,0.06,6.46
2001-03-01,1,1490,Regina,91.0,105,0.87,0.04,4.6
2001-06-01,2,1490,Regina,100.0,159,0.63,0.04,5.06
2001-09-01,3,1490,Regina,106.0,80,1.33,0.04,5.36
2001-12-01,4,1490,Regina,99.0,132,0.75,0.02,5.01
2002-03-01,1,1490,Regina,115.0,95,1.21,0.03,5.81
2002-06-01,2,1490,Regina,64.0,89,0.72,0.03,3.23
2002-09-01,3,1490,Regina,93.0,72,1.29,0.1,4.68
2002-12-01,4,1490,Regina,91.0,82,1.11,0.09,4.58
2003-03-01,1,1490,Regina,97.0,83,1.17,0.08,4.87
2003-06-01,2,1490,Regina,90.0,71,1.27,0.1,4.51
2003-09-01,3,1490,Regina,81.0,110,0.74,0.1,4.05
2003-12-01,4,1490,Regina,69.0,99,0.7,0.13,3.45
2004-03-01,1,1490,Regina,73.0,81,0.9,0.11,3.65
2004-06-01,2,1490,Regina,60.0,79,0.76,0.04,3.0
2004-09-01,3,1490,Regina,56.0,101,0.55,0.03,2.8
2004-12-01,4,1490,Regina,75.0,92,0.82,0.03,3.74
2005-03-01,1,1490,Regina,94.0,113,0.83,0.03,4.69
2005-06-01,2,1490,Regina,73.0,88,0.83,0.03,3.64
2005-09-01,3,1490,Regina,81.0,110,0.74,0.03,4.04
2005-12-01,4,1490,Regina,75.0,124,0.6,0.02,3.73
2006-03-01,1,1490,Regina,71.0,110,0.65,0.03,3.53
2006-06-01,2,1490,Regina,90.0,108,0.83,0.03,4.46
2006-09-01,3,1490,Regina,68.0,109,0.62,0.03,3.36
2006-12-01,4,1490,Regina,64.0,110,0.58,0.03,3.16
2007-03-01,1,1490,Regina,35.0,69,0.51,0.0,1.72
2007-06-01,2,1490,Regina,19.0,97,0.2,0.0,0.93
2007-09-01,3,1490,Regina,20.0,59,0.34,0.0,0.98
2007-12-01,4,1490,Regina,26.0,73,0.36,0.0,1.26
2008-03-01,1,1490,Regina,23.0,76,0.3,0.0,1.11
2008-06-01,2,1490,Regina,25.0,101,0.25,0.0,1.2
2008-09-01,3,1490,Regina,59.0,121,0.49,0.02,2.82
2008-12-01,4,1490,Regina,57.0,103,0.55,0.0,2.71
2009-03-01,1,1490,Regina,95.0,88,1.08,0.0,4.5
2009-06-01,2,1490,Regina,101.0,168,0.6,0.0,4.76
2009-09-01,3,1490,Regina,83.0,53,1.57,0.0,3.9
2009-12-01,4,1490,Regina,149.0,55,2.71,0.05,6.96
2010-03-01,1,1490,Regina,116.0,59,1.97,0.05,5.4
2010-06-01,2,1490,Regina,136.0,49,2.78,0.06,6.3
2010-09-01,3,1490,Regina,121.0,51,2.37,0.25,5.58
2010-12-01,4,1490,Regina,117.0,53,2.21,0.36,5.37
2011-03-01,1,1490,Regina,104.0,52,2.0,0.37,4.74
2011-06-01,2,1490,Regina,108.0,55,1.96,0.22,4.89
2011-09-01,3,1490,Regina,105.0,68,1.54,0.13,4.71
2011-12-01,4,1490,Regina,106.0,77,1.38,0.03,4.72
2012-03-01,1,1490,Regina,116.0,78,1.49,0.06,5.13
2012-06-01,2,1490,Regina,110.0,75,1.47,0.27,4.83
2012-09-01,3,1490,Regina,96.0,72,1.33,0.22,4.19
2012-12-01,4,1490,Regina,99.0,78,1.27,0.31,4.3
2013-03-01,1,1490,Regina,126.0,98,1.29,0.27,5.44
2013-06-01,2,1490,Regina,129.0,101,1.28,0.2,5.54
2013-09-01,3,1490,Regina,125.0,100,1.25,0.26,5.34
2013-12-01,4,1490,Regina,164.0,130,1.26,0.29,6.97
2014-03-01,1,1490,Regina,192.0,134,1.43,0.29,8.12
2014-06-01,2,1490,Regina,238.0,160,1.49,0.29,10.03
2014-09-01,3,1490,Regina,419.0,207,2.02,0.35,17.63
2014-12-01,4,1490,Regina,476.0,232,2.05,0.34,19.94
2015-03-01,1,1490,Regina,441.0,203,2.17,0.38,18.38
2015-06-01,2,1490,Regina,451.0,192,2.35,0.39,18.7
2015-09-01,3,1490,Regina,452.0,177,2.55,0.42,18.6
2015-12-01,4,1490,Regina,557.0,230,2.42,0.39,22.78
2016-03-01,1,1490,Regina,492.0,198,2.48,0.46,20.0
2016-06-01,2,1490,Regina,415.0,153,2.71,0.5,16.77
2016-09-01,3,1490,Regina,322.0,130,2.48,0.44,12.93
2016-12-01,4,1490,Regina,396.0,159,2.49,0.4,15.81
2017-03-01,1,1490,Regina,370.0,137,2.7,0.45,14.69
2017-06-01,2,1490,Regina,388.0,142,2.73,0.46,15.32
2017-09-01,3,1490,Regina,381.0,151,2.52,0.37,14.97
2017-12-01,4,1490,Regina,401.0,182,2.2,0.3,15.68
2018-03-01,1,1490,Regina,403.0,208,1.94,0.23,15.68
2018-06-01,2,1490,Regina,413.0,212,1.95,0.24,16.0
2018-09-01,3,1490,Regina,371.0,203,1.83,0.22,14.29
2018-12-01,4,1490,Regina,421.0,195,2.16,0.24,16.16
2019-03-01,1,1490,Regina,405.0,187,2.17,0.25,15.49
2019-06-01,2,1490,Regina,295.0,153,1.93,0.24,11.25
2019-09-01,3,1490,Regina,273.0,143,1.91,0.22,10.4
2019-12-01,4,1490,Regina,190.0,126,1.51,0.2,7.22
2020-03-01,1,1490,Regina,176.0,117,1.5,0.21,6.68
2020-06-01,2,1490,Regina,157.0,111,1.41,0.2,5.95
2020-09-01,3,1490,Regina,125.0,87,1.44,0.17,4.75
2020-12-01,4,1490,Regina,93.0,60,1.55,0.25,3.52
2021-03-01,1,1490,Regina,68.0,42,1.62,0.26,2.57
2021-06-01,2,1490,Regina,62.0,37,1.68,0.3,2.34
2021-09-01,3,1490,Regina,52.0,34,1.53,0.32,1.95
2021-12-01,4,1490,Regina,84.0,35,2.4,0.34,3.14
2022-03-01,1,1490,Regina,76.0,34,2.24,0.35,2.82
2022-06-01,2,1490,Regina,61.0,34,1.79,0.35,2.25
2022-09-01,3,1490,Regina,66.0,36,1.83,0.39,2.41
2022-12-01,4,1490,Regina,88.0,69,1.28,0.23,3.19
2023-03-01,1,1490,Regina,106.0,87,1.22,0.14,3.81
2023-06-01,2,1490,Regina,74.0,60,1.23,0.08,2.64
2023-09-01,3,1490,Regina,56.0,48,1.17,0.08,1.99
2023-12-01,4,1490,Regina,71.0,57,1.25,0.02,2.5
1988-06-01,2,1700,Saskatoon,246.0,173,1.42,0.06,11.4
1988-09-01,3,1700,Saskatoon,250.0,214,1.17,0.08,11.57
1988-12-01,4,1700,Saskatoon,230.0,213,1.08,0.1,10.64
1989-03-01,1,1700,Saskatoon,161.0,129,1.25,0.16,7.45
1989-06-01,2,1700,Saskatoon,132.0,119,1.11,0.17,6.11
1989-09-01,3,1700,Saskatoon,124.0,107,1.16,0.16,5.75
1989-12-01,4,1700,Saskatoon,105.0,110,0.95,0.13,4.87
1990-03-01,1,1700,Saskatoon,82.0,77,1.06,0.13,3.8
1990-06-01,2,1700,Saskatoon,85.0,93,0.91,0.09,3.93
1990-09-01,3,1700,Saskatoon,71.0,74,0.96,0.11,3.28
1990-12-01,4,1700,Saskatoon,90.0,77,1.17,0.17,4.15
1991-03-01,1,1700,Saskatoon,89.0,63,1.41,0.1,4.09
1991-06-01,2,1700,Saskatoon,74.0,74,1.0,0.04,3.39
1991-09-01,3,1700,Saskatoon,50.0,56,0.89,0.05,2.29
1991-12-01,4,1700,Saskatoon,46.0,47,0.98,0.02,2.1
1992-03-01,1,1700,Saskatoon,34.0,28,1.21,0.04,1.55
1992-06-01,2,1700,Saskatoon,28.0,60,0.47,0.0,1.27
1992-09-01,3,1700,Saskatoon,42.0,73,0.58,0.0,1.9
1992-12-01,4,1700,Saskatoon,35.0,66,0.53,0.0,1.58
1993-03-01,1,1700,Saskatoon,34.0,33,1.03,0.0,1.53
1993-06-01,2,1700,Saskatoon,31.0,53,0.58,0.0,1.4
1993-09-01,3,1700,Saskatoon,29.0,62,0.47,0.0,1.3
1993-12-01,4,1700,Saskatoon,58.0,59,0.98,0.05,2.6
1994-03-01,1,1700,Saskatoon,33.0,44,0.75,0.07,1.48
1994-06-01,2,1700,Saskatoon,28.0,49,0.57,0.0,1.25
