reference_period,ref_qq,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2001-06-01,2,0140,Calgary,4.0,3.0,82.0,45,1.82,0.0,0.83
2001-06-01,2,0140,Calgary,2.0,1.0,78.0,81,0.96,0.0,0.79
2001-06-01,2,0140,Calgary,1.0,1.0,835.0,1379,0.61,0.0,8.45
2001-06-01,2,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.02
2001-06-01,2,0140,Calgary,5.0,3.0,419.0,46,9.11,3.91,4.24
2001-09-01,3,0140,Calgary,4.0,3.0,64.0,37,1.73,0.0,0.64
2001-09-01,3,0140,Calgary,1.0,1.0,715.0,1438,0.5,0.0,7.17
2001-09-01,3,0140,Calgary,2.0,3.0,77.0,82,0.94,0.0,0.77
2001-09-01,3,0140,Calgary,1.0,3.0,3.0,5,0.6,0.0,0.03
2001-09-01,3,0140,Calgary,2.0,1.0,70.0,70,1.0,0.0,0.7
2001-09-01,3,0140,Calgary,5.0,3.0,389.0,39,9.97,4.1,3.9
2001-12-01,4,0140,Calgary,1.0,3.0,1.0,3,0.33,0.0,0.01
2001-12-01,4,0140,Calgary,5.0,3.0,258.0,39,6.62,3.95,2.57
2001-12-01,4,0140,Calgary,2.0,3.0,74.0,67,1.1,0.0,0.74
2001-12-01,4,0140,Calgary,4.0,3.0,50.0,28,1.79,0.0,0.5
2001-12-01,4,0140,Calgary,1.0,1.0,667.0,1354,0.49,0.0,6.64
2001-12-01,4,0140,Calgary,2.0,1.0,73.0,74,0.99,0.0,0.73
2002-03-01,1,0140,Calgary,2.0,3.0,61.0,60,1.02,0.0,0.6
2002-03-01,1,0140,Calgary,5.0,3.0,249.0,29,8.59,5.07,2.46
2002-03-01,1,0140,Calgary,1.0,1.0,589.0,1259,0.47,0.0,5.82
2002-03-01,1,0140,Calgary,4.0,3.0,52.0,33,1.58,0.0,0.51
2002-03-01,1,0140,Calgary,2.0,1.0,70.0,64,1.09,0.0,0.69
2002-03-01,1,0140,Calgary,1.0,3.0,1.0,1,1.0,0.0,0.01
2002-06-01,2,0140,Calgary,2.0,3.0,60.0,67,0.9,0.0,0.59
2002-06-01,2,0140,Calgary,1.0,1.0,564.0,1345,0.42,0.0,5.54
2002-06-01,2,0140,Calgary,5.0,3.0,214.0,26,8.23,5.15,2.1
2002-06-01,2,0140,Calgary,1.0,3.0,1.0,1,1.0,0.0,0.01
2002-06-01,2,0140,Calgary,4.0,3.0,50.0,35,1.43,0.0,0.49
2002-06-01,2,0140,Calgary,2.0,1.0,63.0,52,1.21,0.0,0.62
2002-09-01,3,0140,Calgary,1.0,3.0,1.0,1,1.0,0.0,0.01
2002-09-01,3,0140,Calgary,5.0,3.0,174.0,20,8.7,5.45,1.7
2002-09-01,3,0140,Calgary,2.0,3.0,51.0,61,0.84,0.0,0.5
2002-09-01,3,0140,Calgary,4.0,1.0,1.0,1,1.0,0.0,0.01
2002-09-01,3,0140,Calgary,4.0,3.0,43.0,30,1.43,0.0,0.42
2002-09-01,3,0140,Calgary,2.0,1.0,55.0,67,0.82,0.0,0.54
2002-09-01,3,0140,Calgary,1.0,1.0,553.0,1412,0.39,0.0,5.41
2002-12-01,4,0140,Calgary,4.0,3.0,36.0,22,1.64,0.0,0.35
2002-12-01,4,0140,Calgary,1.0,3.0,0.0,4,0.0,0.0,0.0
2002-12-01,4,0140,Calgary,1.0,1.0,566.0,1270,0.45,0.0,5.51
2002-12-01,4,0140,Calgary,2.0,3.0,46.0,50,0.92,0.0,0.45
2002-12-01,4,0140,Calgary,4.0,1.0,3.0,3,1.0,0.0,0.03
2002-12-01,4,0140,Calgary,2.0,1.0,58.0,49,1.18,0.0,0.56
2002-12-01,4,0140,Calgary,5.0,3.0,157.0,19,8.26,5.84,1.53
2003-03-01,1,0140,Calgary,4.0,3.0,36.0,21,1.71,0.0,0.35
2003-03-01,1,0140,Calgary,2.0,1.0,47.0,50,0.94,0.0,0.46
2003-03-01,1,0140,Calgary,5.0,3.0,200.0,23,8.7,4.3,1.94
2003-03-01,1,0140,Calgary,1.0,3.0,1.0,5,0.2,0.0,0.01
2003-03-01,1,0140,Calgary,4.0,1.0,12.0,4,3.0,0.0,0.12
2003-03-01,1,0140,Calgary,2.0,3.0,48.0,47,1.02,0.0,0.46
2003-03-01,1,0140,Calgary,1.0,1.0,604.0,1312,0.46,0.0,5.85
2003-06-01,2,0140,Calgary,4.0,3.0,46.0,24,1.92,0.0,0.44
2003-06-01,2,0140,Calgary,2.0,1.0,72.0,57,1.26,0.0,0.69
2003-06-01,2,0140,Calgary,5.0,3.0,137.0,22,6.23,4.5,1.32
2003-06-01,2,0140,Calgary,1.0,3.0,4.0,5,0.8,0.0,0.04
2003-06-01,2,0140,Calgary,1.0,1.0,676.0,1445,0.47,0.0,6.51
2003-06-01,2,0140,Calgary,2.0,3.0,39.0,57,0.68,0.0,0.38
2003-09-01,3,0140,Calgary,1.0,3.0,3.0,3,1.0,0.0,0.03
2003-09-01,3,0140,Calgary,2.0,3.0,31.0,32,0.97,0.0,0.3
2003-09-01,3,0140,Calgary,4.0,3.0,61.0,32,1.91,0.0,0.58
2003-09-01,3,0140,Calgary,2.0,1.0,71.0,72,0.99,0.0,0.68
2003-09-01,3,0140,Calgary,1.0,1.0,681.0,1499,0.45,0.0,6.53
2003-09-01,3,0140,Calgary,5.0,3.0,135.0,23,5.87,3.0,1.29
2003-12-01,4,0140,Calgary,2.0,1.0,81.0,86,0.94,0.0,0.77
2003-12-01,4,0140,Calgary,4.0,3.0,106.0,47,2.26,0.0,1.01
2003-12-01,4,0140,Calgary,1.0,1.0,717.0,1482,0.48,0.0,6.83
2003-12-01,4,0140,Calgary,1.0,3.0,2.0,3,0.67,0.0,0.02
2003-12-01,4,0140,Calgary,5.0,3.0,203.0,27,7.52,2.3,1.93
2003-12-01,4,0140,Calgary,4.0,1.0,1.0,1,1.0,0.0,0.01
2003-12-01,4,0140,Calgary,2.0,3.0,39.0,41,0.95,0.0,0.37
2004-03-01,1,0140,Calgary,1.0,1.0,762.0,1288,0.59,0.0,7.21
2004-03-01,1,0140,Calgary,2.0,1.0,78.0,63,1.24,0.0,0.74
2004-03-01,1,0140,Calgary,5.0,3.0,172.0,29,5.93,1.62,1.63
2004-03-01,1,0140,Calgary,4.0,3.0,107.0,50,2.14,0.0,1.01
2004-03-01,1,0140,Calgary,1.0,3.0,1.0,1,1.0,0.0,0.01
2004-03-01,1,0140,Calgary,4.0,1.0,1.0,1,1.0,0.0,0.01
2004-03-01,1,0140,Calgary,2.0,3.0,36.0,35,1.03,0.0,0.34
2004-06-01,2,0140,Calgary,2.0,3.0,55.0,49,1.12,0.0,0.52
2004-06-01,2,0140,Calgary,5.0,3.0,128.0,16,8.0,1.25,1.2
2004-06-01,2,0140,Calgary,2.0,1.0,81.0,73,1.11,0.0,0.76
2004-06-01,2,0140,Calgary,4.0,3.0,132.0,62,2.13,0.0,1.24
2004-06-01,2,0140,Calgary,1.0,3.0,1.0,1,1.0,0.0,0.01
2004-06-01,2,0140,Calgary,4.0,1.0,3.0,1,3.0,0.0,0.03
2004-06-01,2,0140,Calgary,1.0,1.0,736.0,1445,0.51,0.0,6.91
2004-09-01,3,0140,Calgary,2.0,3.0,62.0,49,1.27,0.0,0.58
2004-09-01,3,0140,Calgary,2.0,1.0,101.0,99,1.02,0.0,0.94
2004-09-01,3,0140,Calgary,1.0,1.0,714.0,1549,0.46,0.0,6.64
2004-09-01,3,0140,Calgary,1.0,3.0,1.0,1,1.0,0.0,0.01
2004-09-01,3,0140,Calgary,5.0,3.0,130.0,16,8.13,0.88,1.21
2004-09-01,3,0140,Calgary,4.0,1.0,3.0,1,3.0,0.0,0.03
2004-09-01,3,0140,Calgary,4.0,3.0,109.0,55,1.98,0.0,1.01
2004-12-01,4,0140,Calgary,5.0,3.0,178.0,25,7.12,0.56,1.64
2004-12-01,4,0140,Calgary,1.0,3.0,1.0,3,0.33,0.0,0.01
2004-12-01,4,0140,Calgary,1.0,1.0,705.0,1450,0.49,0.0,6.51
2004-12-01,4,0140,Calgary,2.0,3.0,48.0,52,0.92,0.0,0.44
2004-12-01,4,0140,Calgary,4.0,3.0,112.0,58,1.93,0.0,1.03
2004-12-01,4,0140,Calgary,2.0,1.0,142.0,111,1.28,0.0,1.31
2005-03-01,1,0140,Calgary,2.0,3.0,56.0,55,1.02,0.0,0.51
2005-03-01,1,0140,Calgary,1.0,3.0,1.0,1,1.0,0.0,0.01
2005-03-01,1,0140,Calgary,4.0,3.0,94.0,45,2.09,0.0,0.86
2005-03-01,1,0140,Calgary,1.0,1.0,727.0,1144,0.64,0.0,6.65
2005-03-01,1,0140,Calgary,5.0,3.0,237.0,27,8.78,0.19,2.17
2005-03-01,1,0140,Calgary,2.0,1.0,174.0,132,1.32,0.0,1.59
2005-06-01,2,0140,Calgary,4.0,3.0,84.0,40,2.1,0.0,0.76
2005-06-01,2,0140,Calgary,1.0,3.0,1.0,3,0.33,0.0,0.01
2005-06-01,2,0140,Calgary,5.0,3.0,313.0,35,8.94,0.14,2.84
2005-06-01,2,0140,Calgary,2.0,1.0,142.0,135,1.05,0.0,1.29
2005-06-01,2,0140,Calgary,2.0,3.0,42.0,43,0.98,0.0,0.38
2005-06-01,2,0140,Calgary,4.0,1.0,5.0,2,2.5,0.0,0.05
2005-06-01,2,0140,Calgary,1.0,1.0,720.0,1451,0.5,0.0,6.54
2005-09-01,3,0140,Calgary,1.0,1.0,647.0,1404,0.46,0.0,5.82
2005-09-01,3,0140,Calgary,1.0,3.0,1.0,2,0.5,0.0,0.01
2005-09-01,3,0140,Calgary,4.0,1.0,3.0,2,1.5,0.0,0.03
2005-09-01,3,0140,Calgary,2.0,1.0,98.0,115,0.85,0.0,0.88
2005-09-01,3,0140,Calgary,4.0,3.0,65.0,25,2.6,0.0,0.58
2005-09-01,3,0140,Calgary,5.0,3.0,152.0,29,5.24,0.0,1.37
2005-09-01,3,0140,Calgary,2.0,3.0,30.0,28,1.07,0.0,0.27
2005-12-01,4,0140,Calgary,4.0,3.0,34.0,17,2.0,0.0,0.3
2005-12-01,4,0140,Calgary,5.0,3.0,66.0,15,4.4,0.0,0.59
2005-12-01,4,0140,Calgary,2.0,3.0,16.0,15,1.07,0.0,0.14
2005-12-01,4,0140,Calgary,1.0,1.0,563.0,1185,0.48,0.0,5.02
2005-12-01,4,0140,Calgary,2.0,1.0,114.0,116,0.98,0.0,1.02
2005-12-01,4,0140,Calgary,1.0,3.0,1.0,2,0.5,0.0,0.01
2006-03-01,1,0140,Calgary,1.0,1.0,537.0,1171,0.46,0.0,4.76
2006-03-01,1,0140,Calgary,2.0,1.0,92.0,101,0.91,0.0,0.81
2006-03-01,1,0140,Calgary,5.0,3.0,4.0,2,2.0,0.0,0.04
2006-03-01,1,0140,Calgary,2.0,3.0,26.0,25,1.04,0.0,0.23
2006-03-01,1,0140,Calgary,4.0,3.0,13.0,8,1.63,0.0,0.12
2006-06-01,2,0140,Calgary,1.0,3.0,0.0,1,0.0,0.0,0.0
2006-06-01,2,0140,Calgary,4.0,3.0,6.0,4,1.5,0.0,0.05
2006-06-01,2,0140,Calgary,2.0,1.0,68.0,101,0.67,0.0,0.6
2006-06-01,2,0140,Calgary,2.0,3.0,9.0,21,0.43,0.0,0.08
2006-06-01,2,0140,Calgary,1.0,1.0,474.0,1226,0.39,0.0,4.17
2006-09-01,3,0140,Calgary,2.0,3.0,6.0,17,0.35,0.0,0.05
2006-09-01,3,0140,Calgary,5.0,3.0,7.0,1,7.0,3.0,0.06
2006-09-01,3,0140,Calgary,1.0,3.0,0.0,1,0.0,0.0,0.0
2006-09-01,3,0140,Calgary,1.0,1.0,483.0,1097,0.44,0.0,4.22
2006-09-01,3,0140,Calgary,2.0,1.0,62.0,82,0.76,0.0,0.54
2006-09-01,3,0140,Calgary,4.0,3.0,6.0,4,1.5,0.0,0.05
2006-12-01,4,0140,Calgary,5.0,3.0,8.0,2,4.0,1.5,0.07
2006-12-01,4,0140,Calgary,2.0,3.0,4.0,7,0.57,0.0,0.03
2006-12-01,4,0140,Calgary,4.0,3.0,7.0,5,1.4,0.0,0.06
2006-12-01,4,0140,Calgary,1.0,1.0,447.0,1029,0.43,0.0,3.88
2006-12-01,4,0140,Calgary,1.0,3.0,0.0,1,0.0,0.0,0.0
2006-12-01,4,0140,Calgary,2.0,1.0,77.0,92,0.84,0.0,0.67
2007-03-01,1,0140,Calgary,2.0,1.0,76.0,84,0.9,0.0,0.66
2007-03-01,1,0140,Calgary,4.0,3.0,6.0,5,1.2,0.0,0.05
2007-03-01,1,0140,Calgary,1.0,1.0,421.0,958,0.44,0.0,3.63
2007-03-01,1,0140,Calgary,2.0,3.0,3.0,16,0.19,0.0,0.03
2007-03-01,1,0140,Calgary,1.0,3.0,0.0,1,0.0,0.0,0.0
2007-06-01,2,0140,Calgary,2.0,1.0,88.0,101,0.87,0.0,0.75
2007-06-01,2,0140,Calgary,1.0,1.0,400.0,1282,0.31,0.0,3.43
2007-06-01,2,0140,Calgary,5.0,3.0,5.0,2,2.5,0.0,0.04
2007-06-01,2,0140,Calgary,4.0,3.0,5.0,4,1.25,0.0,0.04
2007-06-01,2,0140,Calgary,2.0,3.0,5.0,5,1.0,0.0,0.04
2007-09-01,3,0140,Calgary,2.0,1.0,88.0,105,0.84,0.0,0.75
2007-09-01,3,0140,Calgary,1.0,1.0,410.0,1039,0.39,0.0,3.49
2007-09-01,3,0140,Calgary,2.0,3.0,7.0,5,1.4,0.0,0.06
2007-09-01,3,0140,Calgary,5.0,3.0,5.0,2,2.5,0.0,0.04
2007-09-01,3,0140,Calgary,4.0,3.0,5.0,4,1.25,0.0,0.04
2007-12-01,4,0140,Calgary,1.0,1.0,422.0,1286,0.33,0.0,3.57
2007-12-01,4,0140,Calgary,5.0,3.0,30.0,4,7.5,0.75,0.25
2007-12-01,4,0140,Calgary,4.0,3.0,11.0,6,1.83,0.0,0.09
2007-12-01,4,0140,Calgary,2.0,3.0,9.0,11,0.82,0.0,0.08
2007-12-01,4,0140,Calgary,2.0,1.0,88.0,103,0.85,0.0,0.74
2008-03-01,1,0140,Calgary,4.0,3.0,16.0,7,2.29,0.0,0.13
2008-03-01,1,0140,Calgary,2.0,1.0,114.0,110,1.04,0.0,0.96
2008-03-01,1,0140,Calgary,5.0,3.0,48.0,7,6.86,4.86,0.4
2008-03-01,1,0140,Calgary,2.0,3.0,6.0,6,1.0,0.0,0.05
2008-03-01,1,0140,Calgary,1.0,1.0,613.0,1227,0.5,0.0,5.14
2008-06-01,2,0140,Calgary,2.0,3.0,8.0,4,2.0,0.0,0.07
2008-06-01,2,0140,Calgary,5.0,3.0,46.0,5,9.2,1.6,0.38
2008-06-01,2,0140,Calgary,1.0,1.0,586.0,1159,0.51,0.0,4.88
2008-06-01,2,0140,Calgary,4.0,3.0,18.0,9,2.0,0.0,0.15
2008-06-01,2,0140,Calgary,2.0,1.0,95.0,106,0.9,0.0,0.79
2008-09-01,3,0140,Calgary,2.0,3.0,9.0,6,1.5,0.0,0.07
2008-09-01,3,0140,Calgary,4.0,3.0,47.0,19,2.47,0.0,0.39
2008-09-01,3,0140,Calgary,2.0,1.0,130.0,118,1.1,0.0,1.07
2008-09-01,3,0140,Calgary,1.0,1.0,660.0,1103,0.6,0.0,5.45
2008-09-01,3,0140,Calgary,5.0,3.0,38.0,5,7.6,1.6,0.31
2008-12-01,4,0140,Calgary,1.0,1.0,707.0,1144,0.62,0.0,5.81
2008-12-01,4,0140,Calgary,2.0,1.0,96.0,98,0.98,0.0,0.79
2008-12-01,4,0140,Calgary,2.0,3.0,10.0,7,1.43,0.0,0.08
2008-12-01,4,0140,Calgary,5.0,3.0,88.0,10,8.8,0.8,0.72
2008-12-01,4,0140,Calgary,4.0,3.0,107.0,33,3.24,0.0,0.88
2009-03-01,1,0140,Calgary,4.0,3.0,95.0,28,3.39,0.0,0.78
2009-03-01,1,0140,Calgary,2.0,1.0,115.0,97,1.19,0.0,0.94
2009-03-01,1,0140,Calgary,5.0,3.0,165.0,17,9.71,0.65,1.35
2009-03-01,1,0140,Calgary,1.0,1.0,731.0,1062,0.69,0.0,5.97
2009-03-01,1,0140,Calgary,2.0,3.0,8.0,5,1.6,0.0,0.07
2009-06-01,2,0140,Calgary,2.0,1.0,96.0,78,1.23,0.0,0.78
2009-06-01,2,0140,Calgary,4.0,3.0,104.0,32,3.25,0.13,0.85
2009-06-01,2,0140,Calgary,2.0,3.0,8.0,6,1.33,0.0,0.07
2009-06-01,2,0140,Calgary,1.0,1.0,652.0,1029,0.63,0.0,5.3
2009-06-01,2,0140,Calgary,5.0,3.0,224.0,21,10.67,0.14,1.82
2009-09-01,3,0140,Calgary,1.0,1.0,410.0,410,1.0,0.0,3.33
2009-09-01,3,0140,Calgary,5.0,3.0,342.0,21,16.29,0.71,2.77
2009-09-01,3,0140,Calgary,2.0,1.0,92.0,55,1.67,0.0,0.75
2009-09-01,3,0140,Calgary,2.0,3.0,9.0,5,1.8,0.0,0.07
2009-09-01,3,0140,Calgary,4.0,3.0,55.0,23,2.39,0.0,0.45
2009-12-01,4,0140,Calgary,2.0,3.0,7.0,4,1.75,0.0,0.06
2009-12-01,4,0140,Calgary,1.0,1.0,398.0,398,1.0,0.0,3.22
2009-12-01,4,0140,Calgary,2.0,1.0,94.0,51,1.84,0.0,0.76
2009-12-01,4,0140,Calgary,5.0,3.0,367.0,25,14.68,0.92,2.97
2009-12-01,4,0140,Calgary,4.0,3.0,32.0,12,2.67,0.0,0.26
2010-03-01,1,0140,Calgary,5.0,3.0,419.0,31,13.52,1.16,3.37
2010-03-01,1,0140,Calgary,2.0,1.0,73.0,45,1.62,0.0,0.59
2010-03-01,1,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.02
2010-03-01,1,0140,Calgary,2.0,3.0,6.0,4,1.5,0.0,0.05
2010-03-01,1,0140,Calgary,1.0,1.0,397.0,397,1.0,0.0,3.19
2010-03-01,1,0140,Calgary,4.0,3.0,23.0,10,2.3,0.0,0.19
2010-06-01,2,0140,Calgary,4.0,3.0,21.0,10,2.1,0.0,0.17
2010-06-01,2,0140,Calgary,2.0,3.0,3.0,3,1.0,0.0,0.02
2010-06-01,2,0140,Calgary,1.0,1.0,362.0,362,1.0,0.0,2.9
2010-06-01,2,0140,Calgary,5.0,3.0,595.0,28,21.25,1.21,4.76
2010-06-01,2,0140,Calgary,2.0,1.0,76.0,47,1.62,0.0,0.61
2010-06-01,2,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.02
2010-09-01,3,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.02
2010-09-01,3,0140,Calgary,5.0,3.0,707.0,30,23.57,9.0,5.64
2010-09-01,3,0140,Calgary,2.0,1.0,84.0,52,1.62,0.0,0.67
2010-09-01,3,0140,Calgary,4.0,3.0,24.0,8,3.0,0.38,0.19
2010-09-01,3,0140,Calgary,1.0,1.0,363.0,363,1.0,0.0,2.9
2010-09-01,3,0140,Calgary,2.0,3.0,1.0,1,1.0,0.0,0.01
2010-12-01,4,0140,Calgary,4.0,3.0,35.0,10,3.5,0.3,0.28
2010-12-01,4,0140,Calgary,2.0,3.0,1.0,1,1.0,0.0,0.01
2010-12-01,4,0140,Calgary,5.0,3.0,594.0,25,23.76,10.6,4.72
2010-12-01,4,0140,Calgary,2.0,1.0,93.0,60,1.55,0.0,0.74
2010-12-01,4,0140,Calgary,1.0,1.0,407.0,407,1.0,0.0,3.23
2011-03-01,1,0140,Calgary,2.0,1.0,78.0,51,1.53,0.0,0.62
2011-03-01,1,0140,Calgary,4.0,3.0,32.0,11,2.91,0.27,0.25
2011-03-01,1,0140,Calgary,2.0,3.0,1.0,1,1.0,0.0,0.01
2011-03-01,1,0140,Calgary,1.0,1.0,354.0,354,1.0,0.0,2.79
2011-03-01,1,0140,Calgary,5.0,3.0,614.0,26,23.62,10.23,4.85
2011-06-01,2,0140,Calgary,4.0,3.0,52.0,18,2.89,0.17,0.41
2011-06-01,2,0140,Calgary,1.0,1.0,384.0,384,1.0,0.0,3.01
2011-06-01,2,0140,Calgary,5.0,3.0,495.0,20,24.75,11.95,3.88
2011-06-01,2,0140,Calgary,2.0,3.0,1.0,1,1.0,0.0,0.01
2011-06-01,2,0140,Calgary,2.0,1.0,75.0,44,1.7,0.0,0.59
2011-09-01,3,0140,Calgary,2.0,1.0,96.0,62,1.55,0.0,0.75
2011-09-01,3,0140,Calgary,2.0,3.0,2.0,2,1.0,0.0,0.02
2011-09-01,3,0140,Calgary,1.0,1.0,434.0,434,1.0,0.0,3.38
2011-09-01,3,0140,Calgary,5.0,3.0,476.0,22,21.64,11.05,3.7
2011-09-01,3,0140,Calgary,4.0,3.0,63.0,23,2.74,0.13,0.49
2011-12-01,4,0140,Calgary,2.0,1.0,105.0,71,1.48,0.0,0.81
2011-12-01,4,0140,Calgary,5.0,3.0,285.0,23,12.39,9.7,2.2
2011-12-01,4,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.02
2011-12-01,4,0140,Calgary,2.0,3.0,1.0,1,1.0,0.0,0.01
2011-12-01,4,0140,Calgary,1.0,1.0,498.0,498,1.0,0.0,3.85
2011-12-01,4,0140,Calgary,4.0,3.0,63.0,23,2.74,0.13,0.49
2012-03-01,1,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.02
2012-03-01,1,0140,Calgary,1.0,1.0,474.0,474,1.0,0.0,3.63
2012-03-01,1,0140,Calgary,2.0,1.0,76.0,50,1.52,0.0,0.58
2012-03-01,1,0140,Calgary,5.0,3.0,404.0,22,18.36,10.68,3.1
2012-03-01,1,0140,Calgary,2.0,3.0,1.0,1,1.0,0.0,0.01
2012-03-01,1,0140,Calgary,4.0,3.0,72.0,27,2.67,0.11,0.55
2012-06-01,2,0140,Calgary,1.0,1.0,448.0,448,1.0,0.0,3.41
2012-06-01,2,0140,Calgary,4.0,1.0,4.0,2,2.0,0.0,0.03
2012-06-01,2,0140,Calgary,4.0,3.0,70.0,26,2.69,0.12,0.53
2012-06-01,2,0140,Calgary,2.0,1.0,94.0,55,1.71,0.0,0.71
2012-06-01,2,0140,Calgary,5.0,3.0,299.0,20,14.95,12.0,2.27
2012-09-01,3,0140,Calgary,4.0,3.0,49.0,17,2.88,0.18,0.37
2012-09-01,3,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.02
2012-09-01,3,0140,Calgary,1.0,1.0,482.0,482,1.0,0.0,3.63
2012-09-01,3,0140,Calgary,2.0,1.0,83.0,50,1.66,0.0,0.62
2012-09-01,3,0140,Calgary,5.0,3.0,232.0,15,15.47,12.93,1.75
2012-12-01,4,0140,Calgary,4.0,1.0,6.0,2,3.0,0.0,0.04
2012-12-01,4,0140,Calgary,4.0,3.0,76.0,27,2.81,0.11,0.57
2012-12-01,4,0140,Calgary,2.0,1.0,88.0,55,1.6,0.0,0.66
2012-12-01,4,0140,Calgary,1.0,1.0,440.0,440,1.0,0.0,3.29
2012-12-01,4,0140,Calgary,5.0,3.0,254.0,18,14.11,8.89,1.9
2013-03-01,1,0140,Calgary,4.0,3.0,87.0,29,3.0,0.17,0.64
2013-03-01,1,0140,Calgary,2.0,1.0,63.0,34,1.85,0.0,0.47
2013-03-01,1,0140,Calgary,4.0,1.0,4.0,1,4.0,0.0,0.03
2013-03-01,1,0140,Calgary,1.0,1.0,408.0,408,1.0,0.0,3.02
2013-03-01,1,0140,Calgary,5.0,3.0,347.0,18,19.28,8.78,2.57
2013-06-01,2,0140,Calgary,4.0,1.0,4.0,1,4.0,0.0,0.03
2013-06-01,2,0140,Calgary,2.0,1.0,47.0,26,1.81,0.0,0.35
2013-06-01,2,0140,Calgary,1.0,1.0,434.0,434,1.0,0.0,3.19
2013-06-01,2,0140,Calgary,5.0,3.0,327.0,16,20.44,6.06,2.4
2013-06-01,2,0140,Calgary,4.0,3.0,41.0,14,2.93,0.21,0.3
2013-09-01,3,0140,Calgary,1.0,1.0,423.0,423,1.0,0.0,3.08
2013-09-01,3,0140,Calgary,2.0,1.0,57.0,31,1.84,0.0,0.42
2013-09-01,3,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.01
2013-09-01,3,0140,Calgary,4.0,3.0,37.0,14,2.64,0.21,0.27
2013-09-01,3,0140,Calgary,5.0,3.0,131.0,8,16.38,9.13,0.95
2013-09-01,3,0140,Calgary,2.0,3.0,4.0,2,2.0,0.0,0.03
2013-12-01,4,0140,Calgary,4.0,3.0,23.0,12,1.92,0.25,0.17
2013-12-01,4,0140,Calgary,2.0,1.0,53.0,30,1.77,0.0,0.38
2013-12-01,4,0140,Calgary,1.0,1.0,405.0,405,1.0,0.0,2.93
2013-12-01,4,0140,Calgary,2.0,3.0,4.0,2,2.0,0.0,0.03
2013-12-01,4,0140,Calgary,5.0,3.0,28.0,6,4.67,6.5,0.2
2013-12-01,4,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.01
2014-03-01,1,0140,Calgary,4.0,3.0,11.0,7,1.57,0.43,0.08
2014-03-01,1,0140,Calgary,2.0,1.0,47.0,27,1.74,0.0,0.34
2014-03-01,1,0140,Calgary,1.0,1.0,424.0,424,1.0,0.0,3.05
2014-03-01,1,0140,Calgary,2.0,3.0,4.0,2,2.0,0.0,0.03
2014-03-01,1,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.01
2014-03-01,1,0140,Calgary,5.0,3.0,18.0,5,3.6,7.2,0.13
2014-06-01,2,0140,Calgary,1.0,1.0,370.0,370,1.0,0.0,2.64
2014-06-01,2,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.01
2014-06-01,2,0140,Calgary,2.0,1.0,65.0,36,1.81,0.0,0.46
2014-06-01,2,0140,Calgary,4.0,3.0,23.0,10,2.3,0.3,0.16
2014-06-01,2,0140,Calgary,2.0,3.0,4.0,2,2.0,0.0,0.03
2014-06-01,2,0140,Calgary,5.0,3.0,9.0,4,2.25,3.0,0.06
2014-09-01,3,0140,Calgary,4.0,3.0,11.0,7,1.57,0.43,0.08
2014-09-01,3,0140,Calgary,5.0,3.0,2.0,2,1.0,2.0,0.01
2014-09-01,3,0140,Calgary,1.0,1.0,315.0,315,1.0,0.0,2.24
2014-09-01,3,0140,Calgary,2.0,1.0,69.0,40,1.73,0.0,0.49
2014-09-01,3,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.01
2014-12-01,4,0140,Calgary,1.0,1.0,366.0,366,1.0,0.0,2.59
2014-12-01,4,0140,Calgary,4.0,1.0,2.0,1,2.0,0.0,0.01
2014-12-01,4,0140,Calgary,4.0,3.0,22.0,12,1.83,0.17,0.16
2014-12-01,4,0140,Calgary,2.0,1.0,60.0,37,1.62,0.0,0.43
2014-12-01,4,0140,Calgary,5.0,3.0,1.0,1,1.0,2.0,0.01
2015-03-01,1,0140,Calgary,1.0,1.0,382.0,382,1.0,0.0,2.7
2015-03-01,1,0140,Calgary,2.0,1.0,78.0,49,1.59,0.0,0.55
2015-03-01,1,0140,Calgary,4.0,3.0,22.0,12,1.83,0.0,0.16
2015-03-01,1,0140,Calgary,5.0,3.0,72.0,5,14.4,3.0,0.51
2015-06-01,2,0140,Calgary,5.0,3.0,82.0,8,10.25,3.5,0.58
2015-06-01,2,0140,Calgary,4.0,3.0,38.0,19,2.0,0.0,0.27
2015-06-01,2,0140,Calgary,4.0,1.0,1.0,1,1.0,0.0,0.01
2015-06-01,2,0140,Calgary,1.0,1.0,362.0,362,1.0,0.0,2.54
2015-06-01,2,0140,Calgary,2.0,3.0,1.0,1,1.0,0.0,0.01
2015-06-01,2,0140,Calgary,2.0,1.0,76.0,45,1.69,0.0,0.53
