reference_period,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
1999,1265,Ottawa,4.0,1.0,147.0,81,1.81,0.0,1.34
2000,1265,Ottawa,2.0,1.0,14.0,27,0.52,0.0,0.12
2000,1265,Ottawa,5.0,1.0,3.0,2,1.5,0.0,0.03
2000,1265,Ottawa,4.0,1.0,74.0,46,1.61,0.0,0.66
2000,1265,Ottawa,1.0,1.0,103.0,415,0.25,0.0,0.92
2001,1265,Ottawa,1.0,1.0,74.0,508,0.15,0.0,0.65
2001,1265,Ottawa,4.0,1.0,107.0,62,1.73,0.0,0.94
2001,1265,Ottawa,2.0,1.0,29.0,45,0.64,0.0,0.25
2001,1265,Ottawa,4.0,3.0,3.0,2,1.5,0.0,0.03
2001,1265,Ottawa,5.0,3.0,7.0,4,1.75,0.0,0.06
2002,1265,Ottawa,1.0,1.0,59.0,456,0.13,0.0,0.51
2002,1265,Ottawa,4.0,3.0,1.0,1,1.0,0.0,0.01
2002,1265,Ottawa,4.0,1.0,110.0,65,1.69,0.0,0.95
2002,1265,Ottawa,2.0,1.0,26.0,39,0.67,0.0,0.22
2002,1265,Ottawa,5.0,3.0,30.0,4,7.5,0.0,0.26
2003,1265,Ottawa,1.0,1.0,53.0,339,0.16,0.0,0.45
2003,1265,Ottawa,4.0,1.0,78.0,48,1.63,0.0,0.67
2003,1265,Ottawa,2.0,1.0,26.0,44,0.59,0.0,0.22
2003,1265,Ottawa,4.0,3.0,8.0,2,4.0,0.0,0.07
2003,1265,Ottawa,5.0,3.0,2.0,2,1.0,0.0,0.02
2004,1265,Ottawa,4.0,1.0,73.0,43,1.7,0.0,0.62
2004,1265,Ottawa,1.0,1.0,98.0,388,0.25,0.0,0.83
2004,1265,Ottawa,4.0,3.0,27.0,11,2.45,0.0,0.23
2004,1265,Ottawa,2.0,1.0,27.0,34,0.79,0.0,0.23
2004,1265,Ottawa,5.0,3.0,77.0,4,19.25,0.0,0.65
2005,1265,Ottawa,2.0,3.0,1.0,1,1.0,0.0,0.01
2005,1265,Ottawa,1.0,1.0,164.0,442,0.37,0.0,1.38
2005,1265,Ottawa,5.0,3.0,91.0,11,8.27,0.0,0.77
2005,1265,Ottawa,4.0,1.0,110.0,55,2.0,0.0,0.93
2005,1265,Ottawa,2.0,1.0,32.0,35,0.91,0.0,0.27
2005,1265,Ottawa,4.0,3.0,16.0,13,1.23,0.0,0.13
2006,1265,Ottawa,4.0,1.0,63.0,40,1.58,0.0,0.52
2006,1265,Ottawa,5.0,1.0,1.0,1,1.0,0.0,0.01
2006,1265,Ottawa,1.0,1.0,59.0,301,0.2,0.0,0.49
2006,1265,Ottawa,2.0,1.0,24.0,32,0.75,0.0,0.2
2006,1265,Ottawa,4.0,3.0,12.0,8,1.5,0.0,0.1
2006,1265,Ottawa,5.0,3.0,79.0,14,5.64,0.86,0.66
2007,1265,Ottawa,1.0,1.0,58.0,276,0.21,0.0,0.47
2007,1265,Ottawa,2.0,1.0,13.0,21,0.62,0.0,0.11
2007,1265,Ottawa,5.0,3.0,225.0,32,7.03,0.69,1.84
2007,1265,Ottawa,4.0,1.0,95.0,53,1.79,0.08,0.78
2007,1265,Ottawa,4.0,3.0,8.0,7,1.14,0.0,0.07
2008,1265,Ottawa,4.0,3.0,1.0,1,1.0,0.0,0.01
2008,1265,Ottawa,4.0,1.0,83.0,49,1.69,0.0,0.67
2008,1265,Ottawa,1.0,1.0,40.0,346,0.12,0.0,0.32
2008,1265,Ottawa,2.0,1.0,12.0,21,0.57,0.0,0.1
2008,1265,Ottawa,5.0,3.0,151.0,31,4.87,1.0,1.21
2009,1265,Ottawa,1.0,1.0,17.0,17,1.0,0.0,0.13
2009,1265,Ottawa,5.0,3.0,148.0,27,5.48,1.41,1.17
2009,1265,Ottawa,4.0,3.0,1.0,1,1.0,0.0,0.01
2009,1265,Ottawa,2.0,1.0,16.0,11,1.45,0.0,0.13
2009,1265,Ottawa,4.0,1.0,105.0,57,1.84,0.0,0.83
2010,1265,Ottawa,2.0,1.0,22.0,15,1.47,0.0,0.17
2010,1265,Ottawa,4.0,1.0,89.0,50,1.78,0.0,0.69
2010,1265,Ottawa,4.0,3.0,9.0,2,4.5,0.0,0.07
2010,1265,Ottawa,5.0,3.0,129.0,28,4.61,0.32,1.0
2010,1265,Ottawa,1.0,1.0,26.0,26,1.0,0.0,0.2
2011,1265,Ottawa,2.0,1.0,34.0,23,1.48,0.0,0.26
2011,1265,Ottawa,5.0,3.0,124.0,36,3.44,1.44,0.95
2011,1265,Ottawa,1.0,1.0,44.0,44,1.0,0.0,0.34
2011,1265,Ottawa,4.0,3.0,1.0,1,1.0,0.0,0.01
2011,1265,Ottawa,4.0,1.0,109.0,54,2.02,0.0,0.84
2012,1265,Ottawa,5.0,3.0,249.0,46,5.41,4.96,1.9
2012,1265,Ottawa,2.0,1.0,39.0,26,1.5,0.0,0.3
2012,1265,Ottawa,4.0,1.0,82.0,51,1.61,0.0,0.62
2012,1265,Ottawa,1.0,1.0,63.0,63,1.0,0.0,0.48
2013,1265,Ottawa,1.0,1.0,51.0,51,1.0,0.0,0.38
2013,1265,Ottawa,2.0,1.0,66.0,41,1.61,0.0,0.5
2013,1265,Ottawa,5.0,3.0,262.0,42,6.24,4.98,1.98
2013,1265,Ottawa,4.0,1.0,47.0,22,2.14,0.0,0.35
2014,1265,Ottawa,2.0,1.0,25.0,17,1.47,0.0,0.19
2014,1265,Ottawa,1.0,1.0,72.0,72,1.0,0.0,0.54
2014,1265,Ottawa,5.0,3.0,379.0,41,9.24,5.73,2.84
2014,1265,Ottawa,4.0,1.0,76.0,36,2.11,0.0,0.57
2014,1265,Ottawa,4.0,3.0,3.0,1,3.0,0.0,0.02
2015,1265,Ottawa,4.0,1.0,156.0,70,2.23,0.0,1.15
2015,1265,Ottawa,5.0,3.0,614.0,46,13.35,6.57,4.53
2015,1265,Ottawa,1.0,1.0,98.0,98,1.0,0.0,0.72
2015,1265,Ottawa,2.0,1.0,27.0,21,1.29,0.0,0.2
2015,1265,Ottawa,4.0,3.0,2.0,1,2.0,0.0,0.01
2016,1265,Ottawa,2.0,1.0,36.0,26,1.38,0.0,0.26
2016,1265,Ottawa,1.0,1.0,123.0,123,1.0,0.0,0.89
2016,1265,Ottawa,5.0,3.0,519.0,55,9.44,6.53,3.76
2016,1265,Ottawa,4.0,3.0,9.0,4,2.25,0.0,0.07
2016,1265,Ottawa,4.0,1.0,151.0,66,2.29,0.0,1.09
2017,1265,Ottawa,1.0,1.0,115.0,115,1.0,0.0,0.82
2017,1265,Ottawa,4.0,3.0,5.0,2,2.5,0.0,0.04
2017,1265,Ottawa,5.0,3.0,389.0,42,9.26,7.74,2.76
2017,1265,Ottawa,4.0,1.0,148.0,70,2.11,0.0,1.05
2017,1265,Ottawa,2.0,1.0,27.0,21,1.29,0.0,0.19
2018,1265,Ottawa,2.0,1.0,34.0,23,1.48,0.0,0.24
2018,1265,Ottawa,4.0,3.0,7.0,2,3.5,0.0,0.05
2018,1265,Ottawa,5.0,3.0,160.0,23,6.96,8.22,1.12
2018,1265,Ottawa,4.0,1.0,117.0,37,3.16,0.0,0.82
2018,1265,Ottawa,1.0,1.0,106.0,106,1.0,0.0,0.74
2019,1265,Ottawa,2.0,1.0,19.0,15,1.27,0.0,0.13
2019,1265,Ottawa,4.0,1.0,109.0,41,2.66,0.0,0.75
2019,1265,Ottawa,5.0,3.0,114.0,14,8.14,7.93,0.78
2019,1265,Ottawa,1.0,1.0,106.0,106,1.0,0.0,0.73
2020,1265,Ottawa,5.0,3.0,11.0,5,2.2,5.0,0.07
2020,1265,Ottawa,1.0,1.0,120.0,120,1.0,0.0,0.82
2020,1265,Ottawa,2.0,1.0,18.0,13,1.38,0.0,0.12
2020,1265,Ottawa,4.0,1.0,101.0,37,2.73,0.0,0.69
2020,1265,Ottawa,4.0,3.0,12.0,2,6.0,0.0,0.08
2021,1265,Ottawa,2.0,1.0,16.0,11,1.45,0.0,0.11
2021,1265,Ottawa,1.0,1.0,94.0,94,1.0,0.0,0.63
2021,1265,Ottawa,4.0,1.0,78.0,28,2.79,0.0,0.52
2021,1265,Ottawa,5.0,3.0,18.0,5,3.6,2.6,0.12
2022,1265,Ottawa,2.0,1.0,33.0,20,1.65,0.0,0.22
2022,1265,Ottawa,4.0,1.0,74.0,26,2.85,0.0,0.49
2022,1265,Ottawa,1.0,1.0,105.0,105,1.0,0.0,0.69
2022,1265,Ottawa,5.0,3.0,17.0,5,3.4,2.6,0.11
2023,1265,Ottawa,5.0,3.0,11.0,3,3.67,2.33,0.07
2023,1265,Ottawa,4.0,1.0,121.0,47,2.57,0.0,0.77
2023,1265,Ottawa,2.0,1.0,21.0,15,1.4,0.0,0.13
2023,1265,Ottawa,1.0,1.0,110.0,110,1.0,0.0,0.7
2023,1265,Ottawa,4.0,3.0,2.0,1,2.0,0.0,0.01
1988,1400,Quebec,4.0,1.0,56.0,32,1.75,0.0,0.87
1988,1400,Quebec,1.0,1.0,227.0,448,0.51,0.0,3.51
1988,1400,Quebec,4.0,3.0,26.0,9,2.89,0.0,0.4
1988,1400,Quebec,5.0,1.0,15.0,1,15.0,0.0,0.23
1988,1400,Quebec,5.0,3.0,652.0,75,8.69,0.0,10.08
1988,1400,Quebec,2.0,1.0,104.0,88,1.18,0.0,1.61
1989,1400,Quebec,4.0,3.0,18.0,6,3.0,0.0,0.27
1989,1400,Quebec,2.0,1.0,133.0,104,1.28,0.0,2.02
1989,1400,Quebec,5.0,1.0,8.0,1,8.0,0.0,0.12
1989,1400,Quebec,5.0,3.0,400.0,62,6.45,0.0,6.09
1989,1400,Quebec,4.0,1.0,40.0,21,1.9,0.0,0.61
1989,1400,Quebec,1.0,1.0,245.0,422,0.58,0.0,3.73
1990,1400,Quebec,5.0,1.0,1.0,1,1.0,0.0,0.01
1990,1400,Quebec,2.0,1.0,85.0,76,1.12,0.0,1.27
1990,1400,Quebec,4.0,1.0,34.0,19,1.79,0.0,0.51
1990,1400,Quebec,4.0,3.0,29.0,11,2.64,0.0,0.43
1990,1400,Quebec,1.0,1.0,244.0,496,0.49,0.0,3.66
1990,1400,Quebec,5.0,3.0,332.0,55,6.04,0.0,4.97
1991,1400,Quebec,4.0,3.0,15.0,8,1.88,0.38,0.22
1991,1400,Quebec,5.0,3.0,435.0,58,7.5,0.0,6.46
1991,1400,Quebec,1.0,1.0,274.0,511,0.54,0.0,4.07
1991,1400,Quebec,4.0,1.0,22.0,13,1.69,0.0,0.33
1991,1400,Quebec,2.0,1.0,90.0,91,0.99,0.0,1.34
1992,1400,Quebec,5.0,3.0,494.0,74,6.68,0.0,7.25
1992,1400,Quebec,4.0,1.0,57.0,27,2.11,0.0,0.84
1992,1400,Quebec,2.0,1.0,132.0,135,0.98,0.0,1.94
1992,1400,Quebec,4.0,3.0,16.0,7,2.29,0.0,0.23
1992,1400,Quebec,1.0,1.0,253.0,396,0.64,0.0,3.71
1993,1400,Quebec,2.0,1.0,119.0,120,0.99,0.0,1.73
1993,1400,Quebec,5.0,3.0,549.0,88,6.24,0.0,8.0
1993,1400,Quebec,5.0,1.0,6.0,1,6.0,0.0,0.09
1993,1400,Quebec,4.0,3.0,22.0,13,1.69,0.0,0.32
1993,1400,Quebec,1.0,1.0,194.0,346,0.56,0.0,2.83
1993,1400,Quebec,4.0,1.0,70.0,48,1.46,0.0,1.02
1994,1400,Quebec,4.0,1.0,85.0,52,1.63,0.0,1.24
1994,1400,Quebec,4.0,3.0,23.0,12,1.92,0.0,0.33
1994,1400,Quebec,1.0,1.0,154.0,269,0.57,0.0,2.24
1994,1400,Quebec,2.0,1.0,138.0,122,1.13,0.0,2.01
1994,1400,Quebec,5.0,1.0,6.0,1,6.0,0.0,0.09
1994,1400,Quebec,5.0,3.0,504.0,72,7.0,0.0,7.32
1995,1400,Quebec,4.0,3.0,10.0,4,2.5,0.0,0.14
1995,1400,Quebec,1.0,1.0,118.0,199,0.59,0.0,1.71
1995,1400,Quebec,4.0,1.0,44.0,31,1.42,0.0,0.64
1995,1400,Quebec,5.0,1.0,4.0,1,4.0,0.0,0.06
1995,1400,Quebec,2.0,1.0,98.0,89,1.1,0.0,1.42
1995,1400,Quebec,5.0,3.0,423.0,57,7.42,0.0,6.12
1996,1400,Quebec,4.0,3.0,1.0,1,1.0,0.0,0.01
1996,1400,Quebec,1.0,1.0,99.0,178,0.56,0.0,1.43
1996,1400,Quebec,2.0,1.0,71.0,69,1.03,0.0,1.02
1996,1400,Quebec,5.0,3.0,303.0,34,8.91,0.0,4.37
1996,1400,Quebec,4.0,1.0,20.0,15,1.33,0.0,0.29
1997,1400,Quebec,4.0,3.0,1.0,1,1.0,0.0,0.01
1997,1400,Quebec,5.0,3.0,106.0,20,5.3,0.0,1.52
1997,1400,Quebec,2.0,1.0,81.0,70,1.16,0.0,1.17
1997,1400,Quebec,4.0,1.0,14.0,9,1.56,0.0,0.2
1997,1400,Quebec,1.0,1.0,88.0,170,0.52,0.0,1.27
1998,1400,Quebec,2.0,1.0,62.0,56,1.11,0.0,0.89
1998,1400,Quebec,5.0,3.0,94.0,10,9.4,0.0,1.35
1998,1400,Quebec,1.0,1.0,93.0,152,0.61,0.0,1.33
1998,1400,Quebec,4.0,1.0,22.0,12,1.83,0.0,0.32
1999,1400,Quebec,5.0,3.0,156.0,11,14.18,0.0,2.23
1999,1400,Quebec,2.0,1.0,36.0,31,1.16,0.0,0.51
1999,1400,Quebec,5.0,1.0,2.0,1,2.0,0.0,0.03
1999,1400,Quebec,4.0,1.0,13.0,10,1.3,0.0,0.19
1999,1400,Quebec,1.0,1.0,62.0,106,0.58,0.0,0.89
2000,1400,Quebec,2.0,1.0,21.0,17,1.24,0.0,0.3
2000,1400,Quebec,4.0,1.0,6.0,4,1.5,0.0,0.09
2000,1400,Quebec,4.0,3.0,6.0,1,6.0,0.0,0.09
2000,1400,Quebec,1.0,1.0,51.0,114,0.45,0.0,0.72
2000,1400,Quebec,5.0,3.0,68.0,9,7.56,0.0,0.96
2001,1400,Quebec,1.0,1.0,76.0,215,0.35,0.0,1.07
2001,1400,Quebec,2.0,1.0,7.0,10,0.7,0.0,0.1
2001,1400,Quebec,4.0,1.0,5.0,4,1.25,0.0,0.07
2001,1400,Quebec,5.0,1.0,2.0,1,2.0,0.0,0.03
2001,1400,Quebec,5.0,3.0,19.0,6,3.17,0.0,0.27
2002,1400,Quebec,4.0,1.0,9.0,5,1.8,0.0,0.13
2002,1400,Quebec,1.0,1.0,52.0,177,0.29,0.0,0.73
2002,1400,Quebec,5.0,1.0,1.0,1,1.0,0.0,0.01
2002,1400,Quebec,2.0,1.0,10.0,11,0.91,0.0,0.14
2002,1400,Quebec,5.0,3.0,12.0,7,1.71,0.0,0.17
2003,1400,Quebec,4.0,3.0,9.0,6,1.5,0.0,0.13
2003,1400,Quebec,5.0,1.0,1.0,1,1.0,0.0,0.01
2003,1400,Quebec,1.0,1.0,68.0,224,0.3,0.0,0.95
2003,1400,Quebec,2.0,1.0,16.0,11,1.45,0.0,0.22
2003,1400,Quebec,4.0,1.0,4.0,1,4.0,0.0,0.06
2003,1400,Quebec,5.0,3.0,55.0,16,3.44,0.0,0.77
2004,1400,Quebec,5.0,3.0,160.0,32,5.0,0.25,2.21
2004,1400,Quebec,1.0,1.0,47.0,121,0.39,0.0,0.65
2004,1400,Quebec,2.0,1.0,8.0,8,1.0,0.0,0.11
2004,1400,Quebec,4.0,1.0,14.0,5,2.8,0.0,0.19
2005,1400,Quebec,1.0,1.0,61.0,225,0.27,0.0,0.84
2005,1400,Quebec,4.0,1.0,18.0,8,2.25,0.0,0.25
2005,1400,Quebec,4.0,3.0,1.0,1,1.0,0.0,0.01
2005,1400,Quebec,5.0,3.0,234.0,48,4.88,0.96,3.21
2005,1400,Quebec,2.0,1.0,30.0,37,0.81,0.0,0.41
2006,1400,Quebec,4.0,1.0,10.0,5,2.0,2.0,0.14
2006,1400,Quebec,4.0,3.0,4.0,1,4.0,2.0,0.05
2006,1400,Quebec,5.0,3.0,282.0,62,4.55,2.9,3.82
2006,1400,Quebec,5.0,1.0,21.0,18,1.17,1.78,0.28
2006,1400,Quebec,1.0,1.0,70.0,268,0.26,0.0,0.95
2006,1400,Quebec,2.0,1.0,35.0,43,0.81,0.0,0.47
2007,1400,Quebec,5.0,3.0,187.0,58,3.22,2.66,2.5
2007,1400,Quebec,1.0,1.0,43.0,210,0.2,0.0,0.58
2007,1400,Quebec,2.0,1.0,21.0,22,0.95,0.0,0.28
2007,1400,Quebec,4.0,1.0,27.0,13,2.08,1.77,0.36
2007,1400,Quebec,4.0,3.0,1.0,1,1.0,2.0,0.01
2007,1400,Quebec,5.0,1.0,14.0,12,1.17,1.33,0.19
2008,1400,Quebec,4.0,3.0,8.0,4,2.0,2.0,0.11
2008,1400,Quebec,2.0,1.0,42.0,56,0.75,0.0,0.55
2008,1400,Quebec,4.0,1.0,5.0,4,1.25,2.5,0.07
2008,1400,Quebec,5.0,3.0,208.0,54,3.85,2.7,2.75
2008,1400,Quebec,1.0,1.0,73.0,251,0.29,0.0,0.96
2008,1400,Quebec,5.0,1.0,11.0,11,1.0,1.91,0.15
2009,1400,Quebec,4.0,1.0,19.0,11,1.73,1.82,0.25
2009,1400,Quebec,1.0,1.0,82.0,82,1.0,0.0,1.07
2009,1400,Quebec,5.0,3.0,290.0,70,4.14,2.1,3.78
2009,1400,Quebec,2.0,1.0,61.0,51,1.2,0.0,0.8
2009,1400,Quebec,5.0,1.0,6.0,4,1.5,1.75,0.08
2009,1400,Quebec,4.0,3.0,11.0,5,2.2,1.0,0.14
2010,1400,Quebec,4.0,1.0,39.0,18,2.17,0.67,0.5
2010,1400,Quebec,4.0,3.0,13.0,6,2.17,0.0,0.17
2010,1400,Quebec,1.0,1.0,90.0,90,1.0,0.0,1.16
2010,1400,Quebec,5.0,1.0,30.0,15,2.0,0.53,0.39
2010,1400,Quebec,2.0,1.0,118.0,88,1.34,0.0,1.52
2010,1400,Quebec,5.0,3.0,292.0,58,5.03,2.47,3.76
2011,1400,Quebec,4.0,3.0,4.0,1,4.0,3.0,0.05
2011,1400,Quebec,2.0,1.0,165.0,130,1.27,0.0,2.11
2011,1400,Quebec,4.0,1.0,90.0,37,2.43,0.49,1.15
2011,1400,Quebec,5.0,1.0,17.0,14,1.21,0.57,0.22
2011,1400,Quebec,1.0,1.0,105.0,105,1.0,0.0,1.34
2011,1400,Quebec,5.0,3.0,393.0,78,5.04,1.53,5.02
2012,1400,Quebec,2.0,1.0,114.0,83,1.37,0.0,1.45
2012,1400,Quebec,4.0,3.0,21.0,7,3.0,1.86,0.27
2012,1400,Quebec,5.0,3.0,1013.0,140,7.24,3.41,12.85
2012,1400,Quebec,5.0,1.0,8.0,7,1.14,2.0,0.1
2012,1400,Quebec,1.0,1.0,81.0,81,1.0,0.0,1.03
2012,1400,Quebec,4.0,1.0,114.0,47,2.43,1.23,1.45
2013,1400,Quebec,2.0,1.0,150.0,116,1.29,0.0,1.89
2013,1400,Quebec,5.0,1.0,4.0,3,1.33,1.67,0.05
2013,1400,Quebec,5.0,3.0,635.0,143,4.44,3.38,8.0
2013,1400,Quebec,1.0,1.0,85.0,85,1.0,0.0,1.07
2013,1400,Quebec,4.0,3.0,10.0,2,5.0,2.0,0.13
2013,1400,Quebec,4.0,1.0,76.0,27,2.81,1.78,0.96
2014,1400,Quebec,2.0,1.0,184.0,140,1.31,0.0,2.3
2014,1400,Quebec,5.0,3.0,595.0,119,5.0,3.57,7.45
2014,1400,Quebec,1.0,1.0,79.0,79,1.0,0.0,0.99
2014,1400,Quebec,2.0,3.0,2.0,2,1.0,0.0,0.03
2014,1400,Quebec,4.0,1.0,69.0,31,2.23,0.0,0.86
2014,1400,Quebec,4.0,3.0,4.0,3,1.33,0.0,0.05
2014,1400,Quebec,5.0,1.0,6.0,5,1.2,1.8,0.08
2015,1400,Quebec,2.0,3.0,1.0,1,1.0,0.0,0.01
2015,1400,Quebec,4.0,1.0,57.0,26,2.19,0.0,0.71
2015,1400,Quebec,5.0,1.0,7.0,5,1.4,2.0,0.09
2015,1400,Quebec,4.0,3.0,20.0,6,3.33,0.0,0.25
2015,1400,Quebec,1.0,1.0,78.0,78,1.0,0.0,0.97
2015,1400,Quebec,2.0,1.0,155.0,122,1.27,0.0,1.93
2015,1400,Quebec,5.0,3.0,490.0,121,4.05,3.47,6.09
2016,1400,Quebec,4.0,3.0,14.0,3,4.67,0.0,0.17
2016,1400,Quebec,1.0,1.0,60.0,60,1.0,0.0,0.74
2016,1400,Quebec,2.0,1.0,138.0,103,1.34,0.0,1.71
2016,1400,Quebec,5.0,1.0,16.0,9,1.78,2.0,0.2
2016,1400,Quebec,4.0,1.0,49.0,18,2.72,0.0,0.61
2016,1400,Quebec,5.0,3.0,269.0,62,4.34,4.23,3.32
2017,1400,Quebec,4.0,1.0,52.0,24,2.17,0.0,0.64
2017,1400,Quebec,4.0,3.0,6.0,3,2.0,0.0,0.07
2017,1400,Quebec,5.0,3.0,257.0,53,4.85,4.4,3.15
2017,1400,Quebec,1.0,1.0,45.0,45,1.0,0.0,0.55
2017,1400,Quebec,2.0,1.0,134.0,109,1.23,0.0,1.64
2017,1400,Quebec,5.0,1.0,9.0,6,1.5,2.0,0.11
2018,1400,Quebec,2.0,1.0,136.0,112,1.21,0.0,1.65
2018,1400,Quebec,5.0,1.0,2.0,1,2.0,2.0,0.02
2018,1400,Quebec,4.0,1.0,59.0,22,2.68,0.0,0.72
2018,1400,Quebec,5.0,3.0,848.0,30,28.27,5.57,10.29
2018,1400,Quebec,1.0,1.0,31.0,31,1.0,0.0,0.38
2019,1400,Quebec,4.0,1.0,78.0,31,2.52,0.0,0.94
2019,1400,Quebec,5.0,3.0,229.0,34,6.74,4.76,2.75
2019,1400,Quebec,2.0,1.0,216.0,163,1.33,0.0,2.6
2019,1400,Quebec,1.0,1.0,74.0,74,1.0,0.0,0.89
2020,1400,Quebec,5.0,3.0,75.0,24,3.13,4.04,0.9
2020,1400,Quebec,1.0,1.0,46.0,46,1.0,0.0,0.55
2020,1400,Quebec,4.0,1.0,55.0,18,3.06,0.0,0.66
2020,1400,Quebec,2.0,1.0,160.0,126,1.27,0.0,1.92
2021,1400,Quebec,2.0,1.0,100.0,76,1.32,0.0,1.18
2021,1400,Quebec,1.0,1.0,43.0,43,1.0,0.0,0.51
2021,1400,Quebec,4.0,1.0,26.0,13,2.0,0.0,0.31
2021,1400,Quebec,5.0,3.0,92.0,13,7.08,4.85,1.09
2022,1400,Quebec,2.0,1.0,103.0,80,1.29,0.0,1.2
2022,1400,Quebec,5.0,3.0,31.0,7,4.43,7.57,0.36
2022,1400,Quebec,1.0,1.0,23.0,23,1.0,0.0,0.27
2022,1400,Quebec,4.0,1.0,22.0,10,2.2,0.0,0.26
2023,1400,Quebec,2.0,1.0,117.0,90,1.3,0.0,1.33
2023,1400,Quebec,1.0,1.0,38.0,38,1.0,0.0,0.43
2023,1400,Quebec,4.0,1.0,25.0,14,1.79,0.0,0.29
2023,1400,Quebec,5.0,3.0,13.0,4,3.25,7.5,0.15
1988,1490,Regina,2.0,1.0,4.0,2,2.0,0.0,0.2
1988,1490,Regina,1.0,3.0,4.0,5,0.8,0.0,0.2
1988,1490,Regina,4.0,3.0,13.0,1,13.0,0.0,0.66
1988,1490,Regina,1.0,1.0,66.0,117,0.56,0.0,3.37
1988,1490,Regina,5.0,3.0,34.0,4,8.5,5.25,1.74
1989,1490,Regina,1.0,1.0,41.0,73,0.56,0.0,2.1
1989,1490,Regina,4.0,3.0,23.0,3,7.67,0.0,1.18
1989,1490,Regina,2.0,1.0,8.0,7,1.14,0.0,0.41
1989,1490,Regina,1.0,3.0,3.0,5,0.6,0.0,0.15
1989,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.05
1989,1490,Regina,5.0,3.0,101.0,6,16.83,4.0,5.17
1990,1490,Regina,1.0,3.0,5.0,5,1.0,0.0,0.26
1990,1490,Regina,4.0,3.0,17.0,5,3.4,0.0,0.87
1990,1490,Regina,1.0,1.0,25.0,48,0.52,0.0,1.28
1990,1490,Regina,2.0,3.0,3.0,2,1.5,0.0,0.15
1990,1490,Regina,5.0,3.0,63.0,6,10.5,4.5,3.22
1991,1490,Regina,1.0,1.0,21.0,35,0.6,0.0,1.07
1991,1490,Regina,1.0,3.0,2.0,3,0.67,0.0,0.1
1991,1490,Regina,5.0,3.0,27.0,4,6.75,3.25,1.37
1991,1490,Regina,4.0,3.0,7.0,1,7.0,0.0,0.36
1991,1490,Regina,2.0,3.0,2.0,2,1.0,0.0,0.1
1992,1490,Regina,5.0,3.0,5.0,2,2.5,3.5,0.25
1992,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.05
1992,1490,Regina,4.0,3.0,8.0,2,4.0,0.0,0.4
1992,1490,Regina,1.0,1.0,38.0,63,0.6,0.0,1.92
1993,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.05
1993,1490,Regina,1.0,1.0,62.0,88,0.7,0.0,3.12
1993,1490,Regina,4.0,3.0,6.0,4,1.5,0.0,0.3
1994,1490,Regina,1.0,3.0,1.0,3,0.33,0.0,0.05
1994,1490,Regina,1.0,1.0,34.0,71,0.48,0.0,1.71
1994,1490,Regina,4.0,3.0,1.0,1,1.0,1.0,0.05
1994,1490,Regina,2.0,3.0,1.0,4,0.25,0.0,0.05
1995,1490,Regina,1.0,1.0,34.0,63,0.54,0.0,1.69
1995,1490,Regina,1.0,3.0,5.0,7,0.71,0.0,0.25
1995,1490,Regina,4.0,3.0,1.0,1,1.0,0.0,0.05
1995,1490,Regina,5.0,3.0,2.0,1,2.0,3.0,0.1
1996,1490,Regina,4.0,3.0,1.0,1,1.0,0.0,0.05
1996,1490,Regina,2.0,3.0,4.0,4,1.0,0.0,0.2
1996,1490,Regina,1.0,1.0,35.0,57,0.61,0.0,1.75
1996,1490,Regina,5.0,3.0,35.0,2,17.5,3.0,1.75
1996,1490,Regina,1.0,3.0,2.0,6,0.33,0.0,0.1
1997,1490,Regina,1.0,1.0,18.0,64,0.28,0.0,0.9
1997,1490,Regina,2.0,3.0,0.0,1,0.0,0.0,0.0
1997,1490,Regina,1.0,3.0,4.0,9,0.44,0.0,0.2
1997,1490,Regina,5.0,3.0,3.0,1,3.0,3.0,0.15
1998,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.05
1998,1490,Regina,1.0,3.0,5.0,7,0.71,0.0,0.25
1998,1490,Regina,2.0,1.0,2.0,1,2.0,0.0,0.1
1998,1490,Regina,1.0,1.0,54.0,95,0.57,0.0,2.7
1998,1490,Regina,5.0,3.0,11.0,3,3.67,3.0,0.55
1999,1490,Regina,1.0,1.0,64.0,85,0.75,0.0,3.21
1999,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.1
1999,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.05
1999,1490,Regina,5.0,3.0,11.0,2,5.5,2.0,0.55
1999,1490,Regina,2.0,1.0,1.0,1,1.0,0.0,0.05
2000,1490,Regina,2.0,1.0,3.0,2,1.5,0.0,0.15
2000,1490,Regina,1.0,3.0,7.0,7,1.0,0.0,0.35
2000,1490,Regina,1.0,1.0,75.0,122,0.61,0.0,3.79
2000,1490,Regina,5.0,3.0,28.0,3,9.33,2.67,1.41
2000,1490,Regina,2.0,3.0,11.0,6,1.83,0.0,0.56
2000,1490,Regina,4.0,3.0,4.0,1,4.0,0.0,0.2
2001,1490,Regina,1.0,3.0,3.0,7,0.43,0.0,0.15
2001,1490,Regina,2.0,3.0,6.0,5,1.2,0.0,0.3
2001,1490,Regina,5.0,3.0,41.0,4,10.25,0.75,2.07
