reference_period,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
1998,2270,Toronto,2.0,1.0,106.0,191,0.55,0.0,0.23
1999,2270,Toronto,4.0,1.0,233.0,74,3.15,0.41,0.49
1999,2270,Toronto,5.0,3.0,407.0,29,14.03,2.76,0.86
1999,2270,Toronto,1.0,1.0,383.0,1473,0.26,0.0,0.81
1999,2270,Toronto,4.0,3.0,66.0,25,2.64,0.48,0.14
1999,2270,Toronto,2.0,1.0,262.0,283,0.93,0.0,0.55
2000,2270,Toronto,4.0,3.0,117.0,32,3.66,0.19,0.24
2000,2270,Toronto,1.0,1.0,237.0,1220,0.19,0.0,0.49
2000,2270,Toronto,1.0,3.0,0.0,12,0.0,0.0,0.0
2000,2270,Toronto,4.0,1.0,266.0,71,3.75,0.14,0.55
2000,2270,Toronto,2.0,1.0,261.0,290,0.9,0.0,0.54
2000,2270,Toronto,5.0,3.0,398.0,37,10.76,4.14,0.82
2001,2270,Toronto,1.0,3.0,7.0,16,0.44,0.0,0.01
2001,2270,Toronto,4.0,1.0,226.0,64,3.53,0.27,0.45
2001,2270,Toronto,1.0,1.0,378.0,1720,0.22,0.0,0.76
2001,2270,Toronto,5.0,3.0,260.0,31,8.39,3.42,0.52
2001,2270,Toronto,2.0,1.0,191.0,343,0.56,0.0,0.38
2001,2270,Toronto,4.0,3.0,88.0,36,2.44,0.53,0.18
2002,2270,Toronto,2.0,1.0,264.0,422,0.63,0.0,0.52
2002,2270,Toronto,5.0,3.0,291.0,39,7.46,7.54,0.57
2002,2270,Toronto,4.0,3.0,143.0,50,2.86,0.4,0.28
2002,2270,Toronto,1.0,3.0,14.0,18,0.78,0.0,0.03
2002,2270,Toronto,2.0,3.0,6.0,4,1.5,0.0,0.01
2002,2270,Toronto,1.0,1.0,508.0,2417,0.21,0.0,1.0
2002,2270,Toronto,4.0,1.0,114.0,34,3.35,0.0,0.22
2003,2270,Toronto,4.0,3.0,32.0,14,2.29,0.0,0.06
2003,2270,Toronto,1.0,1.0,502.0,2229,0.23,0.0,0.97
2003,2270,Toronto,2.0,1.0,162.0,300,0.54,0.0,0.31
2003,2270,Toronto,1.0,3.0,9.0,9,1.0,0.0,0.02
2003,2270,Toronto,4.0,1.0,80.0,27,2.96,0.07,0.16
2003,2270,Toronto,5.0,3.0,510.0,47,10.85,5.43,0.99
2003,2270,Toronto,2.0,3.0,1.0,1,1.0,0.0,0.0
2004,2270,Toronto,1.0,3.0,1.0,10,0.1,0.0,0.0
2004,2270,Toronto,2.0,1.0,127.0,286,0.44,0.0,0.24
2004,2270,Toronto,5.0,3.0,815.0,52,15.67,4.52,1.56
2004,2270,Toronto,4.0,1.0,184.0,48,3.83,0.0,0.35
2004,2270,Toronto,4.0,3.0,67.0,27,2.48,0.0,0.13
2004,2270,Toronto,2.0,3.0,0.0,1,0.0,0.0,0.0
2004,2270,Toronto,1.0,1.0,593.0,2256,0.26,0.0,1.13
2005,2270,Toronto,1.0,1.0,354.0,1660,0.21,0.0,0.66
2005,2270,Toronto,2.0,1.0,93.0,293,0.32,0.0,0.17
2005,2270,Toronto,1.0,3.0,1.0,16,0.06,0.0,0.0
2005,2270,Toronto,4.0,3.0,14.0,7,2.0,0.0,0.03
2005,2270,Toronto,5.0,3.0,550.0,61,9.02,6.72,1.03
2005,2270,Toronto,2.0,3.0,14.0,22,0.64,0.0,0.03
2005,2270,Toronto,4.0,1.0,149.0,45,3.31,0.0,0.28
2006,2270,Toronto,2.0,1.0,56.0,133,0.42,0.0,0.1
2006,2270,Toronto,4.0,3.0,38.0,17,2.24,0.0,0.07
2006,2270,Toronto,5.0,3.0,744.0,65,11.45,7.05,1.38
2006,2270,Toronto,4.0,1.0,157.0,55,2.85,0.11,0.29
2006,2270,Toronto,5.0,1.0,2.0,1,2.0,0.0,0.0
2006,2270,Toronto,1.0,3.0,0.0,2,0.0,0.0,0.0
2006,2270,Toronto,1.0,1.0,351.0,1317,0.27,0.0,0.65
2007,2270,Toronto,2.0,1.0,55.0,142,0.39,0.0,0.1
2007,2270,Toronto,4.0,1.0,182.0,60,3.03,0.12,0.33
2007,2270,Toronto,5.0,3.0,195.0,38,5.13,7.79,0.36
2007,2270,Toronto,1.0,1.0,422.0,1601,0.26,0.0,0.77
2007,2270,Toronto,4.0,3.0,25.0,13,1.92,0.69,0.05
2008,2270,Toronto,1.0,1.0,610.0,1766,0.35,0.0,1.09
2008,2270,Toronto,1.0,3.0,0.0,1,0.0,0.0,0.0
2008,2270,Toronto,4.0,1.0,84.0,47,1.79,0.11,0.15
2008,2270,Toronto,4.0,3.0,19.0,13,1.46,0.23,0.03
2008,2270,Toronto,5.0,3.0,293.0,42,6.98,10.38,0.53
2008,2270,Toronto,2.0,1.0,55.0,173,0.32,0.0,0.1
2008,2270,Toronto,2.0,3.0,2.0,2,1.0,0.0,0.0
2009,2270,Toronto,1.0,3.0,5.0,5,1.0,0.0,0.01
2009,2270,Toronto,4.0,1.0,136.0,53,2.57,0.09,0.24
2009,2270,Toronto,5.0,1.0,2.0,1,2.0,0.0,0.0
2009,2270,Toronto,1.0,1.0,418.0,418,1.0,0.0,0.74
2009,2270,Toronto,5.0,3.0,295.0,30,9.83,9.8,0.52
2009,2270,Toronto,2.0,1.0,35.0,20,1.75,0.0,0.06
2009,2270,Toronto,4.0,3.0,21.0,9,2.33,0.0,0.04
2010,2270,Toronto,5.0,3.0,768.0,37,20.76,15.11,1.33
2010,2270,Toronto,4.0,1.0,42.0,18,2.33,0.11,0.07
2010,2270,Toronto,5.0,1.0,2.0,1,2.0,0.0,0.0
2010,2270,Toronto,1.0,1.0,179.0,179,1.0,0.0,0.31
2010,2270,Toronto,2.0,1.0,23.0,15,1.53,0.0,0.04
2010,2270,Toronto,4.0,3.0,18.0,7,2.57,0.0,0.03
2011,2270,Toronto,4.0,3.0,19.0,7,2.71,0.0,0.03
2011,2270,Toronto,1.0,1.0,87.0,87,1.0,0.0,0.15
2011,2270,Toronto,4.0,1.0,61.0,24,2.54,0.0,0.1
2011,2270,Toronto,5.0,3.0,848.0,55,15.42,14.8,1.45
2011,2270,Toronto,2.0,1.0,25.0,14,1.79,0.0,0.04
2012,2270,Toronto,4.0,3.0,11.0,5,2.2,0.0,0.02
2012,2270,Toronto,4.0,1.0,71.0,20,3.55,0.0,0.12
2012,2270,Toronto,1.0,1.0,134.0,134,1.0,0.0,0.23
2012,2270,Toronto,2.0,1.0,18.0,10,1.8,0.0,0.03
2012,2270,Toronto,5.0,3.0,909.0,63,14.43,20.03,1.53
2013,2270,Toronto,4.0,3.0,12.0,5,2.4,0.0,0.02
2013,2270,Toronto,5.0,3.0,1088.0,69,15.77,18.62,1.82
2013,2270,Toronto,2.0,1.0,16.0,8,2.0,0.0,0.03
2013,2270,Toronto,4.0,1.0,94.0,28,3.36,0.11,0.16
2013,2270,Toronto,1.0,1.0,150.0,156,0.96,0.0,0.25
2014,2270,Toronto,2.0,1.0,27.0,15,1.8,0.0,0.04
2014,2270,Toronto,5.0,3.0,917.0,71,12.92,18.38,1.52
2014,2270,Toronto,1.0,1.0,216.0,222,0.97,0.0,0.36
2014,2270,Toronto,4.0,1.0,75.0,19,3.95,0.0,0.12
2014,2270,Toronto,4.0,3.0,28.0,10,2.8,0.0,0.05
2015,2270,Toronto,1.0,1.0,280.0,280,1.0,0.0,0.46
2015,2270,Toronto,5.0,3.0,1966.0,106,18.55,22.75,3.22
2015,2270,Toronto,4.0,1.0,62.0,16,3.88,0.0,0.1
2015,2270,Toronto,4.0,3.0,25.0,8,3.13,0.0,0.04
2015,2270,Toronto,2.0,1.0,18.0,9,2.0,0.0,0.03
2016,2270,Toronto,2.0,1.0,21.0,12,1.75,0.0,0.03
2016,2270,Toronto,1.0,1.0,280.0,280,1.0,0.0,0.45
2016,2270,Toronto,4.0,3.0,21.0,9,2.33,0.0,0.03
2016,2270,Toronto,5.0,3.0,1032.0,65,15.88,19.98,1.66
2016,2270,Toronto,4.0,1.0,57.0,14,4.07,0.0,0.09
2017,2270,Toronto,2.0,1.0,24.0,14,1.71,0.0,0.04
2017,2270,Toronto,4.0,3.0,13.0,4,3.25,0.0,0.02
2017,2270,Toronto,1.0,1.0,305.0,305,1.0,0.0,0.48
2017,2270,Toronto,5.0,3.0,254.0,25,10.16,25.08,0.4
2017,2270,Toronto,4.0,1.0,67.0,13,5.15,0.0,0.11
2018,2270,Toronto,1.0,1.0,322.0,322,1.0,0.0,0.5
2018,2270,Toronto,5.0,3.0,44.0,13,3.38,22.08,0.07
2018,2270,Toronto,4.0,1.0,65.0,9,7.22,0.0,0.1
2018,2270,Toronto,4.0,3.0,8.0,1,8.0,0.0,0.01
2018,2270,Toronto,2.0,1.0,22.0,14,1.57,0.0,0.03
2019,2270,Toronto,4.0,1.0,175.0,33,5.3,0.0,0.27
2019,2270,Toronto,1.0,1.0,491.0,491,1.0,0.0,0.75
2019,2270,Toronto,2.0,1.0,74.0,48,1.54,0.0,0.11
2019,2270,Toronto,4.0,3.0,6.0,2,3.0,0.0,0.01
2019,2270,Toronto,1.0,3.0,2.0,2,1.0,0.0,0.0
2019,2270,Toronto,5.0,3.0,241.0,13,18.54,18.62,0.37
2020,2270,Toronto,4.0,3.0,105.0,8,13.13,0.0,0.16
2020,2270,Toronto,2.0,1.0,38.0,24,1.58,0.0,0.06
2020,2270,Toronto,1.0,1.0,434.0,434,1.0,0.0,0.66
2020,2270,Toronto,5.0,3.0,289.0,20,14.45,18.5,0.44
2020,2270,Toronto,1.0,3.0,2.0,2,1.0,0.0,0.0
2020,2270,Toronto,4.0,1.0,100.0,37,2.7,0.0,0.15
2021,2270,Toronto,1.0,1.0,370.0,370,1.0,0.0,0.56
2021,2270,Toronto,1.0,3.0,2.0,2,1.0,0.0,0.0
2021,2270,Toronto,2.0,1.0,28.0,16,1.75,0.0,0.04
2021,2270,Toronto,4.0,3.0,3.0,1,3.0,0.0,0.0
2021,2270,Toronto,4.0,1.0,111.0,43,2.58,0.0,0.17
2021,2270,Toronto,5.0,3.0,160.0,16,10.0,18.94,0.24
2022,2270,Toronto,1.0,1.0,334.0,334,1.0,0.0,0.48
2022,2270,Toronto,2.0,1.0,22.0,15,1.47,0.0,0.03
2022,2270,Toronto,4.0,3.0,22.0,2,11.0,0.0,0.03
2022,2270,Toronto,4.0,1.0,63.0,17,3.71,0.0,0.09
2022,2270,Toronto,1.0,3.0,3.0,3,1.0,0.0,0.0
2022,2270,Toronto,5.0,3.0,86.0,8,10.75,21.38,0.12
2023,2270,Toronto,1.0,1.0,543.0,543,1.0,0.0,0.76
2023,2270,Toronto,4.0,1.0,28.0,7,4.0,0.0,0.04
2023,2270,Toronto,1.0,3.0,3.0,3,1.0,0.0,0.0
2023,2270,Toronto,2.0,1.0,20.0,14,1.43,0.0,0.03
1988,2410,Vancouver,1.0,1.0,750.0,1477,0.51,0.0,4.8
1988,2410,Vancouver,2.0,3.0,43.0,45,0.96,0.0,0.28
1988,2410,Vancouver,5.0,3.0,379.0,72,5.26,3.33,2.43
1988,2410,Vancouver,1.0,3.0,10.0,14,0.71,0.0,0.06
1988,2410,Vancouver,2.0,1.0,55.0,52,1.06,0.0,0.35
1988,2410,Vancouver,4.0,3.0,165.0,69,2.39,0.46,1.06
1989,2410,Vancouver,4.0,3.0,145.0,50,2.9,0.0,0.9
1989,2410,Vancouver,1.0,3.0,3.0,14,0.21,0.0,0.02
1989,2410,Vancouver,1.0,1.0,898.0,1641,0.55,0.0,5.6
1989,2410,Vancouver,2.0,3.0,29.0,35,0.83,0.0,0.18
1989,2410,Vancouver,2.0,1.0,43.0,33,1.3,0.0,0.27
1989,2410,Vancouver,5.0,3.0,421.0,51,8.25,3.2,2.63
1990,2410,Vancouver,1.0,3.0,8.0,15,0.53,0.0,0.05
1990,2410,Vancouver,2.0,3.0,171.0,109,1.57,0.0,1.04
1990,2410,Vancouver,5.0,3.0,2219.0,165,13.45,4.1,13.52
1990,2410,Vancouver,1.0,1.0,1705.0,2223,0.77,0.0,10.39
1990,2410,Vancouver,2.0,1.0,84.0,49,1.71,0.0,0.51
1990,2410,Vancouver,4.0,1.0,18.0,1,18.0,0.0,0.11
1990,2410,Vancouver,4.0,3.0,775.0,245,3.16,0.15,4.72
1991,2410,Vancouver,2.0,3.0,75.0,77,0.97,0.0,0.45
1991,2410,Vancouver,4.0,3.0,353.0,154,2.29,0.1,2.1
1991,2410,Vancouver,5.0,3.0,1831.0,138,13.27,7.11,10.88
1991,2410,Vancouver,1.0,1.0,727.0,1320,0.55,0.0,4.32
1991,2410,Vancouver,1.0,3.0,12.0,14,0.86,0.0,0.07
1991,2410,Vancouver,2.0,1.0,21.0,19,1.11,0.0,0.12
1992,2410,Vancouver,1.0,3.0,9.0,18,0.5,0.0,0.05
1992,2410,Vancouver,2.0,3.0,64.0,64,1.0,0.0,0.37
1992,2410,Vancouver,4.0,3.0,120.0,65,1.85,0.05,0.7
1992,2410,Vancouver,1.0,1.0,800.0,1467,0.55,0.0,4.63
1992,2410,Vancouver,5.0,3.0,1529.0,133,11.5,7.41,8.86
1992,2410,Vancouver,2.0,1.0,34.0,35,0.97,0.0,0.2
1993,2410,Vancouver,4.0,3.0,225.0,114,1.97,0.04,1.26
1993,2410,Vancouver,1.0,1.0,1171.0,1747,0.67,0.0,6.58
1993,2410,Vancouver,1.0,3.0,4.0,5,0.8,0.0,0.02
1993,2410,Vancouver,2.0,1.0,49.0,41,1.2,0.0,0.28
1993,2410,Vancouver,5.0,1.0,6.0,3,2.0,2.0,0.03
1993,2410,Vancouver,5.0,3.0,2183.0,184,11.86,7.29,12.26
1993,2410,Vancouver,2.0,3.0,88.0,79,1.11,0.0,0.49
1994,2410,Vancouver,5.0,1.0,2.0,1,2.0,2.0,0.01
1994,2410,Vancouver,2.0,1.0,85.0,54,1.57,0.0,0.46
1994,2410,Vancouver,1.0,1.0,1177.0,1677,0.7,0.0,6.41
1994,2410,Vancouver,1.0,3.0,10.0,11,0.91,0.0,0.05
1994,2410,Vancouver,2.0,3.0,105.0,79,1.33,0.0,0.57
1994,2410,Vancouver,5.0,3.0,2453.0,180,13.63,7.78,13.35
1994,2410,Vancouver,4.0,3.0,459.0,191,2.4,0.21,2.5
1995,2410,Vancouver,1.0,1.0,1321.0,1696,0.78,0.0,6.96
1995,2410,Vancouver,5.0,1.0,14.0,7,2.0,2.0,0.07
1995,2410,Vancouver,4.0,3.0,569.0,241,2.36,0.03,3.0
1995,2410,Vancouver,2.0,3.0,140.0,101,1.39,0.0,0.74
1995,2410,Vancouver,2.0,1.0,84.0,63,1.33,0.0,0.44
1995,2410,Vancouver,1.0,3.0,17.0,28,0.61,0.0,0.09
1995,2410,Vancouver,5.0,3.0,3317.0,225,14.74,7.38,17.47
1996,2410,Vancouver,4.0,3.0,429.0,179,2.4,0.28,2.2
1996,2410,Vancouver,2.0,3.0,118.0,96,1.23,0.0,0.6
1996,2410,Vancouver,5.0,1.0,8.0,4,2.0,2.0,0.04
1996,2410,Vancouver,1.0,1.0,1018.0,1438,0.71,0.0,5.21
1996,2410,Vancouver,5.0,3.0,2208.0,208,10.62,7.17,11.3
1996,2410,Vancouver,1.0,3.0,35.0,55,0.64,0.0,0.18
1996,2410,Vancouver,2.0,1.0,53.0,42,1.26,0.0,0.27
1997,2410,Vancouver,1.0,1.0,1062.0,1444,0.74,0.0,5.36
1997,2410,Vancouver,2.0,3.0,108.0,84,1.29,0.0,0.54
1997,2410,Vancouver,5.0,3.0,2472.0,192,12.88,7.54,12.47
1997,2410,Vancouver,2.0,1.0,69.0,47,1.47,0.0,0.35
1997,2410,Vancouver,4.0,3.0,439.0,178,2.47,0.04,2.21
1997,2410,Vancouver,1.0,3.0,23.0,28,0.82,0.0,0.12
1997,2410,Vancouver,5.0,1.0,28.0,14,2.0,2.0,0.14
1998,2410,Vancouver,5.0,3.0,2745.0,181,15.17,8.03,13.66
1998,2410,Vancouver,1.0,1.0,947.0,1282,0.74,0.0,4.71
1998,2410,Vancouver,4.0,3.0,735.0,280,2.63,0.16,3.66
1998,2410,Vancouver,5.0,1.0,16.0,8,2.0,2.0,0.08
1998,2410,Vancouver,2.0,1.0,127.0,85,1.49,0.0,0.63
1998,2410,Vancouver,1.0,3.0,37.0,43,0.86,0.0,0.18
1998,2410,Vancouver,2.0,3.0,226.0,146,1.55,0.0,1.12
1999,2410,Vancouver,5.0,1.0,14.0,7,2.0,1.71,0.07
1999,2410,Vancouver,1.0,1.0,536.0,890,0.6,0.0,2.63
1999,2410,Vancouver,2.0,1.0,88.0,62,1.42,0.0,0.43
1999,2410,Vancouver,2.0,3.0,106.0,70,1.51,0.0,0.52
1999,2410,Vancouver,1.0,3.0,13.0,18,0.72,0.0,0.06
1999,2410,Vancouver,4.0,3.0,463.0,172,2.69,0.56,2.27
1999,2410,Vancouver,5.0,3.0,2410.0,141,17.09,8.39,11.83
2000,2410,Vancouver,5.0,1.0,22.0,11,2.0,2.0,0.11
2000,2410,Vancouver,1.0,3.0,21.0,29,0.72,0.0,0.1
2000,2410,Vancouver,1.0,1.0,564.0,783,0.72,0.0,2.72
2000,2410,Vancouver,2.0,1.0,123.0,87,1.41,0.0,0.59
2000,2410,Vancouver,2.0,3.0,101.0,71,1.42,0.0,0.49
2000,2410,Vancouver,4.0,3.0,485.0,184,2.64,0.73,2.34
2000,2410,Vancouver,5.0,3.0,1957.0,112,17.47,8.91,9.45
2001,2410,Vancouver,1.0,3.0,11.0,15,0.73,0.0,0.05
2001,2410,Vancouver,1.0,1.0,319.0,603,0.53,0.0,1.52
2001,2410,Vancouver,2.0,1.0,60.0,55,1.09,0.0,0.29
2001,2410,Vancouver,5.0,1.0,22.0,11,2.0,2.0,0.1
2001,2410,Vancouver,4.0,3.0,256.0,108,2.37,0.33,1.22
2001,2410,Vancouver,5.0,3.0,589.0,47,12.53,9.96,2.81
2001,2410,Vancouver,2.0,3.0,16.0,15,1.07,0.0,0.08
2002,2410,Vancouver,1.0,3.0,16.0,19,0.84,0.0,0.08
2002,2410,Vancouver,2.0,1.0,94.0,72,1.31,0.0,0.44
2002,2410,Vancouver,4.0,3.0,153.0,63,2.43,0.6,0.72
2002,2410,Vancouver,1.0,1.0,325.0,686,0.47,0.0,1.54
2002,2410,Vancouver,5.0,1.0,24.0,12,2.0,2.0,0.11
2002,2410,Vancouver,2.0,3.0,38.0,37,1.03,0.0,0.18
2002,2410,Vancouver,5.0,3.0,279.0,19,14.68,9.16,1.32
2003,2410,Vancouver,1.0,3.0,13.0,17,0.76,0.0,0.06
2003,2410,Vancouver,5.0,3.0,141.0,20,7.05,8.4,0.66
2003,2410,Vancouver,4.0,3.0,97.0,42,2.31,0.36,0.46
2003,2410,Vancouver,2.0,1.0,75.0,68,1.1,0.0,0.35
2003,2410,Vancouver,5.0,1.0,16.0,8,2.0,2.0,0.08
2003,2410,Vancouver,2.0,3.0,25.0,23,1.09,0.0,0.12
2003,2410,Vancouver,1.0,1.0,458.0,814,0.56,0.0,2.15
2004,2410,Vancouver,1.0,1.0,580.0,991,0.59,0.0,2.69
2004,2410,Vancouver,2.0,3.0,49.0,56,0.88,0.0,0.23
2004,2410,Vancouver,1.0,3.0,22.0,36,0.61,0.0,0.1
2004,2410,Vancouver,2.0,1.0,116.0,91,1.27,0.0,0.54
2004,2410,Vancouver,5.0,1.0,54.0,27,2.0,2.0,0.25
2004,2410,Vancouver,5.0,3.0,124.0,24,5.17,4.04,0.58
2004,2410,Vancouver,4.0,3.0,128.0,58,2.21,0.16,0.59
2005,2410,Vancouver,5.0,1.0,28.0,14,2.0,2.0,0.13
2005,2410,Vancouver,2.0,3.0,18.0,22,0.82,0.0,0.08
2005,2410,Vancouver,5.0,3.0,133.0,12,11.08,4.92,0.61
2005,2410,Vancouver,1.0,1.0,463.0,837,0.55,0.0,2.12
2005,2410,Vancouver,4.0,3.0,118.0,37,3.19,1.35,0.54
2005,2410,Vancouver,1.0,3.0,19.0,64,0.3,0.0,0.09
2005,2410,Vancouver,2.0,1.0,59.0,53,1.11,0.0,0.27
2006,2410,Vancouver,4.0,1.0,4.0,1,4.0,0.0,0.02
2006,2410,Vancouver,2.0,3.0,20.0,27,0.74,0.0,0.09
2006,2410,Vancouver,5.0,3.0,86.0,17,5.06,4.71,0.39
2006,2410,Vancouver,1.0,3.0,16.0,23,0.7,0.0,0.07
2006,2410,Vancouver,2.0,1.0,100.0,82,1.22,0.0,0.45
2006,2410,Vancouver,1.0,1.0,667.0,1025,0.65,0.0,3.01
2006,2410,Vancouver,4.0,3.0,99.0,49,2.02,0.22,0.45
2006,2410,Vancouver,5.0,1.0,26.0,13,2.0,2.0,0.12
2007,2410,Vancouver,5.0,3.0,152.0,20,7.6,4.95,0.68
2007,2410,Vancouver,1.0,3.0,19.0,26,0.73,0.0,0.08
2007,2410,Vancouver,2.0,1.0,79.0,69,1.14,0.0,0.35
2007,2410,Vancouver,5.0,1.0,52.0,26,2.0,2.0,0.23
2007,2410,Vancouver,1.0,1.0,764.0,1105,0.69,0.0,3.4
2007,2410,Vancouver,4.0,1.0,1.0,1,1.0,0.0,0.0
2007,2410,Vancouver,4.0,3.0,124.0,50,2.48,0.24,0.55
2007,2410,Vancouver,2.0,3.0,31.0,40,0.78,0.0,0.14
2008,2410,Vancouver,1.0,1.0,1104.0,1338,0.83,0.0,4.81
2008,2410,Vancouver,1.0,3.0,26.0,26,1.0,0.0,0.11
2008,2410,Vancouver,4.0,1.0,6.0,3,2.0,0.0,0.03
2008,2410,Vancouver,2.0,1.0,143.0,93,1.54,0.0,0.62
2008,2410,Vancouver,2.0,3.0,41.0,37,1.11,0.0,0.18
2008,2410,Vancouver,5.0,3.0,554.0,53,10.45,9.23,2.41
2008,2410,Vancouver,4.0,3.0,326.0,139,2.35,0.16,1.42
2008,2410,Vancouver,5.0,1.0,128.0,64,2.0,2.0,0.56
2009,2410,Vancouver,2.0,1.0,65.0,42,1.55,0.0,0.28
2009,2410,Vancouver,4.0,3.0,244.0,110,2.22,0.44,1.04
2009,2410,Vancouver,1.0,3.0,3.0,3,1.0,0.0,0.01
2009,2410,Vancouver,2.0,3.0,27.0,19,1.42,0.0,0.12
2009,2410,Vancouver,1.0,1.0,558.0,558,1.0,0.0,2.38
2009,2410,Vancouver,5.0,3.0,691.0,78,8.86,9.17,2.95
2009,2410,Vancouver,5.0,1.0,82.0,41,2.0,1.9,0.35
2009,2410,Vancouver,4.0,1.0,1.0,1,1.0,0.0,0.0
2010,2410,Vancouver,4.0,3.0,381.0,143,2.66,0.34,1.61
2010,2410,Vancouver,1.0,1.0,750.0,750,1.0,0.0,3.17
2010,2410,Vancouver,1.0,3.0,6.0,6,1.0,0.0,0.03
2010,2410,Vancouver,5.0,1.0,137.0,69,1.99,1.94,0.58
2010,2410,Vancouver,4.0,1.0,1.0,1,1.0,0.0,0.0
2010,2410,Vancouver,2.0,1.0,94.0,57,1.65,0.0,0.4
2010,2410,Vancouver,2.0,3.0,29.0,20,1.45,0.0,0.12
2010,2410,Vancouver,5.0,3.0,2042.0,101,20.22,9.31,8.62
2011,2410,Vancouver,1.0,1.0,716.0,716,1.0,0.0,2.97
2011,2410,Vancouver,4.0,1.0,6.0,2,3.0,0.0,0.02
2011,2410,Vancouver,5.0,3.0,1506.0,106,14.21,10.07,6.24
2011,2410,Vancouver,2.0,3.0,29.0,23,1.26,0.0,0.12
2011,2410,Vancouver,4.0,3.0,534.0,190,2.81,0.33,2.21
2011,2410,Vancouver,5.0,1.0,266.0,133,2.0,1.58,1.1
2011,2410,Vancouver,2.0,1.0,87.0,50,1.74,0.0,0.36
2012,2410,Vancouver,5.0,1.0,650.0,326,1.99,1.94,2.65
2012,2410,Vancouver,1.0,1.0,1013.0,1013,1.0,0.0,4.13
2012,2410,Vancouver,4.0,1.0,34.0,8,4.25,0.0,0.14
2012,2410,Vancouver,1.0,3.0,11.0,11,1.0,0.0,0.04
2012,2410,Vancouver,2.0,3.0,58.0,40,1.45,0.0,0.24
2012,2410,Vancouver,2.0,1.0,95.0,57,1.67,0.0,0.39
2012,2410,Vancouver,5.0,3.0,1441.0,124,11.62,8.74,5.87
2012,2410,Vancouver,4.0,3.0,700.0,245,2.86,0.4,2.85
2013,2410,Vancouver,2.0,3.0,47.0,32,1.47,0.0,0.19
2013,2410,Vancouver,4.0,1.0,21.0,7,3.0,0.0,0.08
2013,2410,Vancouver,4.0,3.0,607.0,233,2.61,0.35,2.43
2013,2410,Vancouver,5.0,1.0,168.0,84,2.0,1.93,0.67
2013,2410,Vancouver,5.0,3.0,1992.0,148,13.46,8.3,7.96
2013,2410,Vancouver,1.0,1.0,1252.0,1252,1.0,0.0,5.0
2013,2410,Vancouver,1.0,3.0,8.0,8,1.0,0.0,0.03
2013,2410,Vancouver,2.0,1.0,110.0,70,1.57,0.0,0.44
2014,2410,Vancouver,2.0,1.0,103.0,64,1.61,0.0,0.41
2014,2410,Vancouver,2.0,3.0,29.0,19,1.53,0.0,0.11
2014,2410,Vancouver,4.0,3.0,550.0,230,2.39,0.0,2.17
2014,2410,Vancouver,1.0,1.0,1015.0,1015,1.0,0.0,4.0
2014,2410,Vancouver,5.0,3.0,1518.0,128,11.86,8.87,5.98
2014,2410,Vancouver,1.0,3.0,13.0,13,1.0,0.0,0.05
2015,2410,Vancouver,1.0,3.0,9.0,9,1.0,0.0,0.03
2015,2410,Vancouver,4.0,3.0,207.0,88,2.35,0.0,0.8
2015,2410,Vancouver,5.0,3.0,749.0,84,8.92,9.23,2.91
2015,2410,Vancouver,2.0,1.0,73.0,49,1.49,0.0,0.28
2015,2410,Vancouver,1.0,1.0,710.0,710,1.0,0.0,2.75
2015,2410,Vancouver,2.0,3.0,29.0,20,1.45,0.0,0.11
2016,2410,Vancouver,1.0,1.0,842.0,842,1.0,0.0,3.22
2016,2410,Vancouver,4.0,1.0,4.0,1,4.0,0.0,0.02
2016,2410,Vancouver,5.0,3.0,255.0,24,10.63,9.21,0.98
2016,2410,Vancouver,1.0,3.0,8.0,8,1.0,0.0,0.03
2016,2410,Vancouver,4.0,3.0,145.0,55,2.64,0.0,0.56
2016,2410,Vancouver,2.0,1.0,54.0,31,1.74,0.0,0.21
2016,2410,Vancouver,2.0,3.0,11.0,7,1.57,0.0,0.04
2017,2410,Vancouver,4.0,3.0,116.0,45,2.58,0.0,0.44
2017,2410,Vancouver,2.0,3.0,12.0,8,1.5,0.0,0.05
2017,2410,Vancouver,1.0,3.0,23.0,23,1.0,0.0,0.09
2017,2410,Vancouver,2.0,1.0,95.0,55,1.73,0.0,0.36
2017,2410,Vancouver,1.0,1.0,1026.0,1026,1.0,0.0,3.87
2017,2410,Vancouver,4.0,1.0,9.0,2,4.5,0.0,0.03
2017,2410,Vancouver,5.0,3.0,326.0,13,25.08,5.85,1.23
2018,2410,Vancouver,4.0,1.0,12.0,4,3.0,0.0,0.04
2018,2410,Vancouver,2.0,1.0,113.0,61,1.85,0.0,0.42
2018,2410,Vancouver,2.0,3.0,29.0,17,1.71,0.0,0.11
2018,2410,Vancouver,1.0,1.0,1090.0,1090,1.0,0.0,4.03
2018,2410,Vancouver,4.0,3.0,221.0,77,2.87,0.0,0.82
2018,2410,Vancouver,1.0,3.0,18.0,18,1.0,0.0,0.07
2018,2410,Vancouver,5.0,3.0,766.0,34,22.53,10.32,2.83
2019,2410,Vancouver,1.0,1.0,887.0,887,1.0,0.0,3.24
2019,2410,Vancouver,1.0,3.0,20.0,20,1.0,0.0,0.07
2019,2410,Vancouver,5.0,3.0,926.0,47,19.7,5.85,3.38
2019,2410,Vancouver,2.0,1.0,115.0,68,1.69,0.0,0.42
2019,2410,Vancouver,4.0,3.0,470.0,158,2.97,0.0,1.71
