Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
BL232269,15881246,#1309 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/14,2021/02/13,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL232276,15881311,#504 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/14,2021/02/13,Licensed,-114.0606639948909,51.03966467140843,POINT (-114.060663994891 51.039664671408),14,3,260,5
BL232277,15881337,145 VALLEY WOODS PL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-114.25986493942497,51.09944681108868,POINT (-114.259864939425 51.099446811089),13,2,47,9
BL232282,15881360,127 TUSCANY CO NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/14,2021/02/13,Licensed,-114.24951413001568,51.12591571356055,POINT (-114.249514130016 51.125915713561),13,2,158,9
BL232285,15881378,#207 112 23 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/14,2021/02/13,Licensed,-114.06546101897194,51.03256048090462,POINT (-114.065461018972 51.032560480905),14,1,297,5
BL232288,15881394,10468 HIDDEN VALLEY DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-114.10126192301189,51.148396707182044,POINT (-114.101261923012 51.148396707182),2,2,25,12
BL232289,15881402,#902 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/14,2021/02/13,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL232291,15881428,#205 1626 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/14,2021/02/13,Licensed,-114.09835812896705,51.04072997220696,POINT (-114.098358128967 51.040729972207),14,1,136,2
BL232296,15881477,#308 1117 1 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/14,2021/02/13,Licensed,-114.06607421330969,51.04188781849616,POINT (-114.06607421331 51.041887818496),14,1,260,5
BL232299,15881501,19 ASPENSHIRE PA SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Cancelled,-114.21638419950706,51.04650186337217,POINT (-114.216384199507 51.046501863372),1,1,48,14
BL232302,15881550,19 ASPENSHIRE PA SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-114.21638419950706,51.04650186337217,POINT (-114.216384199507 51.046501863372),1,1,48,14
BL232304,15881584,53 HOWSE MR NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/14,2021/02/13,Licensed,-114.06154568408078,51.185441876592,POINT (-114.061545684081 51.185441876592),11,4,246,12
BL232305,15881592,#1703 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/14,2021/02/13,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL232308,15881618,107 TARAWOOD GV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-113.93812062593229,51.124693706538565,POINT (-113.938120625932 51.124693706539),11,4,26,1
BL232307,15881626,90 TARACOVE WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-113.93540788553128,51.11971771223956,POINT (-113.935407885531 51.11971771224),11,4,26,1
BL232306,15881634,165 MARTINVALLEY CR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-113.95404259482935,51.1248474144914,POINT (-113.954042594829 51.124847414491),9,4,180,1
BL232309,15881642,1316 CRAIG RD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-114.09161021883969,50.985601538142596,POINT (-114.09161021884 50.985601538143),8,1,59,5
BL232310,15881667,213 SIROCCO PL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-114.16780463783081,51.03356623412874,POINT (-114.167804637831 51.033566234129),1,1,278,14
BL232311,15881675,4630 81 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/14,2021/02/13,Licensed,-114.20484613139485,51.09302263513839,POINT (-114.204846131395 51.093022635138),13,2,149,9
BL232312,15881683,#3308 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/15,2021/02/14,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL232313,15881691,#101 1143 37 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/15,2021/02/14,Licensed,-114.14152983809153,51.041733720937536,POINT (-114.141529838092 51.041733720938),14,1,281,2
BL232314,15881709,#2206 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/15,2021/02/14,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL232315,15881717,1304 EVANSTON SQ NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/15,2021/02/14,Licensed,-114.1167336318408,51.172109781111395,POINT (-114.116733631841 51.172109781111),3,2,237,10
BL232316,15881725,113 12 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/15,2021/02/14,Licensed,-114.09194006248721,51.053137296002625,POINT (-114.091940062487 51.053137296003),7,2,40,7
BL232317,15881733,#201 315 HERITAGE DR SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/15,2021/02/14,Licensed,-114.06342614746939,50.978214759220755,POINT (-114.063426147469 50.978214759221),10,3,174,5
BL232318,15881741,48 EVANSFIELD MR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/15,2021/02/14,Licensed,-114.11339491351505,51.181608076593164,POINT (-114.113394913515 51.181608076593),3,2,237,10
BL232319,15881758,374 SILVERADO WY SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/15,2021/02/14,Licensed,-114.08474468728977,50.88177742293794,POINT (-114.08474468729 50.881777422938),6,1,134,6
BL232321,15881774,#1504 1500 7 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/15,2021/02/14,Licensed,-114.07893421385867,51.03873898499686,POINT (-114.078934213859 51.038738984997),14,1,260,2
BL232322,15881782,129 SETON TC SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/16,2021/02/15,Licensed,-113.95975481984448,50.86923082354295,POINT (-113.959754819844 50.869230823543),4,3,229,8
BL232323,15881790,#311 339 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/16,2021/02/15,Licensed,-114.07068209789709,51.040462527596496,POINT (-114.070682097897 51.040462527596),14,1,260,5
BL232325,15881832,#206 718 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/16,2021/02/15,Licensed,-114.0779614020862,51.04209129435349,POINT (-114.077961402086 51.042091294353),14,1,260,2
BL232326,15881857,903 DRURY AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/16,2021/02/15,Licensed,-114.04248051120574,51.057542602519945,POINT (-114.042480511206 51.05754260252),10,4,137,11
BL232327,15881865,#202 630 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/16,2021/02/15,Licensed,-114.0488943202542,51.045411548752796,POINT (-114.048894320254 51.045411548753),7,3,65,7
BL232329,15881881,#411 1540 17 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/17,2021/02/16,Licensed,-114.09645568955345,51.038040952587295,POINT (-114.096455689553 51.038040952587),14,1,136,2
BL232330,15881899,#213 1117 1 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/17,2021/02/16,Licensed,-114.06607421330969,51.04188781849616,POINT (-114.06607421331 51.041887818496),14,1,260,5
BL232331,15881907,145 TUSCANY SPRINGS WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/17,2021/02/16,Licensed,-114.24291419668357,51.13431013727084,POINT (-114.242914196684 51.134310137271),13,2,158,9
BL232335,15881931,94 MARTIN CROSSING WY NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/17,2021/02/16,Licensed,-113.95770009538613,51.119951543469554,POINT (-113.957700095386 51.11995154347),9,4,180,1
BL232336,15881956,30 OAKVIEW PL SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/17,2021/02/16,Licensed,-114.12742525597073,50.96400797616151,POINT (-114.127425255971 50.964007976162),8,1,217,5
BL232337,15881964,#2002 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/17,2021/02/16,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL232338,15881972,#810 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/17,2021/02/16,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL232339,15881980,#1308 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/17,2021/02/16,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL232340,15881998,#402 1027 CAMERON AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/17,2021/02/16,Licensed,-114.08610657972882,51.03604191352425,POINT (-114.086106579729 51.036041913524),14,1,16,2
BL232343,15882046,31 HAWKWOOD CR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/17,2021/02/16,Licensed,-114.19059588188124,51.128435666854315,POINT (-114.190595881881 51.128435666854),3,2,248,10
BL232344,15882053,#1601 1078 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/17,2021/02/16,Licensed,-114.08470127165354,51.04833495860206,POINT (-114.084701271654 51.048334958602),14,1,45,2
BL232345,15882079,1114 BELLEVUE AV SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/03/02,2021/03/02,Licensed,-114.04345866453002,51.03952113837776,POINT (-114.04345866453 51.039521138378),10,3,132,11
BL232346,15882095,85 KINLEA WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/17,2021/02/16,Licensed,-114.1376919161764,51.16681817789226,POINT (-114.137691916176 51.166818177892),3,2,220,10
BL232347,15882103,316 SILVER BROOK WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/17,2021/02/16,Licensed,-114.18660463597259,51.10986855133713,POINT (-114.186604635973 51.109868551337),13,2,147,9
BL232348,15882129,711 4 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/17,2021/02/16,Licensed,-114.07186313420034,51.058136209285564,POINT (-114.0718631342 51.058136209286),7,2,62,7
BL232349,15882137,724 37 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/17,2021/02/16,Licensed,-114.14084965414419,51.06285343758418,POINT (-114.140849654144 51.062853437584),7,2,91,7
BL232669,15886310,228 PUMP HILL GD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/26,2021/02/25,Licensed,-114.10591582625389,50.96782055111462,POINT (-114.105915826254 50.967820551115),8,1,127,5
BL232353,15882178,116 COPPERFIELD RI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-113.93994463036047,50.91365464661781,POINT (-113.93994463036 50.913654646618),4,3,96,8
BL232354,15882186,116 COPPERFIELD RI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Cancelled,-113.93994463036047,50.91365464661781,POINT (-113.93994463036 50.913654646618),4,3,96,8
BL232355,15882202,235 30 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-114.06708653901406,51.079414145407135,POINT (-114.067086539014 51.079414145407),10,2,69,7
BL232356,15882210,730 5 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-114.07400349288146,51.058463088541224,POINT (-114.074003492881 51.058463088541),7,2,62,7
BL232358,15882236,#908 788 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/18,2021/02/17,Licensed,-114.0785750199085,51.042142959468784,POINT (-114.078575019908 51.042142959469),14,1,260,2
BL232359,15882244,2206 15A ST SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-114.02332363416267,51.03479675601345,POINT (-114.023323634163 51.034796756013),10,3,54,11
BL232362,15882277,9123 SCURFIELD DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-114.22486306039046,51.12317325583694,POINT (-114.22486306039 51.123173255837),13,2,148,9
BL232369,15882335,640 RUNDLERIDGE DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-113.97792925789962,51.0708047722314,POINT (-113.9779292579 51.070804772231),9,4,34,3
BL232372,15882376,#3107 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/18,2021/02/17,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL232376,15882418,#101 1931 25A ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/18,2021/02/17,Licensed,-114.12263409291587,51.036694107965964,POINT (-114.122634092916 51.036694107966),14,1,182,2
BL232379,15882442,239 DOVERCLIFFE WY SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-113.97606893543629,51.02370987963539,POINT (-113.976068935436 51.023709879635),10,3,196,11
BL232384,15882632,108 LEGACY GR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/18,2021/02/17,Licensed,-114.01387675535192,50.85712144089192,POINT (-114.013876755352 50.857121440892),6,3,99,13
BL232385,15882640,#111 1607 11 AV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/18,2021/02/17,Licensed,-114.09741430612375,51.04305854436218,POINT (-114.097414306124 51.043058544362),14,1,136,2
BL232387,15882657,1119 15 ST SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/18,2021/02/17,Licensed,-114.09710346281643,51.04261569245046,POINT (-114.097103462816 51.04261569245),14,1,136,2
BL232398,15882822,4611 19 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/19,2021/02/18,Licensed,-114.15851900499791,51.07222275661093,POINT (-114.158519004998 51.072222756611),13,2,24,7
BL232397,15882848,#7 645 MEREDITH RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.04905605747415,51.05166752228567,POINT (-114.049056057474 51.051667522286),10,4,137,11
BL232405,15882913,#503 108 WATERFRONT CO SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.06570553895202,51.052611435472336,POINT (-114.065705538952 51.052611435472),7,1,21,7
BL232409,15882962,1629 14 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/19,2021/02/18,Licensed,-114.09871026484136,51.04030789362411,POINT (-114.098710264841 51.040307893624),14,1,136,2
BL232411,15882988,#2010 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL232416,15883036,#110 26 COUNTRY HILLS VW NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.07882214290694,51.14648899962063,POINT (-114.078822142907 51.146488999621),2,2,172,12
BL232431,15883424,#1610 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL232436,15883465,#116 19500 37 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-113.95470333801254,50.87795773909082,POINT (-113.954703338013 50.877957739091),4,3,90,8
BL232449,15883580,#401 1025 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.0846633726094,51.048724146551415,POINT (-114.084663372609 51.048724146551),14,1,45,2
BL232451,15883606,#1301 1108 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/20,2021/02/19,Licensed,-114.08690319369553,51.04854854162403,POINT (-114.086903193696 51.048548541624),14,1,45,2
BL232453,15883622,11723 CANFIELD RD SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/20,2021/02/19,Licensed,-114.07687742844219,50.949235491145366,POINT (-114.076877428442 50.949235491145),5,1,283,6
BL232465,15883929,#2305 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/20,2021/02/19,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL232472,15884059,4522 16A ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/20,2021/02/19,Licensed,-114.10160709680017,51.01349839099711,POINT (-114.1016070968 51.013498390997),8,1,200,2
BL232490,15884273,246 CITADEL CREST PA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/21,2021/02/20,Licensed,-114.17422356257266,51.14700960329601,POINT (-114.174223562573 51.147009603296),3,2,247,10
BL232508,15884562,211 29 AV NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/21,2021/02/20,Licensed,-114.05919549162759,51.07852151337643,POINT (-114.059195491628 51.078521513376),10,4,69,7
BL232509,15884588,#1803 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/22,2021/02/21,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL232513,15884620,8B SETON TC SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/23,2021/02/22,Licensed,-113.95819567394776,50.87025736138886,POINT (-113.958195673948 50.870257361389),4,3,229,8
BL232514,15884638,27 CHAPALINA HE SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/23,2021/02/22,Licensed,-114.04458857213173,50.878569137854065,POINT (-114.044588572132 50.878569137854),6,3,130,13
BL232518,15884679,#909 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/23,2021/02/22,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL232519,15884687,28 ROYAL OAK TC NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/24,2021/02/23,Licensed,-114.22317793630936,51.15196847752622,POINT (-114.223177936309 51.151968477526),3,2,252,9
BL232520,15884695,202 KINCORA BA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/24,2021/02/23,Licensed,-114.12639853179162,51.154885614157664,POINT (-114.126398531792 51.154885614158),3,2,220,10
BL232523,15884729,#103 830 MCDOUGALL RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-114.04342725891567,51.05102635538168,POINT (-114.043427258916 51.051026355382),10,4,137,11
BL232525,15884737,#104 830 MCDOUGALL RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/24,2021/02/23,Licensed,-114.04342725891567,51.05102635538168,POINT (-114.043427258916 51.051026355382),10,4,137,11
BL232530,15884760,191 WINDERMERE RD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/24,2021/02/23,Licensed,-114.15728838147692,51.051057749703105,POINT (-114.157288381477 51.051057749703),14,1,170,2
BL235172,15917362,#2306 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/06/29,2021/06/29,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL232600,15885593,#407 128 2 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/25,2021/02/24,Licensed,-114.0672754921745,51.05312594097018,POINT (-114.067275492174 51.05312594097),7,1,21,7
BL231891,15877442,#2201 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL231909,15877616,#310 630 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0488943202542,51.045411548752796,POINT (-114.048894320254 51.045411548753),7,3,65,7
BL232619,15885825,#6 177 9 ST NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/25,2021/02/24,Licensed,-114.04103532782507,51.05291656456143,POINT (-114.041035327825 51.052916564561),10,4,137,11
BL232592,15885833,#1226 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/25,2021/02/24,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL231538,15873813,679 EVANSTON DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.12228384295942,51.17724868144769,POINT (-114.122283842959 51.177248681448),3,2,237,10
BL232627,15885916,#303 2006 11 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/25,2021/02/24,Licensed,-114.10706231751064,51.043832645890134,POINT (-114.107062317511 51.04383264589),14,1,136,2
BL232628,15885932,3 ARBOUR MEADOWS CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/25,2021/02/24,Licensed,-114.2183003202949,51.131298642634846,POINT (-114.218300320295 51.131298642635),3,2,244,10
BL232629,15885940,#2203 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/26,2021/02/25,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL232641,15886047,44 SILVER CREST GR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/26,2021/02/25,Licensed,-114.19614053688254,51.10236198275181,POINT (-114.196140536883 51.102361982752),13,2,147,9
BL231414,15872500,#1101 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL232725,15886880,#303 3600 15A ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/28,2021/02/27,Licensed,-114.09865935070535,51.022488860744026,POINT (-114.098659350705 51.022488860744),8,1,200,2
BL232728,15886914,928 40 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/28,2021/02/27,Licensed,-114.08098902866038,51.08900954871981,POINT (-114.08098902866 51.08900954872),7,2,37,4
BL232733,15886955,4806 DALHOUSIE DR NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/28,2021/02/27,Licensed,-114.15650303784572,51.105956536564854,POINT (-114.156503037846 51.105956536565),7,2,38,4
BL232741,15887052,1719 20 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/28,2021/02/27,Licensed,-114.1007239395305,51.07031383506046,POINT (-114.10072393953 51.07031383506),7,2,63,7
BL232748,15887110,12 27 AV SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/28,2021/02/27,Licensed,-114.06018977689006,51.0297967811959,POINT (-114.06018977689 51.029796781196),10,1,187,5
BL232753,15887169,#1001 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/28,2021/02/27,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL232756,15887383,#3006 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/29,2021/02/28,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL232757,15887391,#108 1720 10 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/29,2021/02/28,Licensed,-114.08667084748471,51.03684545005177,POINT (-114.086670847485 51.036845450052),14,1,16,2
BL232762,15887433,#505 738 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/29,2021/02/28,Licensed,-114.07758917610477,51.05099299044548,POINT (-114.077589176105 51.050992990445),7,1,295,7
BL232767,15887516,#704 2160 PALISWOOD RD SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/03/01,2021/03/01,Licensed,-114.10949647283427,50.97137938541736,POINT (-114.109496472834 50.971379385417),8,1,66,5
BL232779,15887649,9603 2 ST SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/02,2021/03/02,Licensed,-114.06543782895791,50.96776174887302,POINT (-114.065437828958 50.967761748873),10,3,174,5
BL232807,15887987,3223 COCHRANE RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/02,2021/03/02,Licensed,-114.11647898211025,51.080698506294496,POINT (-114.11647898211 51.080698506294),7,2,153,7
BL232813,15888043,#1702 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/02,2021/03/02,Licensed,-114.0606639948909,51.03966467140843,POINT (-114.060663994891 51.039664671408),14,3,260,5
BL232815,15888068,187R MAHOGANY PS SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/02,2021/03/02,Licensed,-113.94076733662202,50.888482403024675,POINT (-113.940767336622 50.888482403025),4,3,116,8
BL232818,15888100,#604 30 BRENTWOOD CM NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/02,2021/03/02,Cancelled,-114.12867490241779,51.087235543701006,POINT (-114.128674902418 51.087235543701),7,2,50,4
BL232819,15888118,#2706 211 13 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/02,2021/03/02,Licensed,-114.06009998122575,51.04012665352896,POINT (-114.060099981226 51.040126653529),14,3,260,5
BL232821,15888134,#1910 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/02,2021/03/02,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL232822,15888142,126 HIDDEN HILLS WY NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/02,2021/03/02,Licensed,-114.13062485115161,51.14825968452054,POINT (-114.130624851152 51.148259684521),2,2,25,12
BL232824,15888183,215 SCENIC ACRES DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/02,2021/03/02,Licensed,-114.21340134371967,51.11128051658957,POINT (-114.21340134372 51.11128051659),13,2,148,9
BL232827,15888233,#101 1625 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/03/02,2021/03/02,Licensed,-114.09844492071427,51.040238295349674,POINT (-114.098444920714 51.04023829535),14,1,136,2
BL232831,15888258,11R DEERMONT RD SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/03/03,2021/03/03,Licensed,-114.01589363723072,50.92751917510894,POINT (-114.015893637231 50.927519175109),6,3,151,13
