Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
BL231980,15878424,#509 630 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/09,2021/02/08,Licensed,-114.0488943202542,51.045411548752796,POINT (-114.048894320254 51.045411548753),7,3,65,7
BL231981,15878432,1406 17 AV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-114.09264357761012,51.06804083537133,POINT (-114.09264357761 51.068040835371),7,2,63,7
BL231982,15878440,71 SANDSTONE DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-114.09088072435118,51.13495206080056,POINT (-114.090880724351 51.134952060801),2,2,270,4
BL231984,15878465,48 BERKSHIRE CO NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/09,2021/02/08,Licensed,-114.08509252056103,51.13522164541962,POINT (-114.085092520561 51.13522164542),2,2,273,4
BL231985,15878473,#2105 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/09,2021/02/08,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL231986,15878481,#504 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/09,2021/02/08,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL231987,15878499,#3206 901 10 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.08209864852886,51.0435943821885,POINT (-114.082098648529 51.043594382189),14,1,260,2
BL231988,15878507,4 ERLTON TC SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/10,2021/02/09,Licensed,-114.06453993442584,51.023500932357656,POINT (-114.064539934426 51.023500932358),10,1,187,5
BL231990,15878523,312 7 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.08000046890906,51.05762059143496,POINT (-114.080000468909 51.057620591435),7,2,62,7
BL231992,15878549,11 WENTWORTH GR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.20434944048047,51.05631630418784,POINT (-114.20434944048 51.056316304188),1,1,114,14
BL231993,15878556,97 DOUGLAS RIDGE CI SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-113.98085222167849,50.93237299693805,POINT (-113.980852221678 50.932372996938),4,3,268,13
BL231994,15878564,191 HOWSE DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.06312600985154,51.188364298310645,POINT (-114.063126009852 51.188364298311),11,4,246,12
BL231997,15878598,1003 EVANSTON SQ NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.11697952955728,51.172706363561794,POINT (-114.116979529557 51.172706363562),3,2,237,10
BL231999,15878614,#208 1410 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.06041325815761,51.039167133524955,POINT (-114.060413258158 51.039167133525),14,3,260,5
BL232000,15878622,204 78 AV SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/10,2021/02/09,Licensed,-114.06284006743587,50.98358134743782,POINT (-114.062840067436 50.983581347438),10,3,284,11
BL232006,15878655,#2702 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL232003,15878663,363R HUNTBOURNE HL NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/10,2021/02/09,Licensed,-114.06108887976471,51.117175404607934,POINT (-114.061088879765 51.117175404608),2,4,261,4
BL232012,15878697,7203 5 ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.07876707862232,50.98977016196727,POINT (-114.078767078622 50.989770161967),8,1,120,5
BL232014,15878713,111 10 AV NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/10,2021/02/09,Licensed,-114.06338553812412,51.06139496243506,POINT (-114.063385538124 51.061394962435),7,2,266,7
BL232015,15878721,#1202 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL232016,15878747,#1107 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.04949260228928,51.0454105719151,POINT (-114.049492602289 51.045410571915),7,3,65,7
BL232020,15878762,#1610 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL232025,15878804,49 MEADOWVIEW RD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.07674280552648,50.99841418747225,POINT (-114.076742805526 50.998414187472),8,1,64,5
BL232026,15878812,#501 922 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.08224396019465,51.04911629889262,POINT (-114.082243960195 51.049116298893),14,1,262,2
BL232028,15878838,#210 5115 RICHARD RD SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.13002904226632,51.00758243038745,POINT (-114.130029042266 51.007582430387),8,1,42,2
BL232029,15878846,#2406 1053 10 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0866635804898,51.043520249806136,POINT (-114.08666358049 51.043520249806),14,1,260,2
BL232030,15878853,71 COVEHAVEN TC NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/10,2021/02/09,Licensed,-114.06672531798449,51.16541396523035,POINT (-114.066725317984 51.16541396523),11,4,251,12
BL232031,15878861,4019 16 ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/10,2021/02/09,Licensed,-114.10083912168207,51.01843843992737,POINT (-114.100839121682 51.018438439927),8,1,200,2
BL232032,15878879,140 LYNNVIEW RD SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.02100266778999,50.99614445708385,POINT (-114.02100266779 50.996144457084),10,3,28,11
BL232033,15878887,#540 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL232036,15878911,236 RIVER ROCK CR SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/02/24,2021/02/23,Licensed,-114.01248071876508,50.96631413751427,POINT (-114.012480718765 50.966314137514),10,3,19,8
BL232042,15878960,330 CANTERBURY DR SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/10,2021/02/09,Licensed,-114.08139686122293,50.949699884304614,POINT (-114.081396861223 50.949699884305),5,1,283,6
BL232043,15878986,#405 605 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.07488138200331,51.039607410650596,POINT (-114.074881382003 51.039607410651),14,1,260,2
BL232045,15879000,1629 SCOTLAND ST SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.10797544619365,51.03804651999753,POINT (-114.107975446194 51.038046519998),14,1,173,2
BL232046,15879018,502 SIFTON BV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.07855896702077,51.019555298558444,POINT (-114.078558967021 51.019555298558),8,1,70,5
BL232049,15879042,112 EDGEDALE DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/10,2021/02/09,Licensed,-114.15829398789305,51.12101919319573,POINT (-114.158293987893 51.121019193196),2,2,272,4
BL232053,15879067,#804 1540 29 ST NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.12922367628553,51.06594917741363,POINT (-114.129223676286 51.065949177414),7,2,154,7
BL232054,15879075,#402 1410 2 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.06797348505884,51.03940281679405,POINT (-114.067973485059 51.039402816794),14,1,260,5
BL232055,15879083,#2008 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL232056,15879091,#1206 1111 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0866736933009,51.04786918770641,POINT (-114.086673693301 51.047869187706),14,1,45,2
BL232057,15879109,#711 1111 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0866736933009,51.04786918770641,POINT (-114.086673693301 51.047869187706),14,1,45,2
BL232058,15879117,#709 1111 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0866736933009,51.04786918770641,POINT (-114.086673693301 51.047869187706),14,1,45,2
BL232059,15879125,#615 1111 6 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/10,2021/02/09,Licensed,-114.0866736933009,51.04786918770641,POINT (-114.086673693301 51.047869187706),14,1,45,2
BL232061,15879158,341 EVERSYDE BV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/10,2021/02/09,Licensed,-114.110794639318,50.90776137913366,POINT (-114.110794639318 50.907761379134),5,1,39,6
BL232064,15879182,#2205 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL232065,15879208,#1224 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL232066,15879216,1118 31 AV NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/11,2021/02/10,Licensed,-114.08787595464986,51.080848803785074,POINT (-114.08787595465 51.080848803785),7,2,276,4
BL232070,15879265,#1405 1025 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.0846633726094,51.048724146551415,POINT (-114.084663372609 51.048724146551),14,1,45,2
BL232074,15879307,#407 118 WATERFRONT CO SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.06519435357306,51.052612327613126,POINT (-114.065194353573 51.052612327613),7,1,21,7
BL232079,15879331,605 HAMPTONS DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.13303795646978,51.14491820507551,POINT (-114.13303795647 51.144918205076),3,2,286,10
BL232081,15879349,959 NORTHMOUNT DR NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.10612746689338,51.08667326914575,POINT (-114.106127466893 51.086673269146),7,2,214,4
BL232084,15879372,59 BERMONDSEY PL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.09074475757782,51.126144784824184,POINT (-114.090744757578 51.126144784824),2,2,273,4
BL232092,15879422,2043 45 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.10878335872819,51.013108932017644,POINT (-114.108783358728 51.013108932018),8,1,200,2
BL232094,15879430,214 42 AV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/11,2021/02/10,Licensed,-114.06600302837981,51.01627073543714,POINT (-114.06600302838 51.016270735437),10,1,60,5
BL232097,15879463,#404 812 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.08005005048035,51.0392846307254,POINT (-114.08005005048 51.039284630725),14,1,260,2
BL232098,15879471,#2411 240 SKYVIEW RANCH RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-113.95667067784528,51.164192048551726,POINT (-113.956670677845 51.164192048552),11,4,12,1
BL232101,15879505,#8 6819 CENTRE ST NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.06678683052722,51.11451906670273,POINT (-114.066786830527 51.114519066703),2,2,261,4
BL232102,15879513,#604 340 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.07071208060334,51.03996218906852,POINT (-114.070712080603 51.039962189069),14,1,260,5
BL232104,15879539,#8 122 VILLAGE HT SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.16754427388204,51.05796690580831,POINT (-114.167544273882 51.057966905808),1,1,275,14
BL232107,15879570,#605 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/11,2021/02/10,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL232111,15879620,129 ROYAL OAK HE NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.21838200764167,51.15343754543559,POINT (-114.218382007642 51.153437545436),3,2,252,9
BL232113,15879638,283 VALLEY BROOK CI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.23837718082426,51.09119918970981,POINT (-114.238377180824 51.09119918971),13,2,47,9
BL232116,15879653,2810R 14 ST SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/11,2021/02/10,Licensed,-114.09434201039907,51.02877298188343,POINT (-114.094342010399 51.028772981883),14,1,271,2
BL232120,15879687,69 PANAMOUNT VI NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.08906596317914,51.16108670973911,POINT (-114.089065963179 51.161086709739),11,2,235,12
BL232124,15879737,422 7A ST NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/11,2021/02/10,Licensed,-114.04408496994948,51.05543581769407,POINT (-114.044084969949 51.055435817694),10,4,137,11
BL232125,15879745,10 ROYAL BIRCH TC NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/11,2021/02/10,Licensed,-114.21432599118248,51.14578786165768,POINT (-114.214325991182 51.145787861658),3,2,252,9
BL232126,15879752,65 RANCHRIDGE WY NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/12,2021/02/11,Licensed,-114.18728282671931,51.11904770886084,POINT (-114.187282826719 51.119047708861),3,2,245,10
BL232127,15879760,192 SUNVALE CR SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/12,2021/02/11,Licensed,-114.0503402884929,50.90121865574123,POINT (-114.050340288493 50.901218655741),6,3,52,13
BL232139,15879877,#2607 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL232142,15879927,539 ABOYNE CR NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/12,2021/02/11,Licensed,-113.93365931781787,51.06215520190202,POINT (-113.933659317818 51.062155201902),12,4,94,3
BL232148,15879992,49 ROYAL ELM ME NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/12,2021/02/11,Licensed,-114.22949961205877,51.14159966155379,POINT (-114.229499612059 51.141599661554),3,2,252,9
BL232151,15880008,43G ELGIN MEADOWS RD SE,SHORT TERM RENTAL - TIER ONE,Coach/lane house,2020/02/12,2021/02/11,Licensed,-113.95562239547927,50.90727296028419,POINT (-113.955622395479 50.907272960284),4,3,46,8
BL232158,15880024,#417 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL232157,15880040,#215 630 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.0488943202542,51.045411548752796,POINT (-114.048894320254 51.045411548753),7,3,65,7
BL232156,15880057,239 78 AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/12,2021/02/11,Licensed,-114.06748465401775,51.12230412437562,POINT (-114.067484654018 51.122304124376),2,4,261,4
BL232155,15880065,#315 630 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.0488943202542,51.045411548752796,POINT (-114.048894320254 51.045411548753),7,3,65,7
BL232154,15880073,#1010 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL232153,15880081,#605 138 WATERFRONT CO SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.06578471927024,51.05310852163896,POINT (-114.06578471927 51.053108521639),7,1,21,7
BL232152,15880099,#609 118 WATERFRONT CO SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.06519435357306,51.052612327613126,POINT (-114.065194353573 51.052612327613),7,1,21,7
BL232161,15880123,239 78 AV NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/12,2021/02/11,Cancelled,-114.06748465401775,51.12230412437562,POINT (-114.067484654018 51.122304124376),2,4,261,4
BL232163,15880149,#104 2142 16A ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.09986721898977,51.035147468979666,POINT (-114.09986721899 51.03514746898),14,1,208,2
BL232172,15880230,#3404 240 SKYVIEW RANCH RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-113.95667067784528,51.164192048551726,POINT (-113.956670677845 51.164192048552),11,4,12,1
BL232174,15880255,#415 340 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.07071208060334,51.03996218906852,POINT (-114.070712080603 51.039962189069),14,1,260,5
BL232176,15880263,#804 340 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.07071208060334,51.03996218906852,POINT (-114.070712080603 51.039962189069),14,1,260,5
BL232177,15880271,#503 340 14 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Licensed,-114.07071208060334,51.03996218906852,POINT (-114.070712080603 51.039962189069),14,1,260,5
BL232179,15880297,315 HERITAGE DR SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/12,2021/02/11,Cancelled,-114.06342614746939,50.978214759220755,POINT (-114.063426147469 50.978214759221),10,3,174,5
BL232180,15880305,112 18 AV NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/12,2021/02/11,Licensed,-114.06335446565096,51.068971383385545,POINT (-114.063354465651 51.068971383386),10,2,69,7
BL232184,15880321,4005 NORFORD AV NW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/12,2021/02/11,Licensed,-114.14538823971958,51.080133425448274,POINT (-114.14538823972 51.080133425448),13,2,155,7
BL232185,15880339,8 OAKMOUNT CO SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/12,2021/02/11,Licensed,-114.13709249355627,50.9751204705317,POINT (-114.137092493556 50.975120470532),8,1,217,5
BL232186,15880347,233 HIDDEN CREEK BV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/12,2021/02/11,Licensed,-114.1020426647776,51.15820056653038,POINT (-114.102042664778 51.15820056653),2,2,25,12
BL232187,15880354,182R CITADEL ESTATES HT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/12,2021/02/11,Licensed,-114.19241268142558,51.14441524658977,POINT (-114.192412681426 51.14441524659),3,2,247,10
BL232189,15880370,#209 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/13,2021/02/12,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL232190,15880388,45 SNOWDON CR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/13,2021/02/12,Licensed,-114.08870891488402,50.96236295889066,POINT (-114.088708914884 50.962362958891),8,1,7,5
BL232192,15880404,1320 24 ST SE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/13,2021/02/12,Licensed,-114.00134449232061,51.0407976450383,POINT (-114.001344492321 51.040797645038),12,3,121,11
BL232193,15880412,#7 645 MEREDITH RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/13,2021/02/12,Cancelled,-114.04905605747415,51.05166752228567,POINT (-114.049056057474 51.051667522286),10,4,137,11
BL232195,15880438,1127 HARVEST HILLS DR NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/13,2021/02/12,Licensed,-114.04848710880235,51.14711427173778,POINT (-114.048487108802 51.147114271738),11,4,27,12
