reference_period,metro,metcode,dweltype,mkttycd,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,starts_per_10kpop
2004-04-01,Quebec,1400,5.0,3.0,1187.0,,,98,12.11,0.28,0.62,,,,,,,,,,,,722534.68,16.43
2004-11-01,Quebec,1400,5.0,1.0,210.0,,,105,2.0,0.0,0.28,,,,,,,,,,,,722534.68,2.91
2004-08-01,Quebec,1400,4.0,1.0,95.0,,,25,3.8,0.0,0.52,,,,,,,,,,,,722534.68,1.31
2004-02-01,Quebec,1400,5.0,2.0,1672.0,,,122,13.7,0.2,0.75,,,,,,,,,,,,722534.68,23.14
2005-04-01,Quebec,1400,5.0,2.0,1368.0,,,110,12.44,0.02,1.0,,,,,,,,,,,,728580.06,18.78
2005-01-01,Quebec,1400,1.0,1.0,2528.0,,,2528,1.0,0.0,0.14,,,,,,,,,,,,728580.06,34.7
2005-01-01,Quebec,1400,5.0,3.0,1127.0,,,81,13.91,0.0,1.05,,,,,,,,,,,,728580.06,15.47
2005-05-01,Quebec,1400,5.0,1.0,230.0,,,115,2.0,0.02,0.29,,,,,,,,,,,,728580.06,3.16
2005-03-01,Quebec,1400,5.0,4.0,48.0,,,3,16.0,0.0,1.33,,,,,,,,,,,,728580.06,0.66
2005-06-01,Quebec,1400,2.0,1.0,410.0,,,205,2.0,0.0,0.38,,,,,,,,,,,,728580.06,5.63
2005-07-01,Quebec,1400,4.0,1.0,116.0,,,27,4.3,0.0,0.48,,,,,,,,,,,,728580.06,1.59
2005-09-01,Quebec,1400,4.0,3.0,4.0,,,1,4.0,0.0,4.0,,,,,,,,,,,,728580.06,0.05
2005-11-01,Quebec,1400,4.0,2.0,4.0,,,1,4.0,0.0,0.0,,,,,,,,,,,,728580.06,0.05
2006-03-01,Quebec,1400,1.0,1.0,2226.0,,,2226,1.0,0.0,0.17,,,,,,,,,,,,737279.63,30.19
2006-03-01,Quebec,1400,4.0,3.0,12.0,,,2,6.0,0.0,1.0,,,,,,,,,,,,737279.63,0.16
2006-03-01,Quebec,1400,5.0,3.0,1026.0,,,105,9.77,1.31,0.86,,,,,,,,,,,,737279.63,13.92
2006-10-01,Quebec,1400,5.0,1.0,272.0,,,136,2.0,0.65,0.19,,,,,,,,,,,,737279.63,3.69
2006-08-01,Quebec,1400,4.0,1.0,119.0,,,29,4.1,0.93,1.18,,,,,,,,,,,,737279.63,1.61
2006-03-01,Quebec,1400,5.0,2.0,1095.0,,,181,6.05,0.72,0.94,,,,,,,,,,,,737279.63,14.85
2006-05-01,Quebec,1400,2.0,1.0,320.0,,,160,2.0,0.0,0.15,,,,,,,,,,,,737279.63,4.34
2006-07-01,Quebec,1400,4.0,2.0,4.0,,,1,4.0,0.0,2.0,,,,,,,,,,,,737279.63,0.05
2006-01-01,Quebec,1400,5.0,4.0,102.0,,,5,20.4,1.8,0.8,,,,,,,,,,,,737279.63,1.38
2007-04-01,Quebec,1400,5.0,2.0,1564.0,,,82,19.07,1.6,1.04,,,,,,,,,,,,747165.31,20.93
2007-03-01,Quebec,1400,4.0,3.0,11.0,,,2,5.5,0.0,,,,,,,,,,,,,747165.31,0.15
2007-09-01,Quebec,1400,5.0,3.0,729.0,,,91,8.01,1.16,0.95,,,,,,,,,,,,747165.31,9.76
2007-09-01,Quebec,1400,2.0,1.0,300.0,,,150,2.0,0.0,0.53,,,,,,,,,,,,747165.31,4.02
2007-08-01,Quebec,1400,4.0,1.0,180.0,,,44,4.09,0.5,0.63,,,,,,,,,,,,747165.31,2.41
2007-01-01,Quebec,1400,1.0,1.0,2144.0,,,2144,1.0,0.0,0.21,,,,,,,,,,,,747165.31,28.7
2007-06-01,Quebec,1400,5.0,4.0,127.0,,,4,31.75,2.25,0.0,,,,,,,,,,,,747165.31,1.7
2007-08-01,Quebec,1400,4.0,2.0,3.0,,,1,3.0,0.0,0.0,,,,,,,,,,,,747165.31,0.04
2007-07-01,Quebec,1400,5.0,1.0,226.0,,,113,2.0,1.37,0.62,,,,,,,,,,,,747165.31,3.02
2008-10-01,Quebec,1400,4.0,3.0,49.0,,,6,8.17,0.83,0.33,,,,,,,,,,,,757094.22,0.65
2008-05-01,Quebec,1400,5.0,4.0,91.0,,,3,30.33,3.0,0.0,,,,,,,,,,,,757094.22,1.2
2008-11-01,Quebec,1400,5.0,2.0,1353.0,,,93,14.55,1.27,1.16,,,,,,,,,,,,757094.22,17.87
2008-02-01,Quebec,1400,1.0,1.0,2031.0,,,2031,1.0,0.0,0.4,,,,,,,,,,,,757094.22,26.83
2008-11-01,Quebec,1400,2.0,1.0,496.0,,,248,2.0,0.0,0.52,,,,,,,,,,,,757094.22,6.55
2008-10-01,Quebec,1400,5.0,1.0,192.0,,,96,2.0,1.18,0.71,,,,,,,,,,,,757094.22,2.54
2008-04-01,Quebec,1400,5.0,3.0,1111.0,,,122,9.11,1.27,1.35,,,,,,,,,,,,757094.22,14.67
2008-04-01,Quebec,1400,4.0,1.0,134.0,,,31,4.32,0.42,1.11,,,,,,,,,,,,757094.22,1.77
2009-07-01,Quebec,1400,5.0,2.0,1344.0,,,86,15.63,1.78,1.42,,,,,,,,,,,,767163.97,17.52
2009-07-01,Quebec,1400,5.0,3.0,1298.0,,,150,8.65,1.45,1.39,,,3,,,3,0.0,0.0,279333.3333333333,276000.0,286000.0,767163.97,16.92
2009-05-01,Quebec,1400,5.0,4.0,193.0,,,7,27.57,1.57,1.71,,,,,,,,,,,,767163.97,2.52
2009-06-01,Quebec,1400,5.0,1.0,138.0,,,69,2.0,1.58,0.95,,,,,,,,,,,,767163.97,1.8
2009-06-01,Quebec,1400,4.0,1.0,162.0,,,37,4.38,1.03,1.03,,,,,,,,,,,,767163.97,2.11
2009-11-01,Quebec,1400,1.0,1.0,1746.0,,,1746,1.0,0.0,0.53,,,,,,,,,,,,767163.97,22.76
2009-12-01,Quebec,1400,2.0,1.0,612.0,,,306,2.0,0.0,0.61,,,,,,,,,,,,767163.97,7.98
2009-11-01,Quebec,1400,4.0,2.0,3.0,,,1,3.0,0.0,1.0,,,,,,,,,,,,767163.97,0.04
2009-06-01,Quebec,1400,4.0,3.0,17.0,,,4,4.25,0.0,1.5,,,,,,,,,,,,767163.97,0.22
2010-10-01,Quebec,1400,4.0,2.0,3.0,,3.0,1,3.0,0.0,4.0,,,,,,,,,,,,777089.94,0.04
2010-01-01,Quebec,1400,1.0,1.0,1768.0,,1768.0,1768,1.0,0.0,0.34,,,,,,,,,,,,777089.94,22.75
2010-05-01,Quebec,1400,4.0,1.0,212.0,,212.0,51,4.16,0.61,1.09,,,,,,,,,,,,777089.94,2.73
2010-04-01,Quebec,1400,4.0,3.0,52.0,,52.0,11,4.73,0.0,0.25,,,,,,,,,,,,777089.94,0.67
2010-03-01,Quebec,1400,2.0,1.0,818.0,,818.0,409,2.0,0.0,0.61,,,,,,,,,,,,777089.94,10.53
2010-04-01,Quebec,1400,5.0,1.0,216.0,,216.0,108,2.0,0.58,1.01,,,,,,,,,,,,777089.94,2.78
2010-01-01,Quebec,1400,5.0,4.0,113.0,,113.0,8,14.13,0.75,5.5,,,,,,,,,,,,777089.94,1.45
2010-04-01,Quebec,1400,5.0,3.0,1675.0,,1675.0,166,10.09,1.75,1.54,,,,,,,,,,,,777089.94,21.55
2010-05-01,Quebec,1400,5.0,2.0,1795.0,,1795.0,153,11.73,1.65,1.12,,,,,,,,,,,,777089.94,23.1
2011-07-01,Quebec,1400,4.0,3.0,19.0,,19.0,4,4.75,0.5,0.25,,,,,,,,,,,,783099.28,0.24
2011-04-01,Quebec,1400,5.0,2.0,784.0,,784.0,58,13.52,0.52,2.45,,,,,,,,,,,,783099.28,10.01
2011-02-01,Quebec,1400,5.0,4.0,81.0,,81.0,2,40.5,0.0,2.0,,,,,,,,,,,,783099.28,1.03
2011-03-01,Quebec,1400,2.0,1.0,824.0,,824.0,412,2.0,0.0,0.85,,,,,,,,,,,,783099.28,10.52
2011-03-01,Quebec,1400,5.0,3.0,1967.0,,1967.0,152,12.94,1.0,1.4,,,,,,,,,,,,783099.28,25.12
2011-05-01,Quebec,1400,4.0,1.0,239.0,,239.0,54,4.43,0.52,2.0,,,,,,,,,,,,783099.28,3.05
2011-05-01,Quebec,1400,1.0,1.0,1349.0,,1349.0,1349,1.0,0.0,0.59,,,,,,,,,,,,783099.28,17.23
2011-06-01,Quebec,1400,5.0,1.0,182.0,,182.0,91,2.0,0.35,1.66,,,,,,,,,,,,783099.28,2.32
2012-05-01,Quebec,1400,1.0,3.0,1.0,,1.0,1,1.0,0.0,0.0,,,,,,,,,,,,788622.28,0.01
2012-06-01,Quebec,1400,5.0,2.0,1492.0,,1492.0,80,18.65,1.53,2.1,,,,,,,,,,,,788622.28,18.92
2012-08-01,Quebec,1400,5.0,1.0,160.0,,160.0,79,2.03,1.06,0.78,,,,,,,,,,,,788622.28,2.03
2012-07-01,Quebec,1400,5.0,3.0,2530.0,,2530.0,234,10.81,1.85,1.44,,8,8,,,16,0.0,0.0,149000.0,129000.0,169000.0,788622.28,32.08
2012-06-01,Quebec,1400,2.0,1.0,520.0,,520.0,260,2.0,0.0,1.36,,,,,,,,,,,,788622.28,6.59
2012-03-01,Quebec,1400,4.0,3.0,50.0,,50.0,8,6.25,0.88,5.75,,,,,,,,,,,,788622.28,0.63
2012-11-01,Quebec,1400,5.0,4.0,148.0,,148.0,5,29.6,3.8,1.8,,,,,,,,,,,,788622.28,1.88
2012-08-01,Quebec,1400,2.0,2.0,2.0,,2.0,1,2.0,0.0,1.0,,,,,,,,,,,,788622.28,0.03
2012-08-01,Quebec,1400,4.0,2.0,17.0,,17.0,4,4.25,1.5,1.0,,,,,,,,,,,,788622.28,0.22
2012-03-01,Quebec,1400,1.0,1.0,1257.0,,1257.0,1257,1.0,0.0,0.71,,,,,,,,,,,,788622.28,15.94
2012-05-01,Quebec,1400,4.0,1.0,239.0,,239.0,57,4.19,0.53,1.35,,,,,,,,,,,,788622.28,3.03
2013-05-01,Quebec,1400,2.0,3.0,2.0,,2.0,1,2.0,0.0,0.0,,,,,,,,,,,,793815.97,0.03
2013-11-01,Quebec,1400,4.0,3.0,11.0,,11.0,2,5.5,2.0,8.0,,,,,,,,,,,,793815.97,0.14
2013-09-01,Quebec,1400,5.0,1.0,18.0,,18.0,9,2.0,1.11,1.11,,,,,,,,,,,,793815.97,0.23
2013-05-01,Quebec,1400,2.0,1.0,524.0,,524.0,262,2.0,0.0,1.16,,,,,,,,,,,,793815.97,6.6
2013-06-01,Quebec,1400,4.0,1.0,104.0,,104.0,21,4.95,1.52,2.53,,,,,,,,,,,,793815.97,1.31
2013-03-01,Quebec,1400,5.0,3.0,1462.0,,1462.0,142,10.3,2.59,3.4,,,,,,,,,,,,793815.97,18.42
2013-04-01,Quebec,1400,1.0,1.0,961.0,,961.0,961,1.0,0.0,0.82,,,,,,,,,,,,793815.97,12.11
2013-05-01,Quebec,1400,5.0,2.0,1542.0,,1542.0,128,12.05,1.66,1.46,,,,,,,,,,,,793815.97,19.43
2013-07-01,Quebec,1400,4.0,2.0,9.0,,9.0,2,4.5,2.0,4.5,,,,,,,,,,,,793815.97,0.11
2013-09-01,Quebec,1400,5.0,4.0,47.0,,47.0,1,47.0,0.0,0.0,,,,,,,,,,,,793815.97,0.59
2014-09-01,Quebec,1400,5.0,2.0,1554.0,11.0,1543.0,102,15.24,1.71,0.99,,,,,,,,,,,,798354.69,19.47
2014-04-01,Quebec,1400,5.0,1.0,44.0,,44.0,22,2.0,1.5,0.91,,,,,,,,,,,,798354.69,0.55
2014-07-01,Quebec,1400,2.0,3.0,8.0,,8.0,4,2.0,0.0,2.0,,,,,,,,,,,,798354.69,0.1
2014-11-01,Quebec,1400,4.0,3.0,4.0,,4.0,1,4.0,2.0,13.0,,,,,,,,,,,,798354.69,0.05
2014-10-01,Quebec,1400,5.0,4.0,83.0,,83.0,3,27.67,3.67,2.33,,,,,,,,,,,,798354.69,1.04
2014-03-01,Quebec,1400,2.0,1.0,608.0,,608.0,304,2.0,0.0,1.63,,,,,,,,,,,,798354.69,7.62
2014-04-01,Quebec,1400,2.0,2.0,2.0,,2.0,1,2.0,0.0,0.0,,,,,,,,,,,,798354.69,0.03
2014-12-01,Quebec,1400,5.0,3.0,1162.0,,1162.0,119,9.76,2.27,2.97,,5,24,6,,35,0.0,0.0,0.0,0.0,0.0,798354.69,14.55
2014-05-01,Quebec,1400,1.0,1.0,887.0,,887.0,887,1.0,0.0,0.83,,,,,,,,,,,,798354.69,11.11
2014-07-01,Quebec,1400,4.0,2.0,4.0,,4.0,1,4.0,0.0,,,,,,,,,,,,,798354.69,0.05
2014-03-01,Quebec,1400,4.0,1.0,93.0,,93.0,17,5.47,0.59,0.4,,,,,,,,,,,,798354.69,1.16
2015-04-01,Quebec,1400,1.0,1.0,826.0,,826.0,826,1.0,0.0,0.88,,,,,,,,,,,,804200.66,10.27
2015-08-01,Quebec,1400,5.0,2.0,3103.0,9.0,3094.0,132,23.51,2.94,2.4,,,,,,,,,,,,804200.66,38.58
2015-07-01,Quebec,1400,2.0,1.0,368.0,,368.0,184,2.0,0.0,1.61,,,,,,,,,,,,804200.66,4.58
2015-07-01,Quebec,1400,4.0,1.0,76.0,,76.0,15,5.07,0.0,1.43,,,,,,,,,,,,804200.66,0.95
2015-05-01,Quebec,1400,4.0,3.0,14.0,,14.0,3,4.67,0.0,0.0,,,,,,,,,,,,804200.66,0.17
2015-03-01,Quebec,1400,5.0,3.0,996.0,,996.0,68,14.65,3.03,3.34,,,,,,,,,,,,804200.66,12.38
2015-04-01,Quebec,1400,4.0,2.0,3.0,,3.0,1,3.0,0.0,0.0,,,,,,,,,,,,804200.66,0.04
2015-01-01,Quebec,1400,5.0,1.0,56.0,,56.0,28,2.0,1.68,1.85,,,,,,,,,,,,804200.66,0.7
2016-05-01,Quebec,1400,5.0,1.0,57.0,,57.0,28,2.04,1.93,1.25,,,,,,,,,,,,809322.88,0.7
2016-11-01,Quebec,1400,4.0,3.0,3.0,,3.0,1,3.0,0.0,2.0,,,,,,,,,,,,809322.88,0.04
2016-04-01,Quebec,1400,1.0,1.0,873.0,,873.0,873,1.0,0.0,1.36,,,,,,,,,,,,809322.88,10.79
2016-12-01,Quebec,1400,4.0,2.0,58.0,,58.0,6,9.67,0.0,2.17,,,,,,,,,,,,809322.88,0.72
2016-05-01,Quebec,1400,2.0,1.0,422.0,,422.0,211,2.0,0.0,1.42,,,,,,,,,,,,809322.88,5.21
2016-10-01,Quebec,1400,4.0,1.0,183.0,,183.0,22,8.32,0.14,1.14,,,,6,,6,116.0,1248.6124,264403.0,264403.0,264403.0,809322.88,2.26
2016-06-01,Quebec,1400,5.0,2.0,2734.0,16.0,2718.0,146,18.73,2.86,2.66,,,,,,,,,,,,809322.88,33.78
2016-02-01,Quebec,1400,5.0,3.0,436.0,,436.0,28,15.57,3.96,3.23,4,17,83,22,,126,87.01587301587301,936.6301555555552,269336.01587301586,0.0,941645.0,809322.88,5.39
2017-12-01,Quebec,1400,5.0,2.0,3820.0,3.0,3817.0,123,31.06,3.44,4.25,,,,,,,,,,,,815939.91,46.82
2017-01-01,Quebec,1400,2.0,1.0,508.0,,508.0,254,2.0,0.0,2.76,,,,,,,,,,,,815939.91,6.23
2017-09-01,Quebec,1400,5.0,4.0,104.0,,104.0,4,26.0,3.0,11.0,,,,,,,,,,,,815939.91,1.27
2017-12-01,Quebec,1400,4.0,1.0,143.0,,143.0,30,4.77,0.0,2.38,,,,11,,11,93.8490909090909,1010.1822296363636,257944.63636363635,216266.0,333367.0,815939.91,1.75
2017-01-01,Quebec,1400,5.0,1.0,60.0,,60.0,30,2.0,1.93,3.45,,,,,,,,,,,,815939.91,0.74
2017-01-01,Quebec,1400,4.0,3.0,16.0,,16.0,1,16.0,0.0,1.0,,,,,,,,,,,,815939.91,0.2
2017-11-01,Quebec,1400,5.0,3.0,1179.0,,1179.0,34,34.68,3.74,5.82,6,26,64,58,1,155,105.1901935483871,1132.256724335484,51289.14193548387,0.0,455000.0,815939.91,14.45
2017-10-01,Quebec,1400,1.0,1.0,810.0,,810.0,810,1.0,0.0,2.55,,,,,,,,,,,,815939.91,9.93
2018-03-01,Quebec,1400,5.0,3.0,337.0,,337.0,20,16.85,3.55,7.2,,23,81,22,,126,107.87714285714286,1161.1787779999997,333118.2619047619,172018.0,781565.0,824338.25,4.09
2018-06-01,Quebec,1400,5.0,4.0,45.0,,45.0,1,45.0,4.0,40.0,,,,,,,,,,,,824338.25,0.55
2018-08-01,Quebec,1400,2.0,1.0,494.0,,494.0,247,2.0,0.0,1.55,,,,,,,,,,,,824338.25,5.99
2018-01-01,Quebec,1400,5.0,1.0,6.0,,6.0,3,2.0,2.0,0.33,,,,,,,,,,,,824338.25,0.07
2018-04-01,Quebec,1400,1.0,1.0,747.0,,747.0,747,1.0,0.0,2.54,,,,,,,,,,,,824338.25,9.06
2018-05-01,Quebec,1400,2.0,2.0,2.0,,2.0,1,2.0,0.0,0.0,,,,,,,,,,,,824338.25,0.02
2018-06-01,Quebec,1400,4.0,2.0,11.0,,11.0,1,11.0,0.0,0.0,,,,,,,,,,,,824338.25,0.13
2018-10-01,Quebec,1400,5.0,2.0,3563.0,7.0,3556.0,132,26.99,3.28,5.23,,,,,,,,,,,,824338.25,43.22
2018-09-01,Quebec,1400,4.0,1.0,150.0,,150.0,30,5.0,0.0,6.37,,,,,,,,,,,,824338.25,1.82
2019-07-01,Quebec,1400,2.0,1.0,516.0,,516.0,258,2.0,0.0,3.17,,,,,,,,,,,,831378.22,6.21
2019-06-01,Quebec,1400,2.0,2.0,2.0,,2.0,1,2.0,0.0,3.0,,,,,,,,,,,,831378.22,0.02
2019-10-01,Quebec,1400,5.0,2.0,4411.0,10.0,4401.0,153,28.83,3.35,4.05,,,,,,,,,,,,831378.22,53.06
2019-06-01,Quebec,1400,5.0,1.0,34.0,,34.0,14,2.43,2.0,1.79,,,,,,,,,,,,831378.22,0.41
2019-05-01,Quebec,1400,1.0,1.0,713.0,,713.0,713,1.0,0.0,2.93,,,,,,,,,,,,831378.22,8.58
2019-12-01,Quebec,1400,4.0,1.0,132.0,,132.0,26,5.08,0.0,5.65,,,6,43,1,50,57.9412,623.6732826799999,245986.28,0.0,371214.0,831378.22,1.59
2019-05-01,Quebec,1400,5.0,3.0,395.0,,395.0,18,21.94,4.17,13.28,5,84,121,15,,225,95.13733333333327,1024.0487422666665,197991.8711111111,0.0,1091112.0,831378.22,4.75
2020-11-01,Quebec,1400,2.0,1.0,562.0,,562.0,281,2.0,0.0,4.47,,,,,,,,,,,,835331.34,6.73
2020-08-01,Quebec,1400,5.0,2.0,4997.0,13.0,4984.0,139,35.95,3.57,3.78,,,,,,,,,,,,835331.34,59.82
2020-09-01,Quebec,1400,2.0,2.0,4.0,,4.0,2,2.0,0.0,2.0,,,,,,,,,,,,835331.34,0.05
2020-05-01,Quebec,1400,4.0,2.0,8.0,,8.0,2,4.0,0.0,2.0,,,,,,,,,,,,835331.34,0.1
2020-05-01,Quebec,1400,4.0,1.0,132.0,,132.0,28,4.71,0.0,11.29,,2,6,47,14,69,86.7759420289855,934.0475624057971,205526.91304347827,0.0,431983.0,835331.34,1.58
2020-11-01,Quebec,1400,5.0,1.0,6.0,,6.0,3,2.0,2.0,3.0,,,,,,,,,,,,835331.34,0.07
2020-10-01,Quebec,1400,5.0,3.0,140.0,,140.0,7,20.0,4.0,8.43,1,7,43,3,,54,104.75851851851851,1127.6102174814814,386840.94444444444,200146.0,872660.0,835331.34,1.68
2020-06-01,Quebec,1400,1.0,1.0,864.0,,864.0,864,1.0,0.0,4.77,,,,,,,,,,,,835331.34,10.34
2021-07-01,Quebec,1400,2.0,1.0,716.0,,716.0,358,2.0,0.0,1.39,,,,,,,,,,,,845933.97,8.46
2021-05-01,Quebec,1400,5.0,2.0,7041.0,49.0,6992.0,214,32.9,3.12,2.71,,,,,,,,,,,,845933.97,83.23
2021-01-01,Quebec,1400,2.0,2.0,6.0,,6.0,3,2.0,0.0,4.33,,,,,,,,,,,,845933.97,0.07
2021-02-01,Quebec,1400,5.0,3.0,292.0,,292.0,8,36.5,5.5,6.75,2,44,69,17,,132,70.98924242424243,764.1211065303029,186440.47727272726,0.0,1304966.0,845933.97,3.45
2021-02-01,Quebec,1400,1.0,1.0,1123.0,,1123.0,1123,1.0,0.0,1.94,,,,,,,,,,,,845933.97,13.28
2021-08-01,Quebec,1400,5.0,1.0,10.0,,10.0,5,2.0,1.6,0.8,,,,,,,,,,,,845933.97,0.12
2021-01-01,Quebec,1400,4.0,1.0,201.0,,201.0,44,4.57,0.0,5.64,1,5,21,63,15,105,67.44361904761905,725.9563710666666,321870.10476190475,0.0,895655.0,845933.97,2.38
2022-02-01,Quebec,1400,5.0,2.0,6349.0,17.0,6332.0,159,39.93,3.89,3.52,,,,,,,,,,,,859593.13,73.86
2022-07-01,Quebec,1400,5.0,3.0,130.0,,130.0,6,21.67,3.67,10.17,,,6,,,6,103.38499999999999,1112.8258015,689063.5,620864.0,747336.0,859593.13,1.51
2022-02-01,Quebec,1400,1.0,1.0,912.0,,912.0,912,1.0,0.0,2.12,,,,,,,,,,,,859593.13,10.61
2022-02-01,Quebec,1400,2.0,1.0,790.0,,790.0,395,2.0,0.0,1.65,,,,,,,,,,,,859593.13,9.19
2022-02-01,Quebec,1400,5.0,1.0,4.0,,4.0,2,2.0,2.0,0.5,,,,,,,,,,,,859593.13,0.05
2022-03-01,Quebec,1400,4.0,1.0,105.0,,105.0,23,4.57,0.0,8.83,,,14,19,2,35,89.07828571428571,958.8297596,238491.62857142856,0.0,420731.0,859593.13,1.22
2023-06-01,Quebec,1400,2.0,1.0,328.0,,328.0,164,2.0,0.0,1.79,,,,,,,,,,,,876426.0,3.74
2023-08-01,Quebec,1400,5.0,3.0,84.0,,84.0,3,28.0,4.0,9.67,,,10,7,,17,89.08764705882353,958.9305241764707,689854.5882352941,384375.0,1839600.0,876426.0,0.96
2023-01-01,Quebec,1400,5.0,2.0,3970.0,15.0,3955.0,124,32.02,3.41,2.32,,,,,,,,,,,,876426.0,45.3
2023-05-01,Quebec,1400,5.0,1.0,6.0,,6.0,3,2.0,2.0,1.33,,,,,,,,,,,,876426.0,0.07
2023-07-01,Quebec,1400,1.0,1.0,542.0,,542.0,542,1.0,0.0,1.68,,,,,,,,,,,,876426.0,6.18
2023-12-01,Quebec,1400,4.0,1.0,79.0,,79.0,20,3.95,0.0,3.65,,,14,26,,40,80.648,868.0870072,331557.225,0.0,701385.0,876426.0,0.9
1988-08-01,Regina,1490,2.0,1.0,4.0,,,2,2.0,0.0,0.0,,,,,,,,,,,,195585.12,0.2
1988-06-01,Regina,1490,4.0,4.0,46.0,,,1,46.0,0.0,0.0,,,,,,,,,,,,195585.12,2.35
1988-09-01,Regina,1490,5.0,3.0,117.0,,,2,58.5,0.0,0.0,,,,,,,,,,,,195585.12,5.98
1988-11-01,Regina,1490,4.0,1.0,8.0,,,2,4.0,0.0,0.0,,,,,,,,,,,,195585.12,0.41
1988-11-01,Regina,1490,4.0,2.0,4.0,,,1,4.0,0.0,2.0,,,,,,,,,,,,195585.12,0.2
1988-07-01,Regina,1490,2.0,2.0,10.0,,,5,2.0,0.0,0.0,,,,,,,,,,,,195585.12,0.51
1988-09-01,Regina,1490,4.0,3.0,48.0,,,4,12.0,0.0,0.0,,,,,,,,,,,,195585.12,2.45
1988-06-01,Regina,1490,1.0,1.0,351.0,,,351,1.0,0.0,0.1,,,,,,,,,,,,195585.12,17.95
1988-08-01,Regina,1490,1.0,3.0,11.0,,,11,1.0,0.0,0.0,,,,,,,,,,,,195585.12,0.56
1988-10-01,Regina,1490,5.0,2.0,10.0,,,2,5.0,0.0,0.0,,,,,,,,,,,,195585.12,0.51
1988-09-01,Regina,1490,5.0,4.0,50.0,,,1,50.0,5.0,0.0,,,,,,,,,,,,195585.12,2.56
1989-11-01,Regina,1490,2.0,3.0,2.0,,,1,2.0,0.0,0.0,,,,,,,,,,,,195307.25,0.1
1989-01-01,Regina,1490,1.0,1.0,422.0,,,422,1.0,0.0,0.13,,,,,,,,,,,,195307.25,21.61
1989-12-01,Regina,1490,1.0,2.0,1.0,,,1,1.0,0.0,5.0,,,,,,,,,,,,195307.25,0.05
1989-07-01,Regina,1490,5.0,2.0,87.0,,,3,29.0,1.0,0.0,,,,,,,,,,,,195307.25,4.45
1989-08-01,Regina,1490,2.0,1.0,14.0,,,7,2.0,0.0,0.86,,,,,,,,,,,,195307.25,0.72
1989-07-01,Regina,1490,4.0,2.0,64.0,,,7,9.14,0.0,0.14,,,,,,,,,,,,195307.25,3.28
1989-08-01,Regina,1490,1.0,3.0,7.0,,,7,1.0,0.0,0.0,,,,,,,,,,,,195307.25,0.36
1990-01-01,Regina,1490,1.0,1.0,314.0,,,314,1.0,0.0,0.41,,,,,,,,,,,,195899.25,16.03
1990-05-01,Regina,1490,5.0,3.0,68.0,,,1,68.0,0.0,0.0,,,,,,,,,,,,195899.25,3.47
1990-11-01,Regina,1490,4.0,3.0,16.0,,,5,3.2,0.0,0.0,,,,,,,,,,,,195899.25,0.82
1990-05-01,Regina,1490,4.0,2.0,32.0,,,3,10.67,0.0,0.0,,,,,,,,,,,,195899.25,1.63
1990-06-01,Regina,1490,5.0,2.0,23.0,,,1,23.0,0.0,1.0,,,,,,,,,,,,195899.25,1.17
1990-10-01,Regina,1490,1.0,3.0,6.0,,,6,1.0,0.0,0.0,,,,,,,,,,,,195899.25,0.31
1990-05-01,Regina,1490,2.0,2.0,8.0,,,4,2.0,0.0,0.5,,,,,,,,,,,,195899.25,0.41
1990-05-01,Regina,1490,2.0,3.0,4.0,,,2,2.0,0.0,0.0,,,,,,,,,,,,195899.25,0.2
1991-07-01,Regina,1490,5.0,3.0,8.0,,,1,8.0,0.0,0.0,,,,,,,,,,,,196775.48,0.41
1991-08-01,Regina,1490,2.0,1.0,2.0,,,1,2.0,0.0,0.0,,,,,,,,,,,,196775.48,0.1
1991-04-01,Regina,1490,5.0,2.0,12.0,,,2,6.0,2.5,0.0,,,,,,,,,,,,196775.48,0.61
1991-10-01,Regina,1490,2.0,3.0,2.0,,,1,2.0,0.0,0.0,,,,,,,,,,,,196775.48,0.1
1991-07-01,Regina,1490,1.0,1.0,161.0,,,161,1.0,0.0,0.5,,,,,,,,,,,,196775.48,8.18
1991-04-01,Regina,1490,2.0,2.0,4.0,,,2,2.0,0.0,0.0,,,,,,,,,,,,196775.48,0.2
1992-10-01,Regina,1490,5.0,2.0,73.0,,,2,36.5,0.0,0.0,,,,,,,,,,,,198087.61,3.69
1992-05-01,Regina,1490,1.0,1.0,541.0,,,541,1.0,0.0,0.28,,,,,,,,,,,,198087.61,27.31
1992-07-01,Regina,1490,4.0,3.0,3.0,,,1,3.0,0.0,,,,,,,,,,,,,198087.61,0.15
1992-08-01,Regina,1490,5.0,3.0,24.0,,,1,24.0,0.0,0.0,,,,,,,,,,,,198087.61,1.21
1992-08-01,Regina,1490,1.0,3.0,5.0,,,5,1.0,0.0,0.0,,,,,,,,,,,,198087.61,0.25
1992-10-01,Regina,1490,2.0,3.0,6.0,,,3,2.0,0.0,0.0,,,,,,,,,,,,198087.61,0.3
1992-09-01,Regina,1490,2.0,2.0,2.0,,,1,2.0,0.0,1.0,,,,,,,,,,,,198087.61,0.1
1992-10-01,Regina,1490,4.0,2.0,12.0,,,2,6.0,0.0,0.0,,,,,,,,,,,,198087.61,0.61
